Time,BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Latent Heat Load [W],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Latent Cool Load [W],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Heat Load No DOAS [W],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Sens Cool Load No DOAS [W],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Latent Heat Load No DOAS [W],BATIMENT0000000240879451_PART0_F0_WHOLE::Des Latent Cool Load No DOAS [W],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240879451_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,3.983343E+03,0.000000E+00,1.301809E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999269E+01,4.413270E+01,2.893348E+01,4.629472E+01
00:20:00,4.037913E+03,0.000000E+00,1.319640E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999264E+01,4.413986E+01,2.873973E+01,4.730919E+01
00:30:00,4.096583E+03,0.000000E+00,1.338811E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999259E+01,4.415376E+01,2.854831E+01,4.831361E+01
00:40:00,4.159318E+03,0.000000E+00,1.359310E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999255E+01,4.417303E+01,2.835496E+01,4.931328E+01
00:50:00,4.226261E+03,0.000000E+00,1.381184E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999252E+01,4.419529E+01,2.816000E+01,5.030636E+01
01:00:00,4.297291E+03,0.000000E+00,1.404393E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999249E+01,4.421909E+01,2.796484E+01,5.128901E+01
01:10:00,4.327747E+03,0.000000E+00,1.414345E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999246E+01,4.424333E+01,2.776975E+01,5.226032E+01
01:20:00,4.355747E+03,0.000000E+00,1.423494E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999245E+01,4.426549E+01,2.758690E+01,5.318296E+01
01:30:00,4.381378E+03,0.000000E+00,1.431869E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999244E+01,4.428446E+01,2.741722E+01,5.405268E+01
01:40:00,4.404699E+03,0.000000E+00,1.439489E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999243E+01,4.430066E+01,2.725494E+01,5.488693E+01
01:50:00,4.425561E+03,0.000000E+00,1.446307E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999241E+01,4.431490E+01,2.709549E+01,5.570050E+01
