Date/Time,Cooling:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),Fans:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Electricity:Facility [J](RunPeriod),NaturalGas:Facility [J](RunPeriod) 
simdays=365,14669681319.875437,0.0,158641163548.51117,22176080114.51329,86767922910.41751,11191383200.010193,82535336377.83017,221797406757.861,158641163548.51117 
