Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
00:15:00,2.361849E-02,1.058991E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.851019E+02,6.087489E-02,6.562110E+02,9.416545E+02,1.159185E-01,2.663358E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.161257E+02,6.032616E-02,6.554358E+02,9.060702E+02,6.968051E-02,1.597334E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.282086E+02,4.519588E-02,4.936630E+02,6.496202E+02,1.114723E-01,2.578958E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.161257E+02,5.075909E-02,5.488308E+02,7.925924E+02,7.078939E-02,1.618384E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.282086E+02,5.138932E-02,5.626758E+02,7.214419E+02
00:30:00,2.359422E-02,1.058531E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.873791E+02,6.083407E-02,6.534789E+02,9.387807E+02,1.159004E-01,2.663015E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.178520E+02,5.968968E-02,6.466174E+02,8.967638E+02,6.966979E-02,1.597131E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.292326E+02,4.469149E-02,4.870187E+02,6.426865E+02,1.114542E-01,2.578614E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.178520E+02,5.030905E-02,5.420899E+02,7.853979E+02,7.077868E-02,1.618180E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.292326E+02,5.091548E-02,5.563718E+02,7.149024E+02
00:45:00,2.356999E-02,1.058071E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.896562E+02,6.079284E-02,6.507424E+02,9.359024E+02,1.158824E-01,2.662672E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.195782E+02,5.905372E-02,6.378050E+02,8.874506E+02,6.965908E-02,1.596927E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.302566E+02,4.418828E-02,4.803874E+02,6.357585E+02,1.114361E-01,2.578271E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.195782E+02,4.985825E-02,5.353404E+02,7.781831E+02,7.076798E-02,1.617977E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.302566E+02,5.043697E-02,5.500158E+02,7.083026E+02
01:00:00,2.354581E-02,1.057612E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.919334E+02,6.075120E-02,6.480012E+02,9.330192E+02,1.158644E-01,2.662330E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.213044E+02,5.841861E-02,6.290018E+02,8.781372E+02,6.964840E-02,1.596725E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.312806E+02,4.368642E-02,4.737713E+02,6.288406E+02,1.114181E-01,2.577928E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.213044E+02,4.940657E-02,5.285813E+02,7.709492E+02,7.075730E-02,1.617774E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.312806E+02,4.995359E-02,5.436056E+02,7.016422E+02
01:15:00,2.352167E-02,1.057154E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.934515E+02,6.070913E-02,6.460143E+02,9.309078E+02,1.158464E-01,2.661989E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.224552E+02,5.779464E-02,6.208982E+02,8.695521E+02,6.963773E-02,1.596522E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.319633E+02,4.319172E-02,4.675762E+02,6.223588E+02,1.114001E-01,2.577587E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.224552E+02,4.896294E-02,5.224873E+02,7.644092E+02,7.074665E-02,1.617572E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.319633E+02,4.947110E-02,5.375466E+02,6.953459E+02
01:30:00,2.349758E-02,1.056696E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.949696E+02,6.066662E-02,6.440225E+02,9.287914E+02,1.158285E-01,2.661648E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.236061E+02,5.718268E-02,6.129284E+02,8.611006E+02,6.962709E-02,1.596320E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.326460E+02,4.270465E-02,4.614661E+02,6.159594E+02,1.113821E-01,2.577246E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.236061E+02,4.852789E-02,5.164887E+02,7.579666E+02,7.073601E-02,1.617370E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.326460E+02,4.899002E-02,5.315033E+02,6.890601E+02
01:45:00,2.349933E-02,1.056729E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.964877E+02,6.067431E-02,6.425901E+02,9.273277E+02,1.158298E-01,2.661673E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.247569E+02,5.661383E-02,6.054390E+02,8.531906E+02,6.962786E-02,1.596335E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.333287E+02,4.224375E-02,4.556477E+02,6.098804E+02,1.113834E-01,2.577270E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.247569E+02,4.813301E-02,5.109379E+02,7.520465E+02,7.073678E-02,1.617385E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.333287E+02,4.852945E-02,5.256885E+02,6.830257E+02
02:00:00,2.350108E-02,1.056763E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.980058E+02,6.068147E-02,6.411518E+02,9.258576E+02,1.158311E-01,2.661698E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.259077E+02,5.605315E-02,5.980406E+02,8.453658E+02,6.962863E-02,1.596349E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.340114E+02,4.178836E-02,4.498907E+02,6.038590E+02,1.113847E-01,2.577295E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.259077E+02,4.774294E-02,5.054406E+02,7.461745E+02,7.073755E-02,1.617400E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.340114E+02,4.806833E-02,5.198677E+02,6.769793E+02
02:15:00,2.350282E-02,1.056796E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,2.991444E+02,6.068808E-02,6.400869E+02,9.247697E+02,1.158324E-01,2.661722E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.267708E+02,5.550612E-02,5.910821E+02,8.380014E+02,6.962940E-02,1.596364E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.345234E+02,4.134157E-02,4.444002E+02,5.981147E+02,1.113860E-01,2.577320E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.267708E+02,4.736250E-02,5.003384E+02,7.407174E+02,7.073832E-02,1.617414E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.345234E+02,4.761011E-02,5.142498E+02,6.711439E+02
02:30:00,2.350456E-02,1.056829E+03,1.624479E-02,0.000000E+00,0.000000E+00,1.624479E-02,3.002830E+02,6.069416E-02,6.390160E+02,9.236753E+02,1.158337E-01,2.661747E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.276339E+02,5.497347E-02,5.842837E+02,8.308080E+02,6.963017E-02,1.596379E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.350354E+02,4.090380E-02,4.390101E+02,5.924750E+02,1.113873E-01,2.577345E+03,1.231460E-02,0.000000E+00,0.000000E+00,1.231460E-02,2.276339E+02,4.699226E-02,4.953496E+02,7.353847E+02,7.073909E-02,1.617429E+03,7.305182E-03,0.000000E+00,0.000000E+00,7.305182E-03,1.350354E+02,4.715553E-02,5.086724E+02,6.653506E+02
