excluded_id,prepared_neighbor_id,excluded_blocker_key,prepared_blocker_key,excluded_epc_age_band,prepared_epc_age_band,excluded_storeys,prepared_storeys,excluded_building_type,prepared_building_type,prepared_tabula_period,differing_field
way/1433131825,way/1433131826,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,G,2.0,2.0,TH,TH,GB.05,epc_age_band
way/1433576699,way/1433576700,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/1433576710,way/396619806,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,F|G,2.0,2.0,TH,TH,GB.05,epc_certificate_found
way/1433576719,way/1433576720,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,D|F,2.0,2.0,TH,TH,GB.04,epc_age_band
way/1433576721,way/1433576720,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,D|F,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/1433576721,way/1433576722,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,2.0,TH,TH,GB.05,epc_certificate_found
way/1433576726,way/1433576727,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,D|F,2.0,2.0,TH,TH,GB.04,epc_age_band
way/1433576728,way/1433576727,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,D|F,2.0,2.0,TH,TH,GB.04,epc_age_band
way/1474894630,way/1474894651,PERIOD_STRADDLE_DISJOINT_BANDS_G|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|J|K,K,3.0,3.0,AB,TH,GB.07,building_type
way/192335466,way/192335467,PERIOD_STRADDLE_DISJOINT_BANDS_C|F,,PERIOD_STRADDLE_DISJOINT_BANDS_C|F,C|D,2.0,2.0,TH,TH,GB.03,epc_age_band
way/192335469,way/192335479,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,C|D,2.0,2.0,TH,TH,GB.03,epc_age_band
way/192335470,way/192335455,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,C|D,3.0,3.0,TH,TH,GB.03,epc_age_band
way/192335472,way/192335471,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,C|D,2.0,2.0,TH,TH,GB.03,epc_age_band
way/192335473,way/192335474,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,C|D,2.0,2.0,TH,TH,GB.03,epc_age_band
way/192335475,way/192335474,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,C|D,2.0,2.0,TH,TH,GB.03,epc_age_band
way/192335475,way/192335476,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,D|E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/192335477,way/192335476,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,D|E,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/192335478,way/192335482,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,B|C,2.0,2.0,TH,TH,GB.02,epc_certificate_found
way/192335483,way/192335479,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,C|D,2.0,2.0,TH,TH,GB.03,epc_certificate_found
way/192335498,way/192335497,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,GB.08,2.0,3.0,AB,AB,GB.08,storeys
way/288548511,way/288548514,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,2.0,TH,TH,GB.06,storeys
way/288548517,way/288548514,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/298846072,way/1430302490,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,D|F,2.0,2.0,TH,TH,GB.04,epc_age_band
way/298846086,way/1430536862,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,C|D,2.0,2.0,TH,TH,GB.03,epc_certificate_found
way/328227200,way/1054785380,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,3.0,TH,TH,GB.06,storeys
way/328227203,way/328227201,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/328227203,way/1057778446,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/334774519,way/1057529442,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,H|I,3.0,3.0,TH,AB,GB.06,building_type
way/334774519,way/1057529444,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/360408486,way/360408507,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,I,2.0,2.0,TH,TH,GB.06,epc_age_band
way/360408489,way/360408512,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360408492,way/360408497,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/360408495,way/360408490,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/360408496,way/360408501,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360408500,way/360408497,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/360408500,way/360408507,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/360408502,way/360408511,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360408503,way/360408512,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360408505,way/360408513,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360408508,way/360408504,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360617974,way/360617972,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/360924347,way/360924345,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/360977295,way/360977300,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360977295,way/360977296,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,GB.07,2.0,2.0,TH,TH,GB.07,epc_certificate_found
way/360977302,way/360977299,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/360977302,way/360977303,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/388457725,way/1474894647,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,K,3.0,3.0,AB,TH,GB.07,building_type
way/388457725,way/393505344,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,I|J,3.0,2.0,AB,TH,GB.06,building_type
way/388460384,way/393505350,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,GB.08,3.0,4.0,AB,AB,GB.08,storeys
way/390194491,way/393614546,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,I|J,3.0,3.0,TH,MFH,GB.06,building_type
way/390799032,way/1056562078,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,B|C,2.0,2.0,TH,TH,GB.02,epc_age_band
way/390799034,way/395620833,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I|J,4.0,3.0,AB,TH,GB.06,building_type
way/393510986,way/1058042194,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,H,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/393510997,way/1056456195,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,D|E,3.0,3.0,TH,TH,GB.04,epc_certificate_found
way/393512884,way/1056849910,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/393512884,way/393512883,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/393608217,way/393604894,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,G,2.0,3.0,TH,TH,GB.05,storeys
way/393608230,way/393608227,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,D|F,2.0,2.0,TH,TH,GB.04,epc_age_band
way/393608232,way/393608227,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,D|F,3.0,2.0,AB,TH,GB.04,building_type
way/394093227,way/394093228,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,,3.0,AB,AB,GB.01,storeys
way/394093229,way/394093228,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,4.0,3.0,AB,AB,GB.01,storeys
way/394093232,way/394093233,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F|G|H|I,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F|G|H|I,A,5.0,3.0,AB,AB,GB.01,storeys
way/394093234,way/394093235,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,B|C,3.0,3.0,AB,AB,GB.02,epc_age_band
way/394093234,way/394093233,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,A,3.0,3.0,AB,AB,GB.01,epc_age_band
way/394093236,way/394093235,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,B|C,3.0,3.0,AB,AB,GB.02,epc_age_band
way/394093239,way/394093240,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,AB,AB,GB.06,epc_certificate_found
way/394093241,way/394093240,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,AB,AB,GB.06,epc_certificate_found
way/394341584,way/394341583,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/394358277,way/394358278,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/394358279,way/394358278,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/394358281,way/394358282,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/394358281,way/394358280,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/394358286,way/394358287,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/394358289,way/394358288,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/394371938,way/394371933,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,GB.08,3.0,3.0,TH,TH,GB.08,epc_certificate_found
way/394372766,way/394372767,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,D|E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/394372768,way/394372767,PERIOD_STRADDLE_DISJOINT_BANDS_D|G,,PERIOD_STRADDLE_DISJOINT_BANDS_D|G,D|E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/394902409,way/1452468873,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,3.0,1.0,TH,TH,GB.01,storeys
way/394902418,way/892347479,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/395533903,way/395533901,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,2.0,TH,TH,GB.06,storeys
way/395533907,way/395533908,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/395620813,way/395620815,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I|J,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/395620813,way/395533912,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I|J,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/395620824,way/395620822,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I|J,2.0,3.0,TH,TH,GB.06,storeys
way/395620829,way/395620831,PERIOD_STRADDLE_J_GB.06_GB.07,,PERIOD_STRADDLE_J_GB.06_GB.07,I|J,2.0,3.0,TH,TH,GB.06,storeys
way/395622186,way/1057823423,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,3.0,TH,AB,GB.06,building_type
way/395625728,way/395625730,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,3.0,TH,TH,GB.05,epc_certificate_found
way/395625733,way/395625730,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,3.0,TH,TH,GB.05,storeys
way/395625735,way/1057823423,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,3.0,TH,AB,GB.06,building_type
way/395632066,way/395632065,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/396164726,way/396164727,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,3.0,TH,TH,GB.05,epc_certificate_found
way/396164728,way/396164727,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,3.0,TH,TH,GB.05,storeys
way/396164729,way/396164730,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,G,3.0,3.0,TH,TH,GB.05,epc_age_band
way/396164731,way/396164732,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,F|G,3.0,2.0,TH,TH,GB.05,storeys
way/396164731,way/396164730,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,G,3.0,3.0,TH,TH,GB.05,epc_age_band
way/396164737,way/396164736,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,3.0,TH,TH,GB.05,epc_certificate_found
way/396164739,way/396164740,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,2.0,TH,TH,GB.05,storeys
way/396164742,way/396164741,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,2.0,TH,TH,GB.05,epc_certificate_found
way/396164742,way/396164743,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,2.0,TH,TH,GB.05,epc_certificate_found
way/396469814,way/396469816,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,D|E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/396469815,way/396469816,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,D|E,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/396469815,way/396469817,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,E,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/396469818,way/396469817,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/396524027,way/394093228,PERIOD_STRADDLE_DISJOINT_BANDS_D|F|G|H|I,,PERIOD_STRADDLE_DISJOINT_BANDS_D|F|G|H|I,A,4.0,3.0,AB,AB,GB.01,storeys
way/396524030,way/396524031,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,H,,2.0,TH,TH,GB.06,storeys
way/396524036,way/396524037,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,I,3.0,2.0,TH,TH,GB.06,storeys
way/396524038,way/396524037,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,,2.0,TH,TH,GB.06,storeys
way/396524038,way/396524039,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,,2.0,TH,TH,GB.06,storeys
way/396524040,way/396524041,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,,2.0,TH,TH,GB.06,storeys
way/396524040,way/396524039,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,,2.0,TH,TH,GB.06,storeys
way/396524531,way/1432575736,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,,2.0,TH,TH,GB.01,storeys
way/396585006,way/396585005,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,D|F,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/396591273,way/396622952,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,D|E,2.0,2.0,AB,AB,GB.04,epc_age_band
way/396619811,way/396619810,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,E|F,2.0,2.0,TH,TH,GB.04,epc_age_band
way/396619815,way/396619816,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|J,,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|J,F|G,2.0,2.0,TH,TH,GB.05,epc_age_band
way/396619817,way/396619816,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,F|G,2.0,2.0,TH,TH,GB.05,epc_age_band
way/396619823,way/396619822,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A|B,3.0,2.0,TH,TH,GB.01,storeys
way/396622953,way/396622952,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,D|E,2.0,2.0,AB,AB,GB.04,epc_age_band
way/396622959,way/396622960,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,3.0,TH,TH,GB.01,storeys
way/396622961,way/396622960,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,A,3.0,3.0,TH,TH,GB.01,epc_age_band
way/396682091,way/396619822,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,3.0,2.0,TH,TH,GB.01,storeys
way/396929146,way/396929147,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,D|E,,2.0,TH,TH,GB.04,storeys
way/396940022,way/396940021,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,D|F,3.0,3.0,TH,TH,GB.04,epc_age_band
way/396940025,way/396940026,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,E|F,3.0,3.0,TH,TH,GB.04,epc_age_band
way/396940025,way/396940024,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,E,3.0,2.0,TH,TH,GB.04,storeys
way/396940027,way/396940026,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,E|F,3.0,3.0,TH,TH,GB.04,epc_certificate_found
way/396940028,way/396940029,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,3.0,TH,TH,GB.05,epc_certificate_found
way/396940028,way/396940031,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,3.0,TH,TH,GB.05,epc_certificate_found
way/396940030,way/396940033,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,G,3.0,3.0,TH,TH,GB.05,epc_age_band
way/396940030,way/396940031,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,G,3.0,3.0,TH,TH,GB.05,epc_age_band
way/396940034,way/396940032,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,G,3.0,3.0,TH,TH,GB.05,epc_age_band
way/397131465,way/397131466,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,2.0,TH,TH,GB.06,storeys
way/397134763,way/1435853777,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,GB.08,2.0,3.0,TH,AB,GB.08,building_type
way/398158943,way/398158941,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,H|I|J,3.0,3.0,AB,TH,GB.06,building_type
way/398158946,way/398158947,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,G,2.0,3.0,AB,AB,GB.05,storeys
way/398158958,way/398158959,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,G,3.0,2.0,AB,TH,GB.05,building_type
way/398158967,way/398158969,PERIOD_STRADDLE_DISJOINT_BANDS_E|G|I,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G|I,H,3.0,3.0,AB,TH,GB.06,building_type
way/398158970,way/398158969,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,H,3.0,3.0,AB,TH,GB.06,building_type
way/409624878,way/409624877,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,D|E,4.0,4.0,AB,AB,GB.04,epc_age_band
way/419435178,way/419435179,PERIOD_STRADDLE_DISJOINT_BANDS_F|G|I,,PERIOD_STRADDLE_DISJOINT_BANDS_F|G|I,H,3.0,3.0,AB,TH,GB.06,building_type
way/419435188,way/395878238,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,I,2.0,3.0,TH,AB,GB.06,building_type
way/484767410,way/484767411,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,2.0,TH,TH,GB.06,epc_certificate_found
way/484767413,way/484767414,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,E,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/484767413,way/484767412,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,E,2.0,2.0,TH,TH,GB.04,epc_certificate_found
way/484767415,way/484767417,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,2.0,3.0,TH,TH,GB.06,storeys
way/484767416,way/484767414,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,E,2.0,2.0,TH,TH,GB.04,epc_age_band
way/484767418,way/484767417,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,I,3.0,3.0,TH,TH,GB.06,epc_certificate_found
way/484767418,way/484767419,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,3.0,3.0,TH,TH,GB.05,epc_certificate_found
way/513371053,way/393512882,PERIOD_STRADDLE_DISJOINT_BANDS_F|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_F|I|J|K,G,5.0,3.0,AB,TH,GB.05,building_type
