osm_id,building_type,is_attached,storeys,storey_provenance,epc_certificate_found,epc_age_band,tabula_period,blocker_key,prepared,simulated,eui_kwh_m2
way/1430549488,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1430549489,TH,True,2,,Y,C|D,GB.03,,Y,Y,258.480474
way/1430549490,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E,N,N,
way/1430549491,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1430549492,TH,True,2,,Y,D|E,GB.04,,Y,Y,286.801171
way/1432262694,AB,True,5,,Y,GB.08,GB.08,,Y,Y,37.586263
way/1432575672,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,B|C,GB.02,,Y,Y,357.355371
way/1432575673,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575674,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575675,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575676,TH,True,3,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,370.889118
way/1432575677,TH,True,3,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1432575678,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575679,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575680,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575692,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575693,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575694,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,300.334687
way/1432575695,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A|B,GB.01,,Y,Y,293.679091
way/1432575696,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A|B,GB.01,,Y,Y,296.251356
way/1432575697,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1432575698,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A|B,GB.01,,Y,Y,327.022964
way/1432575708,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,I,GB.06,,Y,Y,199.79205
way/1432575709,TH,True,3,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,N,N,
way/1432575710,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,N,N,
way/1432575711,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,N,N,
way/1432575712,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575713,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575721,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575722,TH,True,3,SAP_FLOOR_DIMENSIONS,Y,G,GB.05,,Y,Y,274.149576
way/1432575723,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,G,GB.05,,Y,Y,189.304109
way/1432575724,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575725,TH,True,3,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1432575726,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575727,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575736,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,293.20472
way/1432575737,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,293.57821
way/1432575738,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575739,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1432575740,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575741,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575742,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1432575743,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,294.035701
way/1432575744,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/1432575745,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,304.508356
way/14325891,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|F,N,N,
way/1433131818,TH,True,2,,Y,C|D,GB.03,,Y,Y,251.982172
way/1433131819,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433131820,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433131821,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433131822,TH,True,2,,Y,E,GB.04,,Y,Y,223.956949
way/1433131823,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433131824,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433131825,TH,True,2,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,N,N,
way/1433131826,TH,True,2,,Y,G,GB.05,,Y,Y,239.127128
way/1433576699,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433576700,TH,True,2,,Y,E,GB.04,,Y,Y,245.248738
way/1433576701,TH,True,2,,Y,G,GB.05,,Y,Y,200.274713
way/1433576702,TH,True,2,,Y,F|G,GB.05,,Y,Y,238.174109
way/1433576710,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576711,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576712,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433576713,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576714,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576715,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|L,,PERIOD_STRADDLE_DISJOINT_BANDS_F|L,N,N,
way/1433576716,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|H,,PERIOD_STRADDLE_DISJOINT_BANDS_E|H,N,N,
way/1433576717,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433576718,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,N,N,
way/1433576719,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433576720,TH,True,2,,Y,D|F,GB.04,,Y,Y,227.460363
way/1433576721,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576722,TH,True,2,,Y,G,GB.05,,Y,Y,243.025354
way/1433576723,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576724,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,N,N,
way/1433576725,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576726,TH,True,2,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,N,N,
way/1433576727,TH,True,2,,Y,D|F,GB.04,,Y,Y,222.363271
way/1433576728,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/1433576729,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/1433576730,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576731,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1433576732,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|K,N,N,
way/1433576733,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,N,N,
way/1435853777,AB,True,3,,Y,GB.08,GB.08,,Y,Y,66.086455
way/1452468873,TH,True,1,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,184.992126
way/1452468886,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1452468887,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1452468888,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1452468889,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1474894630,AB,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|J|K,N,N,
way/1474894647,TH,True,3,,Y,K,GB.07,,Y,Y,161.959127
way/1474894648,TH,True,3,,Y,I,GB.06,,Y,Y,251.070699
way/1474894649,TH,True,3,,Y,K,GB.07,,Y,Y,156.395448
way/1474894650,TH,True,3,,Y,I,GB.06,,Y,Y,250.569738
way/1474894651,TH,True,3,,Y,K,GB.07,,Y,Y,166.609175
way/1475004676,TH,True,1,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1475004677,TH,True,1,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1475004679,TH,True,1,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1475004680,TH,True,1,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1475004681,TH,True,1,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/1475004682,TH,True,1,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/1475004683,TH,True,1,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|H,,PERIOD_STRADDLE_DISJOINT_BANDS_F|H,N,N,
way/1475004684,TH,True,1,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,N,N,
way/154194221,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C|D|E|F|G|H|I,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C|D|E|F|G|H|I,N,N,
way/182927520,AB,False,5,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F|I|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F|I|K|L,N,N,
way/182927523,AB,False,8,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/182927525,AB,False,6,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/190348376,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,N,N,
way/190348377,AB,False,4,,Y,GB.08,GB.08,,Y,Y,46.453865
way/190348378,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,N,N,
way/190348379,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,N,N,
way/190348384,AB,False,10,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|I|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_G|I|K|L,N,N,
way/190701337,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/190701339,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/190701340,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/190701341,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/190701342,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/190837474,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H|I,,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H|I,N,N,
way/190837476,SFH,False,3,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/192335451,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K,N,N,
way/192335452,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335453,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/192335455,TH,True,3,,Y,C|D,GB.03,,Y,Y,405.055845
way/192335456,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335458,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/192335460,TH,True,3,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335461,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335463,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/192335465,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335466,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|F,,PERIOD_STRADDLE_DISJOINT_BANDS_C|F,N,N,
way/192335467,TH,True,2,,Y,C|D,GB.03,,Y,Y,312.184317
way/192335468,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|L,,PERIOD_STRADDLE_DISJOINT_BANDS_D|L,N,N,
way/192335469,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/192335470,TH,True,3,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335471,TH,True,2,,Y,C|D,GB.03,,Y,Y,309.875036
way/192335472,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335473,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/192335474,TH,True,2,,Y,C|D,GB.03,,Y,Y,260.700319
way/192335475,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|L,N,N,
way/192335476,TH,True,2,,Y,D|E,GB.04,,Y,Y,238.656857
way/192335477,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335478,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335479,TH,True,2,,Y,C|D,GB.03,,Y,Y,261.142785
way/192335480,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335481,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335482,TH,True,2,,Y,B|C,GB.02,,Y,Y,280.894048
way/192335483,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335484,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/192335485,TH,True,2,,Y,D|E,GB.04,,Y,Y,301.117981
way/192335486,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|K,,PERIOD_STRADDLE_DISJOINT_BANDS_C|K,N,N,
way/192335487,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335488,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335489,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/192335490,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335491,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335492,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/192335493,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/192335494,AB,True,,,Y,J|K,GB.07,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/192335497,AB,True,3,,Y,GB.08,GB.08,,Y,Y,92.522398
way/192335498,AB,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/195649308,AB,False,4,,Y,D|E,GB.04,,Y,Y,100.263005
way/204487525,AB,False,7,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K|L,N,N,
way/261272596,AB,False,,,Y,D|E|F,GB.04,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/261272597,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|H,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|H,N,N,
way/261272598,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,N,N,
way/261272599,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,N,N,
way/261272600,AB,False,3,,Y,C|D,GB.03,,Y,Y,119.00893
way/263494319,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C|D|E|F,N,N,
way/263494320,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F|G,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F|G,N,N,
way/288548491,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/288548503,AB,False,5,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,N,N,
way/288548506,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,N,N,
way/288548508,TH,True,3,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/288548511,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/288548514,TH,True,2,,Y,I,GB.06,,Y,Y,173.493503
way/288548517,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/288548520,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/288548523,TH,True,3,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/29093390,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|G,N,N,
way/29093543,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|I,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|I,N,N,
way/29093544,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,N,N,
way/29093545,AB,False,6,,Y,D|E|F,GB.04,,Y,Y,93.482879
way/29093548,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|G,N,N,
way/29093572,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,N,N,
way/29093600,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,N,N,
way/298782427,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,N,N,
way/298782428,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,N,N,
way/298782429,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,N,N,
way/298782430,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E,N,N,
way/298782431,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,N,N,
way/298782432,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,N,N,
way/298782433,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|F,N,N,
way/298782434,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D,N,N,
way/298846069,TH,True,2,,Y,D|E,GB.04,,Y,Y,291.992755
way/298846070,TH,True,2,,Y,E,GB.04,,Y,Y,269.86085
way/298846071,TH,True,2,,Y,D|F,GB.04,,Y,Y,290.843988
way/298846072,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/298846073,TH,True,2,,Y,E,GB.04,,Y,Y,272.569496
way/298846074,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/298846075,TH,True,2,,Y,D|E,GB.04,,Y,Y,278.015739
way/298846076,TH,True,2,,Y,D|E,GB.04,,Y,Y,292.780389
way/298846078,AB,False,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/298846079,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
