Time,BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:05:00,3.273911E+03,0.000000E+00,1.070064E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383560E+01,2.576837E+01,4.722148E+01,3.529190E+03,0.000000E+00,1.153501E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999598E+01,3.452535E+01,2.839166E+01,4.049695E+01,3.776877E+03,0.000000E+00,1.234453E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.522886E+01,2.867194E+01,3.984490E+01,8.544077E+03,0.000000E+00,2.792492E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.297332E+01,2.713457E+01,4.357358E+01,8.684077E+03,0.000000E+00,2.838229E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999465E+01,4.343431E+01,2.446127E+01,5.103491E+01
00:10:00,3.263316E+03,0.000000E+00,1.066601E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383675E+01,2.575594E+01,4.745375E+01,3.516228E+03,0.000000E+00,1.149264E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999598E+01,3.452761E+01,2.838116E+01,4.069166E+01,3.763417E+03,0.000000E+00,1.230053E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523071E+01,2.866208E+01,4.003501E+01,8.507588E+03,0.000000E+00,2.780566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.297087E+01,2.712423E+01,4.378264E+01,8.642660E+03,0.000000E+00,2.824692E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999464E+01,4.342967E+01,2.444532E+01,5.129680E+01
00:15:00,3.251805E+03,0.000000E+00,1.062838E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383730E+01,2.573710E+01,4.770301E+01,3.502328E+03,0.000000E+00,1.144721E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999598E+01,3.452934E+01,2.836422E+01,4.090062E+01,3.749014E+03,0.000000E+00,1.225346E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523212E+01,2.864544E+01,4.023988E+01,8.469816E+03,0.000000E+00,2.768220E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.296953E+01,2.709792E+01,4.403181E+01,8.600058E+03,0.000000E+00,2.810768E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999463E+01,4.342665E+01,2.440901E+01,5.162049E+01
00:20:00,3.239366E+03,0.000000E+00,1.058773E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383721E+01,2.571285E+01,4.796545E+01,3.487476E+03,0.000000E+00,1.139867E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999598E+01,3.453052E+01,2.834196E+01,4.112028E+01,3.733644E+03,0.000000E+00,1.220322E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523310E+01,2.862310E+01,4.045613E+01,8.430705E+03,0.000000E+00,2.755437E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.296935E+01,2.705793E+01,4.431468E+01,8.556178E+03,0.000000E+00,2.796426E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999463E+01,4.342537E+01,2.435509E+01,5.199730E+01
00:25:00,3.226007E+03,0.000000E+00,1.054406E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383653E+01,2.568478E+01,4.823629E+01,3.471680E+03,0.000000E+00,1.134704E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.453116E+01,2.831612E+01,4.134626E+01,3.717323E+03,0.000000E+00,1.214987E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523366E+01,2.859682E+01,4.067942E+01,8.390290E+03,0.000000E+00,2.742228E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.297009E+01,2.700840E+01,4.462064E+01,8.511095E+03,0.000000E+00,2.781691E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999462E+01,4.342547E+01,2.428858E+01,5.241212E+01
00:30:00,3.211718E+03,0.000000E+00,1.049736E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383534E+01,2.565411E+01,4.851196E+01,3.454926E+03,0.000000E+00,1.129228E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.453135E+01,2.828798E+01,4.157541E+01,3.700030E+03,0.000000E+00,1.209336E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523387E+01,2.856792E+01,4.090659E+01,8.348514E+03,0.000000E+00,2.728574E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.297159E+01,2.695236E+01,4.494202E+01,8.464715E+03,0.000000E+00,2.766533E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999462E+01,4.342673E+01,2.421340E+01,5.285329E+01
00:35:00,3.196505E+03,0.000000E+00,1.044764E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383369E+01,2.562159E+01,4.879017E+01,3.437224E+03,0.000000E+00,1.123442E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.453113E+01,2.825821E+01,4.180595E+01,3.681781E+03,0.000000E+00,1.203371E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523376E+01,2.853710E+01,4.113583E+01,8.305413E+03,0.000000E+00,2.714487E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.297363E+01,2.689107E+01,4.527560E+01,8.417112E+03,0.000000E+00,2.750974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999461E+01,4.342880E+01,2.413153E+01,5.331492E+01
00:40:00,3.180359E+03,0.000000E+00,1.039486E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.383165E+01,2.558759E+01,4.906968E+01,3.418559E+03,0.000000E+00,1.117342E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.453057E+01,2.822708E+01,4.203708E+01,3.662555E+03,0.000000E+00,1.197087E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523339E+01,2.850460E+01,4.136641E+01,8.260930E+03,0.000000E+00,2.699948E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.297611E+01,2.682549E+01,4.561886E+01,8.368195E+03,0.000000E+00,2.734986E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999461E+01,4.343155E+01,2.404446E+01,5.379243E+01
00:45:00,3.163287E+03,0.000000E+00,1.033907E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.382924E+01,2.555237E+01,4.934947E+01,3.398941E+03,0.000000E+00,1.110930E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.452967E+01,2.819467E+01,4.226840E+01,3.642367E+03,0.000000E+00,1.190489E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523275E+01,2.847044E+01,4.159817E+01,8.215100E+03,0.000000E+00,2.684969E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.297890E+01,2.675837E+01,4.596439E+01,8.318034E+03,0.000000E+00,2.718592E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999461E+01,4.343478E+01,2.395421E+01,5.427941E+01
00:50:00,3.145278E+03,0.000000E+00,1.028021E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.382651E+01,2.551616E+01,4.962872E+01,3.378356E+03,0.000000E+00,1.104202E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.452850E+01,2.816098E+01,4.249977E+01,3.621197E+03,0.000000E+00,1.183570E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999589E+01,3.523190E+01,2.843433E+01,4.183158E+01,8.167868E+03,0.000000E+00,2.669532E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.298195E+01,2.669150E+01,4.630714E+01,8.266540E+03,0.000000E+00,2.701763E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999460E+01,4.343843E+01,2.386222E+01,5.477109E+01
