Time,BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F1_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F2_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Heat Load [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Cool Load [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F3_DWELLING_0::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Heat Load [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Cool Load [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],BAC183A4F233B8C4_F0_DWELLING_1::Des Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BAC183A4F233B8C4_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
05:40:00,3.032153E+03,0.000000E+00,9.910535E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999622E+01,3.470915E+01,2.438364E+01,5.129490E+01,3.268147E+03,0.000000E+00,1.068188E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999623E+01,3.543187E+01,2.716796E+01,4.348322E+01,3.506109E+03,0.000000E+00,1.145962E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999614E+01,3.611378E+01,2.746432E+01,4.273389E+01,7.768939E+03,0.000000E+00,2.539173E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999518E+01,4.342059E+01,2.527425E+01,4.863569E+01,7.761922E+03,0.000000E+00,2.536864E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999500E+01,4.376358E+01,2.188383E+01,5.967646E+01
05:45:00,3.031884E+03,0.000000E+00,9.909657E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999623E+01,3.475788E+01,2.437770E+01,5.131281E+01,3.268079E+03,0.000000E+00,1.068166E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.547982E+01,2.716154E+01,4.349976E+01,3.505987E+03,0.000000E+00,1.145922E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999615E+01,3.616024E+01,2.745740E+01,4.275142E+01,7.766274E+03,0.000000E+00,2.538303E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999519E+01,4.344836E+01,2.525900E+01,4.867971E+01,7.758994E+03,0.000000E+00,2.535908E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,4.379030E+01,2.186501E+01,5.974407E+01
05:50:00,3.031713E+03,0.000000E+00,9.909102E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.480697E+01,2.437221E+01,5.134306E+01,3.268115E+03,0.000000E+00,1.068178E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.552809E+01,2.715560E+01,4.352685E+01,3.505971E+03,0.000000E+00,1.145917E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999616E+01,3.620699E+01,2.745100E+01,4.277922E+01,7.763779E+03,0.000000E+00,2.537489E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.347617E+01,2.524429E+01,4.873524E+01,7.756264E+03,0.000000E+00,2.535017E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999502E+01,4.381708E+01,2.184697E+01,5.982479E+01
05:55:00,3.031641E+03,0.000000E+00,9.908870E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.485637E+01,2.436709E+01,5.138517E+01,3.268257E+03,0.000000E+00,1.068225E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.557665E+01,2.714999E+01,4.356417E+01,3.506062E+03,0.000000E+00,1.145948E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.625399E+01,2.744495E+01,4.281704E+01,7.761458E+03,0.000000E+00,2.536731E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999522E+01,4.350403E+01,2.522994E+01,4.880218E+01,7.753733E+03,0.000000E+00,2.534191E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.384390E+01,2.182952E+01,5.991853E+01
06:00:00,3.031668E+03,0.000000E+00,9.908961E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.490605E+01,2.436227E+01,5.143867E+01,3.268505E+03,0.000000E+00,1.068306E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.562545E+01,2.714461E+01,4.361141E+01,3.506260E+03,0.000000E+00,1.146013E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999618E+01,3.630122E+01,2.743912E+01,4.286465E+01,7.759310E+03,0.000000E+00,2.536030E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.353192E+01,2.521578E+01,4.888031E+01,7.751400E+03,0.000000E+00,2.533430E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999505E+01,4.387077E+01,2.181247E+01,6.002521E+01
06:05:00,3.032599E+03,0.000000E+00,9.912006E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.495598E+01,2.435768E+01,5.150308E+01,3.269685E+03,0.000000E+00,1.068692E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999627E+01,3.567449E+01,2.713938E+01,4.366817E+01,3.507405E+03,0.000000E+00,1.146387E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999619E+01,3.634865E+01,2.743343E+01,4.292166E+01,7.759235E+03,0.000000E+00,2.536007E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999524E+01,4.355984E+01,2.520175E+01,4.896925E+01,7.751429E+03,0.000000E+00,2.533440E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999506E+01,4.389767E+01,2.179571E+01,6.014448E+01
06:10:00,3.034446E+03,0.000000E+00,9.918047E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.500610E+01,2.435862E+01,5.156064E+01,3.271814E+03,0.000000E+00,1.069388E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999627E+01,3.572367E+01,2.713958E+01,4.371973E+01,3.509517E+03,0.000000E+00,1.147078E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999618E+01,3.639616E+01,2.743314E+01,4.297364E+01,7.761426E+03,0.000000E+00,2.536724E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999524E+01,4.358830E+01,2.519759E+01,4.903918E+01,7.754005E+03,0.000000E+00,2.534283E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999506E+01,4.392549E+01,2.179083E+01,6.023205E+01
06:15:00,3.037210E+03,0.000000E+00,9.927081E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.505634E+01,2.436732E+01,5.160323E+01,3.274890E+03,0.000000E+00,1.070394E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999627E+01,3.577293E+01,2.714705E+01,4.376029E+01,3.512598E+03,0.000000E+00,1.148085E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999618E+01,3.644366E+01,2.743996E+01,4.301528E+01,7.765882E+03,0.000000E+00,2.538181E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999524E+01,4.361767E+01,2.520664E+01,4.907912E+01,7.759136E+03,0.000000E+00,2.535961E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999505E+01,4.395477E+01,2.180276E+01,6.026827E+01
06:20:00,3.040894E+03,0.000000E+00,9.939126E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.510661E+01,2.438315E+01,5.163192E+01,3.278919E+03,0.000000E+00,1.071711E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.582219E+01,2.716060E+01,4.379218E+01,3.516654E+03,0.000000E+00,1.149411E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999618E+01,3.649108E+01,2.745254E+01,4.304925E+01,7.772636E+03,0.000000E+00,2.540390E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.364797E+01,2.522605E+01,4.909654E+01,7.766864E+03,0.000000E+00,2.538488E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999505E+01,4.398552E+01,2.182932E+01,6.026008E+01
06:25:00,3.045502E+03,0.000000E+00,9.954187E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.515683E+01,2.440463E+01,5.165061E+01,3.283902E+03,0.000000E+00,1.073340E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.587135E+01,2.717828E+01,4.381980E+01,3.521689E+03,0.000000E+00,1.151057E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.653836E+01,2.746885E+01,4.308004E+01,7.781706E+03,0.000000E+00,2.543354E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.367905E+01,2.525179E+01,4.910257E+01,7.777203E+03,0.000000E+00,2.541867E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.401751E+01,2.186624E+01,6.022250E+01
06:30:00,3.050902E+03,0.000000E+00,9.971839E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.520693E+01,2.443065E+01,5.166208E+01,3.289716E+03,0.000000E+00,1.075240E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999626E+01,3.592037E+01,2.719862E+01,4.384642E+01,3.527586E+03,0.000000E+00,1.152984E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.658545E+01,2.748746E+01,4.311078E+01,7.792998E+03,0.000000E+00,2.547046E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.371072E+01,2.528109E+01,4.910472E+01,7.790216E+03,0.000000E+00,2.546121E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.405043E+01,2.191003E+01,6.016769E+01
06:35:00,3.057196E+03,0.000000E+00,9.992412E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.525655E+01,2.446033E+01,5.166855E+01,3.296461E+03,0.000000E+00,1.077445E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.596891E+01,2.722078E+01,4.387369E+01,3.534439E+03,0.000000E+00,1.155225E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.663205E+01,2.750759E+01,4.314294E+01,7.806616E+03,0.000000E+00,2.551497E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.374265E+01,2.531264E+01,4.910630E+01,7.805877E+03,0.000000E+00,2.551240E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.408409E+01,2.195866E+01,6.010259E+01
06:40:00,3.064419E+03,0.000000E+00,1.001602E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.530570E+01,2.449260E+01,5.167275E+01,3.304167E+03,0.000000E+00,1.079964E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.601697E+01,2.724450E+01,4.390185E+01,3.542280E+03,0.000000E+00,1.157787E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999617E+01,3.667817E+01,2.752902E+01,4.317663E+01,7.822603E+03,0.000000E+00,2.556722E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.377477E+01,2.534646E+01,4.910670E+01,7.824094E+03,0.000000E+00,2.557194E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.411827E+01,2.201173E+01,6.002797E+01
06:45:00,3.072612E+03,0.000000E+00,1.004280E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999623E+01,3.535449E+01,2.452645E+01,5.167729E+01,3.312873E+03,0.000000E+00,1.082810E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999625E+01,3.606467E+01,2.726973E+01,4.393055E+01,3.551151E+03,0.000000E+00,1.160687E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999616E+01,3.672392E+01,2.755176E+01,4.321138E+01,7.841031E+03,0.000000E+00,2.562746E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.380705E+01,2.538239E+01,4.910588E+01,7.845171E+03,0.000000E+00,2.564083E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999503E+01,4.415263E+01,2.206885E+01,5.994476E+01
06:50:00,3.081737E+03,0.000000E+00,1.007263E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999623E+01,3.540306E+01,2.456080E+01,5.168497E+01,3.322546E+03,0.000000E+00,1.085971E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.611213E+01,2.729649E+01,4.395930E+01,3.561014E+03,0.000000E+00,1.163911E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999616E+01,3.676941E+01,2.757581E+01,4.324674E+01,7.861848E+03,0.000000E+00,2.569549E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999522E+01,4.383951E+01,2.542044E+01,4.910336E+01,7.868903E+03,0.000000E+00,2.571839E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999503E+01,4.418735E+01,2.212975E+01,5.985347E+01
