Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,231537736289.62796,628619098632.2495,628619098632.2495,231537736289.62796,231537736289.62796 
