building_id,stem,district,geometry_outcome,sidecar_present,scheme_consistent,zone_names_equal,circulation_presence_equal,storey_count_equal,area_conservation_ok,idf_storey_count,sidecar_storey_count,divergent,divergence_notes
BATIMENT0000000013365727_part0,489894ba3d990787,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240877101_part0,15f931a2760e942c,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240877122_part0,b875712b4bd17d5c,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,1,1,False,
BATIMENT0000000240877130_part0,5627115eb3ab450c,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240877151_part0,f1b0644cda5b4bf0,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,6,6,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240877159_part0,7d9a087b87add75b,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,3,3,False,
BATIMENT0000000240877169_part0,32da933d7dc2ce69,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240877179_part0,ad5416ce6925106c,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240877182_part0,627d94cf56761b9d,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,2,2,False,
BATIMENT0000000240877183_part0,2ebe91c961e2ba6a,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240877518_part0,2d09d3af2c55fb50,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,3,3,False,
BATIMENT0000000240877519_part0,b5889fd419ab0cd9,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240877522_part0,b48fbcf2ebf80d7a,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,3,3,False,
BATIMENT0000000240877523_part0,00625894313050dc,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,2,2,False,
BATIMENT0000000240877524_part0,feb55a2a504c3460,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240877527_part0,aca82e3d8f1bd5dd,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,5,5,False,
BATIMENT0000000240877538_part0,c7f7e1272f2b6955,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240878030_part0,1036bc00f085e6b6,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,3,3,False,
BATIMENT0000000240878034_part0,dc0bbc7125894f56,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240879409_part0,1accccf0361d6708,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
BATIMENT0000000240879419_part0,ddece8a8b1d73216,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,8,8,False,
BATIMENT0000000240879449_part0,78016113b937980a,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,6,6,False,
BATIMENT0000000240879451_part0,1ac6bc24730630cb,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,1,1,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240879459_part0,b98975b1ef8a396e,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
BATIMENT0000000240879467_part0,6930c74e735856f5,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,5,5,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240879470_part0,12aef30ada121e26,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240879486_part0,52f4a95659edb055,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,True,True,True,True,True,True,4,4,False,
BATIMENT0000000240879492_part0,551c6c1a53265fe4,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
BATIMENT0000000240879510_part0,b0f9c1e93bf612ed,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,2,2,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240879511_part0,03ed47bf332e0b71,FR-LYO-HAUTCOEURPENTES,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
BATIMENT0000000240879534_part0,b2d90c2cba300225,FR-LYO-HAUTCOEURPENTES,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,7,7,False,
