building_id,stem,district,geometry_outcome,sidecar_present,scheme_consistent,zone_names_equal,circulation_presence_equal,storey_count_equal,area_conservation_ok,idf_storey_count,sidecar_storey_count,divergent,divergence_notes
relation/12704090,3bc130c6f2491edc,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12706920,9f5c50f79a7d4f15,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12707193,70c09d03c00aaeb5,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12707194,ef9158b002b048ed,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12707195,4a3cf6b3b80ba8ee,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/12713025,77bd02d23440ce54,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12713026,452f921168d22895,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12720242,0ca1486e737f8809,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
relation/12725306,cf6d326094b66d37,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12743488,8646e385d56d94f9,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12765477,d634186e5eec2148,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12765478,634a622529b8455a,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,6,6,False,
relation/12771675,d7bef8de84c0c135,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12771676,8b3598ac47b3f4a0,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/12794755,c089a1b34d5922a4,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/12800463,b56c88c9dbd87279,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12800464,919157f68be36042,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12800465,890016e14f4ecc5e,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12803889,cc41d0f84f68ceda,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12803902,08e084e234959ba2,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12818819,919761afea1827b3,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12837455,a00df89085b2cd0c,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,4,4,False,
relation/12837456,f039875e129dcd1c,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/12837457,c2577233c56f2d0b,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
relation/12863111,dc4c8768bb34abb7,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12876435,1271cddbf6bd1e8a,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/12876436,ee59f26430f27ad4,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
relation/12876437,9e05613344663735,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/12877779,d342db5179c1ac49,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12877780,e21bec78b937acf5,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/12882209,5c52d86539f5f682,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12882211,04c3d8bc97b3aa32,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/12891866,9670c5cdbba65eea,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12891867,e1e63c62f8b852ef,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,2,2,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/12891868,edea5e0e81996fc3,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
relation/12931517,0c479868a7ac0df9,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
relation/12931518,98286196c85678d6,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/12993356,f734f8445bc66815,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/13005466,bdea183b20e2e24c,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,1,1,False,
relation/13033800,643e9972f4f04889,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/13033801,869223a6b12365f5,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/13146436,a5d3b1ad4c1b72f3,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
relation/13146437,910a2f05e7cee5e2,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/13160790,6e786c27ec16ef00,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/13160791,117eaf493c1eb230,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/13263924,7a62499d5756d6be,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/13263925,a6ae5d2905c6afa5,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
relation/13263926,87b0b0e3dfa4a717,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
relation/13296657,66f7ad439542e6c2,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/13306447,6bbac3cd74491459,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/13306448,1713fe07d5da67fa,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/13307655,c77aa0929b820add,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/13340529,2569190f181f9d28,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
relation/13340530,9bf7e39352e8a8cd,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/13381288,fad1a473d42a86de,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/13430481,02fb1e2d3fc8a1d7,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/13430482,4524352837d47fed,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
relation/3730743,b56bda9013da5b2d,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4154504,93508209cc1fda3f,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,7,7,False,
relation/4154505,6174aafd72973590,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4154506,60d23062ec196ddb,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4154554,a1a71bd8d099124a,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4154555,c93dc4b58c370fcb,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/4154596,a65c62f34e363ee8,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4164892,644f3f8ccf35816f,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4164893,9b54407c41f6b61c,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4164894,eb2ff2e756f34846,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4164895,d119a20fb5474205,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4164961,ae7808e79b53916a,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/4164962,09c23b0dd8a9cc4a,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/4164982,cd1997b0ac4b835d,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,4,4,False,
relation/4164983,54513dc0adfd41dd,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/4165178,eeaf602be4cabc4d,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,6,6,False,
relation/4165179,1ff2051722350d04,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/4165180,9d3693dc899b5bd8,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/4165181,0f131d6bfc4c55dd,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/4165182,8c7be2fdd38664fb,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4169236,5ebd49cba0ddc651,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,4,4,False,
relation/4172529,aeea716b34cd07de,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4172530,e637e4c600733857,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,6,6,False,
relation/4172733,b4477181a4ba04d4,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,6,6,False,
relation/4172891,afeafb76cd8a7d50,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/4172892,4c83d5317d600cf4,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4179135,10875c0a365889df,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/4466638,fc1c83df2d9b8786,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/4495684,97ab5017e7b651ba,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,5,5,False,
relation/4678507,aa850c6110d831d0,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,7,7,False,
relation/4678509,1e49dd7b4363f3e2,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,7,7,False,
relation/4835799,a9c1a1223ff8e03d,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/4835800,f5889883a4df9891,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
relation/4835801,26930365bf385bb6,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/5662801,3f407830cf05c0a0,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/5662802,64543fc5f6492143,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
relation/5662803,4d588743b2a0cd3e,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/5808693,6e8c342c111770cf,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,7,7,False,
relation/5808694,907754899c0539ea,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/5808695,a1ce2aa2e904191a,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/5808696,bb812ebbb389f7ef,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
relation/5808697,452fddba4059d837,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
relation/5808698,44c1e8911b9dcb60,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
relation/6382787,b7df1a6e31a34f7e,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,7,7,False,
way/100704656,efd148a964fbbb14,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/100704677,201c251d49383633,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,7,7,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/100704682,39308272b9e3a38a,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/100704705,b9741f5cc0683abe,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
way/100704712,6fab855758d059d5,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,False,True,3,4,True,"STOREY_COUNT_MISMATCH(idf=3,sidecar=4)"
way/100704723,d5198afcfca50db7,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
way/100704738,f9b94633a6db233b,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
way/100704741,e11f7d74064fe131,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/133979799,499b3cbde9af5587,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,6,6,False,
way/195286075,f300856525303859,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,False,True,2,3,True,"STOREY_COUNT_MISMATCH(idf=2,sidecar=3)"
way/198082036,1721b07d07718751,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,5,5,False,
way/198082054,5fce37847390b084,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,7,7,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/198082056,a97cd41865846e63,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,2,2,False,
way/232618736,510c763b0749cf08,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,7,7,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/277649994,f532ab6887714d86,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/277649996,121ede6ffa7f537f,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376565,51768f7077a8ad28,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376566,b88b3c3325df733e,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376568,ead12fc5d102e619,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376569,fde1bc8c9f4c22dd,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376571,475e59eae4d00d0f,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376574,f24fcc00c4504269,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286376575,0947f24a6de41c4b,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,4,4,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286417117,1e190d5ecdc121d0,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,3,3,False,
way/286564856,5bb564b7ae2d44cd,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,2,2,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286685213,6d5be91d4394f4d3,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286685214,52dfc80150e42608,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
way/286685215,7f6145261d4118bf,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,4,4,False,
way/286685216,893bc739e3c3f0bc,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
way/286685217,79ffe2e19e8fa2fc,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,4,4,False,
way/286685218,7c13f988d5cc3124,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
way/286685219,d6b9816eb10d4822,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286685222,c57a45184a1c34ba,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
way/286754285,7a82f36acc9e399f,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
way/286754286,d52b68d0d8e007f5,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
way/286754288,c3c6917db48a746e,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,True,False,False,True,True,True,3,3,True,SCHEME_DIVERGENT_FINDING_213;ZONE_NAME_SET_MISMATCH
way/286754289,dcfe75978024e004,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
way/286754290,b6859064f914a13a,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,4,4,False,
way/286783497,90d8fde1d66008b3,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,3,3,False,
way/287225519,1dc731c9868ab69d,ES-MAD-BERRUGUETE,FALLBACK_PENDING_LAYOUT,True,True,True,True,True,True,4,4,False,
way/287225523,c9f32062693ab2e8,ES-MAD-BERRUGUETE,DWELLING_LAYOUT_EMITTED,True,True,True,True,True,True,2,2,False,
