# OPEN-61 T04 -- concentration summary
metric,value
n_fleet_rows_total,8160
n_analysable,8144
total_dh_kwh,470831194.4444445
pooled_dh_eui_kwh_m2,19.470824594328644
archetypes_116,SuperTallBuilding + TallBuilding
n_116_recomputation_A_groupby,116
share_116_recomputation_A_groupby,0.7054991105269326
n_116_recomputation_B_boolean_mask,116
share_116_recomputation_B_boolean_mask,0.7054991105269327
check_only_literal_rank_top116_share,0.7769917479861116
floor_116_m2,8962794.03
floor_area_share_116_of_analysable,0.3706487431002567
pooled_total_eui_no_dh_kwh_m2,152.30174127910337
pooled_total_eui_with_dh_added_for_116_only_kwh_m2,166.03839071162815
delta_kwh_m2,13.736649432524786

# archetype table (all archetypes, sorted by share of fleet DH)
archetype_id,n,dh_kwh_sum,floor_sum,pooled_dh_eui_kwh_m2,share_of_fleet_dh
SuperTallBuilding,24,172864555.55555555,4800061.349999999,36.012988783061196,0.36714762657033895
TallBuilding,92,159306433.3333333,4162732.6799999997,38.269676575372436,0.3383514839565937
MidriseApartment,2818,69950133.33333333,2202178.26,31.764064973256676,0.1485673297748904
HighriseApartment,32,29890777.777777776,1412330.0399999998,21.164159177537414,0.06348512615662029
LargeHotel,26,11633019.444444444,236477.96000000002,49.19282729115408,0.02470741017525566
LargeOffice,257,8845741.666666666,4952606.85,1.7860779049454867,0.01878750127655447
MediumOffice,391,4651191.666666667,1753403.12,2.65266533041567,0.009878682044750292
Courthouse,68,2199277.7777777775,1231391.23,1.786010590458548,0.004671053667913417
SmallOffice,3497,2068447.2222222222,1588541.62,1.3021045191263054,0.004393182199116774
OpenUBEMUnknown,650,2050800.0,870652.04,2.355476017721155,0.00435570120289042
SecondarySchool,10,1666827.7777777778,88643.01000000001,18.803826469540887,0.0035401812739798283
QuickServiceRestaurant,50,1452094.4444444445,20013.07,72.55730602273637,0.0030841084056842027
RetailStandalone,140,1267963.8888888888,485528.21,2.6115143523563518,0.002693032882804246
Hospital,5,1210436.111111111,186891.61000000004,6.476674427017407,0.0025708494368971465
FullServiceRestaurant,32,908769.4444444444,14894.81,61.0124898836873,0.001930138561691401
SmallHotel,8,369833.3333333334,10529.009999999998,35.12517637777278,0.0007854902939677072
Outpatient,6,323261.1111111112,55787.50999999997,5.794506890720008,0.0006865753903424814
SuperMarket,5,89319.44444444444,34828.47,2.5645526330741615,0.00018970587653997008
PrimarySchool,2,50608.33333333333,12698.759999999998,3.9852972521201546,0.00010748721395371528
Warehouse,31,31702.777777777777,61179.399999999994,0.518193669401429,6.73336392147622e-05

# lift table: archetype_id
dimension,value,fleet_n,fleet_share,in116_n,in116_share,lift
archetype_id,TallBuilding,92,0.011296660117878193,92,0.7931034482758621,70.20689655172414
archetype_id,SuperTallBuilding,24,0.0029469548133595285,24,0.20689655172413793,70.20689655172414
archetype_id,SmallOffice,3497,0.4293958742632613,0,0.0,0.0
archetype_id,MidriseApartment,2818,0.34602161100196466,0,0.0,0.0
archetype_id,MediumOffice,391,0.048010805500982315,0,0.0,0.0
archetype_id,OpenUBEMUnknown,650,0.07981335952848723,0,0.0,0.0
archetype_id,RetailStandalone,140,0.01719056974459725,0,0.0,0.0
archetype_id,LargeOffice,257,0.031556974459724954,0,0.0,0.0
archetype_id,QuickServiceRestaurant,50,0.006139489194499017,0,0.0,0.0
archetype_id,FullServiceRestaurant,32,0.003929273084479371,0,0.0,0.0
archetype_id,HighriseApartment,32,0.003929273084479371,0,0.0,0.0
archetype_id,Courthouse,68,0.008349705304518664,0,0.0,0.0
archetype_id,Warehouse,31,0.003806483300589391,0,0.0,0.0
archetype_id,LargeHotel,26,0.0031925343811394892,0,0.0,0.0
archetype_id,SecondarySchool,10,0.0012278978388998035,0,0.0,0.0
archetype_id,SmallHotel,8,0.0009823182711198428,0,0.0,0.0
archetype_id,Outpatient,6,0.0007367387033398821,0,0.0,0.0
archetype_id,Hospital,5,0.0006139489194499018,0,0.0,0.0
archetype_id,SuperMarket,5,0.0006139489194499018,0,0.0,0.0
archetype_id,PrimarySchool,2,0.0002455795677799607,0,0.0,0.0

# lift table: cell
dimension,value,fleet_n,fleet_share,in116_n,in116_share,lift
cell,nyc_centre,730,0.08963654223968566,89,0.7672413793103449,8.559470949456779
cell,austin_centre,413,0.050712180746561884,20,0.1724137931034483,3.3998497119479003
cell,la_urban,617,0.07576129666011788,4,0.034482758620689655,0.4551500586821662
cell,la_centre,225,0.02762770137524558,2,0.017241379310344827,0.6240613026819923
cell,nyc_urban,1779,0.21844302554027506,1,0.008620689655172414,0.039464247640092265
cell,nyc_suburban,1589,0.19511296660117877,0,0.0,0.0
cell,la_suburban,1343,0.1649066797642436,0,0.0,0.0
cell,austin_suburban,437,0.05365913555992141,0,0.0,0.0
cell,austin_urban,425,0.05218565815324165,0,0.0,0.0
cell,austin_rural,245,0.030083497053045187,0,0.0,0.0
cell,nyc_rural,198,0.02431237721021611,0,0.0,0.0
cell,la_rural,143,0.01755893909626719,0,0.0,0.0

# lift table: zoning_strategy
dimension,value,fleet_n,fleet_share,in116_n,in116_share,lift
zoning_strategy,one_zone_per_floor,4295,0.5273821218074656,116,1.0,1.8961583236321304
zoning_strategy,single_zone,3238,0.3975933202357564,0,0.0,0.0
zoning_strategy,perimeter_core,611,0.075024557956778,0,0.0,0.0

# lift table: size_bucket (recorded_floor_area_m2 quartile)
dimension,value,fleet_n,fleet_share,in116_n,in116_share,lift
size_bucket,Q4_largest,2036,0.25,116,1.0,4.0
size_bucket,Q1_smallest,2036,0.25,0,0.0,0.0
size_bucket,Q2,2036,0.25,0,0.0,0.0
size_bucket,Q3,2036,0.25,0,0.0,0.0
