mode,n_matched_ef,n_unmatched_ef,median_error_factor,pct_within_1pct,n_eui_available,eui_shift_pct_p10,eui_shift_pct_p20,eui_shift_pct_p30,eui_shift_pct_p40,eui_shift_pct_p50,eui_shift_pct_p60,eui_shift_pct_p70,eui_shift_pct_p80,eui_shift_pct_p90
auto,8160,0,0.9999999990031627,99.63235294117648,8154,-0.0038557765639601884,-0.0019983562929293264,-0.0010248079298136314,-0.00040267258191395417,1.0250578830195423e-06,0.00035643642068539105,0.0009652612765909118,0.0019481262293874484,0.0037574936604833904
building,8160,0,0.5000026903175278,39.93872549019608,8154,-0.002000929929187878,-7.872608056568892e-06,0.0019295430512467073,88.49217980920476,99.99894312025542,100.00464725081332,199.99661704605373,200.0097671012711,400.0048741377736
fast_zone,8160,0,0.9999995138245863,94.80392156862744,8154,-0.004321724515208292,-0.00225566486406592,-0.0012470268727537974,-0.0004599593482845776,5.2232202574220565e-05,0.0005899926724461936,0.0014265167500560057,0.0026932569643456365,0.0056365691720716695
floor,8160,0,1.0000001514858856,98.4313725490196,8154,-0.004309948201621782,-0.002132745235725597,-0.0011103617506469377,-0.00042901632950620433,-1.3579353691506313e-05,0.00032744018477526293,0.0009464420578764173,0.001961576814935033,0.003838613595761318
layout_assign,8160,0,0.9998662678227258,15.36764705882353,8154,-74.99748028028242,-50.086370885582134,-49.137018146120546,-0.006683953875852299,0.013576879271959275,5.559220490457757,111.01874877387012,215.35989011612233,216.79212776821237
