osm_id,join_status,t08_cell,t08_city,t08_archetype_id,t08_floor_area_m2,t08_status,t20_cell,t20_city,t20_archetype_id,t20_floor_area_m2,t20_status,archetype_agree,floor_area_agree_1pct,vintage_t08,vintage_t20,vintage_agree
way/280618373,in_both,nyc_urban,NYC,SmallOffice,428.6675864320215,success,nyc_urban,NYC,SmallOffice,428.6675864320215,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618374,in_both,nyc_urban,NYC,SmallOffice,278.8656919884529,success,nyc_urban,NYC,SmallOffice,278.8656919884529,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618375,in_both,nyc_urban,NYC,SmallOffice,334.9886837855905,success,nyc_urban,NYC,SmallOffice,334.9886837855905,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618377,in_both,nyc_urban,NYC,SmallOffice,463.71336149463,success,nyc_urban,NYC,SmallOffice,463.71336149463,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618378,in_both,nyc_urban,NYC,SmallOffice,259.9397305050122,success,nyc_urban,NYC,SmallOffice,259.9397305050122,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618380,in_both,nyc_urban,NYC,SmallOffice,326.1558349581153,success,nyc_urban,NYC,SmallOffice,326.1558349581153,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618382,in_both,nyc_urban,NYC,SmallOffice,416.3207946873749,success,nyc_urban,NYC,SmallOffice,416.3207946873749,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618383,in_both,nyc_urban,NYC,SmallOffice,276.05213253567155,success,nyc_urban,NYC,SmallOffice,276.05213253567155,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618384,in_both,nyc_urban,NYC,SmallOffice,330.83113961022605,success,nyc_urban,NYC,SmallOffice,330.83113961022605,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618386,in_both,nyc_urban,NYC,SmallOffice,435.92036713251935,success,nyc_urban,NYC,SmallOffice,435.92036713251935,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618387,in_both,nyc_urban,NYC,SmallOffice,266.46893955242206,success,nyc_urban,NYC,SmallOffice,266.46893955242206,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618388,in_both,nyc_urban,NYC,SmallOffice,345.8371782569111,success,nyc_urban,NYC,SmallOffice,345.8371782569111,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618390,in_both,nyc_urban,NYC,MediumOffice,2681.7653569109607,success,nyc_urban,NYC,SmallOffice,2681.7653569109607,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618391,in_both,nyc_urban,NYC,SmallOffice,427.0605093489193,success,nyc_urban,NYC,SmallOffice,427.0605093489193,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618392,in_both,nyc_urban,NYC,SmallOffice,267.91872797458893,success,nyc_urban,NYC,SmallOffice,267.91872797458893,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618393,in_both,nyc_urban,NYC,SmallOffice,335.4634675493254,success,nyc_urban,NYC,SmallOffice,335.4634675493254,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618394,in_both,nyc_urban,NYC,SmallOffice,327.43269012744867,success,nyc_urban,NYC,SmallOffice,327.43269012744867,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618395,in_both,nyc_urban,NYC,SmallOffice,261.0140042712567,success,nyc_urban,NYC,SmallOffice,261.0140042712567,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618397,in_both,nyc_urban,NYC,SmallOffice,334.8048508647019,success,nyc_urban,NYC,SmallOffice,334.8048508647019,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618399,in_both,nyc_urban,NYC,SmallOffice,320.07852649295,success,nyc_urban,NYC,SmallOffice,320.07852649295,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618400,in_both,nyc_urban,NYC,SmallOffice,262.97441434341494,success,nyc_urban,NYC,SmallOffice,262.97441434341494,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618403,in_both,nyc_urban,NYC,SmallOffice,335.2955110425797,success,nyc_urban,NYC,SmallOffice,335.2955110425797,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618404,in_both,nyc_urban,NYC,SmallOffice,258.17638196920484,success,nyc_urban,NYC,SmallOffice,258.17638196920484,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618406,in_both,nyc_urban,NYC,SmallOffice,343.8224098977923,success,nyc_urban,NYC,SmallOffice,343.8224098977923,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618533,in_both,nyc_urban,NYC,SmallOffice,305.0735704496854,success,nyc_urban,NYC,SmallOffice,305.0735704496854,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618534,in_both,nyc_urban,NYC,SmallOffice,301.8481761511096,success,nyc_urban,NYC,SmallOffice,301.8481761511096,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618535,in_both,nyc_urban,NYC,SmallOffice,297.46281903565114,success,nyc_urban,NYC,SmallOffice,297.46281903565114,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618536,in_both,nyc_urban,NYC,SmallOffice,570.8021981875154,success,nyc_urban,NYC,SmallOffice,570.8021981875154,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618537,in_both,nyc_urban,NYC,SmallOffice,306.1205604019446,success,nyc_urban,NYC,SmallOffice,306.1205604019446,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618538,in_both,nyc_urban,NYC,SmallOffice,430.160767094372,success,nyc_urban,NYC,SmallOffice,430.160767094372,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618539,in_both,nyc_urban,NYC,SmallOffice,291.9070358393791,success,nyc_urban,NYC,SmallOffice,291.9070358393791,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618540,in_both,nyc_urban,NYC,SmallOffice,369.13776864704255,success,nyc_urban,NYC,SmallOffice,369.13776864704255,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618542,in_both,nyc_urban,NYC,SmallOffice,439.22410873406176,success,nyc_urban,NYC,SmallOffice,439.22410873406176,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618543,in_both,nyc_urban,NYC,MediumOffice,1609.352644831248,success,nyc_urban,NYC,SmallOffice,1609.352644831248,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618544,in_both,nyc_urban,NYC,SmallOffice,417.912735092336,success,nyc_urban,NYC,SmallOffice,417.912735092336,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618545,in_both,nyc_urban,NYC,SmallOffice,453.26528005688994,success,nyc_urban,NYC,SmallOffice,453.26528005688994,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618546,in_both,nyc_urban,NYC,SmallOffice,435.7646520431839,success,nyc_urban,NYC,SmallOffice,435.7646520431839,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618547,in_both,nyc_urban,NYC,SmallOffice,419.3771681327248,success,nyc_urban,NYC,SmallOffice,419.3771681327248,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618548,in_both,nyc_urban,NYC,SmallOffice,298.908953659618,success,nyc_urban,NYC,SmallOffice,298.908953659618,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618549,in_both,nyc_urban,NYC,SmallOffice,301.61833904387606,success,nyc_urban,NYC,SmallOffice,301.61833904387606,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618550,in_both,nyc_urban,NYC,SmallOffice,297.41563852974275,success,nyc_urban,NYC,SmallOffice,297.41563852974275,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618551,in_both,nyc_urban,NYC,SmallOffice,487.21825142940304,success,nyc_urban,NYC,SmallOffice,487.21825142940304,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618552,in_both,nyc_urban,NYC,MediumOffice,1494.7659001003449,success,nyc_urban,NYC,SmallOffice,1494.7659001003449,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618553,in_both,nyc_urban,NYC,MediumOffice,1628.886894104454,success,nyc_urban,NYC,SmallOffice,1628.886894104454,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618554,in_both,nyc_urban,NYC,MediumOffice,1639.8211125640369,success,nyc_urban,NYC,SmallOffice,1639.8211125640369,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618555,in_both,nyc_urban,NYC,PrimarySchool,6317.611611649423,success,nyc_urban,NYC,SecondarySchool,6317.611611649423,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618559,in_both,nyc_urban,NYC,MediumOffice,2285.093299879132,success,nyc_urban,NYC,SmallOffice,2285.093299879132,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618560,in_both,nyc_urban,NYC,LargeOffice,6939.053667612867,success,nyc_urban,NYC,MediumOffice,6939.053667612867,success,0.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618562,in_both,nyc_urban,NYC,SmallOffice,38.95699982053166,success,nyc_urban,NYC,SmallOffice,38.95699982053166,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618563,in_both,nyc_urban,NYC,SmallOffice,28.944473409124285,success,nyc_urban,NYC,SmallOffice,28.944473409124285,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618564,in_both,nyc_urban,NYC,SmallOffice,34.55688541549841,success,nyc_urban,NYC,SmallOffice,34.55688541549841,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618566,in_both,nyc_urban,NYC,SmallOffice,35.22068035098238,success,nyc_urban,NYC,SmallOffice,35.22068035098238,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618567,in_both,nyc_urban,NYC,SmallOffice,57.76751273403876,success,nyc_urban,NYC,SmallOffice,57.76751273403876,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618568,in_both,nyc_urban,NYC,SmallOffice,79.62789577584803,success,nyc_urban,NYC,SmallOffice,79.62789577584803,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618569,in_both,nyc_urban,NYC,SmallOffice,31.68179518184269,success,nyc_urban,NYC,SmallOffice,31.68179518184269,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618570,in_both,nyc_urban,NYC,SmallOffice,72.2802389724076,success,nyc_urban,NYC,SmallOffice,72.2802389724076,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618571,in_both,nyc_urban,NYC,SmallOffice,35.97809304869959,success,nyc_urban,NYC,SmallOffice,35.97809304869959,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618572,in_both,nyc_urban,NYC,SmallOffice,41.999240666253,success,nyc_urban,NYC,SmallOffice,41.999240666253,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618573,in_both,nyc_urban,NYC,SmallOffice,36.99212245363327,success,nyc_urban,NYC,SmallOffice,36.99212245363327,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618575,in_both,nyc_urban,NYC,SmallOffice,21.83904708210905,success,nyc_urban,NYC,SmallOffice,21.839047082109055,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618576,in_both,nyc_urban,NYC,SmallOffice,67.37961302253436,success,nyc_urban,NYC,SmallOffice,67.37961302253436,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618577,in_both,nyc_urban,NYC,SmallOffice,36.427443083783984,success,nyc_urban,NYC,SmallOffice,36.427443083783984,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618578,in_both,nyc_urban,NYC,SmallOffice,32.1716893472768,success,nyc_urban,NYC,SmallOffice,32.1716893472768,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618579,in_both,nyc_urban,NYC,SmallOffice,92.30798152331076,success,nyc_urban,NYC,SmallOffice,92.30798152331076,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618580,in_both,nyc_urban,NYC,SmallOffice,33.83938443492723,success,nyc_urban,NYC,SmallOffice,33.83938443492723,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618581,in_both,nyc_urban,NYC,SmallOffice,30.79563556077737,success,nyc_urban,NYC,SmallOffice,30.79563556077737,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618582,in_both,nyc_urban,NYC,SmallOffice,29.414753414123776,success,nyc_urban,NYC,SmallOffice,29.414753414123776,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618583,in_both,nyc_urban,NYC,SmallOffice,32.687769807225415,success,nyc_urban,NYC,SmallOffice,32.687769807225415,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618584,in_both,nyc_urban,NYC,SmallOffice,34.52277370936565,success,nyc_urban,NYC,SmallOffice,34.52277370936565,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618585,in_both,nyc_urban,NYC,SmallOffice,31.33869716458238,success,nyc_urban,NYC,SmallOffice,31.33869716458238,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618587,in_both,nyc_urban,NYC,SmallOffice,35.486673905939035,success,nyc_urban,NYC,SmallOffice,35.486673905939035,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618588,in_both,nyc_urban,NYC,SmallOffice,35.41086410032298,success,nyc_urban,NYC,SmallOffice,35.41086410032298,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618589,in_both,nyc_urban,NYC,SmallOffice,29.3546132741344,success,nyc_urban,NYC,SmallOffice,29.354613274134397,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618590,in_both,nyc_urban,NYC,SmallOffice,70.06926917810264,success,nyc_urban,NYC,SmallOffice,70.06926917810264,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618591,in_both,nyc_urban,NYC,SmallOffice,33.24723857657901,success,nyc_urban,NYC,SmallOffice,33.24723857657901,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618592,in_both,nyc_urban,NYC,SmallOffice,43.32336182375102,success,nyc_urban,NYC,SmallOffice,43.32336182375102,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618594,in_both,nyc_urban,NYC,SmallOffice,30.08446899449993,success,nyc_urban,NYC,SmallOffice,30.08446899449993,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618595,in_both,nyc_urban,NYC,SmallOffice,40.12198224057408,success,nyc_urban,NYC,SmallOffice,40.12198224057408,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618596,in_both,nyc_urban,NYC,SmallOffice,77.9937520038566,success,nyc_urban,NYC,SmallOffice,77.9937520038566,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618597,in_both,nyc_urban,NYC,SmallOffice,96.62276845716944,success,nyc_urban,NYC,SmallOffice,96.62276845716944,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618598,in_both,nyc_urban,NYC,SmallOffice,89.8396145355679,success,nyc_urban,NYC,SmallOffice,89.8396145355679,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618599,in_both,nyc_urban,NYC,SmallOffice,31.142840648013927,success,nyc_urban,NYC,SmallOffice,31.142840648013927,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618602,in_both,nyc_urban,NYC,SmallOffice,41.26466093563361,success,nyc_urban,NYC,SmallOffice,41.26466093563361,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618603,in_both,nyc_urban,NYC,SmallOffice,28.657885327955285,success,nyc_urban,NYC,SmallOffice,28.657885327955285,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618604,in_both,nyc_urban,NYC,SmallOffice,34.29586872444031,success,nyc_urban,NYC,SmallOffice,34.29586872444031,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618605,in_both,nyc_urban,NYC,SmallOffice,70.84025632542748,success,nyc_urban,NYC,SmallOffice,70.84025632542748,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618606,in_both,nyc_urban,NYC,SmallOffice,34.56872626446699,success,nyc_urban,NYC,SmallOffice,34.56872626446699,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618609,in_both,nyc_urban,NYC,SmallOffice,62.54839832019606,success,nyc_urban,NYC,SmallOffice,62.54839832019606,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618610,in_both,nyc_urban,NYC,SmallOffice,31.366486361051724,success,nyc_urban,NYC,SmallOffice,31.366486361051724,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618611,in_both,nyc_urban,NYC,SmallOffice,114.99526876729844,success,nyc_urban,NYC,SmallOffice,114.99526876729844,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618612,in_both,nyc_urban,NYC,SmallOffice,496.4203626453242,success,nyc_urban,NYC,SmallOffice,496.4203626453242,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618613,in_both,nyc_urban,NYC,SmallOffice,33.200925031516206,success,nyc_urban,NYC,SmallOffice,33.200925031516206,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/280618614,in_both,nyc_urban,NYC,SmallOffice,31.824491916926856,success,nyc_urban,NYC,SmallOffice,31.824491916926856,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
