cell,osm_id,n_parts,footprint_area_m2,levels,underground,declared_area_m2,n_zones,area_plain_m2,area_multiplier_aware_m2,max_zone_multiplier,max_zone_list_multiplier,n_zones_excluded_not_in_total_area,ratio,parse_status
austin_suburban,way/382991463,1,273.65079467780265,,0,,2,545.74,545.74,1,1,0,,ok
austin_suburban,way/382991465,1,1062.9965762486822,,0,,51,5003.05,5003.05,1,1,0,,ok
austin_suburban,way/382991466,1,138.7175707700303,,0,,2,278.04,278.04,1,1,0,,ok
austin_suburban,way/382991468,1,906.4056652908075,,0,,51,2611.8,2611.8,1,1,0,,ok
austin_suburban,way/382991469,1,244.4288923261002,,0,,3,733.11,733.11,1,1,0,,ok
austin_suburban,way/382991470,1,864.370895781306,,0,,3,2594.61,2594.61,1,1,0,,ok
austin_suburban,way/382991472,1,264.6046456575098,2.0,0,529.2092913150196,2,529.2,529.2,1,1,0,0.9999824430236353,ok
austin_suburban,way/382991473,1,203.28623293633277,,0,,2,406.48,406.48,1,1,0,,ok
austin_suburban,way/382991475,1,584.5175641620605,,0,,4,2338.08,2338.08,1,1,0,,ok
austin_suburban,way/382991477,1,363.64566893582054,,0,,2,727.3,727.3,1,1,0,,ok
austin_suburban,way/382991483,1,214.80781494142514,,0,,2,427.68,427.68,1,1,0,,ok
austin_suburban,way/382991486,1,473.93497816166905,,0,,3,1422.06,1422.06,1,1,0,,ok
austin_suburban,way/382991487,1,4092.597826851627,,0,,4,16375.92,16375.92,1,1,0,,ok
austin_suburban,way/382991489,1,257.1246951853236,,0,,3,766.59,766.59,1,1,0,,ok
austin_suburban,way/382991490,1,6491.3072924502485,,0,,81,18757.41,18757.41,1,1,0,,ok
austin_suburban,way/382991493,1,614.9097099927703,,0,,3,1840.29,1840.29,1,1,0,,ok
austin_suburban,way/382991504,1,20.476969967015613,,0,,1,20.48,20.48,1,1,0,,ok
austin_suburban,way/382991506,1,20.561552158687714,,0,,2,41.12,41.12,1,1,0,,ok
austin_suburban,way/382991508,1,105.38668847929553,,0,,4,421.56,421.56,1,1,0,,ok
austin_suburban,way/382991512,1,121.79787790212922,,0,,3,365.4,365.4,1,1,0,,ok
austin_suburban,way/382991514,1,190.17960499798315,,0,,2,380.36,380.36,1,1,0,,ok
austin_suburban,way/382991520,1,32.27312639399137,,0,,1,32.27,32.27,1,1,0,,ok
austin_suburban,way/382991524,1,30.167581667478572,,0,,1,30.17,30.17,1,1,0,,ok
austin_suburban,way/382991532,1,20.188924511622517,,0,,1,20.19,20.19,1,1,0,,ok
austin_suburban,way/382991535,1,34.12851974530495,,0,,1,34.13,34.13,1,1,0,,ok
austin_suburban,way/382991546,1,145.938659503199,,0,,2,291.88,291.88,1,1,0,,ok
austin_suburban,way/382991555,1,69.1346321879551,1.0,0,69.1346321879551,1,69.13,69.13,1,1,0,0.9999329975757661,ok
austin_suburban,way/382991565,1,23.10344011345451,,0,,1,23.1,23.1,1,1,0,,ok
austin_suburban,way/382991568,1,151.2786990541696,,0,,3,453.84,453.84,1,1,0,,ok
austin_suburban,way/382991571,1,20.805810145787582,,0,,1,20.81,20.81,1,1,0,,ok
austin_suburban,way/382991577,1,106.10098635823246,,0,,2,212.2,212.2,1,1,0,,ok
austin_suburban,way/382991584,1,47.30478218091554,,0,,1,47.3,47.3,1,1,0,,ok
austin_suburban,way/382991588,1,20.588892857556438,,0,,1,20.59,20.59,1,1,0,,ok
austin_suburban,way/382991591,1,55.695957717928316,,0,,1,55.7,55.7,1,1,0,,ok
austin_suburban,way/382991593,1,41.037850235201894,,0,,3,123.12,123.12,1,1,0,,ok
austin_suburban,way/382991596,1,40.85651971609767,,0,,2,81.72,81.72,1,1,0,,ok
austin_suburban,way/382991598,1,35.34121359080396,,0,,1,35.34,35.34,1,1,0,,ok
austin_suburban,way/382991603,1,21.61539117849009,,0,,1,21.62,21.62,1,1,0,,ok
austin_suburban,way/382991604,1,22.18846133966266,,0,,1,22.19,22.19,1,1,0,,ok
austin_suburban,way/382991606,1,107.29285880692962,,0,,2,214.58,214.58,1,1,0,,ok
austin_suburban,way/382991609,1,34.389911329971646,,0,,1,34.39,34.39,1,1,0,,ok
austin_suburban,way/382991612,1,28.04950916907123,,0,,1,28.05,28.05,1,1,0,,ok
austin_suburban,way/382991613,1,92.1174560939479,,0,,3,276.36,276.36,1,1,0,,ok
austin_suburban,way/382991618,1,178.07612417858886,,0,,1,178.08,178.08,1,1,0,,ok
austin_suburban,way/382991620,1,44.57040572525028,,0,,2,89.14,89.14,1,1,0,,ok
austin_suburban,way/382991626,1,32.91051824476432,,0,,1,32.91,32.91,1,1,0,,ok
austin_suburban,way/382991629,1,59.483129344143414,,0,,2,118.96,118.96,1,1,0,,ok
austin_suburban,way/382991634,1,33.677204281891505,,0,,2,67.36,67.36,1,1,0,,ok
austin_suburban,way/382991635,1,87.06980841223935,,0,,2,174.14,174.14,1,1,0,,ok
austin_suburban,way/382991637,1,36.06972269000748,,0,,1,36.07,36.07,1,1,0,,ok
austin_suburban,way/382991640,1,30.926953794549288,,0,,1,30.93,30.93,1,1,0,,ok
austin_suburban,way/382991641,1,21.14074388235714,,0,,1,21.14,21.14,1,1,0,,ok
austin_suburban,way/382991642,1,24.741952379489753,,0,,1,24.74,24.74,1,1,0,,ok
austin_suburban,way/382991649,1,22.061279205347834,,0,,1,22.06,22.06,1,1,0,,ok
austin_suburban,way/382991652,1,101.24610347063862,,0,,2,202.5,202.5,1,1,0,,ok
austin_suburban,way/382991653,1,35.02260150018116,,0,,2,70.04,70.04,1,1,0,,ok
austin_suburban,way/382991657,1,24.092709829621118,,0,,1,24.09,24.09,1,1,0,,ok
austin_suburban,way/382991660,1,207.00717728429555,,0,,2,414.02,414.02,1,1,0,,ok
austin_suburban,way/382991665,1,40.40001436194464,,0,,2,80.8,80.8,1,1,0,,ok
austin_suburban,way/382991669,1,69.72661621719152,,0,,2,139.46,139.46,1,1,0,,ok
austin_suburban,way/382991670,1,21.104083124435732,,0,,1,21.1,21.1,1,1,0,,ok
austin_suburban,way/382991673,1,34.82580901195831,,0,,1,34.83,34.83,1,1,0,,ok
austin_suburban,way/382991674,1,158.34298235566465,,0,,2,316.68,316.68,1,1,0,,ok
austin_suburban,way/382991681,1,49.590471213901615,,0,,2,99.18,99.18,1,1,0,,ok
austin_suburban,way/382991684,1,26.140942165156808,,0,,1,26.14,26.14,1,1,0,,ok
austin_suburban,way/382991685,1,33.427757381453986,,0,,1,33.43,33.43,1,1,0,,ok
austin_suburban,way/382991688,1,21.279200956209408,,0,,1,21.28,21.28,1,1,0,,ok
austin_suburban,way/382991689,1,24.773600541990035,,0,,1,24.77,24.77,1,1,0,,ok
austin_suburban,way/382991693,1,116.47411553383347,,0,,2,232.94,232.94,1,1,0,,ok
austin_suburban,way/382991694,1,453.4072171336551,,0,,3,1360.23,1360.23,1,1,0,,ok
austin_suburban,way/382991698,1,61.5592804146825,,0,,2,123.12,123.12,1,1,0,,ok
austin_suburban,way/382991709,1,113.41369745494252,,0,,2,226.82,226.82,1,1,0,,ok
austin_suburban,way/382991714,1,115.79538955619059,,0,,3,347.4,347.4,1,1,0,,ok
austin_suburban,way/382991717,1,56.962195757847226,,0,,2,113.92,113.92,1,1,0,,ok
austin_suburban,way/382991719,1,23.917626738902772,,0,,1,23.92,23.92,1,1,0,,ok
austin_suburban,way/382991726,1,2836.5255958787566,,0,,4,11336.16,11336.16,1,1,0,,ok
austin_suburban,way/382991729,1,191.1364131025286,,0,,2,375.76,375.76,1,1,0,,ok
austin_suburban,way/382991731,1,140.46555014035204,,0,,2,276.92,276.92,1,1,0,,ok
austin_suburban,way/382991732,1,188.99328078168767,,0,,2,377.98,377.98,1,1,0,,ok
austin_suburban,way/382991733,1,69.23034574070729,,0,,2,138.98,138.98,1,1,0,,ok
austin_suburban,way/382991734,1,39.14058407298148,,0,,2,77.86,77.86,1,1,0,,ok
austin_suburban,way/382991735,1,152.4277802321712,,0,,2,304.86,304.86,1,1,0,,ok
austin_suburban,way/382991737,1,236.09032484952817,,0,,2,471.64,471.64,1,1,0,,ok
austin_suburban,way/382991738,1,184.53328844335132,,0,,2,369.06,369.06,1,1,0,,ok
austin_suburban,way/382991743,1,66.42226177893619,,0,,1,64.04,64.04,1,1,0,,ok
austin_suburban,way/382991744,1,33.767120388725104,,0,,1,33.69,33.69,1,1,0,,ok
austin_suburban,way/382991745,1,31.299212273107887,,0,,1,31.17,31.17,1,1,0,,ok
austin_suburban,way/382991748,1,120.30781543908172,,0,,2,240.78,240.78,1,1,0,,ok
austin_suburban,way/382991749,1,82.69481851637266,,0,,2,165.7,165.7,1,1,0,,ok
austin_suburban,way/382991757,1,304.24567643940145,,0,,3,912.06,912.06,1,1,0,,ok
austin_suburban,way/382991758,1,66.9708916215135,,0,,2,134.32,134.32,1,1,0,,ok
austin_suburban,way/382991759,1,57.99910786762706,,0,,1,58.29,58.29,1,1,0,,ok
austin_suburban,way/382991761,1,188.64260885943466,,0,,2,377.28,377.28,1,1,0,,ok
austin_suburban,way/382991764,1,64.15282831374894,,0,,2,128.4,128.4,1,1,0,,ok
austin_suburban,way/382991765,1,35.468905307687606,,0,,1,35.4,35.4,1,1,0,,ok
austin_suburban,way/382991766,1,56.90787303069126,,0,,2,113.52,113.52,1,1,0,,ok
austin_suburban,way/382991767,1,89.11601924914085,,0,,2,178.18,178.18,1,1,0,,ok
austin_suburban,way/382991768,1,273.8964151248148,,0,,2,548.1,548.1,1,1,0,,ok
austin_suburban,way/382991770,1,50.777526752471445,,0,,2,101.88,101.88,1,1,0,,ok
austin_suburban,way/382991772,1,160.963187867485,,0,,3,482.64,482.64,1,1,0,,ok
austin_suburban,way/382991773,1,73.11283285609836,,0,,1,70.07,70.07,1,1,0,,ok
austin_suburban,way/382991776,1,77.94620007025618,,0,,2,155.9,155.9,1,1,0,,ok
austin_suburban,way/382991777,1,145.25823329278407,,0,,2,291.1,291.1,1,1,0,,ok
austin_suburban,way/382991780,1,149.8111744294187,,0,,2,299.62,299.62,1,1,0,,ok
austin_suburban,way/382991783,1,56.3343088052397,,0,,3,169.41,169.41,1,1,0,,ok
austin_suburban,way/382991785,1,47.930105511375174,,0,,2,95.6,95.6,1,1,0,,ok
austin_suburban,way/382991786,1,26.2571129225454,,0,,1,26.17,26.17,1,1,0,,ok
austin_suburban,way/382991787,1,70.2144797074931,,0,,2,140.76,140.76,1,1,0,,ok
austin_suburban,way/382991788,1,217.28562099708688,,0,,3,649.92,649.92,1,1,0,,ok
austin_suburban,way/382991790,1,103.78037846642243,,0,,2,207.76,207.76,1,1,0,,ok
austin_suburban,way/382991791,1,512.78696829737,,0,,15,1537.53,1537.53,1,1,0,,ok
austin_suburban,way/382991792,1,176.0278050536897,,0,,2,352.06,352.06,1,1,0,,ok
austin_suburban,way/382991795,1,192.30845774256554,,0,,2,384.62,384.62,1,1,0,,ok
austin_suburban,way/382991796,1,69.04590136515193,,0,,2,138.22,138.22,1,1,0,,ok
austin_suburban,way/382991797,1,49.47340092206997,,0,,2,98.68,98.68,1,1,0,,ok
austin_suburban,way/382991798,1,36.36767871860509,,0,,1,36.47,36.47,1,1,0,,ok
austin_suburban,way/382991801,1,183.5609763437829,,0,,2,366.78,366.78,1,1,0,,ok
austin_suburban,way/382991802,1,54.97257198836977,,0,,2,109.96,109.96,1,1,0,,ok
austin_suburban,way/382991803,1,34.07530715600573,,0,,1,33.9,33.9,1,1,0,,ok
austin_suburban,way/382991805,1,56.399099639100385,,0,,1,56.46,56.46,1,1,0,,ok
austin_suburban,way/382991806,1,234.32227942586292,,0,,2,469.02,469.02,1,1,0,,ok
austin_suburban,way/382991807,1,98.06365806684654,,0,,2,197.22,197.22,1,1,0,,ok
austin_suburban,way/382991808,1,24.092909645078542,,0,,1,24.04,24.04,1,1,0,,ok
austin_suburban,way/382991810,1,40.266363839966964,,0,,2,80.72,80.72,1,1,0,,ok
austin_suburban,way/382991813,1,2234.466345301102,,0,,1,2234.4,2234.4,1,1,0,,ok
austin_suburban,way/382991814,1,31.23015581662939,,0,,1,31.25,31.25,1,1,0,,ok
austin_suburban,way/382991815,1,31.848153834559383,,0,,1,31.82,31.82,1,1,0,,ok
austin_suburban,way/382991816,1,129.94555717716491,,0,,3,389.88,389.88,1,1,0,,ok
austin_suburban,way/382991817,1,43.013476322240024,,0,,2,86.02,86.02,1,1,0,,ok
austin_suburban,way/382991818,1,88.18222644414048,,0,,2,176.36,176.36,1,1,0,,ok
austin_suburban,way/382991819,1,192.88294871018545,,0,,2,385.76,385.76,1,1,0,,ok
austin_suburban,way/382991823,1,283.949715122747,,0,,3,851.85,851.85,1,1,0,,ok
austin_suburban,way/382991824,1,239.60372887743418,,0,,3,718.8,718.8,1,1,0,,ok
austin_suburban,way/382991825,1,97.29601795245108,,0,,2,194.6,194.6,1,1,0,,ok
austin_suburban,way/382991826,1,185.8052881712113,,0,,3,557.73,557.73,1,1,0,,ok
austin_suburban,way/382991827,1,35.5556558880583,,0,,1,34.7,34.7,1,1,0,,ok
austin_suburban,way/382991828,1,172.3109464481967,,0,,2,344.62,344.62,1,1,0,,ok
austin_suburban,way/382991829,1,157.04666985330294,,0,,2,314.1,314.1,1,1,0,,ok
austin_suburban,way/382991831,1,35.485557406257364,,0,,2,70.98,70.98,1,1,0,,ok
austin_suburban,way/382991832,1,29.321057131609663,,0,,1,28.86,28.86,1,1,0,,ok
austin_suburban,way/382991833,1,88.28243419262525,,0,,2,173.02,173.02,1,1,0,,ok
austin_suburban,way/382991834,1,38.68115821006331,,0,,1,38.68,38.68,1,1,0,,ok
austin_suburban,way/382991836,1,256.0425586934236,,0,,2,512.08,512.08,1,1,0,,ok
austin_suburban,way/382991838,1,126.88863875213178,,0,,2,253.78,253.78,1,1,0,,ok
austin_suburban,way/382991840,1,166.74936608421004,,0,,2,331.82,331.82,1,1,0,,ok
austin_suburban,way/382991843,1,447.0658770253328,,0,,2,893.42,893.42,1,1,0,,ok
austin_suburban,way/382991844,1,175.12550182254574,,0,,3,525.39,525.39,1,1,0,,ok
austin_suburban,way/382991845,1,46.12673680196122,,0,,1,46.12,46.12,1,1,0,,ok
austin_suburban,way/382991846,1,154.5573176398849,,0,,2,309.36,309.36,1,1,0,,ok
austin_suburban,way/382991847,1,251.56154373161178,,0,,2,502.26,502.26,1,1,0,,ok
austin_suburban,way/382991849,1,83.24945384745398,,0,,1,83.43,83.43,1,1,0,,ok
austin_suburban,way/382991851,1,192.36291109523242,,0,,2,385.16,385.16,1,1,0,,ok
austin_suburban,way/382991852,1,181.46146361389086,,0,,2,361.9,361.9,1,1,0,,ok
austin_suburban,way/382991853,1,126.95811549934565,,0,,2,253.66,253.66,1,1,0,,ok
austin_suburban,way/382991855,1,238.7334840593416,,0,,2,477.38,477.38,1,1,0,,ok
austin_suburban,way/382991856,1,157.53098338190475,,0,,3,472.44,472.44,1,1,0,,ok
austin_suburban,way/382991857,1,288.0169594530258,,0,,2,576.1,576.1,1,1,0,,ok
austin_suburban,way/382991860,1,160.35146397513404,,0,,2,321.4,321.4,1,1,0,,ok
austin_suburban,way/382991862,1,236.95987947491938,,0,,3,711.27,711.27,1,1,0,,ok
austin_suburban,way/382991863,1,121.60711947132913,,0,,2,237.9,237.9,1,1,0,,ok
austin_suburban,way/382991867,1,74.75735407927651,,0,,2,149.44,149.44,1,1,0,,ok
austin_suburban,way/382991869,1,90.59464878782353,,0,,2,181.34,181.34,1,1,0,,ok
austin_suburban,way/382991871,1,147.3088150340574,,0,,2,294.64,294.64,1,1,0,,ok
austin_suburban,way/382991873,1,146.0391327467345,,0,,2,292.48,292.48,1,1,0,,ok
austin_suburban,way/382991876,1,251.47480480314363,,0,,2,501.6,501.6,1,1,0,,ok
austin_suburban,way/382991877,1,255.8385168140972,,0,,2,510.5,510.5,1,1,0,,ok
austin_suburban,way/382991879,1,139.63615025403234,,0,,2,279.4,279.4,1,1,0,,ok
austin_suburban,way/382991880,1,139.88334191576163,,0,,2,279.54,279.54,1,1,0,,ok
austin_suburban,way/382991882,1,170.37762456361477,,0,,2,340.04,340.04,1,1,0,,ok
austin_suburban,way/382991883,1,152.24667081317907,,0,,2,305.04,305.04,1,1,0,,ok
austin_suburban,way/382991886,1,118.27217377041391,,0,,2,236.52,236.52,1,1,0,,ok
austin_suburban,way/382991887,1,160.99440335051827,,0,,2,322.2,322.2,1,1,0,,ok
austin_suburban,way/382991888,1,129.88825208749688,,0,,2,259.46,259.46,1,1,0,,ok
austin_suburban,way/382991889,1,61.659283813825276,,0,,2,123.54,123.54,1,1,0,,ok
austin_suburban,way/382991890,1,144.55163146404513,,0,,3,433.53,433.53,1,1,0,,ok
austin_suburban,way/382991891,1,147.3165940936308,,0,,2,294.2,294.2,1,1,0,,ok
austin_suburban,way/382991892,1,177.1281599318194,,0,,2,354.34,354.34,1,1,0,,ok
austin_suburban,way/382991897,1,129.6291011852722,,0,,2,259.22,259.22,1,1,0,,ok
austin_suburban,way/382991898,1,55.23803145015641,,0,,2,110.56,110.56,1,1,0,,ok
austin_suburban,way/382991899,1,144.0935619611891,,0,,2,288.22,288.22,1,1,0,,ok
austin_suburban,way/382991901,1,141.80162730283442,,0,,2,283.92,283.92,1,1,0,,ok
austin_suburban,way/382991906,1,404.4086080909882,,0,,3,1213.23,1213.23,1,1,0,,ok
austin_suburban,way/382991907,1,179.87518768703745,,0,,2,359.76,359.76,1,1,0,,ok
austin_suburban,way/382991908,1,204.6238211229446,1.0,0,204.6238211229446,1,204.61,204.61,1,1,0,0.9999324559434539,ok
austin_suburban,way/382991913,1,227.00378114965474,,0,,3,681.0,681.0,1,1,0,,ok
austin_suburban,way/382991914,1,128.84055689180758,,0,,2,257.68,257.68,1,1,0,,ok
austin_suburban,way/382991918,1,84.81431883810836,,0,,2,169.62,169.62,1,1,0,,ok
austin_suburban,way/382991921,1,92.64424505467318,,0,,2,185.28,185.28,1,1,0,,ok
austin_suburban,way/382991924,1,159.91864359501994,,0,,2,319.84,319.84,1,1,0,,ok
austin_suburban,way/382991930,1,170.1265087792654,,0,,3,510.39,510.39,1,1,0,,ok
austin_suburban,way/382991933,1,173.91807919590133,,0,,2,347.84,347.84,1,1,0,,ok
austin_suburban,way/382991935,1,52.562713923968516,,0,,4,210.24,210.24,1,1,0,,ok
austin_suburban,way/382991939,1,97.97785807232289,,0,,2,196.76,196.76,1,1,0,,ok
austin_suburban,way/382991941,1,121.37972591512283,,0,,3,363.72,363.72,1,1,0,,ok
austin_suburban,way/382991943,1,266.6442114162912,,0,,3,799.83,799.83,1,1,0,,ok
austin_suburban,way/382991945,1,142.63077845913452,,0,,2,285.12,285.12,1,1,0,,ok
austin_suburban,way/382991948,1,151.04886031430294,,0,,2,302.36,302.36,1,1,0,,ok
austin_suburban,way/382991961,1,165.20679696179076,,0,,2,332.02,332.02,1,1,0,,ok
austin_suburban,way/382991963,1,209.86262139199084,,0,,2,415.24,415.24,1,1,0,,ok
austin_suburban,way/382991966,1,215.63989226539826,,0,,2,431.18,431.18,1,1,0,,ok
austin_suburban,way/382991971,1,136.18399593995935,,0,,2,272.44,272.44,1,1,0,,ok
austin_suburban,way/382991975,1,105.97168574085696,,0,,2,211.88,211.88,1,1,0,,ok
austin_suburban,way/382991980,1,164.59907723601714,,0,,3,493.2,493.2,1,1,0,,ok
austin_suburban,way/382991983,1,54.302459973026416,,0,,2,110.52,110.52,1,1,0,,ok
austin_suburban,way/382991985,1,226.36448817440544,,0,,3,678.66,678.66,1,1,0,,ok
austin_suburban,way/382991988,1,176.25547803054627,,0,,2,352.8,352.8,1,1,0,,ok
austin_suburban,way/382991990,1,172.66542144083442,,0,,3,517.68,517.68,1,1,0,,ok
austin_suburban,way/382991991,1,363.3779637571258,,0,,2,722.7,722.7,1,1,0,,ok
austin_suburban,way/382991994,1,153.0650597382667,,0,,3,459.39,459.39,1,1,0,,ok
austin_suburban,way/382991996,1,155.31750093164138,,0,,3,463.98,463.98,1,1,0,,ok
austin_suburban,way/382992005,1,197.43818746972693,,0,,2,394.5,394.5,1,1,0,,ok
austin_suburban,way/382992010,1,170.23861253397078,,0,,3,509.07,509.07,1,1,0,,ok
austin_suburban,way/382992016,1,377.25872898227226,,0,,3,1131.78,1131.78,1,1,0,,ok
austin_suburban,way/382992021,1,50.58993485162158,,0,,1,50.58,50.58,1,1,0,,ok
austin_suburban,way/382992023,1,41.590311232142234,,0,,1,40.62,40.62,1,1,0,,ok
austin_suburban,way/382992026,1,134.95272677695476,,0,,2,270.14,270.14,1,1,0,,ok
austin_suburban,way/382992028,1,265.61659663261895,,0,,3,796.35,796.35,1,1,0,,ok
austin_suburban,way/382992714,1,324.8823728287048,,0,,3,966.96,966.96,1,1,0,,ok
austin_suburban,way/382992722,1,194.9271469587761,,0,,3,585.51,585.51,1,1,0,,ok
austin_suburban,way/382992746,1,231.5407289158605,,0,,3,695.07,695.07,1,1,0,,ok
austin_suburban,way/382992787,1,187.24873028188827,,0,,3,563.82,563.82,1,1,0,,ok
austin_suburban,way/382992850,1,278.32378231596493,,0,,3,832.59,832.59,1,1,0,,ok
austin_suburban,way/382992872,1,34.69868758710052,,0,,1,34.7,34.7,1,1,0,,ok
austin_suburban,way/382992891,1,21.92870942674748,,0,,1,21.93,21.93,1,1,0,,ok
austin_suburban,way/382992898,1,35.10751213338678,,0,,1,35.11,35.11,1,1,0,,ok
austin_suburban,way/382992993,1,58.10626172407802,,0,,2,116.1,116.1,1,1,0,,ok
austin_suburban,way/382993028,1,89.7975385559889,,0,,3,269.43,269.43,1,1,0,,ok
austin_suburban,way/382993056,1,40.35259525861335,,0,,1,40.35,40.35,1,1,0,,ok
austin_suburban,way/382993119,1,93.52319527093141,,0,,3,280.41,280.41,1,1,0,,ok
austin_suburban,way/382993125,1,120.59981643316567,,0,,3,359.7,359.7,1,1,0,,ok
austin_suburban,way/382993134,1,451.8331792060031,,0,,2,903.66,903.66,1,1,0,,ok
austin_suburban,way/382993181,1,101.73517928619687,,0,,2,202.72,202.72,1,1,0,,ok
austin_suburban,way/382993333,1,295.5899006890829,,0,,2,591.18,591.18,1,1,0,,ok
austin_suburban,way/382993342,1,281.64276397419417,,0,,3,844.92,844.92,1,1,0,,ok
austin_suburban,way/382993344,1,247.22659782462955,,0,,2,495.8,495.8,1,1,0,,ok
austin_suburban,way/382993440,1,183.09779247250762,,0,,2,366.38,366.38,1,1,0,,ok
austin_suburban,way/382993521,1,284.2319057910167,,0,,2,566.42,566.42,1,1,0,,ok
austin_suburban,way/382993536,1,277.0131558190594,,0,,3,831.03,831.03,1,1,0,,ok
austin_suburban,way/382993543,1,271.5337558039797,,0,,2,543.04,543.04,1,1,0,,ok
austin_suburban,way/382993557,1,273.3250616073014,,0,,3,819.12,819.12,1,1,0,,ok
austin_suburban,way/382993568,1,332.67607940475546,,0,,3,997.98,997.98,1,1,0,,ok
austin_suburban,way/382993573,1,537.3088262701422,,0,,39,1416.57,1416.57,1,1,0,,ok
austin_suburban,way/382993575,1,176.81031253312514,,0,,3,529.77,529.77,1,1,0,,ok
austin_suburban,way/382993597,1,282.68426728299227,,0,,3,845.13,845.13,1,1,0,,ok
austin_suburban,way/382993601,1,251.70813593086737,,0,,3,753.78,753.78,1,1,0,,ok
austin_suburban,way/382993610,1,176.13490701655124,,0,,3,528.24,528.24,1,1,0,,ok
austin_suburban,way/382993611,1,273.15797159310983,,0,,2,547.34,547.34,1,1,0,,ok
austin_suburban,way/382993621,1,192.63327242303728,,0,,3,577.8,577.8,1,1,0,,ok
austin_suburban,way/382993639,1,239.8577166011582,,0,,2,482.24,482.24,1,1,0,,ok
austin_suburban,way/382993642,1,232.9787986914916,,0,,2,465.96,465.96,1,1,0,,ok
austin_suburban,way/382993652,1,239.98862447684994,,0,,2,483.68,483.68,1,1,0,,ok
austin_suburban,way/382993670,1,254.95066596532035,,0,,4,1030.16,1030.16,1,1,0,,ok
austin_suburban,way/382993699,1,23.891706903134192,,0,,1,23.89,23.89,1,1,0,,ok
austin_suburban,way/382993731,1,59.826066015474254,,0,,2,119.66,119.66,1,1,0,,ok
austin_suburban,way/382993740,1,33.96646702102337,,0,,1,33.97,33.97,1,1,0,,ok
austin_suburban,way/382993786,1,576.1799990593211,,0,,10,1152.38,1152.38,1,1,0,,ok
austin_suburban,way/382993789,1,35.12608499035079,,0,,2,70.26,70.26,1,1,0,,ok
austin_suburban,way/382993826,1,21.604650277143723,,0,,1,21.6,21.6,1,1,0,,ok
austin_suburban,way/382993837,1,56.37973369616624,,0,,1,56.38,56.38,1,1,0,,ok
austin_suburban,way/382993881,1,84.24879769512738,,0,,2,168.5,168.5,1,1,0,,ok
austin_suburban,way/382993915,1,36.31745767354061,,0,,1,36.32,36.32,1,1,0,,ok
austin_suburban,way/382993921,1,62.501456323216985,,0,,2,125.08,125.08,1,1,0,,ok
austin_suburban,way/382993925,1,328.6027541457525,,0,,2,651.88,651.88,1,1,0,,ok
austin_suburban,way/382993951,1,25.8279281540255,,0,,1,25.7,25.7,1,1,0,,ok
austin_suburban,way/382993968,1,62.847836059890746,,0,,1,62.79,62.79,1,1,0,,ok
austin_suburban,way/382993993,1,177.65118110412507,,0,,3,532.95,532.95,1,1,0,,ok
austin_suburban,way/382993994,1,26.137060678698685,,0,,1,26.14,26.14,1,1,0,,ok
austin_suburban,way/382994037,1,616.870295409012,,0,,2,1205.88,1205.88,1,1,0,,ok
austin_suburban,way/382994083,1,285.9896554482552,,0,,3,858.63,858.63,1,1,0,,ok
austin_suburban,way/382994095,1,143.95476839838435,,0,,4,571.84,571.84,1,1,0,,ok
austin_suburban,way/382994107,1,241.94351482505212,,0,,3,726.99,726.99,1,1,0,,ok
austin_suburban,way/382994128,1,200.3995688093451,,0,,3,601.2,601.2,1,1,0,,ok
austin_suburban,way/382994132,1,286.04995087193623,,0,,2,572.1,572.1,1,1,0,,ok
austin_suburban,way/382994133,1,194.5747378690684,,0,,3,583.71,583.71,1,1,0,,ok
austin_suburban,way/382994137,1,255.32244624995315,,0,,2,510.64,510.64,1,1,0,,ok
austin_suburban,way/382994151,1,218.79615550846268,,0,,3,656.4,656.4,1,1,0,,ok
austin_suburban,way/382994167,1,137.6603544246158,,0,,3,412.98,412.98,1,1,0,,ok
austin_suburban,way/382994168,1,266.1228987002166,,0,,2,532.24,532.24,1,1,0,,ok
austin_suburban,way/382994178,1,233.22035520513128,,0,,3,694.74,694.74,1,1,0,,ok
austin_suburban,way/382994194,1,219.234077726834,,0,,2,438.44,438.44,1,1,0,,ok
austin_suburban,way/382994224,1,335.7392547311488,,0,,2,671.76,671.76,1,1,0,,ok
austin_suburban,way/382994228,1,245.6546886861651,,0,,2,490.76,490.76,1,1,0,,ok
austin_suburban,way/382994240,1,240.7988160183518,,0,,2,482.22,482.22,1,1,0,,ok
austin_suburban,way/382994269,1,262.84455410727173,,0,,2,525.84,525.84,1,1,0,,ok
austin_suburban,way/382994288,1,248.67594569057331,,0,,2,497.58,497.58,1,1,0,,ok
austin_suburban,way/382994298,1,235.3954510085818,,0,,3,706.56,706.56,1,1,0,,ok
austin_suburban,way/382994300,1,197.3087729748793,,0,,3,591.57,591.57,1,1,0,,ok
austin_suburban,way/914870660,1,83.75931484104017,,0,,1,83.76,83.76,1,1,0,,ok
austin_suburban,way/947439652,1,260.3510196537239,1.0,0,260.3510196537239,1,260.35,260.35,1,1,0,0.999996083542422,ok
austin_suburban,way/947439653,1,332.3699281283187,1.0,0,332.3699281283187,1,332.47,332.47,1,1,0,1.0003010858179766,ok
austin_suburban,way/947439654,1,281.00149255605174,1.0,0,281.00149255605174,1,280.97,280.97,1,1,0,0.9998879274420742,ok
austin_suburban,way/947439655,1,155.1099806447951,1.0,0,155.1099806447951,1,155.11,155.11,1,1,0,1.0000001247837493,ok
