cell,class,n_total,n_null_height,pct_null_height,median_footprint_area_m2,q1_footprint_area_m2,q3_footprint_area_m2,pct_levels_available,pct_generic_tag,top1_archetype,top1_archetype_share_pct,top3_archetypes
austin_centre,centre,413,349,84.50363196125907,448.47428277816823,221.7766023383094,1374.7607188007028,29.22636103151862,73.06590257879657,SmallOffice,35.816618911174785,SmallOffice;LargeOffice;MediumOffice
austin_rural,rural,245,245,100.0,365.7271079534738,215.36577050052205,645.5022378378139,0.40816326530612734,75.51020408163265,SmallOffice,72.24489795918367,SmallOffice;MidriseApartment;RetailStandalone
austin_suburban,suburban,437,114,26.08695652173913,92.40470705204054,31.954396974417378,329.1568262972628,35.08771929824561,54.3859649122807,SmallOffice,64.91228070175438,SmallOffice;FullServiceRestaurant;OpenUBEMUnknown
austin_urban,urban,425,47,11.058823529411764,285.60059678828316,45.81693504787408,1405.047325122841,8.510638297872342,80.85106382978724,SmallOffice,59.57446808510638,SmallOffice;LargeOffice;MediumOffice
la_centre,centre,226,45,19.911504424778762,516.9960740837201,169.12546824399368,1691.9042049772218,31.11111111111111,60.0,SmallOffice,31.11111111111111,SmallOffice;LargeOffice;OpenUBEMUnknown
la_rural,rural,149,1,0.6711409395973155,149.94484356356114,149.94484356356114,149.94484356356114,100.0,100.0,SmallOffice,100.0,SmallOffice
la_suburban,suburban,1343,15,1.1169024571854058,144.64271997957022,28.672313456740024,510.73390453042896,0.0,80.0,SmallOffice,73.33333333333333,SmallOffice;Courthouse;RetailStandalone
la_urban,urban,618,42,6.796116504854369,1659.8679158002328,282.30331416407546,3679.3269511751027,30.952380952380953,57.142857142857146,SmallOffice,28.57142857142857,SmallOffice;LargeOffice;MediumOffice
nyc_centre,centre,738,121,16.395663956639567,1384.5435899399965,655.270619084866,2646.3047764999314,11.570247933884293,54.54545454545455,LargeOffice,39.66942148760331,OpenUBEMUnknown;LargeOffice;MediumOffice
nyc_rural,rural,198,198,100.0,159.36149307015393,104.36891846945163,276.49280309767823,0.0,79.29292929292929,SmallOffice,75.75757575757575,SmallOffice;FullServiceRestaurant;MidriseApartment
nyc_suburban,suburban,1589,1589,100.0,100.00121455964457,74.2486920781573,131.56031074762234,0.0,20.13845185651353,MidriseApartment,61.61107614852108,SmallOffice;MidriseApartment;OpenUBEMUnknown
nyc_urban,urban,1779,40,2.2484541877459248,214.58890302419644,108.17948044830774,560.1830346209138,15.000000000000002,65.0,SmallOffice,50.0,SmallOffice;MidriseApartment;OpenUBEMUnknown
