cell,osm_id,role,archetype_id,generation_status,sim_status,n_warnings,n_severe,error_summary,fatal_two_space,elapsed_s,run_dir,empty_dir_serial_reverify
la_centre,way/427942886,unmeasured,SmallHotel,success,failed_fatal,28,1,**  Fatal  ** Program terminates due to preceding condition.,True,1.8145530000329018,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\la_centre\sim\way_427942886,False
nyc_rural,way/965718400,unmeasured,SmallHotel,success,failed_fatal,28,1,**  Fatal  ** Program terminates due to preceding condition.,True,1.8204888999462128,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\nyc_rural\sim\way_965718400,False
nyc_rural,way/965718402,positive_control,SmallHotel,success,failed_fatal,32,1,**  Fatal  ** Program terminates due to preceding condition.,True,1.8230028003454208,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\nyc_rural\sim\way_965718402,False
nyc_rural,way/1103897842,negative_control,OpenUBEMUnknown,success,success,21,0,,False,3.169528200291097,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\nyc_rural\sim\way_1103897842,False
la_urban,way/401910463,unmeasured,SmallHotel,success,failed_fatal,28,1,**  Fatal  ** Program terminates due to preceding condition.,True,1.9341217996552587,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\la_urban\sim\way_401910463,False
la_urban,way/428846131,unmeasured,SmallHotel,success,failed_fatal,28,1,**  Fatal  ** Program terminates due to preceding condition.,True,2.1094364002346992,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\la_urban\sim\way_428846131,False
la_urban,relation/6374725,unmeasured,SmallHotel,success,failed_fatal,28,1,**  Fatal  ** Program terminates due to preceding condition.,True,1.6942571997642517,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\la_urban\sim\relation_6374725,False
la_urban,relation/6356887,negative_control,SmallOffice,success,success,169551,0,,False,6.28183860052377,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\la_urban\sim\relation_6356887,False
la_centre,relation/6333145,negative_control,Courthouse,success,success,24,0,,False,25.14979560021311,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open38-t05-rebuild\la_centre\sim\relation_6333145,False
