case_id,archetype_id,n_real,n_proto,n_storeys_represented,recomputed_area_m2,footprint_area_m2,expected_status,expected_multiplier,expected_band_zone_names,data_quality_flag,build_status,run_status,n_warnings,n_severe,severe_lines_verbatim,n_severe_lines_captured,eio_zone_info_header,eio_represented_storeys_sw_stack,n_eio_zone_info_lines,floor_area_m2,heating_eui,cooling_eui,lighting_eui,equipment_eui,fans_eui,pumps_eui,dhw_eui,cooking_eui,refrig_eui,total_eui
R10_A_midrise_n4,MidriseApartment,4,3,4,3134.6141986779116,300.0,applied,1,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,41,0,,0,"! <Zone Information>,Zone Name,North Axis {deg},Origin X-Coordinate {m},Origin Y-Coordinate {m},Origin Z-Coordinate {m},Centroid X-Coordinate {m},Centroid Y-Coordinate {m},Centroid Z-Coordinate {m},Type,Zone Multiplier,Zone List Multiplier,Minimum X {m},Maximum X {m},Minimum Y {m},Maximum Y {m},Minimum Z {m},Maximum Z {m},Ceiling Height {m},Volume {m3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST}, Floor Area {m2},Exterior Gross Wall Area {m2},Exterior Net Wall Area {m2},Exterior Window Area {m2}, Number of Surfaces, Number of SubSurfaces, Number of Shading SubSurfaces,  Part of Total Building Area",0.0,0,1200.0,46.92770514602292,6.366353740196543,5.072715636378649,37.410772548412126,8.642518399062775,0.0,39.303770241814064,0.0,0.0,143.7238357118871
R10_B_highrise_n18,HighriseApartment,18,3,10,7836.479192300002,350.0,applied,2,M SW Apartment | M NW Apartment | M SE Apartment | M NE Apartment | M N1 Apartment | M N2 Apartment | M S1 Apartment | M S2 Apartment | M Corridor,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,65553660,0,,0,"! <Zone Information>,Zone Name,North Axis {deg},Origin X-Coordinate {m},Origin Y-Coordinate {m},Origin Z-Coordinate {m},Centroid X-Coordinate {m},Centroid Y-Coordinate {m},Centroid Z-Coordinate {m},Type,Zone Multiplier,Zone List Multiplier,Minimum X {m},Maximum X {m},Minimum Y {m},Maximum Y {m},Minimum Z {m},Maximum Z {m},Ceiling Height {m},Volume {m3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST}, Floor Area {m2},Exterior Gross Wall Area {m2},Exterior Net Wall Area {m2},Exterior Window Area {m2}, Number of Surfaces, Number of SubSurfaces, Number of Shading SubSurfaces,  Part of Total Building Area",0.0,0,6300.0,40.76934151912845,7.312906444316469,4.084326289365404,37.62479762783212,8.900340169949073,2.8086205582712234,76.48857764978628,0.0,0.0,177.98891025864904
R10_C_highrise_n10,HighriseApartment,10,3,10,7836.479192300002,500.0,applied,1,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,64775527,0,,0,"! <Zone Information>,Zone Name,North Axis {deg},Origin X-Coordinate {m},Origin Y-Coordinate {m},Origin Z-Coordinate {m},Centroid X-Coordinate {m},Centroid Y-Coordinate {m},Centroid Z-Coordinate {m},Type,Zone Multiplier,Zone List Multiplier,Minimum X {m},Maximum X {m},Minimum Y {m},Maximum Y {m},Minimum Z {m},Maximum Z {m},Ceiling Height {m},Volume {m3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST}, Floor Area {m2},Exterior Gross Wall Area {m2},Exterior Net Wall Area {m2},Exterior Window Area {m2}, Number of Surfaces, Number of SubSurfaces, Number of Shading SubSurfaces,  Part of Total Building Area",0.0,0,5000.0,37.890099623964964,6.169868809911008,4.153399675185436,37.55129840305585,8.486989542910592,2.3987582087009196,46.70248669995752,0.0,0.0,143.3529009636863
