cell,osm_id,stem,archetype_id_manifest,area_plain_m2,area_multiplier_aware_m2,declared_area_m2,error_factor,lighting_eui,equipment_eui,total_eui,lighting_share,equipment_share,combined_share,f_loads_low,f_loads_med,f_loads_high,net_low,net_med,net_high
austin_centre,relation/13781131,relation_13781131,LargeOffice,4028.2800000000007,13091.909999999996,16318.950871229252,0.8022519402936242,8.210542260813122,70.60807493162963,127.87373713549836,0.06420819821753561,0.5521702619577894,0.616378460175325,1.0164425954742404,1.081885687206554,1.2440517025185227,1.2669867711410239,1.3485610104109986,1.5506995247193789
austin_centre,relation/7480583,relation_7480583,HighriseApartment,16147.020000000008,53823.400000000016,6711.033089308759,8.020136286579367,33.3106886566384,301.1652399432876,943.434935228586,0.035307881246275354,0.31922205623042554,0.3545299374767009,1.0090417302541044,1.0460319701934937,1.1383705672765045,0.12581353909691056,0.1304257100897262,0.1419390552229663
austin_centre,way/1008727466,way_1008727466,OpenUBEMUnknown,82.13,82.13,82.13417003661941,0.999949228967462,31.64762000835977,170.7320986786371,354.12660894548367,0.08936809380859542,0.48212163211073644,0.5714897259193319,1.0228856042622512,1.0955347592938571,1.2630994103321447,1.0229375398573717,1.0955903835488687,1.2631635424494592
austin_centre,way/1008727467,way_1008727467,OpenUBEMUnknown,95.99,95.99,95.98975799258538,1.0000025211795474,29.327944922353726,134.14875929855805,315.6799309455367,0.09290405264126084,0.42495181399954857,0.5178558666408094,1.023791101415467,1.0944064803713531,1.253122256578301,1.023788520260789,1.0944037211830748,1.2531190972400625
austin_centre,way/1008727468,way_1008727468,OpenUBEMUnknown,73.99,73.99,73.98702063428838,1.0000402687618188,45.532186112639245,279.5841337252111,511.8596330117077,0.08895443824068423,0.546212507675549,0.6351669459162332,1.0227796743131536,1.0993620005544655,1.279615317150477,1.022738489900501,1.0993177323905368,1.2795637907009572
austin_centre,way/1008727469,way_1008727469,OpenUBEMUnknown,81.75,81.75,81.74517793788998,1.0000589889487266,37.28677253973768,79.32904306169878,234.40595176047208,0.15906922268697002,0.3384258909208979,0.4974951136078679,1.0407348431143082,1.1365891393257543,1.3293338427605954,1.040673454881237,1.1365220970820429,1.3292554313801093
austin_centre,way/1008727470,way_1008727470,OpenUBEMUnknown,87.96,87.96,87.96401918451274,0.9999543087668116,42.50089827900686,101.52461024839128,262.0891099555048,0.16216201537798458,0.38736676340969395,0.5495287787876786,1.0415268531771316,1.1419717858528926,1.34706380260185,1.0415744439979353,1.1420239663362453,1.3471253544205528
austin_centre,way/1020753276,way_1020753276,FullServiceRestaurant,312.24,312.24,312.2607870883653,0.9999334303594148,20.633138727048,224.5000280324907,1249.5907198223565,0.016511917382021877,0.17965884706986773,0.1961707644518896,1.0042284129683383,1.0234823227485403,1.0728310379049766,1.0042952685434066,1.0235504601347922,1.0729024606361641
austin_centre,way/1020754973,way_1020754973,RetailStandalone,304.2,608.4,608.397384463635,1.0000042990591869,21.84373467934059,47.05497693680283,197.82221833988265,0.11042103795343348,0.23786497458013867,0.34828601253357216,1.0282768946850498,1.0950053021995938,1.2293996886183158,1.0282724740808236,1.0950005947272274,1.2293944033790116
austin_centre,way/1020754974,way_1020754974,RetailStandalone,729.0499999999998,1458.0999999999997,1442.8531576141943,1.0105671476721974,21.06869729306497,47.55253482124103,162.0748001741189,0.12999366508816063,0.2933986947394337,0.4233923598275943,1.0332891018373846,1.1127061702188656,1.2736370601979974,1.0224843586272585,1.1010709904650489,1.2603190823408137
