cell,osm_id,n_parts,footprint_area_m2,levels,underground,declared_area_m2,n_zones,area_plain_m2,area_multiplier_aware_m2,max_zone_multiplier,max_zone_list_multiplier,n_zones_excluded_not_in_total_area,ratio,parse_status,has_multiplier,near_4p18_low
la_centre,relation/2765901,1,2896.8770334101496,1.0,0,2896.8770334101496,1,3421.45,3421.45,1,1,0,1.1810822346063936,ok,False,False
la_centre,relation/6333146,1,3669.280111278553,14.0,0,51369.92155789974,14,59478.16,59478.16,1,1,0,1.157840195121991,ok,False,False
la_centre,relation/6366083,1,1960.36876320783,10.0,0,19603.687632078298,10,22070.8,22070.8,1,1,0,1.125849402123949,ok,False,False
la_centre,relation/6366084,1,1730.5945960621284,10.0,0,17305.945960621284,10,19371.2,19371.2,1,1,0,1.1193378301352657,ok,False,False
