cell,mode,stem,has_sql,has_end,has_err,has_eio,sql_bytes,n_dict_rows,n_zone_keys,n_abups_enduse_rows,has_elec_facility,has_gas_facility,sql_open_error
austin_centre,auto,way_1039387744,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1039387745,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1039387746,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_1039387747,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1039387750,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1039387756,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1039387757,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1039387764,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1051117928,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_1120921408,True,True,True,False,557056,10,0,0,True,True,
austin_centre,auto,way_112834453,True,True,True,False,364544,10,0,0,True,True,
austin_centre,auto,way_112834456,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_112834472,True,True,True,False,290816,8,0,0,True,True,
austin_centre,auto,way_112834493,True,True,True,False,335872,10,0,0,True,True,
austin_centre,auto,way_112834500,True,True,True,False,299008,8,0,0,True,True,
austin_centre,auto,way_112834509,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_112836380,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_112836382,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_112836384,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_112836385,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_112836386,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1134169120,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1134169121,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1134169122,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1134169124,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1135532954,True,True,True,False,217088,12,0,0,True,True,
austin_centre,auto,way_1213502014,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1213502015,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1213502016,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1213502017,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1213502018,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_1239928162,True,True,True,False,196608,12,0,0,True,True,
austin_centre,auto,way_1239928163,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1243589069,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_1243589070,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_1243589071,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_1243589072,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1243589074,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1243589077,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_1311610010,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1311610011,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1311610012,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_1317011702,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_134807224,True,True,True,False,315392,10,0,0,True,True,
austin_centre,auto,way_134807225,True,True,True,False,606208,10,0,0,True,True,
austin_centre,auto,way_134807226,True,True,True,False,389120,10,0,0,True,True,
austin_centre,auto,way_134807227,True,True,True,False,204800,10,0,0,True,True,
austin_centre,auto,way_134807228,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_134807229,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_134807252,True,True,True,False,413696,10,0,0,True,True,
austin_centre,auto,way_134807256,True,True,True,False,241664,10,0,0,True,True,
austin_centre,auto,way_134807260,True,True,True,False,241664,10,0,0,True,True,
austin_centre,auto,way_134807269,True,True,True,False,389120,10,0,0,True,True,
austin_centre,auto,way_135049613,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_135049616,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_135049618,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_135049619,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_135049620,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_135049621,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_135049622,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_135049626,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1350740813,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1350740814,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1350740815,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1350740816,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1350740817,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1350777574,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1352736089,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1444415151,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_1507317989,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_1507317990,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_1507538789,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1507538790,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_1507538791,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_1519744798,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_183289651,True,True,True,False,954368,10,0,0,True,True,
austin_centre,auto,way_183289652,True,True,True,False,339968,10,0,0,True,True,
austin_centre,auto,way_204413180,True,True,True,False,487424,10,0,0,True,True,
austin_centre,auto,way_204413181,True,True,True,False,524288,10,0,0,True,True,
austin_centre,auto,way_206163832,True,True,True,False,368640,10,0,0,True,True,
austin_centre,auto,way_206163833,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_206165495,True,True,True,False,405504,10,0,0,True,True,
austin_centre,auto,way_224057337,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_231123149,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_231123152,True,True,True,False,335872,10,0,0,True,True,
austin_centre,auto,way_231123153,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_231123155,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_231123157,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_231123159,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_231123161,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_231125471,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_231125474,True,True,True,False,475136,10,0,0,True,True,
austin_centre,auto,way_231125475,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_231125476,True,True,True,False,348160,10,0,0,True,True,
austin_centre,auto,way_313180848,True,True,True,False,335872,10,0,0,True,True,
austin_centre,auto,way_313180849,True,True,True,False,786432,10,0,0,True,True,
austin_centre,auto,way_313917989,True,True,True,False,417792,10,0,0,True,True,
austin_centre,auto,way_328520419,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328520420,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328520421,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328520422,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328520424,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328520425,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_328520426,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328520427,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328520428,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_328526438,True,True,True,False,233472,8,0,0,True,True,
austin_centre,auto,way_328526439,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328526440,True,True,True,False,348160,10,0,0,True,True,
austin_centre,auto,way_328526441,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328526442,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328526443,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328526444,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328526445,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328526446,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328526447,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328526448,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328526449,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328526450,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328526451,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328526452,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328526453,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328526454,True,True,True,False,286720,8,0,0,True,True,
austin_centre,auto,way_328526455,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328529688,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328529689,True,True,True,False,212992,12,0,0,True,True,
austin_centre,auto,way_328529690,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328529693,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328529696,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328529698,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529699,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529700,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529701,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529702,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328529704,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529706,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529708,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328529709,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328529710,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328529714,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328535175,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328535176,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328535177,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328535178,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328535179,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328535180,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328535181,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328535182,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328535183,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_328605829,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328605831,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_328605839,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328605855,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328605869,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328607254,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328607257,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_328607258,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_328607260,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_328607262,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328607264,True,True,True,False,212992,12,0,0,True,True,
austin_centre,auto,way_328607265,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328607266,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328607268,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328607272,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328607273,True,True,True,False,221184,12,0,0,True,True,
austin_centre,auto,way_328607274,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328607275,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328607277,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328607278,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_328607279,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328607282,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_328607283,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_328622249,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622250,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622251,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622252,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622253,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622254,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622255,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622256,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622257,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622258,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622259,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328622260,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328622261,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622262,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622263,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328622264,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328622265,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622267,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622268,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622269,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622270,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_328622271,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328622272,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328631273,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_328631274,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328631275,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328631276,True,True,True,False,212992,12,0,0,True,True,
austin_centre,auto,way_328631277,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328631279,True,True,True,False,438272,10,0,0,True,True,
austin_centre,auto,way_328631281,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328631283,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_328631284,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328631287,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328631289,True,True,True,False,212992,12,0,0,True,True,
austin_centre,auto,way_328631290,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328631294,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328631295,True,True,True,False,212992,12,0,0,True,True,
austin_centre,auto,way_328631296,True,True,True,False,212992,12,0,0,True,True,
austin_centre,auto,way_328634432,True,True,True,False,348160,10,0,0,True,True,
austin_centre,auto,way_328634434,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328634437,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_328634439,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328634441,True,True,True,False,253952,9,0,0,True,True,
austin_centre,auto,way_328634445,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328634447,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328634449,True,True,True,False,290816,10,0,0,True,True,
austin_centre,auto,way_328634450,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328634454,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328634456,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328634458,True,True,True,False,217088,12,0,0,True,True,
austin_centre,auto,way_328634462,True,True,True,False,282624,9,0,0,True,True,
austin_centre,auto,way_328634464,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328634466,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328644611,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328644612,True,True,True,False,229376,10,0,0,True,True,
austin_centre,auto,way_328644613,True,True,True,False,253952,10,0,0,True,True,
austin_centre,auto,way_328644614,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328644615,True,True,True,False,294912,10,0,0,True,True,
austin_centre,auto,way_328644616,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328644617,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328644618,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328644620,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328644621,True,True,True,False,319488,10,0,0,True,True,
austin_centre,auto,way_328644622,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328644625,True,True,True,False,790528,10,0,0,True,True,
austin_centre,auto,way_328649859,True,True,True,False,286720,10,0,0,True,True,
austin_centre,auto,way_328649869,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_328649870,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328649873,True,True,True,False,282624,10,0,0,True,True,
austin_centre,auto,way_328649882,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_328649889,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_328707704,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_328723692,True,True,True,False,208896,12,0,0,True,True,
austin_centre,auto,way_328839208,True,True,True,False,217088,10,0,0,True,True,
austin_centre,auto,way_368003367,True,True,True,False,352256,10,0,0,True,True,
austin_centre,auto,way_37417988,True,True,True,False,450560,10,0,0,True,True,
austin_centre,auto,way_37417989,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_37546502,True,True,True,False,372736,10,0,0,True,True,
austin_centre,auto,way_379165891,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_379165897,True,True,True,False,249856,9,0,0,True,True,
austin_centre,auto,way_379165899,True,True,True,False,253952,9,0,0,True,True,
austin_centre,auto,way_379165902,True,True,True,False,229376,9,0,0,True,True,
austin_centre,auto,way_379165907,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_379165911,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_379165912,True,True,True,False,229376,9,0,0,True,True,
austin_centre,auto,way_379165915,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_379165919,True,True,True,False,249856,8,0,0,True,True,
austin_centre,auto,way_379165922,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379165923,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379165927,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379165965,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_379165969,True,True,True,False,253952,9,0,0,True,True,
austin_centre,auto,way_379165974,True,True,True,False,249856,9,0,0,True,True,
austin_centre,auto,way_379165985,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379165989,True,True,True,False,241664,9,0,0,True,True,
austin_centre,auto,way_379165992,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379166048,True,True,True,False,245760,9,0,0,True,True,
austin_centre,auto,way_379166062,True,True,True,False,385024,10,0,0,True,True,
austin_centre,auto,way_379166081,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_379166095,True,True,True,False,229376,8,0,0,True,True,
austin_centre,auto,way_379166100,True,True,True,False,225280,9,0,0,True,True,
austin_centre,auto,way_379166118,True,True,True,False,241664,9,0,0,True,True,
austin_centre,auto,way_379166122,True,True,True,False,233472,8,0,0,True,True,
austin_centre,auto,way_379166126,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379166131,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379166134,True,True,True,False,262144,9,0,0,True,True,
austin_centre,auto,way_379166138,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_379166139,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_379166145,True,True,True,False,212992,10,0,0,True,True,
austin_centre,auto,way_379166156,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_379166180,True,True,True,False,212992,10,0,0,True,True,
austin_centre,auto,way_379166187,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_379166196,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_379166198,True,True,True,False,229376,9,0,0,True,True,
austin_centre,auto,way_379166200,True,True,True,False,229376,9,0,0,True,True,
austin_centre,auto,way_379166215,True,True,True,False,221184,9,0,0,True,True,
austin_centre,auto,way_379166225,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_379166230,True,True,True,False,319488,9,0,0,True,True,
austin_centre,auto,way_379166236,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_379166244,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_379166251,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_379166271,True,True,True,False,303104,8,0,0,True,True,
austin_centre,auto,way_379166273,True,True,True,False,229376,9,0,0,True,True,
austin_centre,auto,way_379166276,True,True,True,False,237568,9,0,0,True,True,
austin_centre,auto,way_379166277,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_379166282,True,True,True,False,188416,9,0,0,True,True,
austin_centre,auto,way_379166283,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_379166285,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_379166300,True,True,True,False,229376,9,0,0,True,True,
austin_centre,auto,way_379166308,True,True,True,False,217088,9,0,0,True,True,
austin_centre,auto,way_42806788,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_42806812,True,True,True,False,327680,10,0,0,True,True,
austin_centre,auto,way_448210521,True,True,True,False,614400,10,0,0,True,True,
austin_centre,auto,way_516267897,True,True,True,False,311296,10,0,0,True,True,
austin_centre,auto,way_516276237,True,True,True,False,204800,10,0,0,True,True,
austin_centre,auto,way_516278443,True,True,True,False,610304,10,0,0,True,True,
austin_centre,auto,way_516278491,True,True,True,False,790528,10,0,0,True,True,
austin_centre,auto,way_516282869,True,True,True,False,684032,10,0,0,True,True,
austin_centre,auto,way_516282872,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_516282875,True,True,True,False,360448,10,0,0,True,True,
austin_centre,auto,way_516282876,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_516285440,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_516285444,True,True,True,False,204800,11,0,0,True,True,
austin_centre,auto,way_516285445,True,True,True,False,208896,11,0,0,True,True,
austin_centre,auto,way_516285449,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_516286382,True,True,True,False,540672,10,0,0,True,True,
austin_centre,auto,way_516286383,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_516286384,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_516286385,True,True,True,False,655360,10,0,0,True,True,
austin_centre,auto,way_516286386,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_516286387,True,True,True,False,200704,9,0,0,True,True,
austin_centre,auto,way_516286388,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_516289338,True,True,True,False,212992,9,0,0,True,True,
austin_centre,auto,way_52143469,True,True,True,False,245760,10,0,0,True,True,
austin_centre,auto,way_55932516,True,True,True,False,413696,10,0,0,True,True,
austin_centre,auto,way_55932517,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_55932518,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_55932520,True,True,True,False,499712,10,0,0,True,True,
austin_centre,auto,way_55932522,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_55932526,True,True,True,False,339968,10,0,0,True,True,
austin_centre,auto,way_55932527,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_55932528,True,True,True,False,208896,9,0,0,True,True,
austin_centre,auto,way_55932530,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_55932532,True,True,True,False,450560,10,0,0,True,True,
austin_centre,auto,way_55932533,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_55932534,True,True,True,False,475136,10,0,0,True,True,
austin_centre,auto,way_584933755,True,True,True,False,204800,9,0,0,True,True,
austin_centre,auto,way_724582090,True,True,True,False,196608,12,0,0,True,True,
austin_centre,auto,way_772280775,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_772281126,True,True,True,False,204800,12,0,0,True,True,
austin_centre,auto,way_785725910,True,True,True,False,331776,9,0,0,True,True,
austin_centre,auto,way_849984849,True,True,True,False,196608,9,0,0,True,True,
austin_centre,auto,way_850669088,True,True,True,False,413696,10,0,0,True,True,
austin_centre,auto,way_894064635,True,True,True,False,327680,10,0,0,True,True,
austin_centre,auto,way_903084328,True,True,True,False,315392,10,0,0,True,True,
