cell,osm_id,archetype_id,data_quality_flag,footprint_area_m2,levels,height_m,simulation_status,total_eui_kwh_m2
la_rural,way/472960972,Warehouse,"no_floors,no_year|GROUPMODE_MED",200.0,1.0,3.5,not_simulated,
la_rural,way/472961034,Warehouse,no_floors,200.0,1.0,3.5,not_simulated,
la_rural,way/472961088,Warehouse,no_floors,200.0,1.0,3.5,not_simulated,
la_rural,way/472961091,Warehouse,no_floors,200.0,1.0,3.5,not_simulated,
la_rural,way/472961171,Warehouse,no_floors,200.0,1.0,3.5,not_simulated,
la_urban,way/402215469,Warehouse,narrow_perimeter_fallback,200.0,1.0,3.5,not_simulated,
