stem,osm_id,archetype_id,cell,city,task_id,floor_area_m2,area_provenance,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,total_eui_kwh_m2,total_kwh,gwp_total_kgco2_m2,gwp_total_kgco2
way_1307600742,way/1307600742,OpenUBEMUnknown,la_centre,la,1541,382.08,ok,30.267978926530805,12.465639825019537,19.887564450435804,15.92136586664227,5.354005644454926,0.0,11.478686788187169,0.0,0.0,95.37524150127052,36440.97227280543,18.684719512983044,7139.057631520561
way_1307601688,way/1307601688,Courthouse,la_centre,la,1542,88047.42,ok,8.809784601913844,23.126744467477646,19.67664033724977,28.25616940536052,31.45648846223028,0.2799158767848985,2.270246027410964,0.0,0.0,113.87598917842791,10026487.047108496,23.33688049434928,2054752.118375779
way_1307603689,way/1307603689,MidriseApartment,la_centre,la,1543,27453.85,ok,0.1017342733580638,5.457517325393993,3.965493012754186,46.56660703131879,7.7022064926918,0.0,31.36829024321729,0.0,0.0,95.16184837873412,2612559.11111251,19.74452830171261,542063.3183159727
way_1307603690,way/1307603690,MidriseApartment,la_centre,la,1544,35439.53,ok,0.0923759885913984,5.884300382909435,3.965488831824842,46.563912106323215,8.172439501145336,0.0,31.33717651423444,0.0,0.0,96.01569332502866,3402751.0440631527,19.92195948105381,706024.8806875909
way_1307785379,way/1307785379,MediumOffice,la_centre,la,1545,8254.750000000002,ok,12.079785983236864,17.685549768562208,26.4651820425345,47.60070678773038,39.21103920347901,0.0,3.4149669673959857,0.0,0.0,146.45723075293895,1208967.825557823,29.980835977776685,247484.30578755212
way_1415178948,way/1415178948,OpenUBEMUnknown,la_centre,la,1546,96.08,ok,43.09974814594099,33.52011348812063,26.829653792060284,22.36885624488109,16.213320833231716,0.0,36.30414534420567,0.0,0.0,178.33583784844038,17134.50730047815,34.90167035939479,3353.352488130652
way_202905185,way/202905185,MidriseApartment,la_centre,la,1547,35224.91,ok,0.1021870519395564,5.865585723394155,3.9654918216696062,46.55666151605524,8.020468647543636,0.0,31.265232000027265,0.0,0.0,95.77562676062946,3373687.832836765,19.87188267723072,699985.2788360112
way_205862199,way/205862199,MediumOffice,la_centre,la,1548,3155.12,ok,15.727581272628656,21.4273873284286,26.46509371044516,47.67289964299002,50.369916363228846,0.0,4.098571515836989,0.0,0.0,165.76144983355826,522997.2655988563,33.87185901513354,106869.77981582812
way_219011063,way/219011063,SmallOffice,la_centre,la,1549,274.19,ok,7.4123406734302995,16.026662406432077,26.46489174874576,27.764558952273983,8.281851203056203,0.0,3.731589411149012,0.0,0.0,89.68189439508731,24589.87862418899,18.41355329377938,5048.812177621368
way_262726265,way/262726265,SmallOffice,la_centre,la,1550,102.22,ok,10.023783378274024,16.171753346752585,26.46542949236016,27.76512310400013,9.792536642118346,0.0,7.949033271318553,0.0,0.0,98.16765923482382,10034.69812698369,20.10521675821196,2055.155257024426
way_264685255,way/264685255,OpenUBEMUnknown,la_centre,la,1551,244.55,ok,9.439056182119083,22.582166862142,42.786655411881405,60.60984636486316,8.01394630691116,0.0,15.84069243650898,0.0,0.0,159.27236356442577,38950.056509680326,32.380710012604055,7918.702633582322
way_39335032,way/39335032,Courthouse,la_centre,la,1553,15324.920000000002,ok,17.159954046542847,27.0348236576576,19.67664064908998,28.25616985318637,41.86941244685303,0.948243335312896,2.478350809580655,0.0,0.0,137.4235947982234,2106005.59639519,27.996394265423383,429042.50240607216
way_401698800,way/401698800,Courthouse,la_centre,la,1554,46035.5,ok,10.27386886882316,23.73653964212789,19.676627539470257,28.256151027424547,31.848958914080264,0.5276647050980751,2.29742266920436,0.0,0.0,116.61723336622856,5368532.646631015,23.866185249036636,1098691.7710320258
way_423024468,way/423024468,RetailStandalone,la_centre,la,1555,2359.52,ok,15.08254067640585,28.623295507676367,58.28228222495464,48.97482684117698,16.224585178317657,0.0,2.2848025189425494,0.0,0.0,169.47233294747406,399873.359036224,34.76767443618336,82035.02318566335
way_425993510,way/425993510,LargeOffice,la_centre,la,1556,49753.600000000006,ok,8.128952166600508,22.93869974386686,26.465062197257847,51.045838455797856,32.00579396800372,8.81734358860084,2.328422951273016,0.0,0.0,151.7301130714006,7549119.353709239,31.208573294547428,1552738.872267595
way_425993511,way/425993511,Courthouse,la_centre,la,1557,88308.90000000001,ok,13.080617737226651,23.233118174819896,19.67664244224269,28.25617242821125,33.21421058828438,0.7033901818279614,2.26525517856079,0.0,0.0,120.42940673117364,10634988.43608254,24.583697266855943,2170959.263569055
way_425993512,way/425993512,LargeOffice,la_centre,la,1558,42267.65,ok,5.443255560622487,22.05681245667963,26.46516208531416,50.98853563784576,29.912119067082507,8.371822979713281,2.321226034796868,0.0,0.0,145.55893382205468,6152434.06916377,29.99937353922446,1268003.020975201
way_425993513,way/425993513,TallBuilding,la_centre,la,1559,140759.08000000002,ok,1.7265972309329622,18.23137477791615,26.465080829261,44.06324317784001,24.184977664521877,6.082496103947586,44.84895251927085,0.0,0.0,165.60272230369043,23310086.83696295,33.129741135706006,4663311.882900133
way_425993516,way/425993516,LargeOffice,la_centre,la,1560,16130.840000000004,ok,5.792726900788769,22.920587901604865,26.46514808779861,50.93939938465751,34.71668294966907,8.256148395385694,2.4229167574569352,0.0,0.0,151.51361037736146,2444041.8068195577,31.223079171959625,503654.4944302133
way_425993517,way/425993517,LargeOffice,la_centre,la,1561,85134.96,ok,5.053416589101087,21.22630824240981,26.46508574015756,50.92633534493744,28.310115049912557,7.92834687168072,2.265058379535575,0.0,0.0,142.17466621773474,12104034.5214602,29.30892192780608,2495213.895966893
way_425993518,way/425993518,LargeOffice,la_centre,la,1562,13690.88,ok,9.579567502467244,26.623263938609767,26.46504194005644,51.05639717240484,38.40521134356397,10.23954325455418,2.494315852276478,0.0,0.0,164.86334100393293,2257124.218083925,33.891018822907164,463997.8717821633
way_425993519,way/425993519,Courthouse,la_centre,la,1563,142457.03999999992,ok,12.239139134953136,23.62639532616966,19.676617840638528,28.256137099659124,32.83865988164434,0.8375946067115804,2.270611533389805,0.0,0.0,119.74515542316618,17058540.395924192,24.46387418245295,3485051.1029646653
way_425993522,way/425993522,Courthouse,la_centre,la,1564,73663.59999999999,ok,16.234024992078663,24.92183735887077,19.676644715545876,28.256175692719,38.52120736039655,1.1062985172893878,2.299266050357577,0.0,0.0,131.01545468725783,9651070.047900284,26.69592442094517,1966517.8981747364
way_425993526,way/425993526,QuickServiceRestaurant,la_centre,la,1565,414.99,ok,47.10801186778146,62.43943996711481,93.53267310197305,563.8397163125727,42.81024238527606,0.0,83.354900450258,709.8445316566399,190.954870237837,1793.8843859794529,744444.0813376132,349.9743057487115,145235.8371426578
way_425993529,way/425993529,Courthouse,la_centre,la,1566,116684.2800000001,ok,12.521198333951087,23.100298397150183,19.676661115458263,28.256199243440445,32.28177687125699,0.8240668079893277,2.302685071607004,0.0,0.0,118.96288584085327,13881098.681062171,24.293215569759,2834636.3676421205
way_425993533,way/425993533,Outpatient,la_centre,la,1567,51384.95999999997,ok,3.248747204677443,23.783690220414783,62.80181425115765,64.92511773669966,39.08505049944148,0.698078955930528,6.14587932833024,0.0,0.0,200.68837819665177,10312364.286099818,41.39617639770051,2127140.868348784
way_425993537,way/425993537,LargeOffice,la_centre,la,1568,12479.1,ok,3.522472203611273,19.81890618657754,26.465130650028527,50.926392214753456,30.30526499206468,6.683872533111242,2.475427366490394,0.0,0.0,140.1974661466371,1749538.1997904992,28.93364028161843,361065.7904383446
way_425993543,way/425993543,RetailStandalone,la_centre,la,1569,19606.32,ok,1.5940303371681197,23.114169143552456,58.28203833419568,48.97462189880959,9.43718043274244,0.0,2.6555768376822617,0.0,0.0,144.05761698415054,2824439.7370286905,29.85142328331605,585276.5573481452
way_425993569,way/425993569,MediumOffice,la_centre,la,1570,4866.68,ok,16.99034057032337,21.057645123325088,26.46518142732586,47.61115542134439,51.435243159602,0.0,3.692397012763432,0.0,0.0,167.25196271468414,813961.781904299,34.158448548046735,166238.23837980808
way_425993573,way/425993573,SmallOffice,la_centre,la,1571,60.150000000000006,ok,18.35788162571495,20.093596524762106,26.467445193609183,27.767237794528047,13.196742197882452,0.0,12.527738208875247,0.0,0.0,118.410641545372,7122.400088954126,24.08492489070228,1448.7082321757423
way_425993582,way/425993582,LargeOffice,la_centre,la,1572,26151.79,ok,3.497200926544152,19.94737854319093,26.465108905115784,50.926114163543645,30.04082265472493,6.757791889402849,2.346418679825113,0.0,0.0,139.9808357623474,3660749.4208814,28.89277714771217,755597.8404837677
way_425993586,way/425993586,SmallOffice,la_centre,la,1573,211.22,ok,9.404742598217789,15.49732110122542,26.465234426204425,27.764918458314305,9.533081489385705,0.0,4.450882932786095,0.0,0.0,93.11618100613376,19667.99975211557,19.073386417180878,4028.680679036944
way_425993587,way/425993587,SmallOffice,la_centre,la,1574,245.92,ok,10.383206924975124,20.05870563856206,26.463748556750996,27.76335961915541,11.525027413510925,0.0,3.9870575528986647,0.0,0.0,100.18110570585316,24636.53751518341,20.513502025238065,5044.680418046544
way_425993588,way/425993588,OpenUBEMUnknown,la_centre,la,1575,511.41,ok,28.477427993410707,15.84668592348941,13.623981397580302,33.333666297140425,6.492799081796584,0.0,9.329620234421354,0.0,0.0,107.10418092783878,54774.14916830604,21.2230623300814,10853.686306226928
way_425993593,way/425993593,SmallOffice,la_centre,la,1576,103.94,ok,13.631531723553495,24.474695977700765,26.46711149300103,27.76688770619316,14.185750388050472,0.0,7.830945884609438,0.0,0.0,114.35692317310836,11886.258594612884,23.369034672443213,2428.9774638537474
way_425993594,way/425993594,LargeOffice,la_centre,la,1577,20896.08,ok,2.297460553616348,18.543751999571484,26.465124830404253,50.92638011813049,27.11726811253189,6.368766709686978,2.375083832959876,0.0,0.0,134.0938361569013,2802035.527841502,27.702201631814,578867.4214745158
way_425993595,way/425993595,OpenUBEMUnknown,la_centre,la,1578,22554.12,ok,4.605021180959963,17.698218177678157,44.72049312234109,17.86013402987989,25.14337239258546,0.2179303707331179,3.1770989278788737,0.0,0.0,113.42226820205654,2558139.4477013675,23.330162150819625,526191.2767690439
way_425993596,way/425993596,OpenUBEMUnknown,la_centre,la,1579,233.88,ok,27.86677738407853,13.122420795531754,12.90681677418952,18.329891874042342,5.463111699254305,0.0,16.778500651948757,0.0,0.0,94.4675191790452,22094.06338559509,18.41950822859088,4307.954584502834
way_427817489,way/427817489,HighriseApartment,la_centre,la,1580,30367.15000000001,ok,0.0672543550635086,15.91283503745092,3.965490631192629,46.46723844604052,3.7761447472687553,3.2247412222199814,29.064597402600672,0.0,0.0,102.47830184183698,3111973.9637763407,20.493133718004085,622318.065584688
way_427817495,way/427817495,MidriseApartment,la_centre,la,1581,15872.01,ok,0.6657585164996828,5.851150580965405,3.9654848051186593,46.57315004405343,7.516204931336578,0.0,31.44991337284992,0.0,0.0,96.02166225082368,1524056.7834616958,19.907996587203485,315979.9209120596
way_427817496,way/427817496,SmallOffice,la_centre,la,1582,674.76,ok,6.568588548161097,14.687980578662664,26.464533201457428,27.764182797037165,8.422935839510489,0.0,2.237824337924037,0.0,0.0,86.14604530275288,58127.905528485535,17.70219173327601,11944.73089394532
way_427817498,way/427817498,LargeHotel,la_centre,la,1583,15166.320000000002,ok,22.016516413731523,76.23120814045508,21.300459420992244,77.41389803976104,25.25863028664916,15.179406106688754,50.493624422527446,159.23606512598425,4.038121152659313,451.1679291094488,6842557.1866112165,87.47870389288894,1326730.0164247996
way_427817500,way/427817500,LargeOffice,la_centre,la,1584,20490.56,ok,7.298938250371059,23.59341117718417,26.46507812367044,50.94332054619929,33.05971541174746,8.792612079978243,2.383165063192214,0.0,0.0,152.53624065234288,3125552.991261271,31.39640844719979,643329.991071854
way_427817501,way/427817501,MediumOffice,la_centre,la,1585,10304.01,ok,12.88469292708334,17.609518298646037,26.464907877834825,47.62692192892634,39.694169021696666,0.0,3.3615731373719027,0.0,0.0,147.6417831915591,1521302.4104236572,30.206720707745976,311250.35223982163
way_427817502,way/427817502,SmallOffice,la_centre,la,1586,2725.4,ok,5.085826037116681,14.855550266088684,26.46494089894876,27.76461051619372,8.492470664239832,0.0,1.471162519307865,0.0,0.0,84.13456090189554,229300.3322820261,17.32409558197811,47215.09009912314
way_427817503,way/427817503,RetailStandalone,la_centre,la,1587,1213.23,ok,12.6160341942465,24.098426989379416,58.28185525837376,48.974468059527545,12.928188874692411,0.0,3.1743920784389736,0.0,0.0,160.0733654546586,194205.80917055547,32.88266791366925,39894.23919290095
way_427817507,way/427817507,MidriseApartment,la_centre,la,1588,4667.85,ok,1.6355664781671535,5.773530443127204,3.965500304353251,46.55622036213355,7.553115301786891,0.0,31.371845595054204,0.0,0.0,96.85577848462223,452108.245599444,20.055374166431765,93615.47830277852
way_427817515,way/427817515,RetailStandalone,la_centre,la,1589,1868.2499999999995,ok,23.72909775660343,31.145854089294144,58.28205326061516,48.97463444155353,19.325717168439237,0.0,3.0006418633028877,0.0,0.0,184.4579985798084,344613.6558467269,37.64814236157013,70336.14196700338
way_427817519,way/427817519,Warehouse,la_centre,la,1590,2208.09,ok,1.119735159001848,0.0,4.863584379795225,11.300398949324787,0.0389435043958239,0.0,0.8082663200863841,0.0,0.0,18.13092831260407,40034.72149777792,3.732698777469638,8242.134843542934
way_427817520,way/427817520,RetailStandalone,la_centre,la,1591,2764.6600000000003,ok,15.208781913779868,24.671606779006023,58.28276019907046,48.97522848469282,13.214997767707157,0.0,2.010495500691912,0.0,0.0,162.36387064494826,448880.8986172627,33.289236299176366,92033.42002688094
way_427817521,way/427817521,SmallOffice,la_centre,la,1592,2335.77,ok,7.519099284204735,15.79115213063013,26.46517301761457,27.76485403402028,9.373091501955193,0.0,1.516962889477036,0.0,0.0,88.43033285790194,206552.9185795016,18.15100887178611,42396.58199245184
way_427817522,way/427817522,SmallOffice,la_centre,la,1593,2049.12,ok,10.153799366092246,17.193221343089974,26.465371055977048,27.76506179785448,10.43418761275353,0.0,1.5440466818980143,0.0,0.0,93.55568785766528,191706.83110289907,19.144730369926,39229.84989562277
way_427817524,way/427817524,RetailStandalone,la_centre,la,1594,4240.669999999998,ok,21.852408551213504,27.600724214646384,58.28179183872571,48.974414767787664,16.476546104753353,0.0,2.809257532006876,0.0,0.0,175.99514300913347,746337.3231045417,35.941753060601535,152417.11395150106
way_427817527,way/427817527,RetailStandalone,la_centre,la,1595,1734.1999999999998,ok,11.722091434697784,25.238383460981776,58.28207907943992,48.97465613719776,13.893080142824004,0.0,3.0090101239592983,0.0,0.0,161.11930037910054,279413.0907174361,33.123412172151205,57442.621388944615
way_427817530,way/427817530,RetailStandalone,la_centre,la,1596,2587.55,ok,9.82260768467962,23.054640123995075,58.281594703050935,48.97424911388491,12.352597261040248,0.0,2.877550252513601,0.0,0.0,155.3632391391644,402010.1494345448,31.97931950531006,82748.08818596505
way_427817535,way/427817535,RetailStandalone,la_centre,la,1597,1628.8,ok,10.277662595366849,23.88105918049757,58.28129861468514,48.97400030967324,13.313180244049546,0.0,3.018056552661051,0.0,0.0,157.7452574969334,256935.47541100509,32.46155248297527,52873.37668427012
way_427817540,way/427817540,MediumOffice,la_centre,la,1598,6554.46,ok,4.745531100762146,15.622460568716397,26.465004093737196,47.60718719128159,33.72602795860799,0.0,3.5208938246758854,0.0,0.0,131.6871047377812,863137.8605195973,27.10749502072324,177674.99181352963
way_427817541,way/427817541,Courthouse,la_centre,la,1599,2853.78,ok,14.426374032620895,22.54372434166153,19.676690995069837,28.256242151328085,36.21848326081775,0.4879092070085454,3.340473859854844,0.0,0.0,124.94989784836147,356579.519481697,25.45756853098387,72650.29992235114
way_427817542,way/427817542,RetailStandalone,la_centre,la,1600,1972.8,ok,9.472904223211335,23.29972815957121,58.28243358260466,48.97495402757341,12.706263907028523,0.0,2.955698406458664,0.0,0.0,155.6919823064478,307149.1426941602,32.05680899560982,63241.67278653905
way_427817543,way/427817543,MediumOffice,la_centre,la,1601,9182.18,ok,4.927438279240901,15.970981859352502,26.465088407372388,47.61376754198388,33.47788998628796,0.0,3.3901588355199705,0.0,0.0,131.84532490975764,1210627.5054798785,27.13897092796708,249194.91607536076
way_427817544,way/427817544,RetailStandalone,la_centre,la,1602,4176.36,ok,5.842372827536436,22.459783021391548,58.28197837936975,48.97457151857782,10.324828706482352,0.0,2.781101563177064,0.0,0.0,148.66463601653496,620877.0392740159,30.69480296065956,128192.54729278016
way_427817545,way/427817545,RetailStandalone,la_centre,la,1603,21056.76,ok,10.978741514211736,23.358932044367798,58.28198678264872,48.97457857985299,11.91470662151102,0.0,2.6802447930357087,0.0,0.0,156.18919033562796,3288838.2954916377,32.12006286990205,676344.4550364388
way_427817546,way/427817546,SmallOffice,la_centre,la,1604,927.58,ok,5.410350070802587,12.604873047727308,26.46488115641187,27.76454783974785,6.709889139608762,0.0,1.962084554695918,0.0,0.0,80.91662580899428,75056.64376790692,16.647731653798907,15442.102927430791
way_427817548,way/427817548,RetailStandalone,la_centre,la,1605,3632.01,ok,6.717795434938902,20.57114299868743,58.28217596702995,48.97473755224929,10.06437598393618,0.0,2.802050925235836,0.0,0.0,147.4122788620776,535402.8709498545,30.411714618656347,110455.65161210604
way_427817549,way/427817549,LargeOffice,la_centre,la,1606,75526.24,ok,1.9981884379345296,18.64039190739911,26.46507936153407,50.93629588327056,26.84930182836409,6.30332535956343,2.2726821916226707,0.0,0.0,133.46526496968846,10080129.633764284,27.58241474225917,2083196.0756034043
way_427817550,way/427817550,RetailStandalone,la_centre,la,1607,1049.6,ok,11.0764509514705,23.865341438497524,58.28255233854565,48.97505381869089,13.160624944152636,0.0,3.26353081591162,0.0,0.0,158.62355430726885,166491.28260090936,32.62263213378458,34240.71468762029
way_427817551,way/427817551,RetailStandalone,la_centre,la,1608,1421.28,ok,11.437085308884498,25.1313612668598,58.28260790360426,48.97510051019153,13.274111890361157,0.0,3.092819280159101,0.0,0.0,160.19308616006035,227679.22949757057,32.93876768953729,46815.21174178556
way_427817555,way/427817555,LargeOffice,la_centre,la,1609,11732.3,ok,3.377500947211348,19.26960609737773,26.4651397977296,50.96059066436752,29.66161515643948,6.615276896748669,2.501644898183081,0.0,0.0,138.85137445805745,1629045.9805542673,28.65745850188732,336217.90038169257
way_427817556,way/427817556,Warehouse,la_centre,la,1610,1555.8000000000002,ok,1.4980537630087367,0.0,4.863573232062641,11.30037304788346,0.0637521270537166,0.0,0.9338458942877136,0.0,0.0,18.659598064296265,29030.602668432133,3.832374112153359,5962.407643688197
way_427817560,way/427817560,RetailStandalone,la_centre,la,1611,14564.52,ok,3.5533707775979684,22.55094197202595,58.28218708768093,48.974746896989245,9.40688627635249,0.0,2.662743617583368,0.0,0.0,145.43087662822995,2118130.911269388,30.084445104821576,438165.502418076
way_427817563,way/427817563,Warehouse,la_centre,la,1612,2192.64,ok,1.893348787588692,0.0,4.8636248340615404,11.300492943647818,0.1227868416775647,0.0,0.8173543835255096,0.0,0.0,18.997607790501124,41654.91474576439,3.8920351247659184,8533.831895966743
way_427817564,way/427817564,MidriseApartment,la_centre,la,1613,43.98,ok,50.22299087415556,6.000886103487711,3.9658708749250846,46.560881944987926,8.356675350761591,0.0,45.84274456952432,0.0,0.0,160.9500497178422,7078.5831865907,32.067554782993255,1410.3310593560432
way_427817567,way/427817567,SmallOffice,la_centre,la,1614,477.84,ok,7.383226203083287,17.866502486121693,26.46462952424268,27.764283850177414,9.176915059456675,0.0,2.652389919955699,0.0,0.0,91.30794704303744,43630.58941504501,18.751750613698647,8960.33651324976
way_427817568,way/427817568,RetailStandalone,la_centre,la,1615,3898.6,ok,18.052073501275807,26.99652378089781,58.28190822137987,48.97451256454883,15.97643124162545,0.0,2.791364282743332,0.0,0.0,171.0728135924711,666944.4710716079,35.021065121535045,136533.12448281655
way_427817570,way/427817570,RetailStandalone,la_centre,la,1616,974.08,ok,13.837360219656192,24.9647427182934,58.28129118358126,48.9739940652912,15.026516524472536,0.0,3.3105950946978333,0.0,0.0,164.3944998059924,160133.3943710211,33.74697534959758,32872.25374853601
way_427817576,way/427817576,SmallOffice,la_centre,la,1617,56.24,ok,17.71932870620619,28.37089199437095,26.46117968773881,27.76066459528947,16.54055158045418,0.0,13.36384986799214,0.0,0.0,130.21646643205173,7323.37407213859,26.551704539588982,1493.2678633064843
way_427817582,way/427817582,RetailStandalone,la_centre,la,1618,1885.26,ok,21.151985924753827,25.92369572400593,58.28221173559927,48.97476760869034,15.63131315500097,0.0,2.977501038893138,0.0,0.0,172.9414751869435,326039.64551093715,35.32664994815594,66599.92008126047
way_427817597,way/427817597,RetailStandalone,la_centre,la,1619,201.52,ok,31.271511491124528,32.45676992309791,58.28502834211517,48.97713441407664,19.05553463948125,0.0,5.981188840929497,0.0,0.0,196.027167650825,39503.394824994255,39.84891930090531,8030.354217518438
way_427817600,way/427817600,RetailStandalone,la_centre,la,1620,931.0,ok,10.185806389453626,19.41325688075321,58.28211035678498,48.97468241969695,10.601842271819717,0.0,3.3413421182834933,0.0,0.0,150.79904043679198,140393.90664665334,31.022564380122382,28882.00743789394
way_427817605,way/427817605,SmallOffice,la_centre,la,1621,1152.32,ok,5.399763738501262,13.603127169168978,26.46492063470867,27.764589256824475,7.926123394953243,0.0,1.8121858366694572,0.0,0.0,82.9707100308261,95608.80858272153,17.07425944368164,19675.01064214323
way_427817617,way/427817617,Warehouse,la_centre,la,1622,1365.9,ok,1.4852940663865335,0.0,4.863576161618637,11.300379854610467,0.0632685693074773,0.0,0.9915555629215836,0.0,0.0,18.704074214844702,25547.89497005638,3.841941732182813,5247.708211988505
way_427817619,way/427817619,RetailStandalone,la_centre,la,1623,3028.3,ok,7.197055544414963,21.953092211424888,58.28229919822219,48.97484110390151,10.466141329358448,0.0,2.8384680080890923,0.0,0.0,149.7118973954111,453372.5388825235,30.876206915723017,93502.41740288402
way_427817623,way/427817623,RetailStandalone,la_centre,la,1624,1395.57,ok,10.907196253294812,26.084825061885763,58.2822626908976,48.97481042663755,13.692903531721504,0.0,3.107000465135335,0.0,0.0,161.04899842957258,224755.15073835856,33.13042817505011,46235.83164825469
way_427817626,way/427817626,RetailStandalone,la_centre,la,1625,2401.84,ok,20.952680241470656,29.301101314543548,58.281503334875616,48.9741723368113,17.17432719383196,0.0,2.915224489828108,0.0,0.0,177.59900891136118,426564.4035636638,36.29842807865251,87183.01649643076
way_427817639,way/427817639,TallBuilding,la_centre,la,1626,92250.48,ok,2.339556195431664,19.496054933029985,26.46512009986745,44.063308561773184,25.808830115301685,6.780024180039078,44.80618754407656,0.0,0.0,169.7590816295196,15660356.764682367,33.97711858908303,3134405.4988598325
way_427817643,way/427817643,Warehouse,la_centre,la,1627,4215.47,ok,1.8130838189387168,0.0,4.86349907256351,11.30020074041161,0.1101170924169959,0.0,0.6618136650180175,0.0,0.0,18.748714389348848,79034.6430468684,3.8425147421548553,16198.00562011153
way_427817656,way/427817656,RetailStandalone,la_centre,la,1628,1417.16,ok,11.270734313480428,26.09005900906765,58.28280353759228,48.97526490218495,13.82000340807535,0.0,3.09338294032504,0.0,0.0,161.5322481107257,228917.04073259607,33.22107016183392,47079.57179054456
way_427817657,way/427817657,MediumOffice,la_centre,la,1629,7668.95,ok,6.181999444386703,16.872119696384846,26.46514620295101,47.611298999858846,35.55781963826131,0.0,3.457322279328708,0.0,0.0,136.14570626117143,1044094.6140316104,27.99631010012906,214702.3023423848
way_427817660,way/427817660,Warehouse,la_centre,la,1630,2997.749999999999,ok,1.868546548709628,0.0,4.863546485344084,11.300310902643156,0.113275952230918,0.0,0.7364230270684715,0.0,0.0,18.88210291599626,56603.82401642777,3.8687240342048255,11597.467473537512
way_427817661,way/427817661,MediumOffice,la_centre,la,1631,9621.87,ok,3.771294781990084,13.771715459784703,26.465094641427267,47.60325194843073,26.740690266826743,0.0,3.364780389057985,0.0,0.0,121.7168274875175,1171143.49089732,25.068510680654907,241205.950862873
way_427817667,way/427817667,SmallOffice,la_centre,la,1632,1413.0,ok,4.2361449667438,10.849992237695862,26.465272148096407,27.764958032720617,5.99078399126559,0.0,1.6977627457049769,0.0,0.0,77.00491412222725,108807.94365470712,15.86713506397331,22420.261845394285
way_427817671,way/427817671,MediumOffice,la_centre,la,1633,8367.920000000002,ok,13.899421906229778,18.43517584424056,26.465209228232283,47.61744867389397,41.63311583627831,0.0,3.423263909730968,0.0,0.0,151.47363539860586,1267519.2631247025,30.973337982482747,259182.41437037708
way_427817672,way/427817672,RetailStandalone,la_centre,la,1634,541.1,ok,15.5954105847219,19.93300177940592,58.28187138637875,48.97448161195065,11.727404846725046,0.0,3.873769201572979,0.0,0.0,158.38593941075527,85702.63181515968,32.45351753358249,17560.59833742149
way_427817673,way/427817673,RetailStandalone,la_centre,la,1635,277.92,ok,29.73591990530285,33.876528943574925,58.28226799773416,48.97481488599667,20.30511842653412,0.0,5.060851893795943,0.0,0.0,196.23550205293867,54537.77073055272,39.93286279348002,11098.141227563969
way_427817677,way/427817677,RetailStandalone,la_centre,la,1636,181.04,ok,24.521598566019417,26.550424342001456,58.28068130190773,48.973481579365775,15.718033762534516,0.0,6.384842900593847,0.0,0.0,180.4290624524228,32664.877466386613,36.79107898644484,6660.656939705973
way_427817679,way/427817679,RetailStandalone,la_centre,la,1637,308.02,ok,22.147005884433952,26.60559602682494,58.28248944944114,48.97500097269083,16.761229946923518,0.0,4.889653068458997,0.0,0.0,177.66097534877338,54723.13362692917,36.27962289656655,11174.849444600428
way_427817680,way/427817680,RetailStandalone,la_centre,la,1638,655.34,ok,12.754308936194564,20.25649114095645,58.281685512555576,48.97432542148439,11.511644919525647,0.0,3.647839195483933,0.0,0.0,155.4262951262006,101857.06824800427,31.91467911571174,20914.96581169053
way_427817685,way/427817685,RetailStandalone,la_centre,la,1639,540.48,ok,16.896739741586007,24.019193724844527,58.28189364138263,48.97450031287579,13.23202861862865,0.0,3.872397608687895,0.0,0.0,165.2767536480055,89328.77981167402,33.848943338975985,18294.67689584974
way_427817687,way/427817687,Warehouse,la_centre,la,1640,3432.12,ok,1.124112141930523,0.0,4.863566100174908,11.300356477153668,0.0515901354923782,0.0,0.7032522984933397,0.0,0.0,18.042877153244813,61925.31953519459,3.714311062717276,12747.961284573215
way_427817698,way/427817698,SmallOffice,la_centre,la,1641,1549.87,ok,6.334926773996491,14.232118476300256,26.46506334803917,27.76473897864761,8.123234165910553,0.0,1.662597103807039,0.0,0.0,84.58267884670111,131092.15646413667,17.38396927420445,26942.89245901125
way_427817699,way/427817699,LargeOffice,la_centre,la,1642,14274.0,ok,4.213745781091407,20.70843304561136,26.465083566469534,50.92545931447479,30.76901910263094,7.331333518936849,2.440891546373319,0.0,0.0,142.8539658755882,2039097.5089081456,29.467484421949315,420618.87263890455
way_427817704,way/427817704,RetailStandalone,la_centre,la,1643,1298.1,ok,15.268391848327385,25.06270459853217,58.28135909219394,48.97405112914081,14.916305836624804,0.0,3.186684079818446,0.0,0.0,165.68949658463757,215081.535516518,33.97776321058845,44106.53442366486
way_427817705,way/427817705,MidriseApartment,la_centre,la,1644,22355.1,ok,0.2336264122744566,5.481011842148205,3.965494629539119,46.55834874143226,7.879682052887146,0.0,31.291361430779457,0.0,0.0,95.40952510906064,2132889.474765561,19.79242747098917,442461.69535671
way_427817708,way/427817708,SmallOffice,la_centre,la,1645,2019.84,ok,6.026650266571352,12.89316287120271,26.46479858098412,27.764461209145797,7.080292612093238,0.0,1.589389375539699,0.0,0.0,81.81875491553691,165260.79392859805,16.818594918165555,33970.87075950751
