cell,osm_id,archetype_id_meter,meter_only_eui,published_eui,diff,pct_diff,meters_used,elevators_eui_kwh_m2,floor_area_m2,archetype_id_results,zoning_strategy,data_quality_flag,floor_area_provenance,simulation_status,gap,resid,abs_resid_area
austin_centre,way/134807260,OpenUBEMUnknown,347.37092324894144,117.72938798931249,229.6415352596289,195.05880322802312,Electricity:Facility;NaturalGas:Facility,0.0,16053.92,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-229.64153525962894,-229.64153525962894,3686646.8357352624
austin_centre,way/1350740813,OpenUBEMUnknown,413.5335086681246,199.21821723779613,214.31529143032847,107.57815946847458,Electricity:Facility;NaturalGas:Facility,0.0,289.69,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-214.3152914303285,-214.3152914303285,62084.996774451865
austin_centre,way/1350740814,OpenUBEMUnknown,317.813217779708,188.1235463919027,129.6896713878053,68.93856397839386,Electricity:Facility;NaturalGas:Facility,0.0,116.54,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-129.6896713878053,-129.6896713878053,15114.03430353483
austin_centre,way/1350740815,OpenUBEMUnknown,186.4869519632052,217.35324437825008,-30.86629241504488,-14.200980759840723,Electricity:Facility;NaturalGas:Facility,0.0,174.85,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,30.86629241504488,30.86629241504488,5396.971228770597
austin_centre,way/1350740816,OpenUBEMUnknown,393.57961685215554,184.64557763400964,208.9340392181459,113.1540987308556,Electricity:Facility;NaturalGas:Facility,0.0,64.79,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-208.9340392181459,-208.9340392181459,13536.836400943674
austin_centre,way/1350740817,OpenUBEMUnknown,277.9529777934711,164.99930990896863,112.9536678845025,68.45705472757426,Electricity:Facility;NaturalGas:Facility,0.0,181.99,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-112.9536678845025,-112.9536678845025,20556.43801830061
austin_centre,way/1350777574,OpenUBEMUnknown,373.1814781860637,199.9103492818361,173.27112890422762,86.67441657057377,Electricity:Facility;NaturalGas:Facility,0.0,86.05,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-173.27112890422762,-173.27112890422762,14909.980642208786
austin_centre,way/1352736089,OpenUBEMUnknown,591.558205207314,289.44000387291084,302.1182013344032,104.380250584525,Electricity:Facility;NaturalGas:Facility,0.0,43.14,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-302.1182013344032,-302.1182013344032,13033.379205566154
austin_centre,way/1519744798,OpenUBEMUnknown,485.8162634925964,358.9742859666881,126.8419775259083,35.33455806850714,Electricity:Facility;NaturalGas:Facility,0.0,24.85,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-126.8419775259083,-126.8419775259083,3152.0231415188214
austin_centre,way/231123149,LargeHotel,60.47860321043495,377.2972884926321,-316.8186852821972,-83.97057040826945,Electricity:Facility;NaturalGas:Facility,9.026700499413188,40900.350000000006,LargeHotel,perimeter_core,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,316.8186852821972,307.79198478278397,12588799.90481054
austin_centre,way/328723692,LargeHotel,61.45429897597707,384.47846695744056,-323.0241679814635,-84.01619225589045,Electricity:Facility;NaturalGas:Facility,9.12919621281316,32619.68999999999,LargeHotel,perimeter_core,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,323.0241679814635,313.89497176865035,10239156.671652123
austin_centre,way/328839208,OpenUBEMUnknown,524.6042428824967,90.99293685128376,433.61130603121296,476.5329277588818,Electricity:Facility;NaturalGas:Facility,0.0,26634.28,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-433.61130603121296,-433.61130603121296,11548924.936001014
austin_centre,way/379166145,OpenUBEMUnknown,578.3614154647516,250.1998814555126,328.16153400923906,131.1597479983573,Electricity:Facility;NaturalGas:Facility,0.0,155.2,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-328.16153400923906,-328.16153400923906,50930.670078233896
austin_centre,way/379166180,OpenUBEMUnknown,402.0396220836973,276.35713423038464,125.68248785331264,45.4782859879194,Electricity:Facility;NaturalGas:Facility,0.0,120.88,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-125.68248785331264,-125.68248785331264,15192.499131708431
austin_centre,way/516276237,HighriseApartment,2.264582695151344,109.55680880184536,-107.29222610669402,-97.93296033362265,Electricity:Facility;NaturalGas:Facility,3.069740119953333,32412.59999999998,HighriseApartment,one_zone_per_floor,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,107.29222610669402,104.22248598674068,3378121.749293829
austin_centre,way/967757079,OpenUBEMUnknown,565.061291745861,137.99443392158508,427.0668578242759,309.4812201388901,Electricity:Facility;NaturalGas:Facility,0.0,21254.61,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-427.0668578242759,-427.0668578242759,9077139.506980434
austin_centre,way/972423381,OpenUBEMUnknown,607.0619880977338,314.3944433992887,292.66754469844506,93.0892866725224,Electricity:Facility;NaturalGas:Facility,0.0,35.46,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-292.66754469844506,-292.66754469844506,10377.991135006861
austin_centre,way/99256729,OpenUBEMUnknown,335.88204200917386,70.59883795236892,265.28320405680495,375.7614314215542,Electricity:Facility;NaturalGas:Facility,0.0,2919.54,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-265.28320405680495,-265.28320405680495,774504.9255720043
austin_centre,way/99725033,OpenUBEMUnknown,233.2520574312969,146.77576578471815,86.47629164657877,58.91728187159792,Electricity:Facility;NaturalGas:Facility,0.0,20452.18,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-86.47629164657874,-86.47629164657874,1768628.6824883248
austin_rural,way/1004598203,OpenUBEMUnknown,355.9237568107721,141.5528623399427,214.3708944708294,151.4422887161493,Electricity:Facility;NaturalGas:Facility,0.0,127.25,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-214.3708944708294,-214.3708944708294,27278.69632141304
austin_rural,way/1313606713,OpenUBEMUnknown,522.2300441702664,149.64120238608,372.5888417841864,248.9881368521037,Electricity:Facility;NaturalGas:Facility,0.0,361.95,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-372.5888417841864,-372.5888417841864,134858.53128378626
austin_rural,way/1313606714,OpenUBEMUnknown,418.6697872681294,169.9700921918904,248.69969507623904,146.31968005022063,Electricity:Facility;NaturalGas:Facility,0.0,510.52,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-248.69969507623904,-248.69969507623904,126966.16833032155
austin_rural,way/1450168670,OpenUBEMUnknown,553.9044763235819,242.8151228001492,311.0893535234327,128.1177835778693,Electricity:Facility;NaturalGas:Facility,0.0,82.19,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-311.0893535234327,-311.0893535234327,25568.43396609093
austin_rural,way/74457836,OpenUBEMUnknown,497.5972632386436,152.0885893524012,345.5086738862424,227.1759343402625,Electricity:Facility;NaturalGas:Facility,0.0,261.44,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-345.50867388624243,-345.50867388624243,90329.78770081922
austin_rural,way/762123141,OpenUBEMUnknown,328.9601501173239,273.3375644864324,55.62258563089148,20.349411444928712,Electricity:Facility;NaturalGas:Facility,0.0,39.94,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-55.62258563089148,-55.62258563089148,2221.5660700978056
austin_rural,way/762126667,OpenUBEMUnknown,412.9942440244247,196.9521509819875,216.0420930424372,109.69268015874351,Electricity:Facility;NaturalGas:Facility,0.0,65.31,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-216.0420930424372,-216.0420930424372,14109.709096601573
austin_suburban,way/1341643129,OpenUBEMUnknown,413.1883628049768,239.94527748575777,173.24308531921903,72.20108148596593,Electricity:Facility;NaturalGas:Facility,0.0,57.42,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-173.24308531921903,-173.24308531921903,9947.617959029558
austin_suburban,way/1341643132,OpenUBEMUnknown,246.01993575183133,143.33571255433597,102.68422319749536,71.63896656848141,Electricity:Facility;NaturalGas:Facility,0.0,895.02,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-102.68422319749536,-102.68422319749536,91904.43344622229
austin_suburban,way/221888647,OpenUBEMUnknown,527.4430959355183,165.62290142504293,361.82019451047535,218.4602439622317,Electricity:Facility;NaturalGas:Facility,0.0,5559.09,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-361.82019451047535,-361.82019451047535,2011391.0251012384
austin_suburban,way/382991335,OpenUBEMUnknown,319.9396418050092,212.3254855220029,107.61415628300632,50.68357951398841,Electricity:Facility;NaturalGas:Facility,0.0,149.4,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-107.61415628300631,-107.61415628300631,16077.554948681143
austin_suburban,way/382991555,OpenUBEMUnknown,409.7412828582719,196.9654982333402,212.7757846249317,108.0269318908134,Electricity:Facility;NaturalGas:Facility,0.0,69.13,OpenUBEMUnknown,single_zone,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,eio_simulated,success,-212.7757846249317,-212.7757846249317,14709.189991121528
austin_suburban,way/382991726,OpenUBEMUnknown,191.5365731247165,154.8346964021118,36.70187672260471,23.70390976663815,Electricity:Facility;NaturalGas:Facility,0.0,11336.16,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-36.70187672260471,-36.70187672260471,416058.3468277226
austin_suburban,way/382991729,OpenUBEMUnknown,223.33044089430967,243.3858977671816,-20.05545687287193,-8.240188547019516,Electricity:Facility;NaturalGas:Facility,0.0,375.76,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,20.05545687287193,20.05545687287193,7536.038474550356
austin_suburban,way/382991732,OpenUBEMUnknown,527.0871109089421,261.26034383340567,265.82676707553645,101.74784399925714,Electricity:Facility;NaturalGas:Facility,0.0,377.98,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-265.82676707553645,-265.82676707553645,100477.20141921127
austin_suburban,way/382991735,OpenUBEMUnknown,556.869808886136,217.50194335143905,339.3678655346969,156.02980842628483,Electricity:Facility;NaturalGas:Facility,0.0,304.86,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-339.3678655346969,-339.3678655346969,103459.6874869077
austin_suburban,way/382991738,OpenUBEMUnknown,662.1058223247848,159.4208920053211,502.68493031946366,315.31935619999246,Electricity:Facility;NaturalGas:Facility,0.0,369.06,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-502.68493031946366,-502.68493031946366,185520.90038370126
austin_suburban,way/382991761,OpenUBEMUnknown,320.3364148325085,194.5865634430284,125.74985138948011,64.62411852311556,Electricity:Facility;NaturalGas:Facility,0.0,377.28,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-125.74985138948011,-125.74985138948011,47442.90393222305
austin_suburban,way/382991780,OpenUBEMUnknown,360.88932643986647,199.3320488212002,161.55727761866626,81.04932376608555,Electricity:Facility;NaturalGas:Facility,0.0,299.62,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-161.55727761866626,-161.55727761866626,48405.79152010479
austin_suburban,way/382991792,OpenUBEMUnknown,417.49383475710994,165.01934345351327,252.47449130359664,152.9969069200181,Electricity:Facility;NaturalGas:Facility,0.0,352.06,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-252.47449130359666,-252.47449130359666,88886.16940834424
austin_suburban,way/382991795,OpenUBEMUnknown,288.93695871276003,157.10163991766194,131.8353187950981,83.91721363583085,Electricity:Facility;NaturalGas:Facility,0.0,384.62,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-131.8353187950981,-131.8353187950981,50706.500314970624
austin_suburban,way/914870660,OpenUBEMUnknown,278.0416670882466,233.48786320881572,44.55380387943083,19.081850023007373,Electricity:Facility;NaturalGas:Facility,0.0,83.76,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-44.55380387943086,-44.55380387943086,3731.826612941129
austin_suburban,way/954389008,OpenUBEMUnknown,387.11701437908187,180.4512689752044,206.66574540387745,114.52717765718518,Electricity:Facility;NaturalGas:Facility,0.0,84.2,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-206.66574540387745,-206.66574540387745,17401.25576300648
austin_suburban,way/954389017,OpenUBEMUnknown,392.3578017970764,284.2363691325605,108.12143266451592,38.03926745704061,Electricity:Facility;NaturalGas:Facility,0.0,41.84,OpenUBEMUnknown,single_zone,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,eio_simulated,success,-108.12143266451585,-108.12143266451585,4523.800742683344
austin_suburban,way/954389033,OpenUBEMUnknown,480.9694017118168,252.8386367436328,228.130764968184,90.22781007931889,Electricity:Facility;NaturalGas:Facility,0.0,54.38,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-228.13076496818397,-228.13076496818397,12405.750998969845
austin_suburban,way/954389043,OpenUBEMUnknown,390.849126801578,196.11925191707488,194.72987488450312,99.2915651987296,Electricity:Facility;NaturalGas:Facility,0.0,56.62,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-194.72987488450312,-194.72987488450312,11025.605515960566
austin_suburban,way/954389068,OpenUBEMUnknown,702.8234041178397,313.1697319917971,389.6536721260426,124.42251990567492,Electricity:Facility;NaturalGas:Facility,0.0,20.05,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-389.6536721260426,-389.6536721260426,7812.556126127154
austin_suburban,way/954389084,OpenUBEMUnknown,661.3516000648348,359.8815745931828,301.470025471652,83.76923042321341,Electricity:Facility;NaturalGas:Facility,0.0,21.03,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-301.470025471652,-301.470025471652,6339.914635668842
austin_suburban,way/954720269,OpenUBEMUnknown,425.9726519941023,275.81036050804266,150.1622914860596,54.44403582572484,Electricity:Facility;NaturalGas:Facility,0.0,29.66,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-150.16229148605964,-150.16229148605964,4453.813565476529
austin_suburban,way/954720270,OpenUBEMUnknown,690.1805338697325,258.9975152491371,431.18301862059536,166.48152713196038,Electricity:Facility;NaturalGas:Facility,0.0,76.1,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-431.18301862059536,-431.18301862059536,32813.027717027304
austin_suburban,way/954720286,OpenUBEMUnknown,555.6197475497033,263.53966847391337,292.08007907579,110.82964502731085,Electricity:Facility;NaturalGas:Facility,0.0,47.42,OpenUBEMUnknown,single_zone,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-292.08007907578997,-292.08007907578997,13850.437349773962
austin_urban,way/381805728,OpenUBEMUnknown,676.4377726473506,196.55459947669883,479.8831731706517,244.147516490725,Electricity:Facility;NaturalGas:Facility,0.0,288.02,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-479.88317317065173,-479.88317317065173,138215.9515366111
austin_urban,way/381810663,OpenUBEMUnknown,494.7404358618916,113.4983604536429,381.24207540824864,335.900953885552,Electricity:Facility;NaturalGas:Facility,0.0,4787.66,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-381.24207540824875,-381.24207540824875,1825257.4347490561
austin_urban,way/567895775,OpenUBEMUnknown,466.24131939678585,103.10842904084548,363.1328903559404,352.18545538317585,Electricity:Facility;NaturalGas:Facility,0.0,3406.5,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-363.1328903559404,-363.1328903559404,1237012.190997511
austin_urban,way/871658604,OpenUBEMUnknown,156.3722376154387,80.56209833991308,75.81013927552563,94.10149541495598,Electricity:Facility;NaturalGas:Facility,0.0,2701.52,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-75.81013927552563,-75.81013927552563,204802.60745561798
