cell,osm_id,archetype_id_meter,meter_only_eui,published_eui,diff,pct_diff,meters_used,elevators_eui_kwh_m2,floor_area_m2,archetype_id_results,zoning_strategy,data_quality_flag,floor_area_provenance,simulation_status,gap,resid,abs_resid_area
austin_centre,relation/7480583,HighriseApartment,1.6049002318616885,104.81614287698196,-103.21124264512028,-98.46884250096352,Electricity:Facility;NaturalGas:Facility,2.4618239958464203,301996.3500000001,HighriseApartment,one_zone_per_floor,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,103.21124264512027,100.74941864927385,30425956.69670264
austin_centre,way/1008727466,OpenUBEMUnknown,364.1249750307504,202.457440820425,161.66753421032536,79.85260188768298,Electricity:Facility;NaturalGas:Facility,0.0,82.13,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-161.6675342103254,-161.6675342103254,13277.754584694025
austin_centre,way/1008727467,OpenUBEMUnknown,327.890845659752,212.91933773359773,114.97150792615427,53.99768247917685,Electricity:Facility;NaturalGas:Facility,0.0,95.99,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-114.97150792615429,-114.97150792615429,11036.11504583155
austin_centre,way/1008727468,OpenUBEMUnknown,513.3095943786453,218.89437921199016,294.4152151666552,134.50103937183613,Electricity:Facility;NaturalGas:Facility,0.0,73.99,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-294.4152151666552,-294.4152151666552,21783.781770180816
austin_centre,way/1008727469,OpenUBEMUnknown,249.863139763979,151.66306428002872,98.20007548395029,64.74884043133595,Electricity:Facility;NaturalGas:Facility,0.0,81.75,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-98.20007548395029,-98.20007548395029,8027.8561708129355
austin_centre,way/1008727470,OpenUBEMUnknown,276.387187074144,204.10559416205,72.28159291209397,35.41382254065308,Electricity:Facility;NaturalGas:Facility,0.0,87.96,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-72.28159291209397,-72.28159291209397,6357.888912547785
austin_centre,way/1022725553,OpenUBEMUnknown,270.21359470641505,255.1516856130321,15.061909093382951,5.903119572655354,Electricity:Facility;NaturalGas:Facility,0.0,43.52,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-15.061909093382951,-15.061909093382951,655.4942837440261
austin_centre,way/1034698229,OpenUBEMUnknown,474.0519108800333,160.33512113831645,313.71678974171687,195.66317567508025,Electricity:Facility;NaturalGas:Facility,0.0,244.24,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-313.71678974171687,-313.71678974171687,76622.18872651694
austin_centre,way/1039387743,OpenUBEMUnknown,411.4961577222957,107.7893981275711,303.70675959472464,281.7593982993402,Electricity:Facility;NaturalGas:Facility,0.0,1399.93,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-303.70675959472464,-303.70675959472464,425168.2039594429
austin_centre,way/1039387744,OpenUBEMUnknown,419.2239311734658,119.15267970009616,300.0712514733697,251.8376021660951,Electricity:Facility;NaturalGas:Facility,0.0,409.35,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-300.07125147336967,-300.07125147336967,122834.16679062389
austin_centre,way/1039387745,OpenUBEMUnknown,473.29680327788446,135.61357252677604,337.68323075110845,249.00400782851952,Electricity:Facility;NaturalGas:Facility,0.0,973.84,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-337.68323075110845,-337.68323075110845,328849.43743465946
austin_centre,way/1039387746,OpenUBEMUnknown,382.5556955698676,190.5704707214479,191.98522484841968,100.74237846063764,Electricity:Facility;NaturalGas:Facility,0.0,89.55,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-191.98522484841973,-191.98522484841973,17192.276885175987
austin_centre,way/1039387747,OpenUBEMUnknown,429.8359750317043,159.40898386834212,270.42699116336223,169.64350728608323,Electricity:Facility;NaturalGas:Facility,0.0,104.96,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-270.42699116336223,-270.42699116336223,28384.0169925065
austin_centre,way/1039387750,OpenUBEMUnknown,374.0115276390448,305.62994812698,68.38157951206477,22.37397870566476,Electricity:Facility;NaturalGas:Facility,0.0,26.08,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-68.38157951206477,-68.38157951206477,1783.3915936746491
austin_centre,way/1039387756,OpenUBEMUnknown,371.5165899366884,312.9734823605163,58.54310757617208,18.70545297787749,Electricity:Facility;NaturalGas:Facility,0.0,27.99,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-58.543107576172076,-58.543107576172076,1638.6215810570563
austin_centre,way/1039387757,OpenUBEMUnknown,634.9006797178251,303.9876190573856,330.9130606604396,108.85741389288988,Electricity:Facility;NaturalGas:Facility,0.0,42.75,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-330.91306066043956,-330.91306066043956,14146.53334323379
austin_centre,way/1039387764,OpenUBEMUnknown,368.20509452884494,154.7222598966277,213.48283463221725,137.97810009681115,Electricity:Facility;NaturalGas:Facility,0.0,234.94,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-213.48283463221725,-213.48283463221725,50155.65716849312
austin_centre,way/1243589070,OpenUBEMUnknown,416.8803102999258,177.06052112788714,239.8197891720387,135.44509393984097,Electricity:Facility;NaturalGas:Facility,0.0,66.93,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-239.81978917203864,-239.81978917203864,16051.138489284547
austin_centre,way/1243589071,OpenUBEMUnknown,546.591261576325,226.92168487599764,319.6695767003273,140.87220305763736,Electricity:Facility;NaturalGas:Facility,0.0,50.78,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-319.66957670032735,-319.66957670032735,16232.821104842624
austin_centre,way/1243589072,OpenUBEMUnknown,502.37771373473134,217.16485834427283,285.2128553904585,131.33471850142013,Electricity:Facility;NaturalGas:Facility,0.0,44.23,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-285.2128553904585,-285.2128553904585,12614.96459391998
austin_centre,way/1243589074,OpenUBEMUnknown,449.8668763304937,249.8769122178796,199.9899641126141,80.03539116020183,Electricity:Facility;NaturalGas:Facility,0.0,54.33,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-199.9899641126141,-199.9899641126141,10865.454750238325
austin_centre,way/134807227,HighriseApartment,1.99525916513987,109.90858235093184,-107.91332318579197,-98.18461932411326,Electricity:Facility;NaturalGas:Facility,3.0696533315362275,176258.69999999984,HighriseApartment,one_zone_per_floor,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,107.91332318579197,104.84366985425574,18479608.951740287
austin_centre,way/134807256,OpenUBEMUnknown,485.3434847469293,159.26460425532431,326.078880491605,204.7403326158103,Electricity:Facility;NaturalGas:Facility,0.0,22932.320000000003,OpenUBEMUnknown,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",eio_simulated,success,-326.078880491605,-326.078880491605,7477745.232675244
