cell,city,mode,heating_eui,heating_eui,cooling_eui,cooling_eui,lighting_eui,lighting_eui,equipment_eui,equipment_eui,fans_eui,fans_eui,pumps_eui,pumps_eui,dhw_eui,dhw_eui,cooking_eui,cooking_eui,refrig_eui,refrig_eui,total_eui,total_eui,phaseE_total_eui,phaseE_total_eui
,,,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median
la_centre,LA,auto,9.61110804528023,8.28184149399963,21.433989097791155,20.892766962931933,31.415348863039167,26.46510059838492,57.92227517673343,44.06327609232993,21.772678486450985,16.626465190612798,2.1919192994743715,0.0,8.87579076799194,3.228611936472839,6.714492083393417,0.0,2.2133047467088196,0.0,162.1509065668635,143.0832280996281,157.2252111476782,143.0832280996065
la_centre,LA,building,12.22636114804849,10.234760464946376,13.208659088215303,9.899344811546882,13.143603640877489,7.0463461064863715,28.968346660697904,9.794938104585253,7.003267928566241,5.064801090708741,0.05726251648631346,0.0,4.1133148649750115,1.638571361310469,4.594591359762644,0.0,1.6402036637792203,0.0,84.95561087140862,49.89972325354999,157.34798673651338,143.1210652524005
la_centre,LA,fast_zone,9.086510883173828,7.54231515338455,24.536905279385568,23.940271247832438,31.593906587816466,26.465100598381458,58.10604643602449,44.06327609226706,25.392523652931605,22.87200437061677,2.2544948096163,0.0,8.845070706021557,3.2305428339289657,6.734411805526885,0.0,2.203511362873825,0.0,168.75338152337054,146.4100641889195,157.34798673651338,143.1210652524005
la_centre,LA,floor,8.176374163306969,6.699241426853661,23.766775627723714,22.19296390001014,31.429123690079162,26.465100598400873,58.08289060387885,44.06327609253567,22.719610367032356,17.548403383684335,1.8988524325929212,0.0,8.890661938546934,3.2512922885546756,6.76434252466256,0.0,2.2133047467088196,0.0,163.94193609453228,141.43535524694283,157.9673585116264,143.15890240519454
nyc_centre,NYC,auto,48.84979325345072,47.79131885368836,15.210294378450609,13.789483621506742,27.57422394838827,26.465100598346677,55.131366363547116,44.06327609243585,28.772163635797394,31.93179300760734,3.058170635380072,0.0,11.949479069153153,4.801895531626901,6.458299347092384,0.0,1.920388650504123,0.0,198.92417928176386,180.1169201560634,194.64635434690746,180.11692015605516
nyc_centre,NYC,building,58.463512013180086,50.895991665383846,6.479921231326205,4.88087581623168,7.738135743794471,3.780728656916304,16.781543670772937,6.294753727517341,6.31866859385034,5.536081669642731,0.0026995547666911583,0.0,3.862921905124118,2.0336529785355495,2.403251395029475,0.0,0.6881662019877214,0.0,102.73882030983204,87.09165054613321,195.566032771642,180.11972883428382
nyc_centre,NYC,fast_zone,44.797935752155816,41.925463433387264,17.837366776356028,16.31000598629481,27.54705795240962,26.465100598287588,54.503106282730116,44.06327609231148,37.88701684422691,38.51291288071913,3.6184605829647403,0.0,11.827384524895448,4.779170748574942,5.504607308296508,0.0,1.664085245771463,0.0,205.18702126980662,186.14698094457438,193.02022472113217,180.11130052151094
nyc_centre,NYC,floor,39.629567557632605,33.157073907082044,16.54460980956754,15.231202397364603,27.649314474737196,26.465100598384495,55.66027827205903,44.063276092460825,32.02687436091495,33.80445744486761,2.7593116708010625,0.0,12.02571729493224,4.8069128943043165,6.994230740476713,0.0,2.1265976282495442,0.0,195.41650180937089,171.54052326847523,195.566032771642,180.11972883428382
nyc_rural,NYC,auto,90.17288186737606,66.04991102248275,15.002918068764693,12.976734655374436,26.950255068099274,26.465100598398173,57.25514475222636,27.764778058356946,16.01427485036663,15.739202615262084,0.0,0.0,16.888566182307514,7.410864348121893,23.29098315314989,0.0,8.141586765861925,0.0,253.71661070815236,159.64759007883708,236.55266109305325,159.6475900788284
nyc_rural,NYC,building,87.91386966029629,64.56960553262395,18.970178150245896,16.46742228832858,26.950255068099274,26.465100598398173,57.25514475222636,27.764778058356946,19.004667932436917,18.45371936140141,0.0,0.0,16.863525339741035,7.39141539267465,23.29098315314989,0.0,8.122219209873426,0.0,258.37084326606913,163.9413061601078,236.55266109305325,159.6475900788284
nyc_rural,NYC,fast_zone,91.82972639925929,66.16810150692218,19.10991151482025,16.497218602722064,27.02226081161673,26.46510059839771,57.31057866712834,27.764778058355894,21.514332578663655,19.50240831248582,0.07313040047997543,0.0,16.85301777244049,7.39141539267465,23.29098315314989,0.0,8.122219209873426,0.0,265.1261605074321,166.40460126655668,236.55266109305325,159.6475900788284
nyc_rural,NYC,floor,87.91386966029629,64.56960553262395,18.970178150245896,16.46742228832858,26.950255068099274,26.465100598398173,57.25514475222636,27.764778058356946,19.004667932436913,18.45371936140141,0.0,0.0,16.86352533974103,7.39141539267465,23.29098315314989,0.0,8.122219209873426,0.0,258.3708432660691,163.9413061601078,236.55266109305325,159.6475900788284
nyc_suburban,NYC,auto,95.5513609740764,98.6856080940771,13.877978438997006,4.6504990696940345,13.738716597615557,3.9654911445009513,72.5171167027644,43.398025500000294,12.06742168631716,6.841608588854916,0.0,0.0,47.05307718950356,43.253573446577406,0.4457770008136122,0.0,0.11991814318261426,0.0,255.37136673327032,205.54506685319458,255.10487600086415,205.54506685319905
nyc_suburban,NYC,building,92.20013064298969,94.49487699591953,16.97391670921768,7.020075971569308,13.738716597615557,3.9654911445009513,72.5171167027644,43.398025500000294,14.910530674778627,8.869036044121396,0.0,0.0,46.996096387159604,43.18405324588853,0.4457770008136122,0.0,0.11991814318261426,0.0,257.9022028585218,205.37458313946513,255.10487600086415,205.54506685319905
nyc_suburban,NYC,fast_zone,92.4647619951406,94.65456873694217,16.992168424933354,7.020075971569308,13.73729729404705,3.9654911445009517,72.51927390206313,43.39802550000029,15.365297979515796,8.935347947006914,0.005559667928635278,0.0,46.99145954226968,43.18405324588853,0.4457770008136122,0.0,0.11991814318261426,0.0,258.6415139498945,205.57934711184583,255.10487600086415,205.54506685319905
