cell,osm_id,archetype_id,stem,sql_path,abups_ok,meter_ok,gas_zero,raw_abups_diff
austin_centre,way/1020979629,SmallOffice,way_1020979629,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1020979629\sim_out\eplusout.sql,True,False,False,7.941413462225426e-05
austin_centre,way/1020979630,QuickServiceRestaurant,way_1020979630,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1020979630\sim_out\eplusout.sql,True,False,False,2.541125486773036e-05
austin_centre,way/1021167043,RetailStandalone,way_1021167043,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1021167043\sim_out\eplusout.sql,True,False,False,8.042706272788866e-05
austin_centre,way/1021167044,FullServiceRestaurant,way_1021167044,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1021167044\sim_out\eplusout.sql,True,False,False,4.574190493206267e-06
austin_centre,way/1021167045,SmallOffice,way_1021167045,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1021167045\sim_out\eplusout.sql,True,False,False,3.3164395264679646e-05
austin_centre,way/1022725553,OpenUBEMUnknown,way_1022725553,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1022725553\sim_out\eplusout.sql,True,False,False,0.0002127995341635024
austin_centre,way/1025013853,LargeOffice,way_1025013853,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1025013853\sim_out\eplusout.sql,True,False,False,1.1978307985851853e-06
austin_centre,way/1029943785,SmallOffice,way_1029943785,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1029943785\sim_out\eplusout.sql,True,False,False,2.7394959485555077e-05
austin_centre,way/1029943786,LargeOffice,way_1029943786,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1029943786\sim_out\eplusout.sql,True,False,False,9.440801573264009e-07
austin_centre,way/1032979883,QuickServiceRestaurant,way_1032979883,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1032979883\sim_out\eplusout.sql,True,False,False,5.6324992862374174e-06
austin_centre,way/1034698229,OpenUBEMUnknown,way_1034698229,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1034698229\sim_out\eplusout.sql,True,False,False,8.04648403204908e-05
austin_centre,way/1034702476,SmallOffice,way_1034702476,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1034702476\sim_out\eplusout.sql,True,False,False,1.2430600929260254e-06
austin_centre,way/1039387743,OpenUBEMUnknown,way_1039387743,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387743\sim_out\eplusout.sql,True,False,False,1.6858943140097406e-05
austin_centre,way/1039387744,OpenUBEMUnknown,way_1039387744,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387744\sim_out\eplusout.sql,True,False,False,3.657307852379212e-05
austin_centre,way/1039387745,OpenUBEMUnknown,way_1039387745,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387745\sim_out\eplusout.sql,True,False,False,7.399868379531471e-07
austin_centre,way/1039387746,OpenUBEMUnknown,way_1039387746,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387746\sim_out\eplusout.sql,True,False,False,0.00041185293848365346
austin_centre,way/1039387747,OpenUBEMUnknown,way_1039387747,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387747\sim_out\eplusout.sql,True,False,False,0.00012567067484116606
austin_centre,way/1039387750,OpenUBEMUnknown,way_1039387750,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387750\sim_out\eplusout.sql,True,False,False,0.00017337283694251177
austin_centre,way/1039387756,OpenUBEMUnknown,way_1039387756,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387756\sim_out\eplusout.sql,True,False,False,0.0005487009457863086
austin_centre,way/1039387757,OpenUBEMUnknown,way_1039387757,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387757\sim_out\eplusout.sql,True,False,False,0.0006747842739185354
austin_centre,way/1039387764,OpenUBEMUnknown,way_1039387764,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1039387764\sim_out\eplusout.sql,True,False,False,6.489644433532809e-05
austin_centre,way/1051117928,SmallOffice,way_1051117928,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1051117928\sim_out\eplusout.sql,True,False,False,7.065893630288044e-05
austin_centre,way/1120921408,SuperTallBuilding,way_1120921408,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1120921408\sim_out\eplusout.sql,True,False,False,6.875635142557867e-08
austin_centre,way/112834453,Courthouse,way_112834453,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112834453\sim_out\eplusout.sql,True,False,False,3.084140404552302e-07
austin_centre,way/112834456,LargeOffice,way_112834456,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112834456\sim_out\eplusout.sql,True,False,False,1.1689714585985734e-05
austin_centre,way/112834472,MediumOffice,way_112834472,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112834472\sim_out\eplusout.sql,True,False,False,8.01015820726467e-07
austin_centre,way/112834493,TallBuilding,way_112834493,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112834493\sim_out\eplusout.sql,True,False,False,2.0902610199870818e-07
austin_centre,way/112834509,MediumOffice,way_112834509,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112834509\sim_out\eplusout.sql,True,False,False,2.5601036870188974e-05
austin_centre,way/112836380,RetailStandalone,way_112836380,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112836380\sim_out\eplusout.sql,True,False,False,9.669141172202217e-07
austin_centre,way/112836382,Courthouse,way_112836382,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112836382\sim_out\eplusout.sql,True,False,False,5.462541556336952e-06
austin_centre,way/112836384,RetailStandalone,way_112836384,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112836384\sim_out\eplusout.sql,True,False,False,6.277457079475309e-06
austin_centre,way/112836385,LargeOffice,way_112836385,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112836385\sim_out\eplusout.sql,True,False,False,6.472765103941941e-06
austin_centre,way/112836386,MediumOffice,way_112836386,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_112836386\sim_out\eplusout.sql,True,False,False,4.165127456415937e-05
austin_centre,way/1134169120,SmallOffice,way_1134169120,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1134169120\sim_out\eplusout.sql,True,False,False,0.00010687658130327861
austin_centre,way/1134169121,RetailStandalone,way_1134169121,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1134169121\sim_out\eplusout.sql,True,False,False,0.0001373665543204417
austin_centre,way/1134169122,SmallOffice,way_1134169122,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1134169122\sim_out\eplusout.sql,True,False,False,2.6052244095984704e-05
austin_centre,way/1134169124,RetailStandalone,way_1134169124,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1134169124\sim_out\eplusout.sql,True,False,False,1.4681829908810377e-05
austin_centre,way/1135532954,QuickServiceRestaurant,way_1135532954,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1135532954\sim_out\eplusout.sql,True,False,False,1.656794886241359e-06
austin_centre,way/1213502014,SmallOffice,way_1213502014,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1213502014\sim_out\eplusout.sql,True,False,False,6.389502215523489e-05
austin_centre,way/1213502015,SmallOffice,way_1213502015,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1213502015\sim_out\eplusout.sql,True,False,False,3.605546679054167e-06
austin_centre,way/1213502017,SmallOffice,way_1213502017,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1213502017\sim_out\eplusout.sql,True,False,False,2.182563607546305e-05
austin_centre,way/1213502018,QuickServiceRestaurant,way_1213502018,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1213502018\sim_out\eplusout.sql,True,False,False,4.881763582069289e-06
austin_centre,way/1239928162,FullServiceRestaurant,way_1239928162,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1239928162\sim_out\eplusout.sql,True,False,False,2.271759908573042e-06
austin_centre,way/1239928163,SmallOffice,way_1239928163,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1239928163\sim_out\eplusout.sql,True,False,False,5.05122852447403e-05
austin_centre,way/1243589069,QuickServiceRestaurant,way_1243589069,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1243589069\sim_out\eplusout.sql,True,False,False,5.86275203992436e-06
austin_centre,way/1243589070,OpenUBEMUnknown,way_1243589070,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1243589070\sim_out\eplusout.sql,True,False,False,0.0003942327612461353
austin_centre,way/1243589071,OpenUBEMUnknown,way_1243589071,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1243589071\sim_out\eplusout.sql,True,False,False,8.583381616754174e-05
austin_centre,way/1243589072,OpenUBEMUnknown,way_1243589072,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1243589072\sim_out\eplusout.sql,True,False,False,0.0002548018252624586
austin_centre,way/1243589074,OpenUBEMUnknown,way_1243589074,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1243589074\sim_out\eplusout.sql,True,False,False,0.00026012980998783494
austin_centre,way/1243589077,QuickServiceRestaurant,way_1243589077,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1243589077\sim_out\eplusout.sql,True,False,False,6.810798386920391e-05
austin_centre,way/1311610010,SmallOffice,way_1311610010,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1311610010\sim_out\eplusout.sql,True,False,False,4.0736865145098476e-05
austin_centre,way/1311610012,SmallOffice,way_1311610012,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1311610012\sim_out\eplusout.sql,True,False,False,5.254497957710977e-05
austin_centre,way/1317011702,LargeOffice,way_1317011702,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1317011702\sim_out\eplusout.sql,True,False,False,4.147045308515965e-06
austin_centre,way/134807224,TallBuilding,way_134807224,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807224\sim_out\eplusout.sql,True,False,False,3.482096693181248e-07
austin_centre,way/134807225,LargeOffice,way_134807225,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807225\sim_out\eplusout.sql,True,False,False,2.276428953180186e-07
austin_centre,way/134807226,LargeOffice,way_134807226,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807226\sim_out\eplusout.sql,True,False,False,4.4041677717603486e-07
austin_centre,way/134807227,HighriseApartment,way_134807227,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807227\sim_out\eplusout.sql,True,False,False,2.9009928895800035e-08
austin_centre,way/134807228,LargeOffice,way_134807228,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807228\sim_out\eplusout.sql,True,False,False,1.018674684728749e-06
austin_centre,way/134807229,FullServiceRestaurant,way_134807229,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807229\sim_out\eplusout.sql,True,False,False,3.815112728131097e-06
austin_centre,way/134807252,LargeOffice,way_134807252,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807252\sim_out\eplusout.sql,True,False,False,6.522478524812453e-08
austin_centre,way/134807256,OpenUBEMUnknown,way_134807256,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807256\sim_out\eplusout.sql,True,False,False,2.8012280139837187e-07
austin_centre,way/134807260,OpenUBEMUnknown,way_134807260,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807260\sim_out\eplusout.sql,True,False,False,3.072350038908677e-07
austin_centre,way/134807269,LargeOffice,way_134807269,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_134807269\sim_out\eplusout.sql,True,False,False,1.7061401729202713e-06
austin_centre,way/135049613,MediumOffice,way_135049613,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049613\sim_out\eplusout.sql,True,False,False,4.730707528983967e-07
austin_centre,way/135049616,MediumOffice,way_135049616,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049616\sim_out\eplusout.sql,True,False,False,7.951020432423162e-07
austin_centre,way/135049618,MediumOffice,way_135049618,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049618\sim_out\eplusout.sql,True,False,False,1.3952784256637594e-05
austin_centre,way/135049619,MediumOffice,way_135049619,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049619\sim_out\eplusout.sql,True,False,False,2.6600731976416948e-05
austin_centre,way/135049620,MediumOffice,way_135049620,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049620\sim_out\eplusout.sql,True,False,False,1.0354556700753573e-05
austin_centre,way/135049621,LargeOffice,way_135049621,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049621\sim_out\eplusout.sql,True,False,False,6.639549408175155e-06
austin_centre,way/135049622,MediumOffice,way_135049622,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049622\sim_out\eplusout.sql,True,False,False,4.3116191312188305e-05
austin_centre,way/135049626,MediumOffice,way_135049626,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_135049626\sim_out\eplusout.sql,True,False,False,2.1582554135201888e-05
austin_centre,way/1350740813,OpenUBEMUnknown,way_1350740813,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1350740813\sim_out\eplusout.sql,True,False,False,2.2901204567064507e-05
austin_centre,way/1350740814,OpenUBEMUnknown,way_1350740814,C:\Users\o_iseri\AppData\Local\Temp\claude\C--Users-o-iseri-Desktop-OpenUBEM\89a28ab2-bc04-4d19-9e55-89a800c96691\scratchpad\open61_census_fleet_work\austin_centre\way_1350740814\sim_out\eplusout.sql,True,False,False,0.00017644276470736293
