cell,osm_id,archetype_id,footprint_area_m2,recorded_floor_area_m2,recorded_total_eui_kwh_m2,recorded_dhw_eui_kwh_m2,recorded_simulation_status,generation_status,zoning_strategy,num_zones,status,elapsed_s,dh_total_gj,dh_total_kwh,dh_a_reconciles,dh_b_available,dh_water_systems_gj,dh_other_rows_sum_gj,c2b_pass,parsed_parse_status,parsed_error_summary,parsed_data_quality_flag,parsed_floor_area_m2,parsed_floor_area_provenance,parsed_heating_eui_kwh_m2,parsed_cooling_eui_kwh_m2,parsed_lighting_eui_kwh_m2,parsed_equipment_eui_kwh_m2,parsed_fans_eui_kwh_m2,parsed_pumps_eui_kwh_m2,parsed_dhw_gas_eui_kwh_m2,parsed_dhw_elec_eui_kwh_m2,parsed_dhw_eui_kwh_m2,parsed_cooking_eui_kwh_m2,parsed_refrigeration_eui_kwh_m2,parsed_elevators_eui_kwh_m2,parsed_total_eui_kwh_m2,parsed_iod,c1_diff_kwh_m2,c1_pass
la_centre,way/428015102,SmallOffice,297.17743212885864,881.0999999999999,85.97391614961144,2.0137154173522926,success,success,one_zone_per_floor,3,ok,21.2,3.96,1100.0,True,False,3.96,0.0,True,success,,no_floors,881.0999999999999,eio_simulated,5.29445021818143,15.45288102465247,26.465140662415838,27.76482008987799,8.982908737131451,0.0,0.0,2.0137154173522984,2.0137154173522984,0.0,0.0,0.0,85.97391614961148,0.0004343729348656769,4.263256414560601e-14,True
austin_centre,way/99868609,SmallOffice,308.80330181962154,926.28,97.6531167020564,1.8475470687419848,success,success,one_zone_per_floor,3,ok,22.0,3.8,1055.5555555555554,True,False,3.8,0.0,True,success,,"no_height,no_year|GROUPMODE_MED",926.28,eio_simulated,9.064537668567919,23.286943695979776,26.46479048716577,27.764452717834068,9.224845063766857,0.0,0.0,1.8475470687419897,1.8475470687419897,0.0,0.0,0.0,97.65311670205637,0.0,-2.842170943040401e-14,True
la_rural,way/472961295,SmallOffice,53.42126680820598,53.42,156.50484174312322,14.076332119062908,success,success,single_zone,1,ok,4.6,0.24,66.66666666666666,True,False,0.24,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",53.42,eio_simulated,33.2869786675853,34.765985671543525,26.46572819492958,27.765436475588874,20.144380614413063,0.0,0.0,14.076332119062885,14.076332119062885,0.0,0.0,0.0,156.50484174312325,0.0014599244988872002,2.842170943040401e-14,True
la_centre,way/427817567,SmallOffice,238.91578539232503,477.84,90.31183215932606,2.658178256235533,success,success,one_zone_per_floor,2,ok,6.5,2.12,588.8888888888889,True,False,2.12,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",477.84,eio_simulated,6.19505190919247,17.8057347496318,26.464629524246284,27.764283850169317,9.423953869850667,0.0,0.0,2.6581782562355345,2.6581782562355345,0.0,0.0,0.0,90.31183215932606,0.0010216481722663436,0.0,True
austin_urban,way/382027101,SmallOffice,235.9889954285241,468.04,106.13625146964954,2.561410617540546,success,success,one_zone_per_floor,2,ok,8.2,1.93,536.1111111111111,True,False,1.93,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",468.04,eio_simulated,10.895915257998052,27.53567691814496,26.464762398828633,27.76442325010376,10.914063027033604,0.0,0.0,2.561410617540552,2.561410617540552,0.0,0.0,0.0,106.13625146964955,0.0,1.4210854715202004e-14,True
nyc_suburban,way/910976583,SmallOffice,109.59845146698125,109.6,148.48740035446448,7.803962849813922,success,success,single_zone,1,ok,4.1,0.58,161.1111111111111,True,False,0.58,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",109.6,eio_simulated,59.17021452334681,12.156482844713922,26.46472667429305,27.76438577116814,15.127627691128671,0.0,0.0,7.803962849813899,7.803962849813899,0.0,0.0,0.0,148.48740035446448,0.014496805357413937,0.0,True
nyc_rural,way/1279684261,SmallOffice,181.60110615114297,181.65,129.76419192856827,5.2786719310785095,success,success,single_zone,1,ok,5.7,0.98,272.22222222222223,True,False,0.98,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",181.65,eio_simulated,41.87692090251062,13.181868072146345,26.46465204294839,27.76430747474478,15.197771505139572,0.0,0.0,5.278671931078493,5.278671931078493,0.0,0.0,0.0,129.7641919285682,0.032651046728932064,-5.684341886080802e-14,True
la_suburban,way/442633015,SmallOffice,334.62214779432196,669.24,83.12424579280925,2.2827771561239536,success,success,one_zone_per_floor,2,ok,9.2,3.05,847.2222222222222,True,False,3.05,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",669.24,eio_simulated,4.430797012314296,14.16221169716409,26.465270938295745,27.76495676349003,8.018232225421132,0.0,0.0,2.2827771561239416,2.2827771561239416,0.0,0.0,0.0,83.12424579280923,0.0010882809633260867,-1.4210854715202004e-14,True
la_urban,way/244066774,SmallOffice,811.3065824548673,2425.65,80.62389786320182,1.5105329984811615,success,success,perimeter_core,3,ok,29.8,10.81,3002.777777777778,True,False,10.81,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED|narrow_perimeter_fallback",2425.6499999999996,eio_simulated,3.340012725453829,14.190261923558458,26.465152070575254,27.764832058281932,7.353106086851165,0.0,0.0,1.5105329984811746,1.5105329984811746,0.0,0.0,0.0,80.62389786320182,0.0,0.0,True
austin_centre,way/1134169122,SmallOffice,299.5966931506929,299.95,100.92768389112378,3.3565297271448484,success,success,single_zone,1,ok,6.3,1.23,341.66666666666663,True,False,1.23,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",299.95,eio_simulated,10.8401905862766,23.24492538756032,26.465085598167008,27.76476232147306,9.25619027050195,0.0,0.0,3.356529727144849,3.356529727144849,0.0,0.0,0.0,100.92768389112378,0.0,0.0,True
austin_rural,way/363505488,SmallOffice,955.323607488625,955.32,86.66595398574515,1.8729621202372493,success,success,single_zone,1,ok,5.1,4.05,1125.0,True,False,4.05,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",955.32,eio_simulated,7.895015699139741,16.46447601772261,26.46520053616888,27.76488290397758,6.2034167084991,0.0,0.0,1.8729621202372397,1.8729621202372397,0.0,0.0,0.0,86.66595398574515,0.0,0.0,True
la_centre,way/959003471,SmallOffice,96.88941517916581,96.74,97.74951147043184,8.356497701728433,success,success,single_zone,1,ok,4.5,0.43,119.44444444444444,True,False,0.43,0.0,True,success,,"generic_tag,no_floors,no_height,no_year|GROUPMODE_MED",96.74,eio_simulated,9.70832011288501,15.63644030646197,26.463956575854684,27.763577853883074,9.820718919618665,0.0,0.0,8.356497701728456,8.356497701728456,0.0,0.0,0.0,97.74951147043187,0.0006810036429088066,2.842170943040401e-14,True
nyc_urban,way/280618333,SmallOffice,68.71148325922776,137.42,146.58181335827024,6.403346693090466,success,success,one_zone_per_floor,2,ok,22.9,0.69,191.66666666666666,True,False,0.69,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",137.42,eio_simulated,55.95885897297735,14.01169768927068,26.46567188692672,27.765377402350264,15.97686071365472,0.0,0.0,6.40334669309047,6.40334669309047,0.0,0.0,0.0,146.5818133582702,0.004832199807003573,-2.842170943040401e-14,True
austin_urban,way/381805707,SmallOffice,49.1100935293925,98.22,135.59760822321036,7.889898784354546,success,success,one_zone_per_floor,2,ok,8.9,0.4,111.11111111111111,True,False,0.4,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",98.22,eio_simulated,20.032029956332,37.519431537683246,26.46515081447125,27.764830740491774,15.926266389877538,0.0,0.0,7.889898784354559,7.889898784354559,0.0,0.0,0.0,135.59760822321036,0.0,0.0,True
la_urban,way/402222553,SmallOffice,311.08227391360197,933.24,87.71169389861957,1.9566821158343195,success,success,one_zone_per_floor,3,ok,17.3,4.15,1152.7777777777778,True,False,4.15,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",933.24,eio_simulated,5.597369992599888,16.498040776390113,26.465293786242906,27.764980733479476,9.429326494072876,0.0,0.0,1.956682115834308,1.956682115834308,0.0,0.0,0.0,87.71169389861957,0.0,0.0,True
la_suburban,way/449560240,SmallOffice,62.93392685339711,62.93,103.12488468692035,12.238460903551314,success,success,single_zone,1,ok,5.8,0.29,80.55555555555554,True,False,0.29,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",62.93,eio_simulated,10.775212734959496,16.400920732495127,26.466752029675863,27.76651058994537,9.477027696293188,0.0,0.0,12.23846090355129,12.23846090355129,0.0,0.0,0.0,103.12488468692034,0.0,-1.4210854715202004e-14,True
la_rural,way/472961084,SmallOffice,76.43975648908746,76.44,142.26958341838352,10.21471440392922,success,success,single_zone,1,ok,7.4,0.34,94.44444444444444,True,False,0.34,0.0,True,success,,"generic_tag,no_floors,no_function",76.44,eio_simulated,30.65608742899486,30.279871047477013,26.465016289912334,27.76468960955188,16.889204638518223,0.0,0.0,10.214714403929129,10.214714403929129,0.0,0.0,0.0,142.26958341838343,0.0,-8.526512829121202e-14,True
nyc_rural,way/1386674592,SmallOffice,105.86745592575737,105.87,142.6712457634607,7.999910526829494,success,success,single_zone,1,ok,4.5,0.57,158.33333333333331,True,False,0.57,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",105.87,eio_simulated,48.21357338327116,15.275142950149972,26.464464637497375,27.76411086597939,16.95404339973333,0.0,0.0,7.999910526829532,7.999910526829532,0.0,0.0,0.0,142.67124576346075,0.04978520586211781,5.684341886080802e-14,True
nyc_suburban,way/815835742,SmallOffice,134.1428484874731,134.14,143.25346850741178,6.643765688770835,success,success,single_zone,1,ok,4.7,0.71,197.2222222222222,True,False,0.71,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",134.14,eio_simulated,55.351314723530436,12.130026557450888,26.465662589659345,27.7653676485024,14.897331299497901,0.0,0.0,6.643765688770794,6.643765688770794,0.0,0.0,0.0,143.25346850741178,0.01618353711068708,0.0,True
la_urban,way/402222555,SmallOffice,83.47864678560214,166.96,92.81363384087288,5.314329586062309,success,success,one_zone_per_floor,2,ok,8.8,0.74,205.55555555555554,True,False,0.74,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",166.96,eio_simulated,9.921037314668181,14.26189366605161,26.464671238468306,27.764327612939535,9.087374422682924,0.0,0.0,5.314329586062302,5.314329586062302,0.0,0.0,0.0,92.81363384087285,0.0010471410797261865,-2.842170943040401e-14,True
austin_suburban,way/382993610,SmallOffice,176.13490701655124,528.24,106.55502150913335,2.4129792796676783,success,success,one_zone_per_floor,3,ok,16.9,2.21,613.8888888888889,True,False,2.21,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",528.24,eio_simulated,13.565400726846589,26.138692797223516,26.46536001083078,27.765050210297723,10.207538484267085,0.0,0.0,2.412979279667684,2.412979279667684,0.0,0.0,0.0,106.55502150913338,0.0,2.842170943040401e-14,True
austin_rural,way/1004591178,SmallOffice,1169.2292758818326,1169.23,84.83860413608402,1.7443356929349358,success,success,single_zone,1,ok,4.2,4.96,1377.7777777777778,True,False,4.96,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",1169.23,eio_simulated,7.279386730613904,15.757972368226051,26.46508420824567,27.76476086329393,5.8270642727695225,0.0,0.0,1.7443356929349292,1.7443356929349292,0.0,0.0,0.0,84.838604136084,0.0,-1.4210854715202004e-14,True
nyc_urban,way/281344932,SmallOffice,44.224630163691245,44.22,168.12136410719006,16.991095596765373,success,success,single_zone,1,ok,22.9,0.22,61.11111111111111,True,False,0.22,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",44.22,eio_simulated,66.47003902361223,13.356838259112424,26.467871691748616,27.76768523762279,17.067834298328666,0.0,0.0,16.991095596765337,16.991095596765337,0.0,0.0,0.0,168.1213641071901,0.00031297841929209063,2.842170943040401e-14,True
austin_suburban,way/382991660,SmallOffice,207.00717728429555,414.02,103.72641681863878,2.76143031538786,success,success,one_zone_per_floor,2,ok,7.8,1.73,480.55555555555554,True,False,1.73,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",414.02,eio_simulated,12.061005073722521,25.11314270948781,26.46473981397505,27.764399556128186,9.561699349937351,0.0,0.0,2.761430315387857,2.761430315387857,0.0,0.0,0.0,103.72641681863878,0.0,0.0,True
austin_centre,way/328607275,SmallOffice,344.4763899791597,688.96,96.068487010807,2.094535437808115,success,success,one_zone_per_floor,2,ok,12.6,2.82,783.3333333333333,True,False,2.82,0.0,True,success,,"generic_tag,no_function,no_height,no_year|GROUPMODE_MED",688.96,eio_simulated,9.88763121231357,21.421939755182077,26.464828316131822,27.764492404546854,8.435059884824552,0.0,0.0,2.094535437808122,2.094535437808122,0.0,0.0,0.0,96.06848701080699,0.0,-1.4210854715202004e-14,True
la_centre,way/905248734,SmallOffice,322.94343080114623,322.49,84.28176265815439,3.3656856445434418,success,success,single_zone,1,ok,7.8,1.43,397.2222222222222,True,False,1.43,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",322.49,eio_simulated,6.679199450525945,12.656970587388368,26.4648505237229,27.7645157027329,7.350540749240865,0.0,0.0,3.3656856445434418,3.3656856445434418,0.0,0.0,0.0,84.28176265815442,0.0,2.842170943040401e-14,True
la_suburban,way/285843827,SmallOffice,1043.8978613452894,1043.9,74.86513904404077,1.9194485159252157,success,success,single_zone,1,ok,5.5,4.76,1322.2222222222222,True,False,4.76,0.0,True,success,,"generic_tag,no_floors,no_height,no_year|GROUPMODE_MED",1043.9,eio_simulated,3.123793209568973,10.418699097442788,26.465046378922978,27.764721176206972,5.173430665973843,0.0,0.0,1.9194485159252146,1.9194485159252146,0.0,0.0,0.0,74.86513904404076,0.0,-1.4210854715202004e-14,True
la_rural,way/472961085,SmallOffice,100.77630121052766,100.78,130.7168513506929,8.047163126768783,success,success,single_zone,1,ok,7.3,0.45,125.0,True,False,0.45,0.0,True,success,,"generic_tag,no_floors,no_function",100.78,eio_simulated,25.353913612797722,27.620679581472412,26.464129286279753,27.763759045962914,15.467206697411328,0.0,0.0,8.047163126768803,8.047163126768803,0.0,0.0,0.0,130.71685135069293,0.0,2.842170943040401e-14,True
austin_urban,way/382005654,SmallOffice,240.03627614682057,479.4,109.52694801162048,2.520195169798511,success,success,one_zone_per_floor,2,ok,12.0,1.97,547.2222222222222,True,False,1.97,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",479.4,eio_simulated,12.612592344401357,28.626227715520294,26.465156505417696,27.764836710915514,11.537939565567072,0.0,0.0,2.5201951697985088,2.5201951697985088,0.0,0.0,0.0,109.52694801162045,0.0,-2.842170943040401e-14,True
nyc_rural,way/772627013,SmallOffice,132.09400236306737,132.09,135.269387794318,6.703642449762029,success,success,single_zone,1,ok,4.7,0.71,197.2222222222222,True,False,0.71,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",132.09,eio_simulated,44.015625732384535,13.860426475412648,26.46590249817447,27.76561933871048,16.458171299873857,0.0,0.0,6.703642449762106,6.703642449762106,0.0,0.0,0.0,135.2693877943181,0.04495324876194632,1.1368683772161603e-13,True
nyc_suburban,way/815835757,SmallOffice,67.65594538288556,67.66,171.57118727160417,11.749805694848687,success,success,single_zone,1,ok,5.4,0.36,100.0,True,False,0.36,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",67.66,eio_simulated,73.14544238548089,13.823705233305597,26.463514641411802,27.763114216434303,18.625605100122836,0.0,0.0,11.749805694848664,11.749805694848664,0.0,0.0,0.0,171.57118727160412,0.024453115995601113,-5.684341886080802e-14,True
nyc_urban,way/280621037,SmallOffice,106.30819995096986,209.56,141.15843913604874,4.699320951922945,success,success,one_zone_per_floor,2,ok,20.8,1.07,297.22222222222223,True,False,1.07,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",209.56,eio_simulated,50.74173585050519,15.024155445025732,26.463855092647098,27.76347138692578,16.465900409021977,0.0,0.0,4.699320951922935,4.699320951922935,0.0,0.0,0.0,141.1584391360487,0.009286452231677655,-2.842170943040401e-14,True
la_urban,way/428846130,SmallOffice,661.8565110816223,1322.16,83.41526045443467,1.744753662910179,success,success,perimeter_core,2,ok,12.5,5.88,1633.3333333333333,True,False,5.88,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED|narrow_perimeter_fallback",1322.16,eio_simulated,5.124805075952953,14.479539118754962,26.465245163247808,27.764929722652507,7.835987710916271,0.0,0.0,1.7447536629101876,1.7447536629101876,0.0,0.0,0.0,83.41526045443469,0.0,1.4210854715202004e-14,True
austin_rural,way/762123128,SmallOffice,362.2125227566038,362.21,102.52492200585893,3.0265038935716118,success,success,single_zone,1,ok,6.0,1.54,427.77777777777777,True,False,1.54,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",362.21,eio_simulated,13.320167089581126,22.15932777159315,26.46528492519193,27.764971437270205,9.788666888650857,0.0,0.0,3.0265038935716007,3.0265038935716007,0.0,0.0,0.0,102.52492200585885,0.0,-7.105427357601002e-14,True
la_rural,way/472961221,SmallOffice,45.587704181644725,45.59,161.58454451556105,16.281776705146783,success,success,single_zone,1,ok,12.4,0.2,55.55555555555556,True,False,0.2,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",45.59,eio_simulated,34.318486620861854,35.82448389110007,26.463767870527043,27.76337988140528,20.93264954652005,0.0,0.0,16.281776705146758,16.281776705146758,0.0,0.0,0.0,161.58454451556108,0.003450568933046653,2.842170943040401e-14,True
austin_suburban,way/382991846,SmallOffice,154.5573176398849,309.36,110.46538971413214,3.3057105945610687,success,success,one_zone_per_floor,2,ok,21.2,1.29,358.3333333333333,True,False,1.29,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",309.36,eio_simulated,14.720634475792156,27.3868061583095,26.465948141746306,27.765667223797383,10.820623119925713,0.0,0.0,3.30571059456107,3.30571059456107,0.0,0.0,0.0,110.46538971413213,0.0,-1.4210854715202004e-14,True
austin_centre,way/328607258,SmallOffice,232.42813039530915,464.86,107.38697119557216,2.561730189077252,success,success,one_zone_per_floor,2,ok,25.6,1.91,530.5555555555555,True,False,1.91,0.0,True,success,,"generic_tag,no_function,no_height,no_year|GROUPMODE_MED",464.86,eio_simulated,13.939998111071631,25.718628984735584,26.464886600346393,27.76455355104716,10.93717375929415,0.0,0.0,2.5617301890772453,2.5617301890772453,0.0,0.0,0.0,107.38697119557216,0.0,0.0,True
nyc_centre,way/265301859,SmallOffice,202.50828647179367,607.53,116.0055647286504,2.5229038255673624,success,success,one_zone_per_floor,3,ok,48.4,3.06,850.0,True,False,3.06,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",607.53,eio_simulated,41.72412345586532,8.261412350686173,26.464872747017502,27.76453901739366,9.26771333212038,0.0,0.0,2.5229038255673455,2.5229038255673455,0.0,0.0,0.0,116.00556472865037,0.0,-2.842170943040401e-14,True
nyc_centre,way/266149316,SmallOffice,154.01890370925057,616.08,135.95982571476745,2.5101547528112387,success,success,one_zone_per_floor,4,ok,34.8,3.1,861.1111111111111,True,False,3.1,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",616.08,eio_simulated,58.19518986730865,8.939232085095911,26.46490208993219,27.764569801312696,12.085777118306773,0.0,0.0,2.5101547528112547,2.5101547528112547,0.0,0.0,0.0,135.95982571476745,0.0,0.0,True
austin_urban,way/381824413,SmallOffice,258.6428062150556,781.17,102.88923994210622,1.9733391757460408,success,success,one_zone_per_floor,3,ok,28.8,3.18,883.3333333333334,True,False,3.18,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",781.17,eio_simulated,9.881392747835342,26.46335375582514,26.465180826053267,27.764862225915795,10.341111210730638,0.0,0.0,1.9733391757460463,1.9733391757460463,0.0,0.0,0.0,102.88923994210623,0.0,1.4210854715202004e-14,True
nyc_urban,way/241862693,SmallOffice,94.28359001287053,377.0,139.0509640752172,3.2192337864724023,success,success,one_zone_per_floor,4,ok,35.5,1.9,527.7777777777777,True,False,1.9,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",377.0,eio_simulated,53.848639731356855,12.175787574078102,26.46595737506044,27.765676910551335,15.575668697698033,0.0,0.0,3.219233786472421,3.219233786472421,0.0,0.0,0.0,139.05096407521717,0.005800428583358138,-2.842170943040401e-14,True
la_suburban,way/442634307,SmallOffice,239.24923727046928,478.5,86.29651217407171,2.6927643164209023,success,success,one_zone_per_floor,2,ok,14.3,2.18,605.5555555555555,True,False,2.18,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",478.5,eio_simulated,5.186214310045165,15.241920409806552,26.4650162271296,27.764689543685947,8.945907366983548,0.0,0.0,2.692764316420907,2.692764316420907,0.0,0.0,0.0,86.29651217407172,0.0022102480193294497,1.4210854715202004e-14,True
