definition,cell,osm_id,storeys,footprint_area_m2,redefined_area_m2,published_floor_area_m2,total_eui_kwh_m2
auto_storey_count,austin_centre,way/206163832,32.0,4978.947946398328,159326.3342847465,159326.40000000002,166.00607550004486
auto_storey_count,austin_centre,way/206163833,1.0,825.250720694962,825.250720694962,825.25,134.94468061138525
auto_storey_count,austin_centre,way/206165495,22.0,2992.5756402417123,65836.66408531767,65836.76000000002,173.18535065195283
auto_storey_count,austin_centre,way/224057337,1.0,1817.4991634644848,1817.4991634644848,1817.5,115.68101813480273
auto_storey_count,austin_centre,way/231123149,5.0,8180.080493456911,40900.402467284555,40900.350000000006,377.2972884926321
auto_storey_count,austin_centre,way/231123152,29.0,2400.8366124949725,69624.2617623542,69624.35999999996,170.4248864417233
auto_storey_count,austin_centre,way/231123153,1.0,560.3485251643438,560.3485251643438,560.35,131.03946482206413
auto_storey_count,austin_centre,way/231123155,1.0,435.9720692306919,435.9720692306919,435.97,1441.8735565749623
auto_storey_count,austin_centre,way/231123157,1.0,539.071569058294,539.071569058294,539.07,166.32570387526943
auto_storey_count,austin_centre,way/231123159,1.0,360.54258499503084,360.54258499503084,360.54,88.03024374504712
auto_storey_count,austin_centre,way/231123161,1.0,232.4769374444814,232.4769374444814,232.48,93.45095720981539
auto_storey_count,austin_centre,way/231125471,1.0,1527.746108973748,1527.746108973748,1527.75,112.80814815541598
auto_storey_count,austin_centre,way/231125474,12.0,3984.7782672953977,47817.33920754477,47817.23999999998,167.09025641071386
auto_storey_count,austin_centre,way/231125475,1.0,3943.784404604613,3943.784404604613,3943.78,109.34793844815242
auto_storey_count,austin_centre,way/231125476,4.0,1033.7817771828059,4135.127108731223,4135.12,224.22579035217873
auto_storey_count,austin_centre,way/313180848,8.0,1610.2141577136845,12881.713261709476,12881.679999999998,197.3939956130782
auto_storey_count,austin_centre,way/313180849,13.0,2477.5917902850997,32208.693273706296,32208.800000000017,181.76658916091313
auto_storey_count,austin_centre,way/313917989,4.0,2499.684888757635,9998.73955503054,9998.759999999998,184.14731739782334
auto_storey_count,austin_centre,way/328520419,1.0,198.00397471512852,198.00397471512852,198.0,102.41036400942666
auto_storey_count,austin_centre,way/328520420,1.0,195.28110932794533,195.28110932794533,195.28,99.41543775624032
auto_storey_count,austin_centre,way/328520421,1.0,198.64932778852386,198.64932778852386,198.65,101.56836578245077
auto_storey_count,austin_centre,way/328520422,1.0,189.18177846704623,189.18177846704623,189.18,102.07890926984963
auto_storey_count,austin_centre,way/328520424,1.0,172.8751768788705,172.8751768788705,172.88,109.6061467792258
auto_storey_count,austin_centre,way/328520425,1.0,170.58873684511974,170.58873684511974,170.59,102.29815558770467
auto_storey_count,austin_centre,way/328520426,1.0,318.518787563689,318.518787563689,318.52,97.48278225966888
auto_storey_count,austin_centre,way/328520427,1.0,307.0346646488923,307.0346646488923,307.03,98.00613244305436
auto_storey_count,austin_centre,way/328520428,1.0,176.52593031600213,176.52593031600213,176.53,1599.0876014145176
auto_storey_count,austin_centre,way/328526438,2.0,1966.2380331636546,3932.476066327309,3932.4800000000005,173.29440369853492
auto_storey_count,austin_centre,way/328526439,1.0,327.4856047995589,327.4856047995589,327.49,95.78528559360124
auto_storey_count,austin_centre,way/328526440,31.0,660.3644520482113,20471.29801349455,20471.160000000007,184.52849300469185
auto_storey_count,austin_centre,way/328526441,1.0,557.2074101987062,557.2074101987062,557.21,135.59343239232635
auto_storey_count,austin_centre,way/328526442,1.0,508.1618577396208,508.1618577396208,508.16,134.69526707389295
auto_storey_count,austin_centre,way/328526443,1.0,429.95555986709815,429.95555986709815,429.96,87.51300058290678
auto_storey_count,austin_centre,way/328526444,1.0,400.7509864234329,400.7509864234329,400.75,95.10264018857103
auto_storey_count,austin_centre,way/328526445,1.0,566.5718156279285,566.5718156279285,566.57,132.3727591910775
auto_storey_count,austin_centre,way/328526446,1.0,344.7496411294394,344.7496411294394,344.75,91.33964499365192
auto_storey_count,austin_centre,way/328526447,1.0,232.0329865436682,232.0329865436682,232.03,117.16107943506262
auto_storey_count,austin_centre,way/328526448,1.0,238.0519723929854,238.0519723929854,238.05,116.17774686372927
auto_storey_count,austin_centre,way/328526449,1.0,585.0145980456996,585.0145980456996,585.01,130.91596666700968
auto_storey_count,austin_centre,way/328526450,1.0,694.9137967595391,694.9137967595391,694.91,124.94903978905853
auto_storey_count,austin_centre,way/328526451,1.0,332.67400517581086,332.67400517581086,332.67,105.18044234936805
auto_storey_count,austin_centre,way/328526452,1.0,373.16744327578203,373.16744327578203,373.17,92.61463887313063
auto_storey_count,austin_centre,way/328526453,1.0,1361.863768385013,1361.863768385013,1361.86,114.22864491954246
auto_storey_count,austin_centre,way/328526454,5.0,1103.4780426151503,5517.3902130757515,5517.400000000001,183.13409248373094
auto_storey_count,austin_centre,way/328526455,1.0,650.7410357959271,650.7410357959271,650.74,125.26426043388864
auto_storey_count,austin_centre,way/328529688,1.0,247.75357542383,247.75357542383,247.75,104.68120203048392
auto_storey_count,austin_centre,way/328529689,1.0,272.94827184547245,272.94827184547245,272.95,1541.1027867219786
auto_storey_count,austin_centre,way/328529690,1.0,509.9613111142658,509.9613111142658,509.96,129.85062316191073
auto_storey_count,austin_centre,way/328529693,1.0,269.23488717468206,269.23488717468206,269.23,105.63531190275195
auto_storey_count,austin_centre,way/328529696,1.0,200.72986631452287,200.72986631452287,200.73,107.27901528253655
auto_storey_count,austin_centre,way/328529698,1.0,265.9877145186347,265.9877145186347,265.99,105.88663523302836
auto_storey_count,austin_centre,way/328529699,1.0,100.67674574498845,100.67674574498845,100.68,115.15564170564126
auto_storey_count,austin_centre,way/328529700,1.0,157.84652635681005,157.84652635681005,157.85,111.44165347704251
auto_storey_count,austin_centre,way/328529701,1.0,163.41384739127872,163.41384739127872,163.41,102.81075346484691
auto_storey_count,austin_centre,way/328529702,1.0,562.2635924141999,562.2635924141999,562.26,137.15431645494292
auto_storey_count,austin_centre,way/328529704,1.0,113.41048811447942,113.41048811447942,113.41,114.8109887343317
auto_storey_count,austin_centre,way/328529706,1.0,140.904846321759,140.904846321759,140.9,105.05820863377967
auto_storey_count,austin_centre,way/328529708,1.0,529.4378853091267,529.4378853091267,529.44,133.1923321999693
auto_storey_count,austin_centre,way/328529709,1.0,267.4690471817512,267.4690471817512,267.47,109.12416240281365
auto_storey_count,austin_centre,way/328529710,1.0,123.04620591652267,123.04620591652267,123.05,112.52469811003064
auto_storey_count,austin_centre,way/328529714,1.0,122.27465145941179,122.27465145941179,122.27,117.88025138946132
auto_storey_count,austin_centre,way/328535175,1.0,338.26848722693353,338.26848722693353,338.27,90.66970598554643
auto_storey_count,austin_centre,way/328535176,1.0,182.08684780747814,182.08684780747814,182.09,104.63611856974893
auto_storey_count,austin_centre,way/328535177,1.0,257.43519763187066,257.43519763187066,257.44,97.4148062967837
auto_storey_count,austin_centre,way/328535178,1.0,243.40918479504617,243.40918479504617,243.41,104.92176962536298
auto_storey_count,austin_centre,way/328535179,1.0,192.12629151978817,192.12629151978817,192.13,121.29123017421799
auto_storey_count,austin_centre,way/328535180,1.0,126.62681106998143,126.62681106998143,126.63,108.66878352109349
auto_storey_count,austin_centre,way/328535181,1.0,148.85485870085955,148.85485870085955,148.85,103.38783950428433
auto_storey_count,austin_centre,way/328535182,1.0,448.53149285675283,448.53149285675283,448.53,93.04850683105182
auto_storey_count,austin_centre,way/328535183,2.0,221.77660233830943,443.55320467661886,443.56,99.57977323900168
auto_storey_count,austin_centre,way/328605829,1.0,701.0613286341368,701.0613286341368,701.06,127.87403382016923
auto_storey_count,austin_centre,way/328605831,1.0,164.27876046067763,164.27876046067763,164.28,101.52351650626822
auto_storey_count,austin_centre,way/328605839,2.0,69.77032100732147,139.54064201464294,139.54,119.98773092872685
auto_storey_count,austin_centre,way/328605855,1.0,154.3524911237829,154.3524911237829,154.35,110.78676747609528
auto_storey_count,austin_centre,way/328605869,2.0,234.07031072277323,468.14062144554646,468.14,111.24391627804377
auto_storey_count,austin_centre,way/328607254,1.0,179.03921427096077,179.03921427096077,179.04,113.04753449664848
auto_storey_count,austin_centre,way/328607257,1.0,100.91612365337926,100.91612365337926,100.92,113.09725867879654
auto_storey_count,austin_centre,way/328607258,2.0,232.42812056034683,464.85624112069365,464.86,107.38697119557216
auto_storey_count,austin_centre,way/328607260,1.0,369.3412924996553,369.3412924996553,369.34,93.11750661508185
auto_storey_count,austin_centre,way/328607262,1.0,173.18842517827053,173.18842517827053,173.19,108.98655713083231
auto_storey_count,austin_centre,way/328607264,1.0,355.0949623827629,355.0949623827629,355.09,1482.6559314445708
auto_storey_count,austin_centre,way/328607265,2.0,243.24685206017958,486.49370412035915,486.5,100.27267725361666
auto_storey_count,austin_centre,way/328607266,1.0,430.45070342615816,430.45070342615816,430.45,95.63808047916974
auto_storey_count,austin_centre,way/328607268,2.0,264.57066254239413,529.1413250847883,529.14,102.15490040658406
auto_storey_count,austin_centre,way/328607272,1.0,86.56707048203907,86.56707048203907,86.57,138.19650093862703
auto_storey_count,austin_centre,way/328607273,2.0,315.1309527941296,630.2619055882592,630.26,1424.1573828358128
auto_storey_count,austin_centre,way/328607274,1.0,245.46617471972542,245.46617471972542,245.47,108.62442749219623
auto_storey_count,austin_centre,way/328607275,2.0,344.4764575543202,688.9529151086404,688.96,96.068487010807
auto_storey_count,austin_centre,way/328607277,2.0,261.9818340836001,523.9636681672002,523.96,99.3553575308682
auto_storey_count,austin_centre,way/328607278,2.0,160.3432361560341,320.6864723120682,320.68,129.26945944156498
auto_storey_count,austin_centre,way/328607279,1.0,52.68030130768876,52.68030130768876,52.68,141.89650603320862
auto_storey_count,austin_centre,way/328607282,2.0,390.35230713674935,780.7046142734987,780.7,91.39253399248234
auto_storey_count,austin_centre,way/328607283,2.0,336.5017882763541,673.0035765527082,673.0,98.00891258977815
auto_storey_count,austin_centre,way/328622249,1.0,206.44011791025628,206.44011791025628,206.44,97.35171209829971
auto_storey_count,austin_centre,way/328622250,1.0,248.75063347266848,248.75063347266848,248.75,104.86759851933323
auto_storey_count,austin_centre,way/328622251,2.0,395.1900230331522,790.3800460663044,790.38,98.6352084972537
auto_storey_count,austin_centre,way/328622252,1.0,270.9448734206568,270.9448734206568,270.94,96.54911707519514
auto_storey_count,austin_centre,way/328622253,1.0,284.07040974895403,284.07040974895403,284.07,95.440017409021
auto_storey_count,austin_centre,way/328622254,1.0,259.38145101680607,259.38145101680607,259.38,106.7671547815711
auto_storey_count,austin_centre,way/328622255,1.0,272.66731386118215,272.66731386118215,272.67,96.39258712541685
auto_storey_count,austin_centre,way/328622256,1.0,57.42147863128365,57.42147863128365,57.42,134.97300554086175
auto_storey_count,austin_centre,way/328622257,1.0,179.8655532791993,179.8655532791993,179.87,115.0231677672817
auto_storey_count,austin_centre,way/328622258,1.0,197.699172236547,197.699172236547,197.7,98.42857738765169
auto_storey_count,austin_centre,way/328622259,1.0,303.0947714730446,303.0947714730446,303.09,93.75571523510884
auto_storey_count,austin_centre,way/328622260,1.0,288.3801359620819,288.3801359620819,288.38,100.57116807586127
auto_storey_count,austin_centre,way/328622261,1.0,264.04731797601244,264.04731797601244,264.05,112.30010431149884
auto_storey_count,austin_centre,way/328622262,1.0,693.8596497973155,693.8596497973155,693.86,122.5649399338224
auto_storey_count,austin_centre,way/328622263,1.0,79.99969313037379,79.99969313037379,80.0,111.39836360896301
auto_storey_count,austin_centre,way/328622264,1.0,233.35767224428452,233.35767224428452,233.36,94.88506043388753
auto_storey_count,austin_centre,way/328622265,1.0,275.0958557749166,275.0958557749166,275.1,104.87153048584584
auto_storey_count,austin_centre,way/328622267,1.0,273.95800049244883,273.95800049244883,273.96,108.51156300270088
auto_storey_count,austin_centre,way/328622268,1.0,524.9881640733684,524.9881640733684,524.99,133.78134996180734
auto_storey_count,austin_centre,way/328622269,1.0,289.7727262034672,289.7727262034672,289.77,94.76442222808646
auto_storey_count,austin_centre,way/328622270,1.0,121.10164113065773,121.10164113065773,121.1,121.28271406516892
auto_storey_count,austin_centre,way/328622271,1.0,156.2425202903505,156.2425202903505,156.24,100.1751337756108
auto_storey_count,austin_centre,way/328622272,1.0,552.1465239188233,552.1465239188233,552.15,129.69907310780584
auto_storey_count,austin_centre,way/328631273,1.0,572.5661734183736,572.5661734183736,572.57,160.4789311475241
auto_storey_count,austin_centre,way/328631274,1.0,295.9404306639681,295.9404306639681,295.94,92.60147868672652
auto_storey_count,austin_centre,way/328631275,1.0,678.4634926387689,678.4634926387689,678.46,127.13192840492991
auto_storey_count,austin_centre,way/328631276,1.0,279.96833803624776,279.96833803624776,279.97,1089.0025300225207
auto_storey_count,austin_centre,way/328631277,1.0,683.0495764564396,683.0495764564396,683.05,130.56686905078382
auto_storey_count,austin_centre,way/328631279,47.0,2423.0555364658876,113883.61021389671,113883.81999999993,109.14787598613314
auto_storey_count,austin_centre,way/328631281,1.0,531.5013524433201,531.5013524433201,531.5,128.3993737327824
auto_storey_count,austin_centre,way/328631283,1.0,176.33366833015404,176.33366833015404,176.33,1588.2999802927213
auto_storey_count,austin_centre,way/328631284,1.0,738.5890946956661,738.5890946956661,738.59,126.6752709700744
auto_storey_count,austin_centre,way/328631287,1.0,358.10080795082735,358.10080795082735,358.1,95.72185365922059
auto_storey_count,austin_centre,way/328631289,1.0,372.3645105380647,372.3645105380647,372.36,1465.7887871275082
auto_storey_count,austin_centre,way/328631290,1.0,352.0854959282791,352.0854959282791,352.09,94.22018175158054
auto_storey_count,austin_centre,way/328631294,1.0,116.19815800365656,116.19815800365656,116.2,114.84386704175655
auto_storey_count,austin_centre,way/328631295,1.0,235.0612998820789,235.0612998820789,235.06,1599.873725801369
auto_storey_count,austin_centre,way/328631296,1.0,558.375534313908,558.375534313908,558.38,1406.437679791892
auto_storey_count,austin_centre,way/328634432,22.0,3775.8116775423905,83067.8569059326,83067.81999999998,170.48942350609715
auto_storey_count,austin_centre,way/328634434,1.0,852.8743973871274,852.8743973871274,852.87,122.2205686494131
auto_storey_count,austin_centre,way/328634437,1.0,158.37189670512117,158.37189670512117,158.37,1595.1457496521919
auto_storey_count,austin_centre,way/328634439,1.0,177.38060706033505,177.38060706033505,177.38,103.20666875696953
auto_storey_count,austin_centre,way/328634441,2.0,642.6280243156559,1285.2560486313118,1285.26,109.11620258396854
auto_storey_count,austin_centre,way/328634445,1.0,316.22483488138084,316.22483488138084,316.22,98.1820154901632
auto_storey_count,austin_centre,way/328634447,1.0,366.2549570203645,366.2549570203645,366.25,100.35905000398313
auto_storey_count,austin_centre,way/328634449,12.0,1057.054660900118,12684.655930801417,12684.599999999997,108.34979439767976
auto_storey_count,austin_centre,way/328634450,2.0,406.8396419694667,813.6792839389334,813.68,93.84123140677865
auto_storey_count,austin_centre,way/328634454,1.0,754.2602002835463,754.2602002835463,754.26,126.23757643473876
auto_storey_count,austin_centre,way/328634456,1.0,676.9925760050479,676.9925760050479,676.99,129.7015476209644
auto_storey_count,austin_centre,way/328634458,2.0,276.7989588934762,553.5979177869524,553.6,1431.105928395214
auto_storey_count,austin_centre,way/328634462,3.0,689.5296365950701,2068.5889097852105,2068.5899999999997,111.1804408298415
auto_storey_count,austin_centre,way/328634464,1.0,247.79779786296112,247.79779786296112,247.8,105.49591861593933
auto_storey_count,austin_centre,way/328634466,1.0,780.0415898557442,780.0415898557442,780.04,124.28218399052699
auto_storey_count,austin_centre,way/328644611,1.0,1212.6446381521796,1212.6446381521796,1212.64,138.90575312710232
auto_storey_count,austin_centre,way/328644612,3.0,2960.618101341005,8881.854304023014,8881.86,147.5138982946048
auto_storey_count,austin_centre,way/328644613,10.0,2586.2574323113577,25862.57432311358,25862.600000000006,150.79007499428488
auto_storey_count,austin_centre,way/328644614,1.0,2534.6728423571913,2534.6728423571913,2534.67,121.65072190804315
auto_storey_count,austin_centre,way/328644615,20.0,2702.686791891442,54053.73583782885,54053.80000000001,171.03248386995944
auto_storey_count,austin_centre,way/328644616,1.0,1067.9718281715998,1067.9718281715998,1067.97,120.18989050461123
auto_storey_count,austin_centre,way/328644617,1.0,651.6753134629407,651.6753134629407,651.68,128.88038149476287
auto_storey_count,austin_centre,way/328644618,1.0,407.4198109176881,407.4198109176881,407.42,91.1308406155816
auto_storey_count,austin_centre,way/328644620,1.0,607.3413119550921,607.3413119550921,607.34,133.89981667456604
auto_storey_count,austin_centre,way/328644621,3.0,5388.047698410512,16164.143095231535,16164.149999999998,171.0133191716159
auto_storey_count,austin_centre,way/328644622,1.0,1032.9592924263286,1032.9592924263286,1032.96,121.92764480221022
auto_storey_count,austin_centre,way/328644625,42.0,2624.0017165298946,110208.07209425558,110208.0,168.88268994193015
auto_storey_count,austin_centre,way/328649859,2.0,1214.5192430750003,2429.0384861500006,2429.06,227.76958389487902
auto_storey_count,austin_centre,way/328649869,1.0,1288.7263835603433,1288.7263835603433,1288.73,116.75633646045733
auto_storey_count,austin_centre,way/328649870,1.0,735.0465280042804,735.0465280042804,735.05,125.77895938202343
auto_storey_count,austin_centre,way/328649873,4.0,2425.0671776964355,9700.268710785742,9700.240000000002,191.35159958561337
auto_storey_count,austin_centre,way/328649882,1.0,484.13574325955665,484.13574325955665,484.14,132.21444937613336
auto_storey_count,austin_centre,way/328649889,1.0,661.7392045245624,661.7392045245624,661.74,141.25322249033744
auto_storey_count,austin_centre,way/328707704,1.0,592.1732049697114,592.1732049697114,592.17,131.57243591305038
auto_storey_count,austin_centre,way/328723692,5.0,6523.929745343799,32619.648726718995,32619.68999999999,384.47846695744056
auto_storey_count,austin_centre,way/328839208,4.0,6658.570719671272,26634.282878685088,26634.28,90.99293685128377
auto_storey_count,austin_centre,way/368003367,32.0,1042.9249169854725,33373.59734353512,33373.43999999997,176.76702238186343
auto_storey_count,austin_centre,way/379165891,3.0,166.97426667469293,500.9228000240788,500.90999999999997,108.12508756468658
auto_storey_count,austin_centre,way/379165897,5.0,251.1036084871415,1255.5180424357077,1255.5,103.82104101316713
auto_storey_count,austin_centre,way/379165899,4.0,499.2906806267701,1997.1627225070804,1997.16,97.9577722083742
auto_storey_count,austin_centre,way/379165902,3.0,201.62144874508198,604.8643462352459,604.86,113.02120044956915
auto_storey_count,austin_centre,way/379165907,3.0,296.3378450330919,889.0135350992757,889.02,102.71815529101107
auto_storey_count,austin_centre,way/379165911,3.0,332.30179661209513,996.9053898362854,996.9000000000001,103.9287453936459
auto_storey_count,austin_centre,way/379165912,5.0,131.68923513435752,658.4461756717876,658.45,102.24028536849737
auto_storey_count,austin_centre,way/379165915,3.0,139.6662147698836,418.9986443096508,419.01,115.86929809325177
auto_storey_count,austin_centre,way/379165919,8.0,686.4859246550484,5491.887397240387,5491.919999999999,157.17107726814524
auto_storey_count,austin_centre,way/379165922,4.0,318.7803021791582,1275.1212087166327,1275.12,101.29422197239687
auto_storey_count,austin_centre,way/379165923,5.0,442.3850878829861,2211.9254394149307,2211.95,93.67907075992099
auto_storey_count,austin_centre,way/379165927,4.0,435.95254345114097,1743.8101738045639,1743.8,95.6750057623074
auto_storey_count,austin_centre,way/379165965,3.0,269.0821558712405,807.2464676137215,807.24,90.94154741303561
