cell,osm_id,sql_path,exists,trim_hourly_inferred,has_allsummary_table,has_end_uses_by_subcategory,elevators_row_in_subcategory,elevator_named_meter,note
austin_centre,way/37417988,C:\Users\o_iseri\AppData\Local\Temp\ubem_elev_rebaseline\austin_centre\sim_out\way_37417988\eplusout.sql,False,,,,,,FILE NOT ON DISK
austin_centre,way/37417989,C:\Users\o_iseri\AppData\Local\Temp\ubem_elev_rebaseline\austin_centre\sim_out\way_37417989\eplusout.sql,False,,,,,,FILE NOT ON DISK
la_centre,way/39335032,C:\Users\o_iseri\AppData\Local\Temp\ubem_elev_rebaseline\la_centre\sim_out\way_39335032\eplusout.sql,False,,,,,,FILE NOT ON DISK
la_centre,way/202905185,C:\Users\o_iseri\AppData\Local\Temp\ubem_elev_rebaseline\la_centre\sim_out\way_202905185\eplusout.sql,False,,,,,,FILE NOT ON DISK
nyc_urban,way/220649876,C:\Users\o_iseri\AppData\Local\Temp\ubem_elev_rebaseline\nyc_urban\sim_out\way_220649876\eplusout.sql,False,,,,,,FILE NOT ON DISK
nyc_urban,way/221190748,C:\Users\o_iseri\AppData\Local\Temp\ubem_elev_rebaseline\nyc_urban\sim_out\way_221190748\eplusout.sql,False,,,,,,FILE NOT ON DISK
