cell,stem,status,n_zone_volume_stubs,n_negative_volume,min_calculated_volume,temp_out_of_bounds,failed,has_stub,has_negative
la_urban,way_402264140,success,10,10,-891.27,False,False,True,True
la_urban,way_402264141,success,7,7,-519.27,False,False,True,True
la_urban,way_402264142,success,3,3,-615.21,False,False,True,True
la_urban,way_402264143,success,4,4,-484.4,False,False,True,True
la_urban,way_402264144,success,5,5,-484.4,False,False,True,True
la_urban,way_402264145,success,4,4,-529.43,False,False,True,True
la_urban,way_402264146,success,4,4,-540.9,False,False,True,True
la_urban,way_402264339,success,3,3,-577.51,False,False,True,True
la_urban,way_402264340,success,2,2,-140.6,False,False,True,True
la_urban,way_402264341,success,3,3,-462.43,False,False,True,True
la_urban,way_402264342,success,3,3,-466.66,False,False,True,True
la_urban,way_402264343,success,3,3,-463.88,False,False,True,True
la_urban,way_402264344,success,3,3,-463.86,False,False,True,True
la_urban,way_402264345,success,3,3,-454.83,False,False,True,True
la_urban,way_402264346,success,3,3,-521.42,False,False,True,True
la_urban,way_402270315,success,3,3,-169.52,False,False,True,True
la_urban,way_402270316,success,3,3,-229.22,False,False,True,True
la_urban,way_402270317,success,3,3,-222.05,False,False,True,True
la_urban,way_402271397,success,3,3,-609.01,False,False,True,True
la_urban,way_402271398,success,3,3,-360.26,False,False,True,True
la_urban,way_402271399,success,3,3,-187.03,False,False,True,True
la_urban,way_402271400,success,2,2,-110.08,False,False,True,True
la_urban,way_402271402,success,2,2,-413.66,False,False,True,True
la_urban,way_402271403,success,3,3,-193.03,False,False,True,True
la_urban,way_402271404,success,5,5,-502.22,False,False,True,True
la_urban,way_402271405,success,1,1,-97.6,False,False,True,True
la_urban,way_402271406,success,2,2,-345.71,False,False,True,True
la_urban,way_402271407,success,1,1,-45.93,False,False,True,True
la_urban,way_402272754,success,3,3,-435.08,False,False,True,True
la_urban,way_402272755,success,3,3,-338.66,False,False,True,True
la_urban,way_402272756,success,3,3,-394.38,False,False,True,True
la_urban,way_402272994,success,3,3,-304.08,False,False,True,True
la_urban,way_402272995,success,3,3,-296.67,False,False,True,True
la_urban,way_402272996,success,2,2,-136.5,False,False,True,True
la_urban,way_402272997,success,3,3,-172.97,False,False,True,True
la_urban,way_402272998,success,3,3,-70.16,False,False,True,True
la_urban,way_402272999,success,3,3,-209.79,False,False,True,True
la_urban,way_402273170,success,3,3,-416.39,False,False,True,True
la_urban,way_402273171,success,4,4,-229.93,False,False,True,True
la_urban,way_402273172,success,4,4,-513.55,False,False,True,True
la_urban,way_402273173,success,3,3,-143.13,False,False,True,True
la_urban,way_402273174,success,3,3,-441.25,False,False,True,True
la_urban,way_402273175,success,2,2,-458.08,False,False,True,True
la_urban,way_402273176,success,3,3,-178.84,False,False,True,True
la_urban,way_402273177,success,3,3,-195.44,False,False,True,True
la_urban,way_402273178,success,3,3,-256.88,False,False,True,True
la_urban,way_402273179,success,2,2,-125.56,False,False,True,True
la_urban,way_402273180,success,3,3,-328.37,False,False,True,True
la_urban,way_402273181,success,2,2,-82.84,False,False,True,True
la_urban,way_402273202,success,6,6,-566.44,False,False,True,True
la_urban,way_402273204,success,2,2,-400.49,False,False,True,True
la_urban,way_402276707,success,3,3,-516.17,False,False,True,True
la_urban,way_402278395,success,3,3,-314.21,False,False,True,True
la_urban,way_402278396,success,1,1,-96.2,False,False,True,True
la_urban,way_402278397,success,2,2,-449.85,False,False,True,True
la_urban,way_402278398,success,3,3,-315.12,False,False,True,True
la_urban,way_402278399,success,3,3,-216.02,False,False,True,True
la_urban,way_402278400,success,2,2,-438.39,False,False,True,True
la_urban,way_402278401,success,1,1,-101.86,False,False,True,True
la_urban,way_402278402,success,3,3,-475.08,False,False,True,True
la_urban,way_402278403,success,2,2,-75.98,False,False,True,True
la_urban,way_402278404,success,3,3,-281.48,False,False,True,True
la_urban,way_402278405,success,3,3,-253.56,False,False,True,True
la_urban,way_402278406,success,3,3,-307.23,False,False,True,True
la_urban,way_402278407,success,3,3,-294.48,False,False,True,True
la_urban,way_402278408,success,1,1,-105.39,False,False,True,True
la_urban,way_402278409,success,1,1,-88.97,False,False,True,True
la_urban,way_402278410,success,3,3,-211.62,False,False,True,True
la_urban,way_402278411,success,3,3,-214.55,False,False,True,True
la_urban,way_402278412,success,1,1,-104.66,False,False,True,True
la_urban,way_402278413,success,3,3,-227.72,False,False,True,True
la_urban,way_402278414,success,3,3,-178.63,False,False,True,True
la_urban,way_402278415,success,3,3,-290.09,False,False,True,True
la_urban,way_402278464,success,6,6,-914.08,False,False,True,True
la_urban,way_402278466,success,3,3,-287.06,False,False,True,True
la_urban,way_402278467,success,3,3,-268.76,False,False,True,True
la_urban,way_402278468,success,3,3,-194.49,False,False,True,True
la_urban,way_402278469,success,3,3,-260.38,False,False,True,True
la_urban,way_402278470,success,3,3,-295.26,False,False,True,True
la_urban,way_402278681,success,7,7,-376.27,False,False,True,True
la_urban,way_402278683,success,3,3,-225.46,False,False,True,True
la_urban,way_402278684,success,2,2,-40.89,False,False,True,True
la_urban,way_402278685,success,5,5,-413.37,False,False,True,True
la_urban,way_402278686,success,2,2,-41.49,False,False,True,True
la_urban,way_402278687,success,3,3,-231.78,False,False,True,True
la_urban,way_402278688,success,2,2,-135.23,False,False,True,True
la_urban,way_402278689,success,2,2,-32.25,False,False,True,True
la_urban,way_402278690,success,3,3,-265.67,False,False,True,True
la_urban,way_402278691,success,2,2,-323.33,False,False,True,True
la_urban,way_402278692,success,2,2,-87.08,False,False,True,True
la_urban,way_402278693,success,2,2,-287.21,False,False,True,True
la_urban,way_402278694,success,2,2,-65.71,False,False,True,True
la_urban,way_402278695,success,2,2,-58.59,False,False,True,True
la_urban,way_402278696,success,2,2,-42.54,False,False,True,True
la_urban,way_402278697,success,2,2,-34.42,False,False,True,True
la_urban,way_402278903,success,5,5,-812.94,False,False,True,True
la_urban,way_402279954,success,3,3,-353.26,False,False,True,True
la_urban,way_402279955,success,1,1,-286.63,False,False,True,True
la_urban,way_402279956,success,5,5,-725.11,False,False,True,True
la_urban,way_402279957,success,1,1,-41.24,False,False,True,True
la_urban,way_402279958,success,2,2,-271.38,False,False,True,True
la_urban,way_402279959,success,6,6,-717.68,False,False,True,True
la_urban,way_402279960,success,6,6,-802.55,False,False,True,True
la_urban,way_402279961,success,4,4,-406.33,False,False,True,True
la_urban,way_402279962,success,2,2,-291.26,False,False,True,True
la_urban,way_402279963,success,2,2,-44.12,False,False,True,True
la_urban,way_402279964,success,2,2,-46.02,False,False,True,True
la_urban,way_402279965,success,1,1,-297.99,False,False,True,True
la_urban,way_402280639,success,6,6,-544.95,False,False,True,True
la_urban,way_402280640,success,3,3,-263.42,False,False,True,True
la_urban,way_402280643,success,2,2,-106.21,False,False,True,True
la_urban,way_402280644,success,4,4,-422.55,False,False,True,True
la_urban,way_402280646,success,3,3,-179.42,False,False,True,True
la_urban,way_402280647,success,3,3,-306.59,False,False,True,True
la_urban,way_402280649,success,6,6,-505.42,False,False,True,True
la_urban,way_402280650,success,4,4,-415.18,False,False,True,True
la_urban,way_402280652,success,3,3,-296.07,False,False,True,True
la_urban,way_402280653,success,4,4,-251.83,False,False,True,True
la_urban,way_402280875,success,3,3,-307.84,False,False,True,True
la_urban,way_402280876,success,2,2,-91.01,False,False,True,True
la_urban,way_402280877,success,3,3,-272.26,False,False,True,True
la_urban,way_402280878,success,2,2,-103.5,False,False,True,True
la_urban,way_402280880,success,3,3,-223.28,False,False,True,True
la_urban,way_402280881,success,3,3,-247.07,False,False,True,True
la_urban,way_402280882,success,3,3,-216.09,False,False,True,True
la_urban,way_402280883,success,1,1,-65.56,False,False,True,True
la_urban,way_402280884,success,4,4,-976.15,False,False,True,True
la_urban,way_402282245,success,5,5,-835.73,False,False,True,True
la_urban,way_402285047,success,3,3,-710.5,False,False,True,True
la_urban,way_402286984,success,6,6,-999.13,False,False,True,True
la_urban,way_402286988,success,6,6,-917.36,False,False,True,True
la_urban,way_402286989,success,5,5,-711.93,False,False,True,True
la_urban,way_402305221,success,6,6,-539.89,False,False,True,True
la_urban,way_402307204,success,3,3,-347.61,False,False,True,True
la_urban,way_402307205,success,1,1,-296.87,False,False,True,True
la_urban,way_402307206,success,1,1,-65.99,False,False,True,True
la_urban,way_402307227,success,2,2,-59.77,False,False,True,True
la_urban,way_402310720,success,3,3,-349.55,False,False,True,True
la_urban,way_402310739,success,5,5,-1666.51,False,False,True,True
la_urban,way_402312387,success,3,3,-272.72,False,False,True,True
la_urban,way_402312388,success,2,2,-176.86,False,False,True,True
la_urban,way_402312389,success,3,3,-267.24,False,False,True,True
la_urban,way_402312390,success,3,3,-275.69,False,False,True,True
la_urban,way_402312391,success,1,1,-50.35,False,False,True,True
la_urban,way_402312392,success,2,2,-80.22,False,False,True,True
la_urban,way_402312393,success,1,1,-113.86,False,False,True,True
la_urban,way_402312394,success,2,2,-90.55,False,False,True,True
la_urban,way_402312395,success,1,1,-84.91,False,False,True,True
la_urban,way_402312397,success,3,3,-267.4,False,False,True,True
la_urban,way_402312398,success,3,3,-164.55,False,False,True,True
la_urban,way_419971841,success,2,2,-153.66,False,False,True,True
la_urban,way_419971891,success,90,90,-192.25,False,False,True,True
la_urban,way_419971902,success,2,2,-30.9,False,False,True,True
la_urban,way_427049837,success,42,42,-695.01,False,False,True,True
la_urban,way_427049838,success,3,3,-549.07,False,False,True,True
la_urban,way_427049839,success,3,3,-217.79,False,False,True,True
la_urban,way_427049840,success,3,3,-543.04,False,False,True,True
la_urban,way_427049841,success,8,8,-908.47,False,False,True,True
la_urban,way_427049842,success,77,77,-659.58,False,False,True,True
la_urban,way_427049844,success,2,2,-157.13,False,False,True,True
la_urban,way_427049845,success,3,3,-313.63,False,False,True,True
la_urban,way_427049846,success,2,2,-3065.16,False,False,True,True
la_urban,way_427049847,success,8,8,-712.55,False,False,True,True
la_urban,way_427049848,success,6,6,-740.36,False,False,True,True
la_urban,way_427049849,success,3,3,-709.53,False,False,True,True
la_urban,way_427049850,success,3,3,-687.99,False,False,True,True
la_urban,way_427049851,success,39,39,-288.89,False,False,True,True
la_urban,way_427049852,success,3,3,-342.52,False,False,True,True
la_urban,way_427049854,success,3,3,-520.7,False,False,True,True
la_urban,way_427049857,success,9,9,-1049.14,False,False,True,True
la_urban,way_427049860,success,5,5,-817.84,False,False,True,True
la_urban,way_427049864,success,3,3,-326.71,False,False,True,True
la_urban,way_427049867,success,3,3,-320.5,False,False,True,True
la_urban,way_427049869,success,10,10,-985.05,False,False,True,True
la_urban,way_427049870,success,3,3,-254.08,False,False,True,True
la_urban,way_427049871,success,3,3,-833.28,False,False,True,True
la_urban,way_427049872,success,3,3,-416.26,False,False,True,True
la_urban,way_427049873,success,6,6,-1112.99,False,False,True,True
la_urban,way_427049874,success,20,20,-351.22,False,False,True,True
la_urban,way_427049875,success,1,1,-80.26,False,False,True,True
la_urban,way_427049876,success,2,2,-104.62,False,False,True,True
la_urban,way_427049877,success,1,1,-115.01,False,False,True,True
la_urban,way_427049879,success,2,2,-92.15,False,False,True,True
la_urban,way_427049881,success,1,1,-119.57,False,False,True,True
la_urban,way_427049882,success,8,8,-821.86,False,False,True,True
la_urban,way_427049883,success,4,4,-959.82,False,False,True,True
la_urban,way_427049885,success,1,1,-112.14,False,False,True,True
la_urban,way_427049886,success,2,2,-114.36,False,False,True,True
la_urban,way_427049887,success,2,2,-103.01,False,False,True,True
la_urban,way_427049888,success,3,3,-709.21,False,False,True,True
la_urban,way_427049889,success,4,4,-564.22,False,False,True,True
la_urban,way_427049890,success,4,4,-561.22,False,False,True,True
la_urban,way_427270582,success,108,108,-294.08,False,False,True,True
la_urban,way_427270585,success,16,16,-1484.8,False,False,True,True
la_urban,way_427270590,success,6,6,-6758.61,False,False,True,True
la_urban,way_427274618,success,2,2,-502.1,False,False,True,True
la_urban,way_427274621,success,3,3,-1760.78,False,False,True,True
la_urban,way_427274623,success,13,13,-3565.1,False,False,True,True
la_urban,way_427274624,success,3,3,-576.96,False,False,True,True
la_urban,way_427274629,success,15,15,-2176.24,False,False,True,True
la_urban,way_427274635,success,6,6,-853.0,False,False,True,True
la_urban,way_427274650,success,8,8,-1382.1,False,False,True,True
la_urban,way_427274663,success,7,7,-1454.7,False,False,True,True
la_urban,way_427274669,success,6,6,-684.55,False,False,True,True
la_urban,way_427278382,success,120,120,-337.05,False,False,True,True
la_urban,way_427278417,success,52,52,-180.45,False,False,True,True
la_urban,way_427278427,success,1,1,-5963.68,False,False,True,True
la_urban,way_427278443,success,420,420,-431.46,False,False,True,True
la_urban,way_427462755,success,35,35,-195.44,False,False,True,True
la_urban,way_427462762,success,17,17,-2025.29,False,False,True,True
la_urban,way_427462776,success,6,6,-880.08,False,False,True,True
la_urban,way_427462795,success,24,24,-447.53,False,False,True,True
la_urban,way_428556523,success,4,4,-822.86,False,False,True,True
la_urban,way_428556910,success,4,4,-744.31,False,False,True,True
la_urban,way_428616791,success,4,4,-1243.09,False,False,True,True
la_urban,way_428616994,success,2,2,-618.98,False,False,True,True
la_urban,way_428617052,success,12,12,-183.51,False,False,True,True
la_urban,way_428624177,success,3,3,-542.83,False,False,True,True
la_urban,way_428624261,success,2,2,-198.18,False,False,True,True
la_urban,way_428637633,success,4,4,-1974.6,False,False,True,True
la_urban,way_428643298,success,3,3,-670.77,False,False,True,True
la_urban,way_428643299,success,3,3,-411.03,False,False,True,True
la_urban,way_428643300,success,3,3,-439.86,False,False,True,True
la_urban,way_428643301,success,1,1,-6365.09,False,False,True,True
la_urban,way_428643302,success,5,5,-683.99,False,False,True,True
la_urban,way_428643303,success,6,6,-743.62,False,False,True,True
la_urban,way_428643304,success,6,6,-686.77,False,False,True,True
la_urban,way_428643305,success,6,6,-652.63,False,False,True,True
la_urban,way_428643306,success,5,5,-618.65,False,False,True,True
la_urban,way_428643307,success,6,6,-666.02,False,False,True,True
la_urban,way_428643308,success,6,6,-663.92,False,False,True,True
la_urban,way_428643310,success,7,7,-639.0,False,False,True,True
la_urban,way_428643311,success,6,6,-661.65,False,False,True,True
la_urban,way_428643312,success,60,60,-177.5,False,False,True,True
la_urban,way_428643313,success,4,4,-333.03,False,False,True,True
la_urban,way_428643314,success,6,6,-657.5,False,False,True,True
la_urban,way_428643315,success,7,7,-779.9,False,False,True,True
la_urban,way_428643316,success,6,6,-667.15,False,False,True,True
la_urban,way_428643317,success,6,6,-616.28,False,False,True,True
la_urban,way_428643318,success,6,6,-632.63,False,False,True,True
la_urban,way_428643319,success,6,6,-587.99,False,False,True,True
la_urban,way_428643320,success,6,6,-587.55,False,False,True,True
la_urban,way_428643321,success,6,6,-590.08,False,False,True,True
la_urban,way_428643322,success,3,3,-996.89,False,False,True,True
la_urban,way_428643323,success,6,6,-1293.62,False,False,True,True
la_urban,way_428643324,success,6,6,-1237.76,False,False,True,True
la_urban,way_428643325,success,2,2,-123.16,False,False,True,True
la_urban,way_428643327,success,1,1,-118.63,False,False,True,True
la_urban,way_428643329,success,3,3,-440.04,False,False,True,True
la_urban,way_428643330,success,11,11,-1126.1,False,False,True,True
la_urban,way_428643331,success,5,5,-633.8,False,False,True,True
la_urban,way_428643332,success,4,4,-631.84,False,False,True,True
la_urban,way_428643334,success,3,3,-435.52,False,False,True,True
la_urban,way_428643335,success,17,17,-8079.7,False,False,True,True
la_urban,way_428643336,success,2,2,-76.34,False,False,True,True
la_urban,way_428846124,success,6,6,-537.25,False,False,True,True
la_urban,way_428846125,success,3,3,-274.93,False,False,True,True
la_urban,way_428846126,success,1,1,-40.82,False,False,True,True
la_urban,way_428846127,success,18,18,-194.48,False,False,True,True
la_urban,way_428846128,success,3,3,-275.78,False,False,True,True
la_urban,way_428846129,success,2,2,-310.46,False,False,True,True
la_urban,way_428846130,success,2,2,-771.26,False,False,True,True
la_urban,way_428846131,success,3,3,-403.03,False,False,True,True
la_urban,way_428846132,success,3,3,-508.08,False,False,True,True
la_urban,way_428846134,success,2,2,-33.23,False,False,True,True
la_urban,way_428846136,success,2,2,-97.86,False,False,True,True
la_urban,way_428846138,success,2,2,-84.02,False,False,True,True
la_urban,way_428846139,success,2,2,-145.74,False,False,True,True
la_urban,way_428846140,success,5,5,-621.36,False,False,True,True
la_urban,way_428846141,success,2,2,-140.16,False,False,True,True
la_urban,way_429289124,success,1,1,-49.36,False,False,True,True
la_urban,way_429289126,success,2,2,-34.12,False,False,True,True
la_urban,way_429289129,success,2,2,-42.6,False,False,True,True
la_urban,way_429289130,success,2,2,-78.02,False,False,True,True
la_urban,way_429289131,success,2,2,-28.03,False,False,True,True
la_urban,way_429322038,success,6,6,-204.77,False,False,True,True
la_urban,way_429322045,success,1,1,-27.85,False,False,True,True
la_urban,way_429322055,success,3,3,-500.16,False,False,True,True
la_urban,way_429368292,success,2,2,-82.12,False,False,True,True
la_urban,way_429368294,success,2,2,-30.49,False,False,True,True
la_urban,way_429368297,success,1,1,-48.41,False,False,True,True
la_urban,way_429374106,success,2,2,-31.6,False,False,True,True
la_urban,way_429374108,success,3,3,-48.25,False,False,True,True
la_urban,way_429375969,success,1,1,-112.15,False,False,True,True
la_urban,way_429375970,success,2,2,-125.56,False,False,True,True
la_urban,way_429375971,success,1,1,-111.86,False,False,True,True
la_urban,way_429375972,success,2,2,-33.49,False,False,True,True
la_urban,way_429375973,success,2,2,-113.08,False,False,True,True
la_urban,way_429375974,success,2,2,-141.43,False,False,True,True
la_urban,way_429375975,success,3,3,-122.88,False,False,True,True
la_urban,way_429375976,success,1,1,-107.71,False,False,True,True
la_urban,way_429375977,success,2,2,-117.32,False,False,True,True
la_urban,way_429375978,success,2,2,-129.4,False,False,True,True
la_urban,way_429375979,success,2,2,-131.41,False,False,True,True
la_urban,way_429375980,success,1,1,-137.58,False,False,True,True
la_urban,way_429375981,success,2,2,-132.88,False,False,True,True
la_urban,way_429375982,success,2,2,-119.28,False,False,True,True
la_urban,way_429375983,success,1,1,-127.61,False,False,True,True
la_urban,way_429375984,success,1,1,-59.96,False,False,True,True
la_urban,way_429375985,success,2,2,-146.31,False,False,True,True
la_urban,way_431089954,success,3,3,-37.15,False,False,True,True
la_urban,way_490390110,success,48,48,-325.92,False,False,True,True
la_urban,way_490396647,success,7,7,-9475.58,False,False,True,True
la_urban,way_490396659,success,121,121,-430.49,False,False,True,True
la_urban,way_490396665,success,121,121,-431.48,False,False,True,True
la_urban,way_490396669,success,48,48,-336.43,False,False,True,True
la_urban,way_495912543,success,1,1,-192.84,False,False,True,True
la_urban,way_495912544,success,2,2,-483.14,False,False,True,True
la_urban,way_495912547,success,12,12,-335.07,False,False,True,True
la_urban,way_495912549,success,8,8,-581.05,False,False,True,True
la_urban,way_913603652,success,1,1,-3602.67,False,False,True,True
