osm_id,height_m_before,height_m_after,provenance_height_m_before,provenance_height_m_after,was_null,filled_by_fusion
way/266010354,24.9,24.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010376,36.5,36.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010396,,123.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010410,32.6,32.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010414,,,OSM_MISSING,OSM_MISSING,True,False
way/266010420,,157.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010429,,96.0,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010432,64.8,64.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010434,30.0,30.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010436,,85.0,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010439,,73.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010444,49.2,49.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010446,,103.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266025012,,57.7,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266033991,27.8,27.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266033999,28.3,28.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034001,22.8,22.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034003,59.0,59.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034043,13.6,13.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034044,16.0,16.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034045,,110.4,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266034046,18.3,18.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034047,21.1,21.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034048,24.6,24.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034049,56.7,56.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034050,23.6,23.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034053,17.6,17.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034054,82.7,82.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034056,,159.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266034058,9.0,9.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034059,23.2,23.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034060,64.8,64.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034071,35.0,35.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034074,54.4,54.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034077,23.4,23.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266034080,169.0,169.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143298,35.0,35.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143299,24.2,24.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143301,19.8,19.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143302,57.1,57.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143303,69.4,69.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143304,32.3,32.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143305,22.1,22.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143306,54.3,54.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143307,12.7,12.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143308,,103.7,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266143309,90.0,90.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143310,48.9,48.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143311,50.4,50.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143312,12.1,12.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143313,56.2,56.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143314,55.1,55.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143315,64.8,64.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143321,21.7,21.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143323,11.8,11.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143324,27.8,27.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143337,22.9,22.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143341,,183.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266143344,38.2,38.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143345,90.4,90.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143346,11.8,11.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143348,107.9,107.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143351,9.5,9.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143354,94.3,94.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143355,77.8,77.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143358,,,OSM_MISSING,OSM_MISSING,True,False
way/266143359,53.1,53.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266143361,,172.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266149298,20.7,20.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149299,21.0,21.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149300,20.9,20.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149302,20.3,20.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149304,19.7,19.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149305,18.6,18.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149306,13.9,13.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149307,14.6,14.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149308,39.5,39.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149309,26.6,26.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149315,22.9,22.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149316,13.7,13.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149319,18.9,18.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149320,17.9,17.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149322,13.1,13.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149323,13.0,13.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149324,13.2,13.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149325,20.9,20.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149327,26.2,26.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149328,22.6,22.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149329,19.9,19.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149330,22.3,22.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149332,41.1,41.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149334,21.9,21.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149336,24.7,24.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149338,81.0,81.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149341,23.3,23.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149345,19.6,19.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149351,,14.6110200881958,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266149358,63.2,63.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149362,19.5,19.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149365,,92.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266149367,55.0,55.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149370,160.6,160.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266149373,,128.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170533,43.0,43.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170534,,206.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170535,21.7,21.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170536,24.4,24.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170537,34.3,34.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170538,30.1,30.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170539,32.7,32.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170540,12.5,12.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170541,21.0,21.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170542,13.1,13.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170543,66.4,66.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170544,51.5,51.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170545,46.1,46.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170546,,77.4,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170548,18.2,18.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170552,49.1,49.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170553,18.6,18.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170554,52.6,52.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170555,15.3,15.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170556,15.6,15.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170557,12.7,12.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170559,43.1,43.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170561,54.1,54.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170562,,86.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170563,6.5,6.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170569,25.0,25.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170570,35.5,35.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170571,70.2,70.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170572,34.1,34.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170573,15.9,15.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170575,15.6,15.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170578,15.1,15.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170579,38.2,38.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170580,15.7,15.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170582,16.0,16.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170583,51.0,51.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170585,15.7,15.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170587,13.1,13.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170593,13.1,13.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170595,47.6,47.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170596,45.8,45.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170597,,75.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170599,12.4,12.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170600,23.1,23.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170601,46.6,46.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170603,54.7,54.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170605,16.3,16.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170608,23.4,23.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170609,40.9,40.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170610,16.7,16.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170613,46.4,46.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170615,,63.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170624,16.9,16.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170627,38.9,38.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170628,15.8,15.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170631,16.1,16.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170632,64.8,64.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170633,66.2,66.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170634,30.0,30.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170635,17.3,17.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170638,22.3,22.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170639,61.0,61.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170640,22.0,22.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170642,16.7,16.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170643,14.0,14.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170644,25.9,25.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170645,30.1,30.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170646,16.5,16.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170647,58.0,58.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170648,8.2,8.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170651,16.5,16.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170652,22.9,22.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170653,,23.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170654,18.1,18.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170655,24.1,24.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170658,56.4,56.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170660,16.3,16.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170661,14.5,14.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170662,36.9,36.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170663,16.1,16.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170664,16.6,16.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170665,12.5,12.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170666,30.4,30.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170667,50.2,50.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170668,58.4,58.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170669,21.3,21.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170670,23.1,23.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170671,74.1,74.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170672,24.1,24.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170673,38.1,38.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170674,17.2,17.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170675,32.6,32.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170676,48.0,48.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170677,17.5,17.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170678,17.1,17.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170679,53.0,53.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170680,21.6,21.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170681,18.4,18.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170682,16.1,16.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170683,,69.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170684,16.9,16.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170685,18.8,18.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170686,15.4,15.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170687,26.6,26.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170688,15.4,15.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170689,52.9,52.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170690,45.8,45.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170696,,90.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170697,23.3,23.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170699,38.1,38.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170700,37.2,37.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170701,22.3,22.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170702,37.7,37.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170703,66.3,66.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170704,17.1,17.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170705,21.9,21.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170711,,67.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170712,16.3,16.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170715,24.8,24.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170718,26.4,26.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170719,40.9,40.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170721,46.0,46.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170723,78.1,78.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170724,50.0,50.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170725,7.2,7.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170726,16.3,16.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170727,27.0,27.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170728,24.0,24.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170729,45.9,45.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170730,16.6,16.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170731,60.0,60.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170732,13.3,13.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170734,,27.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170736,64.5,64.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170743,16.8,16.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170744,16.9,16.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170745,13.1,13.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170746,5.0,5.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170747,13.7,13.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170751,23.2,23.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170752,42.0,42.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170753,11.7,11.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170755,30.3,30.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170756,,152.0,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170757,35.1,35.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170758,29.9,29.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170759,16.0,16.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170760,16.6,16.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170761,41.4,41.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170762,89.0,89.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170763,,107.6,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170764,24.0,24.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170765,65.8,65.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170766,,149.2,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170767,113.0,113.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170768,53.3,53.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170769,,24.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170770,63.2,63.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170771,70.0,70.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170772,15.5,15.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170777,40.0,40.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170781,,85.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170782,33.4,33.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170783,78.5,78.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170785,63.5,63.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170787,46.9,46.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170788,52.5,52.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170789,35.4,35.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170792,,196.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170794,,68.7,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170795,157.0,157.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170797,,84.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170800,49.3,49.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170802,25.0,25.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170804,23.4,23.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170809,,88.2,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170814,9.1,9.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170816,74.3,74.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170818,34.2,34.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170819,,114.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170820,,100.0,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170824,,50.6,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170825,,22.492284774780273,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170830,8.0,8.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170831,56.2,56.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170832,25.1,25.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170833,6.1,6.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170835,19.2,19.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170836,,61.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170837,,73.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170838,30.3,30.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170839,18.7,18.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170840,63.2,63.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170841,,104.6,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170843,57.3,57.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170844,,71.7,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266170848,30.0,30.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170852,175.0,175.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266170853,,215.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266863344,48.0,48.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/267018744,138.0,138.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/277956176,123.0,123.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/282065776,,27.2,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/283346493,,103.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/288448678,,,OSM_MISSING,OSM_MISSING,True,False
way/292743602,80.0,80.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/292840083,50.0,50.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/292840084,51.0,51.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/292840085,81.4,81.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/293183674,,145.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/319773436,12.1,12.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/372083672,,24.724472045898438,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/392300456,40.7,40.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/458501298,78.0,78.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/473560487,,,OSM_MISSING,OSM_MISSING,True,False
way/487519789,,15.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/487519790,10.0,10.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/591988931,,18.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/591988933,,6.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/591988935,,5.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/591988942,,,OSM_MISSING,OSM_MISSING,True,False
way/591988947,,42.9,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/635639732,,,OSM_MISSING,OSM_MISSING,True,False
way/645421567,89.3,89.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/702073637,,3.6,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/702073638,,23.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/702073639,,27.2,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/702073640,,3.1,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/702073641,,4.4,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/702073799,,8.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/812938420,,56.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/819626511,,56.0,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/1117680745,,,OSM_MISSING,OSM_MISSING,True,False
way/1117866997,3.0,3.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/1121582597,3.0,3.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/1197731542,257.0,257.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/1240348353,325.1,325.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/1240350113,304.8,304.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/1317983503,,,OSM_MISSING,OSM_MISSING,True,False
relation/1860567,,,OSM_MISSING,OSM_MISSING,True,False
relation/3565283,20.0,20.0,OSM_OBSERVED,OSM_OBSERVED,False,False
relation/3566904,46.6,46.6,OSM_OBSERVED,OSM_OBSERVED,False,False
relation/3576199,46.1,46.1,OSM_OBSERVED,OSM_OBSERVED,False,False
relation/3576201,34.2,34.2,OSM_OBSERVED,OSM_OBSERVED,False,False
relation/11171765,,38.2,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
relation/11171793,,,OSM_MISSING,OSM_MISSING,True,False
