osm_id,height_m_before,height_m_after,provenance_height_m_before,provenance_height_m_after,was_null,filled_by_fusion
way/265875576,18.0,18.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875579,19.9,19.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875581,40.3,40.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875590,19.0,19.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875593,20.2,20.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875600,22.5,22.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875605,18.7,18.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875616,18.6,18.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875622,63.4,63.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875628,15.3,15.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875636,4.0,4.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875639,56.7,56.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875648,397.0,397.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875649,155.2,155.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875652,102.6,102.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875655,156.1,156.1,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875658,64.5,64.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875661,18.8,18.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875663,,108.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/265875670,78.4,78.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875679,50.0,50.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265875682,,148.3,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/265932612,,134.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/265932613,9.0,9.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/265947358,45.8,45.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010263,29.4,29.4,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010265,16.5,16.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010267,22.5,22.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010271,30.8,30.8,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010273,29.7,29.7,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010278,19.9,19.9,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010285,80.3,80.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010295,57.3,57.3,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010300,23.6,23.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010313,26.2,26.2,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010324,23.6,23.6,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010333,,80.5,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010335,18.0,18.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010341,53.0,53.0,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010344,,132.8,OSM_MISSING,FUSED_OVERTURE_HIGH,True,True
way/266010352,55.5,55.5,OSM_OBSERVED,OSM_OBSERVED,False,False
way/266010353,75.6,75.6,OSM_OBSERVED,OSM_OBSERVED,False,False
