group,cell,mode,stem,zone_name,volume_m3,floor_area_m2,multiplier,ceiling_height_m,volume_degenerate
fatal,la_urban,layout_assign,way_401910463,GUESTROOM219,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM220_223,137.77,50.22,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM224,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,FRONTSTORAGEFLR2,13.25,4.83,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,FRONTSTAIRSFLR2,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,REARSTAIRSFLR3,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,CORRIDORFLR3,132.47,48.29,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,REARSTORAGEFLR3,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM301,34.45,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM302_305,137.78,50.23,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM306_308,111.28,40.57,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM309_312,137.78,50.23,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM313,34.45,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM314,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM315_318,137.77,50.22,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,ELEVATORCOREFLR3,15.9,5.79,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM319,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM320_323,137.77,50.22,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM324,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,FRONTSTORAGEFLR3,13.25,4.83,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,FRONTSTAIRSFLR3,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,REARSTAIRSFLR4,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,CORRIDORFLR4,132.47,48.29,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,REARSTORAGEFLR4,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM401,34.45,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM402_405,137.78,50.23,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM406_408,111.28,40.57,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM409_412,137.78,50.23,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM413,34.45,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM414,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM415_418,137.77,50.22,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,ELEVATORCOREFLR4,15.9,5.79,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM419,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM420_423,137.77,50.22,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,GUESTROOM424,34.44,12.56,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,FRONTSTORAGEFLR4,13.25,4.83,1.0,2.74,False
fatal,la_urban,layout_assign,way_401910463,FRONTSTAIRSFLR4,21.2,7.73,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,REARSTAIRSFLR1,23.22,6.93,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,CORRIDORFLR1,174.15,51.94,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,REARSTORAGEFLR1,23.23,6.93,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,FRONTLOUNGEFLR1,188.67,56.27,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,RESTROOMFLR1,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,MEETINGROOMFLR1,92.88,27.7,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,MECHANICALROOMFLR1,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM101,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM102,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM103,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM104,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM105,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,EMPLOYEELOUNGEFLR1,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,LAUNDRYROOMFLR1,113.19,33.76,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,ELEVATORCOREFLR1,17.41,5.19,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,EXERCISECENTERFLR1,37.73,11.25,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,FRONTOFFICEFLR1,150.92,45.01,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTAIRSFLR1,23.22,6.93,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTORAGEFLR1,14.51,4.33,1.0,3.35,False
fatal,la_urban,layout_assign,way_428846131,REARSTAIRSFLR2,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,CORRIDORFLR2,118.74,43.28,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,REARSTORAGEFLR2,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM201,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM202_205,123.49,45.02,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM206_208,99.74,36.36,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM209_212,123.49,45.02,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM213,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM214,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM215_218,123.48,45.01,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,ELEVATORCOREFLR2,14.25,5.19,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM219,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM220_223,123.48,45.01,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM224,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTORAGEFLR2,11.87,4.33,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTAIRSFLR2,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,REARSTAIRSFLR3,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,CORRIDORFLR3,118.74,43.28,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,REARSTORAGEFLR3,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM301,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM302_305,123.49,45.02,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM306_308,99.74,36.36,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM309_312,123.49,45.02,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM313,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM314,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM315_318,123.48,45.01,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,ELEVATORCOREFLR3,14.25,5.19,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM319,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM320_323,123.48,45.01,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM324,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTORAGEFLR3,11.87,4.33,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTAIRSFLR3,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,REARSTAIRSFLR4,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,CORRIDORFLR4,118.74,43.28,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,REARSTORAGEFLR4,19.0,6.93,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM401,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM402_405,123.49,45.02,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM406_408,99.74,36.36,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM409_412,123.49,45.02,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM413,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM414,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM415_418,123.48,45.01,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,ELEVATORCOREFLR4,14.25,5.19,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM419,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM420_423,123.48,45.01,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,GUESTROOM424,30.87,11.25,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTORAGEFLR4,11.87,4.33,1.0,2.74,False
fatal,la_urban,layout_assign,way_428846131,FRONTSTAIRSFLR4,19.0,6.93,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTAIRSFLR1,25.19,7.51,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,CORRIDORFLR1,188.89,56.34,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTORAGEFLR1,25.19,7.51,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTLOUNGEFLR1,204.64,61.04,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,RESTROOMFLR1,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,MEETINGROOMFLR1,100.75,30.05,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,MECHANICALROOMFLR1,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM101,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM102,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM103,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM104,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM105,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,EMPLOYEELOUNGEFLR1,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,LAUNDRYROOMFLR1,122.78,36.62,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,ELEVATORCOREFLR1,18.89,5.63,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,EXERCISECENTERFLR1,40.93,12.21,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTOFFICEFLR1,163.7,48.83,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTAIRSFLR1,25.19,7.51,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTORAGEFLR1,15.74,4.69,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTAIRSFLR2,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,CORRIDORFLR2,128.79,46.95,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTORAGEFLR2,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM201,33.49,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM202_205,133.95,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM206_208,108.19,39.44,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM209_212,133.95,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM213,33.49,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM214,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM215_218,133.94,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,ELEVATORCOREFLR2,15.45,5.63,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM219,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM220_223,133.94,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM224,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTORAGEFLR2,12.88,4.69,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTAIRSFLR2,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTAIRSFLR3,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,CORRIDORFLR3,128.79,46.95,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTORAGEFLR3,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM301,33.49,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM302_305,133.95,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM306_308,108.19,39.44,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM309_312,133.95,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM313,33.49,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM314,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM315_318,133.94,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,ELEVATORCOREFLR3,15.45,5.63,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM319,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM320_323,133.94,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM324,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTORAGEFLR3,12.88,4.69,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTAIRSFLR3,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTAIRSFLR4,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,CORRIDORFLR4,128.79,46.95,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,REARSTORAGEFLR4,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM401,33.49,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM402_405,133.95,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM406_408,108.19,39.44,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM409_412,133.95,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM413,33.49,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM414,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM415_418,133.94,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,ELEVATORCOREFLR4,15.45,5.63,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM419,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM420_423,133.94,48.83,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,GUESTROOM424,33.48,12.21,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTORAGEFLR4,12.88,4.69,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718400,FRONTSTAIRSFLR4,20.61,7.51,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTAIRSFLR1,14.08,4.2,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,CORRIDORFLR1,105.58,31.49,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTORAGEFLR1,14.08,4.2,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTLOUNGEFLR1,114.39,34.12,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,RESTROOMFLR1,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,MEETINGROOMFLR1,56.31,16.8,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,MECHANICALROOMFLR1,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM101,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM102,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM103,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM104,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM105,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,EMPLOYEELOUNGEFLR1,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,LAUNDRYROOMFLR1,68.63,20.47,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,ELEVATORCOREFLR1,10.56,3.15,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,EXERCISECENTERFLR1,22.88,6.82,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTOFFICEFLR1,91.5,27.29,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTAIRSFLR1,14.08,4.2,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTORAGEFLR1,8.8,2.62,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTAIRSFLR2,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,CORRIDORFLR2,71.99,26.24,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTORAGEFLR2,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM201,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM202_205,74.87,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM206_208,60.47,22.04,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM209_212,74.87,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM213,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM214,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM215_218,74.86,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,ELEVATORCOREFLR2,8.64,3.15,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM219,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM220_223,74.86,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM224,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTORAGEFLR2,7.2,2.62,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTAIRSFLR2,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTAIRSFLR3,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,CORRIDORFLR3,71.99,26.24,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTORAGEFLR3,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM301,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM302_305,74.87,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM306_308,60.47,22.04,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM309_312,74.87,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM313,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM314,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM315_318,74.86,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,ELEVATORCOREFLR3,8.64,3.15,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM319,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM320_323,74.86,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM324,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTORAGEFLR3,7.2,2.62,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTAIRSFLR3,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTAIRSFLR4,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,CORRIDORFLR4,71.99,26.24,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,REARSTORAGEFLR4,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM401,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM402_405,74.87,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM406_408,60.47,22.04,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM409_412,74.87,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM413,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM414,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM415_418,74.86,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,ELEVATORCOREFLR4,8.64,3.15,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM419,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM420_423,74.86,27.29,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,GUESTROOM424,18.72,6.82,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTORAGEFLR4,7.2,2.62,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718402,FRONTSTAIRSFLR4,11.52,4.2,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,REARSTAIRSFLR1,13.16,3.93,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,CORRIDORFLR1,98.71,29.44,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,REARSTORAGEFLR1,13.17,3.93,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,FRONTLOUNGEFLR1,106.95,31.9,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,RESTROOMFLR1,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,MEETINGROOMFLR1,52.65,15.7,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,MECHANICALROOMFLR1,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM101,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM102,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM103,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM104,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM105,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,EMPLOYEELOUNGEFLR1,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,LAUNDRYROOMFLR1,64.16,19.14,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,ELEVATORCOREFLR1,9.87,2.94,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,EXERCISECENTERFLR1,21.39,6.38,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,FRONTOFFICEFLR1,85.55,25.52,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,FRONTSTAIRSFLR1,13.16,3.93,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,FRONTSTORAGEFLR1,8.23,2.45,1.0,3.35,False
fatal,nyc_rural,layout_assign,way_965718403,REARSTAIRSFLR2,10.77,3.93,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,CORRIDORFLR2,67.3,24.54,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,REARSTORAGEFLR2,10.77,3.93,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM201,17.5,6.38,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM202_205,70.0,25.52,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM206_208,56.54,20.61,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM209_212,70.0,25.52,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM213,17.5,6.38,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM214,17.5,6.38,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,GUESTROOM215_218,70.0,25.52,1.0,2.74,False
fatal,nyc_rural,layout_assign,way_965718403,ELEVATORCOREFLR2,8.08,2.94,1.0,2.74,False
