cell,osm_id,idf_stem,outdir,sql_path,err_path,status,dh_water_gj,dh_total_gj,dh_total_kwh,total_end_uses_all_fuels_gj,dh_share_of_total_end_uses,c2_pass,c2_failures,parser_status,parser_total_eui_kwh_m2,parser_floor_area_m2,dh_share_of_parser_total,record_total_eui_kwh_m2,c4_residual_pct,c4_pass,c4b_pass,rank
la_suburban,relation/6584771,relation_6584771,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\relation_6584771\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\relation_6584771\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\relation_6584771\out\eplusout.err,ok,69.2,69.2,19222.222222222223,288.13,0.24016936799361402,True,,success,99.12279032882232,613.52,0.31608315374321133,99.12279032882232,0.0,True,True,0
la_suburban,way/442621975,way_442621975,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442621975\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442621975\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442621975\out\eplusout.err,ok,46.37,46.37,12880.555555555555,205.97,0.22512987328251685,True,,success,111.0084174790291,399.36,0.29054547764243127,111.00841747902916,5.120640411935106e-14,True,True,1
la_suburban,way/442622377,way_442622377,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442622377\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442622377\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442622377\out\eplusout.err,ok,9.75,9.75,2708.3333333333335,52.239999999999995,0.18663859111791734,True,,success,140.54098606994577,83.98,0.22946859065022945,140.5409860699456,1.2133845175780475e-13,True,True,2
la_suburban,way/442624948,way_442624948,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442624948\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442624948\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442624948\out\eplusout.err,ok,36.37,36.37,10102.777777777777,158.21,0.2298843309525314,True,,success,108.03899664012825,313.26,0.2985075461951513,108.03899664012825,0.0,True,True,3
la_suburban,way/442634013,way_442634013,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442634013\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442634013\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_suburban\way_442634013\out\eplusout.err,ok,49.38,49.38,13716.666666666668,219.63,0.2248326731320858,True,,success,113.02737450462106,418.42,0.29003640281079685,113.02737450462097,8.801052262109043e-14,True,True,4
la_urban,relation/6243355,relation_6243355,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\relation_6243355\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\relation_6243355\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\relation_6243355\out\eplusout.err,ok,1320.13,1320.13,366702.7777777778,5586.900000000001,0.23629025040720256,True,,success,90.70922963456702,13066.05,0.30939864354740015,90.70922963456704,1.5666382321239117e-14,True,True,0
la_urban,way/402036185,way_402036185,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402036185\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402036185\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402036185\out\eplusout.err,ok,470.87,470.87,130797.22222222222,26170.440000000002,0.017992437268918672,True,,success,143.76148870271436,49657.04999999999,0.018322091337060416,143.76148870271436,0.0,True,True,1
la_urban,way/402250529,way_402250529,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402250529\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402250529\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402250529\out\eplusout.err,ok,11.44,11.44,3177.7777777777774,61.93,0.1847246891651865,True,,success,143.54877392709096,97.7,0.22658412164443945,143.54877392709108,7.91973589264914e-14,True,True,2
la_urban,way/402278405,way_402278405,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402278405\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402278405\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_402278405\out\eplusout.err,ok,73.74,73.74,20483.333333333332,329.57,0.22374609339442303,True,,success,108.98708742824813,652.02,0.2882469153395452,108.98708742824772,3.781317552982378e-13,True,True,3
la_urban,way/427049883,way_427049883,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_427049883\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_427049883\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\la_urban\way_427049883\out\eplusout.err,ok,373.57,373.57,103769.44444444444,1569.66,0.23799421530777365,True,,success,100.96260014667668,3290.8,0.31232552331556074,100.9626001466766,7.037682614431847e-14,True,True,4
nyc_centre,relation/11171765,relation_11171765,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\relation_11171765\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\relation_11171765\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\relation_11171765\out\eplusout.err,ok,302.72,302.72,84088.88888888889,38283.07,0.007907411814151792,True,,success,80.44211587850367,131151.41,0.007970437572256997,80.44211587850366,1.7665938495035952e-14,True,True,0
nyc_centre,way/265301868,way_265301868,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_265301868\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_265301868\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_265301868\out\eplusout.err,ok,9.03,9.03,2508.333333333333,614.5,0.01469487388120423,True,,success,93.71069109289752,1794.76,0.01491384849912384,93.71069109289752,0.0,True,True,1
nyc_centre,way/265320179,way_265320179,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_265320179\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_265320179\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_265320179\out\eplusout.err,ok,92.99,92.99,25830.555555555555,6571.38,0.014150756766463055,True,,success,194.97338119994754,9229.740000000003,0.01435386827853174,194.97338119897404,4.992991276161552e-10,True,True,2
nyc_centre,way/266143309,way_266143309,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_266143309\out,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_266143309\out\eplusout.sql,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\open61_production_sample\nyc_centre\way_266143309\out\eplusout.err,ok,3433.56,3433.56,953766.6666666666,18279.0,0.18784178565567045,True,,success,177.87994444474225,23151.600000000006,0.2315976480376636,177.87994444850585,2.11581062409406e-09,True,True,3
