file,defines_own_run_ep,imports_from_open56_zone_volume_experiment,imported_names,classification
scripts/analysis/open56_zone_volume_experiment.py,True,False,,origin_defines_run_ep_and_read_run
scripts/analysis/a3_measure_band_deletion.py,True,False,,name_collision_local_def
scripts/analysis/open35_storey_intervention_2026-08-19.py,False,True,_split_objects;_fields;_verts;read_run,real_importer
scripts/analysis/open56_fleet_cost_repair.py,False,True,epw_for;read_run;run_ep,real_importer
scripts/analysis/open56_fleet_cost_stratified.py,False,True,BASE;RESULTS;assert_one_field_diff;epw_for;read_run;run_ep;write_treated,real_importer
scripts/diagnostics/t01_reproduce_degenerate.py,True,False,,name_collision_local_def
scripts/diagnostics/t04_validate_way428643335.py,True,False,,name_collision_local_def
scripts/diagnostics/t06_validate_relation6374725.py,True,False,,name_collision_local_def
