osm_id,cells,n_stems,n_zones,n_stub_zones,frac_stub,all_stubbed,vol_built,vol_expected,vol_ratio
way/241836903,nyc_urban,1,4,4,1.000000,True,40.0000,1461.6000,0.027367
way/241836905,nyc_urban,1,2,2,1.000000,True,20.0000,947.4500,0.021109
way/241836907,nyc_urban,1,3,3,1.000000,True,30.0000,1096.3050,0.027365
way/241836908,nyc_urban,1,4,4,1.000000,True,40.0000,1658.5800,0.024117
way/241836910,nyc_urban,1,3,3,1.000000,True,30.0000,995.9250,0.030123
way/241836911,nyc_urban,1,3,3,1.000000,True,30.0000,879.9000,0.034095
way/241836912,nyc_urban,1,3,3,1.000000,True,30.0000,754.3200,0.039771
way/241836913,nyc_urban,1,3,3,1.000000,True,30.0000,1004.8500,0.029855
way/241836914,nyc_urban,1,3,3,1.000000,True,30.0000,1008.9450,0.029734
way/241836915,nyc_urban,1,4,4,1.000000,True,40.0000,1253.7000,0.031906
way/241836917,nyc_urban,1,4,4,1.000000,True,40.0000,2220.4000,0.018015
way/241854605,nyc_urban,1,3,3,1.000000,True,30.0000,4604.8800,0.006515
way/241854606,nyc_urban,1,5,5,1.000000,True,50.0000,2765.7000,0.018079
way/241854614,nyc_urban,1,5,5,1.000000,True,50.0000,7547.7500,0.006624
way/241854616,nyc_urban,1,3,3,1.000000,True,30.0000,1579.4100,0.018994
way/241854619,nyc_urban,1,3,3,1.000000,True,30.0000,1269.3450,0.023634
way/241854621,nyc_urban,1,3,3,1.000000,True,30.0000,892.1850,0.033625
way/241854627,nyc_urban,1,4,4,1.000000,True,40.0000,4228.1400,0.009460
way/241854635,nyc_urban,1,1,1,1.000000,True,10.0000,1934.4850,0.005169
way/241854645,nyc_urban,1,5,5,1.000000,True,50.0000,14500.6750,0.003448
way/241854650,nyc_urban,1,1,1,1.000000,True,10.0000,404.2500,0.024737
way/241854652,nyc_urban,1,3,3,1.000000,True,30.0000,1412.8800,0.021233
way/241854654,nyc_urban,1,4,4,1.000000,True,40.0000,2214.5200,0.018063
way/241854656,nyc_urban,1,5,5,1.000000,True,50.0000,14324.1000,0.003491
way/241854658,nyc_urban,1,5,5,1.000000,True,50.0000,13269.5500,0.003768
way/241854660,nyc_urban,1,3,3,1.000000,True,30.0000,19050.5700,0.001575
way/241854666,nyc_urban,1,3,3,1.000000,True,30.0000,1312.6050,0.022855
way/241854668,nyc_urban,1,3,3,1.000000,True,30.0000,975.2400,0.030762
way/241854670,nyc_urban,1,1,1,1.000000,True,10.0000,93.6600,0.106769
way/241854671,nyc_urban,1,3,3,1.000000,True,30.0000,1002.7500,0.029918
way/241854673,nyc_urban,1,3,3,1.000000,True,30.0000,1153.4250,0.026009
way/241854676,nyc_urban,1,3,3,1.000000,True,30.0000,830.6550,0.036116
way/241854677,nyc_urban,1,1,1,1.000000,True,10.0000,107.7650,0.092795
way/241854678,nyc_urban,1,3,3,1.000000,True,30.0000,1069.4250,0.028052
way/241854679,nyc_urban,1,3,3,1.000000,True,30.0000,1245.6150,0.024084
way/241854681,nyc_urban,1,3,3,1.000000,True,30.0000,806.9250,0.037178
way/241854682,nyc_urban,1,3,3,1.000000,True,30.0000,1117.0950,0.026855
way/241854684,nyc_urban,1,3,3,1.000000,True,30.0000,537.4950,0.055814
way/241854686,nyc_urban,1,2,2,1.000000,True,20.0000,270.5500,0.073923
way/241854687,nyc_urban,1,2,2,1.000000,True,20.0000,542.0800,0.036895
way/241854688,nyc_urban,1,2,2,1.000000,True,20.0000,291.2700,0.068665
way/241854689,nyc_urban,1,1,1,1.000000,True,10.0000,144.8300,0.069046
way/241854690,nyc_urban,1,2,2,1.000000,True,20.0000,305.3400,0.065501
way/241854691,nyc_urban,1,2,2,1.000000,True,20.0000,518.4900,0.038574
way/241854692,nyc_urban,1,4,4,1.000000,True,40.0000,1444.5200,0.027691
way/241854694,nyc_urban,1,1,1,1.000000,True,10.0000,78.3650,0.127608
way/241854695,nyc_urban,1,3,3,1.000000,True,30.0000,823.0950,0.036448
way/241854696,nyc_urban,1,3,3,1.000000,True,30.0000,1059.3450,0.028319
way/241854697,nyc_urban,1,2,2,1.000000,True,20.0000,307.5100,0.065039
way/241854700,nyc_urban,1,1,1,1.000000,True,10.0000,139.6850,0.071590
way/241854703,nyc_urban,1,3,3,1.000000,True,30.0000,557.3400,0.053827
way/241854704,nyc_urban,1,3,3,1.000000,True,30.0000,1086.3300,0.027616
way/241854705,nyc_urban,1,1,1,1.000000,True,10.0000,129.1500,0.077429
way/241854706,nyc_urban,1,3,3,1.000000,True,30.0000,1189.3350,0.025224
way/241854707,nyc_urban,1,3,3,1.000000,True,30.0000,1075.5150,0.027894
way/241854708,nyc_urban,1,2,2,1.000000,True,20.0000,473.3400,0.042253
way/241854709,nyc_urban,1,3,3,1.000000,True,30.0000,889.6650,0.033721
way/241854710,nyc_urban,1,2,2,1.000000,True,20.0000,515.5500,0.038794
way/241854711,nyc_urban,1,1,1,1.000000,True,10.0000,151.0250,0.066214
way/241854713,nyc_urban,1,2,2,1.000000,True,20.0000,483.4900,0.041366
way/241854714,nyc_urban,1,3,3,1.000000,True,30.0000,716.2050,0.041887
way/241854719,nyc_urban,1,3,3,1.000000,True,30.0000,1199.1000,0.025019
way/241854720,nyc_urban,1,3,3,1.000000,True,30.0000,1131.9000,0.026504
way/241854721,nyc_urban,1,1,1,1.000000,True,10.0000,137.4450,0.072756
way/241854722,nyc_urban,1,2,2,1.000000,True,20.0000,1123.2200,0.017806
way/241854723,nyc_urban,1,1,1,1.000000,True,10.0000,121.3100,0.082433
way/241854726,nyc_urban,1,4,4,1.000000,True,40.0000,1558.9000,0.025659
way/241854728,nyc_urban,1,3,3,1.000000,True,30.0000,856.8000,0.035014
way/241854729,nyc_urban,1,3,3,1.000000,True,30.0000,1140.4050,0.026306
way/241854734,nyc_urban,1,2,2,1.000000,True,20.0000,298.8300,0.066928
way/241854736,nyc_urban,1,2,2,1.000000,True,20.0000,515.5500,0.038794
way/241854737,nyc_urban,1,2,2,1.000000,True,20.0000,271.1100,0.073771
way/241854738,nyc_urban,1,3,3,1.000000,True,30.0000,1195.6350,0.025091
way/241854739,nyc_urban,1,3,3,1.000000,True,30.0000,1058.6100,0.028339
way/241854740,nyc_urban,1,1,1,1.000000,True,10.0000,154.8750,0.064568
way/241854741,nyc_urban,1,1,1,1.000000,True,10.0000,120.7150,0.082840
way/241854742,nyc_urban,1,3,3,1.000000,True,30.0000,1090.7400,0.027504
way/241854744,nyc_urban,1,3,3,1.000000,True,30.0000,1181.1450,0.025399
way/241854745,nyc_urban,1,3,3,1.000000,True,30.0000,1146.8100,0.026160
way/241854746,nyc_urban,1,1,1,1.000000,True,10.0000,155.8550,0.064162
way/241854747,nyc_urban,1,2,2,1.000000,True,20.0000,208.9500,0.095717
way/241854748,nyc_urban,1,3,3,1.000000,True,30.0000,886.6200,0.033836
way/241854751,nyc_urban,1,1,1,1.000000,True,10.0000,115.5350,0.086554
way/241854753,nyc_urban,1,3,3,1.000000,True,30.0000,557.7600,0.053787
way/241854754,nyc_urban,1,2,2,1.000000,True,20.0000,267.2600,0.074833
way/241854757,nyc_urban,1,3,3,1.000000,True,30.0000,1093.0500,0.027446
way/241854758,nyc_urban,1,1,1,1.000000,True,10.0000,130.1300,0.076846
way/241854761,nyc_urban,1,3,3,1.000000,True,30.0000,953.4000,0.031466
way/241854762,nyc_urban,1,3,3,1.000000,True,30.0000,928.0950,0.032324
way/241854763,nyc_urban,1,3,3,1.000000,True,30.0000,821.3100,0.036527
way/241854765,nyc_urban,1,4,4,1.000000,True,40.0000,1467.0600,0.027265
way/241854768,nyc_urban,1,2,2,1.000000,True,20.0000,331.2400,0.060379
way/241854769,nyc_urban,1,3,3,1.000000,True,30.0000,747.4950,0.040134
way/241854770,nyc_urban,1,3,3,1.000000,True,30.0000,755.2650,0.039721
way/241854772,nyc_urban,1,2,2,1.000000,True,20.0000,489.3700,0.040869
way/241854774,nyc_urban,1,2,2,1.000000,True,20.0000,493.3600,0.040538
way/241854775,nyc_urban,1,3,3,1.000000,True,30.0000,712.3200,0.042116
way/241854776,nyc_urban,1,3,3,1.000000,True,30.0000,735.8400,0.040770
way/241854777,nyc_urban,1,3,3,1.000000,True,30.0000,1120.3500,0.026777
way/241854782,nyc_urban,1,3,3,1.000000,True,30.0000,1066.2750,0.028135
way/241854784,nyc_urban,1,1,1,1.000000,True,10.0000,126.4200,0.079101
way/241854787,nyc_urban,1,1,1,1.000000,True,10.0000,124.4600,0.080347
way/241854792,nyc_urban,1,3,3,1.000000,True,30.0000,1114.1550,0.026926
way/241854796,nyc_urban,1,3,3,1.000000,True,30.0000,852.4950,0.035191
way/241854797,nyc_urban,1,3,3,1.000000,True,30.0000,723.3450,0.041474
way/241854801,nyc_urban,1,3,3,1.000000,True,30.0000,941.7450,0.031856
way/241854802,nyc_urban,1,10,10,1.000000,True,100.0000,9462.6000,0.010568
way/241854804,nyc_urban,1,2,2,1.000000,True,20.0000,424.5500,0.047109
way/241854806,nyc_urban,1,3,3,1.000000,True,30.0000,822.1500,0.036490
way/241854808,nyc_urban,1,2,2,1.000000,True,20.0000,302.1900,0.066184
way/241854809,nyc_urban,1,50,40,0.800000,False,9365.8000,22989.4000,0.407396
way/241854810,nyc_urban,1,1,1,1.000000,True,10.0000,102.1650,0.097881
way/241854815,nyc_urban,1,2,2,1.000000,True,20.0000,467.6700,0.042765
way/241854816,nyc_urban,1,3,3,1.000000,True,30.0000,958.1250,0.031311
way/241854819,nyc_urban,1,4,4,1.000000,True,40.0000,1516.6200,0.026374
way/241854820,nyc_urban,1,3,3,1.000000,True,30.0000,1159.8300,0.025866
way/241854821,nyc_urban,1,3,3,1.000000,True,30.0000,938.7000,0.031959
way/241854825,nyc_urban,1,1,1,1.000000,True,10.0000,117.2500,0.085288
way/241854828,nyc_urban,1,4,4,1.000000,True,40.0000,1630.7200,0.024529
way/241854829,nyc_urban,1,1,1,1.000000,True,10.0000,180.3550,0.055446
way/241854830,nyc_urban,1,2,2,1.000000,True,20.0000,488.7400,0.040922
way/241854831,nyc_urban,1,3,3,1.000000,True,30.0000,1034.2500,0.029007
way/241854834,nyc_urban,1,2,2,1.000000,True,20.0000,274.6800,0.072812
way/241854835,nyc_urban,1,2,2,1.000000,True,20.0000,266.6300,0.075010
way/241854837,nyc_urban,1,3,3,1.000000,True,30.0000,1117.0950,0.026855
way/241854839,nyc_urban,1,3,3,1.000000,True,30.0000,962.4300,0.031171
way/241854840,nyc_urban,1,1,1,1.000000,True,10.0000,115.5000,0.086580
way/241854842,nyc_urban,1,3,3,1.000000,True,30.0000,1261.6800,0.023778
way/241854843,nyc_urban,1,3,3,1.000000,True,30.0000,751.5900,0.039915
way/241854844,nyc_urban,1,1,1,1.000000,True,10.0000,222.9850,0.044846
way/241854846,nyc_urban,1,3,3,1.000000,True,30.0000,487.4100,0.061550
way/241854848,nyc_urban,1,2,2,1.000000,True,20.0000,540.5400,0.037000
way/241854849,nyc_urban,1,1,1,1.000000,True,10.0000,111.5450,0.089650
way/241854850,nyc_urban,1,2,2,1.000000,True,20.0000,516.0400,0.038757
way/241854852,nyc_urban,1,1,1,1.000000,True,10.0000,104.8950,0.095333
way/241854853,nyc_urban,1,3,3,1.000000,True,30.0000,892.8150,0.033602
way/241854854,nyc_urban,1,3,3,1.000000,True,30.0000,1221.6750,0.024556
way/241854855,nyc_urban,1,3,3,1.000000,True,30.0000,920.9550,0.032575
way/241854856,nyc_urban,1,3,3,1.000000,True,30.0000,939.2250,0.031941
way/241854857,nyc_urban,1,3,3,1.000000,True,30.0000,980.1750,0.030607
way/241854858,nyc_urban,1,1,1,1.000000,True,10.0000,151.7250,0.065909
way/241854861,nyc_urban,1,3,3,1.000000,True,30.0000,911.1900,0.032924
way/241854862,nyc_urban,1,1,1,1.000000,True,10.0000,127.3300,0.078536
way/241854863,nyc_urban,1,1,1,1.000000,True,10.0000,155.6800,0.064234
way/241854865,nyc_urban,1,1,1,1.000000,True,10.0000,120.9600,0.082672
way/241854866,nyc_urban,1,2,2,1.000000,True,20.0000,487.3400,0.041039
way/241854868,nyc_urban,1,2,2,1.000000,True,20.0000,1761.9000,0.011351
way/241854872,nyc_urban,1,7,7,1.000000,True,70.0000,4929.4000,0.014201
way/241854873,nyc_urban,1,1,1,1.000000,True,10.0000,150.8500,0.066291
way/241854874,nyc_urban,1,1,1,1.000000,True,10.0000,153.2300,0.065261
way/241854875,nyc_urban,1,1,1,1.000000,True,10.0000,154.5250,0.064714
way/241854877,nyc_urban,1,2,2,1.000000,True,20.0000,854.7700,0.023398
way/241854880,nyc_urban,1,3,3,1.000000,True,30.0000,1352.1900,0.022186
way/241854883,nyc_urban,1,3,3,1.000000,True,30.0000,738.2550,0.040636
way/241854891,nyc_urban,1,4,4,1.000000,True,40.0000,2184.1400,0.018314
way/241854893,nyc_urban,1,1,1,1.000000,True,10.0000,118.7550,0.084207
way/241854896,nyc_urban,1,4,4,1.000000,True,40.0000,4294.6400,0.009314
way/241854899,nyc_urban,1,1,1,1.000000,True,10.0000,158.8650,0.062947
way/241854900,nyc_urban,1,1,1,1.000000,True,10.0000,139.1950,0.071842
way/241854902,nyc_urban,1,3,3,1.000000,True,30.0000,945.8400,0.031718
way/241854903,nyc_urban,1,4,4,1.000000,True,40.0000,843.2200,0.047437
way/241854905,nyc_urban,1,3,3,1.000000,True,30.0000,1331.2950,0.022534
way/241854907,nyc_urban,1,6,6,1.000000,True,60.0000,3247.4400,0.018476
way/241854910,nyc_urban,1,3,3,1.000000,True,30.0000,621.7050,0.048254
way/241854912,nyc_urban,1,1,1,1.000000,True,10.0000,116.3400,0.085955
way/241854915,nyc_urban,1,2,2,1.000000,True,20.0000,545.3000,0.036677
way/241854916,nyc_urban,1,3,3,1.000000,True,30.0000,457.0650,0.065636
way/241854918,nyc_urban,1,1,1,1.000000,True,10.0000,106.4350,0.093954
way/241854919,nyc_urban,1,2,2,1.000000,True,20.0000,503.6500,0.039710
way/241854920,nyc_urban,1,3,3,1.000000,True,30.0000,798.9450,0.037550
way/241854921,nyc_urban,1,3,3,1.000000,True,30.0000,818.0550,0.036672
way/241854922,nyc_urban,1,49,42,0.857143,False,6770.2600,17287.2000,0.391634
way/241854923,nyc_urban,1,2,2,1.000000,True,20.0000,530.8100,0.037678
way/241854924,nyc_urban,1,3,3,1.000000,True,30.0000,460.3200,0.065172
way/241854926,nyc_urban,1,3,3,1.000000,True,30.0000,1097.2500,0.027341
way/241854927,nyc_urban,1,3,3,1.000000,True,30.0000,1134.6300,0.026440
way/241854928,nyc_urban,1,5,5,1.000000,True,50.0000,2978.5000,0.016787
way/241854929,nyc_urban,1,2,2,1.000000,True,20.0000,575.2600,0.034767
way/241854931,nyc_urban,1,3,3,1.000000,True,30.0000,810.8100,0.037000
way/241854932,nyc_urban,1,2,2,1.000000,True,20.0000,516.2500,0.038741
way/241854933,nyc_urban,1,2,2,1.000000,True,20.0000,504.6300,0.039633
way/241854936,nyc_urban,1,1,1,1.000000,True,10.0000,201.0050,0.049750
way/241854938,nyc_urban,1,4,4,1.000000,True,40.0000,4124.4000,0.009698
way/241854941,nyc_urban,1,1,1,1.000000,True,10.0000,155.5750,0.064278
way/241854942,nyc_urban,1,5,5,1.000000,True,50.0000,2229.6750,0.022425
way/241854943,nyc_urban,1,2,2,1.000000,True,20.0000,518.5600,0.038568
way/241854945,nyc_urban,1,3,3,1.000000,True,30.0000,959.1750,0.031277
way/241854946,nyc_urban,1,63,54,0.857143,False,7908.4800,21226.9050,0.372569
way/241854948,nyc_urban,1,1,1,1.000000,True,10.0000,88.6900,0.112752
way/241854949,nyc_urban,1,2,2,1.000000,True,20.0000,745.6400,0.026823
way/241854954,nyc_urban,1,2,2,1.000000,True,20.0000,3027.3600,0.006606
way/241854959,nyc_urban,1,49,42,0.857143,False,15584.5900,28853.1600,0.540135
way/241854962,nyc_urban,1,3,3,1.000000,True,30.0000,1416.5550,0.021178
way/241854963,nyc_urban,1,3,3,1.000000,True,30.0000,1263.3600,0.023746
way/241854965,nyc_urban,1,1,1,1.000000,True,10.0000,126.1050,0.079299
way/241854967,nyc_urban,1,2,2,1.000000,True,20.0000,672.4200,0.029743
way/241854968,nyc_urban,1,3,3,1.000000,True,30.0000,1193.4300,0.025138
way/241854972,nyc_urban,1,2,2,1.000000,True,20.0000,571.6200,0.034988
way/241854974,nyc_urban,1,3,3,1.000000,True,30.0000,1176.8400,0.025492
way/241854976,nyc_urban,1,3,3,1.000000,True,30.0000,1164.6600,0.025759
way/241854977,nyc_urban,1,3,3,1.000000,True,30.0000,1041.0750,0.028816
way/241854978,nyc_urban,1,5,5,1.000000,True,50.0000,2858.9750,0.017489
way/241854980,nyc_urban,1,3,3,1.000000,True,30.0000,1183.1400,0.025356
way/241854981,nyc_urban,1,3,3,1.000000,True,30.0000,979.8600,0.030617
way/241854983,nyc_urban,1,3,3,1.000000,True,30.0000,1030.1550,0.029122
way/241862065,nyc_urban,1,4,4,1.000000,True,40.0000,2049.1800,0.019520
way/241862066,nyc_urban,1,4,4,1.000000,True,40.0000,1807.4000,0.022131
way/241862067,nyc_urban,1,27,24,0.888889,False,20482.4700,32161.8150,0.636857
way/241862068,nyc_urban,1,3,3,1.000000,True,30.0000,777.6300,0.038579
way/241862069,nyc_urban,1,2,2,1.000000,True,20.0000,477.5400,0.041881
way/241862070,nyc_urban,1,3,3,1.000000,True,30.0000,923.6850,0.032479
way/241862071,nyc_urban,1,4,4,1.000000,True,40.0000,2490.0400,0.016064
way/241862072,nyc_urban,1,4,4,1.000000,True,40.0000,1616.7200,0.024741
way/241862073,nyc_urban,1,3,3,1.000000,True,30.0000,2890.1250,0.010380
way/241862074,nyc_urban,1,2,2,1.000000,True,20.0000,567.0700,0.035269
way/241862076,nyc_urban,1,3,3,1.000000,True,30.0000,722.5050,0.041522
way/241862077,nyc_urban,1,4,4,1.000000,True,40.0000,1929.3400,0.020732
way/241862080,nyc_urban,1,3,3,1.000000,True,30.0000,703.2900,0.042657
way/241862081,nyc_urban,1,3,3,1.000000,True,30.0000,2217.3900,0.013529
way/241862082,nyc_urban,1,3,3,1.000000,True,30.0000,817.5300,0.036696
way/241862084,nyc_urban,1,4,4,1.000000,True,40.0000,1767.3600,0.022633
way/241862085,nyc_urban,1,3,3,1.000000,True,30.0000,1882.7550,0.015934
way/241862086,nyc_urban,1,8,8,1.000000,True,80.0000,4743.4800,0.016865
way/241862087,nyc_urban,1,2,2,1.000000,True,20.0000,3445.3300,0.005805
way/241862088,nyc_urban,1,5,5,1.000000,True,50.0000,5458.7750,0.009160
way/241862089,nyc_urban,1,5,5,1.000000,True,50.0000,5475.4000,0.009132
way/241862090,nyc_urban,1,4,4,1.000000,True,40.0000,2028.3200,0.019721
way/241862091,nyc_urban,1,4,4,1.000000,True,40.0000,1898.2600,0.021072
way/241862092,nyc_urban,1,3,3,1.000000,True,30.0000,4524.1350,0.006631
way/241862093,nyc_urban,1,4,4,1.000000,True,40.0000,1918.2800,0.020852
way/241862094,nyc_urban,1,2,2,1.000000,True,20.0000,490.4200,0.040781
way/241862096,nyc_urban,1,3,3,1.000000,True,30.0000,1292.2350,0.023216
way/241862097,nyc_urban,1,52,48,0.923077,False,31775.6400,50953.0000,0.623626
way/241862098,nyc_urban,1,4,4,1.000000,True,40.0000,1603.9800,0.024938
way/241862099,nyc_urban,1,3,3,1.000000,True,30.0000,1908.0600,0.015723
way/241862101,nyc_urban,1,5,5,1.000000,True,50.0000,6528.7250,0.007658
way/241862102,nyc_urban,1,3,3,1.000000,True,30.0000,1494.0450,0.020080
way/241862103,nyc_urban,1,5,5,1.000000,True,50.0000,3614.6250,0.013833
way/241862104,nyc_urban,1,4,4,1.000000,True,40.0000,2579.2200,0.015509
way/241862105,nyc_urban,1,4,4,1.000000,True,40.0000,3083.2200,0.012973
way/241862106,nyc_urban,1,4,4,1.000000,True,40.0000,1326.3600,0.030158
way/241862107,nyc_urban,1,4,4,1.000000,True,40.0000,3045.2800,0.013135
way/241862109,nyc_urban,1,5,5,1.000000,True,50.0000,8809.8500,0.005675
way/241862110,nyc_urban,1,4,4,1.000000,True,40.0000,3493.7000,0.011449
way/241862111,nyc_urban,1,5,5,1.000000,True,50.0000,5549.6000,0.009010
way/241862112,nyc_urban,1,4,4,1.000000,True,40.0000,3092.0400,0.012936
way/241862113,nyc_urban,1,3,3,1.000000,True,30.0000,1133.5800,0.026465
way/241862114,nyc_urban,1,76,72,0.947368,False,4899.0800,12949.5800,0.378320
way/241862117,nyc_urban,1,11,11,1.000000,True,110.0000,30118.9350,0.003652
way/241862118,nyc_urban,1,3,3,1.000000,True,30.0000,542.9550,0.055253
way/241862120,nyc_urban,1,4,4,1.000000,True,40.0000,1553.8600,0.025742
way/241862122,nyc_urban,1,5,5,1.000000,True,50.0000,2437.9250,0.020509
way/241862123,nyc_urban,1,3,3,1.000000,True,30.0000,1084.1250,0.027672
way/241862124,nyc_urban,1,3,3,1.000000,True,30.0000,1197.7350,0.025047
way/241862125,nyc_urban,1,3,3,1.000000,True,30.0000,1045.3800,0.028698
way/241862126,nyc_urban,1,3,3,1.000000,True,30.0000,873.0750,0.034361
way/241862129,nyc_urban,1,1,1,1.000000,True,10.0000,195.3350,0.051194
way/241862131,nyc_urban,1,3,3,1.000000,True,30.0000,558.0750,0.053756
way/241862134,nyc_urban,1,1,1,1.000000,True,10.0000,147.9100,0.067609
way/241862136,nyc_urban,1,3,3,1.000000,True,30.0000,1147.7550,0.026138
way/241862137,nyc_urban,1,3,3,1.000000,True,30.0000,586.8450,0.051121
way/241862139,nyc_urban,1,2,2,1.000000,True,20.0000,428.0500,0.046724
way/241862140,nyc_urban,1,3,3,1.000000,True,30.0000,777.3150,0.038594
way/241862142,nyc_urban,1,1,1,1.000000,True,10.0000,126.3150,0.079167
way/241862143,nyc_urban,1,2,2,1.000000,True,20.0000,229.4600,0.087161
way/241862145,nyc_urban,1,1,1,1.000000,True,10.0000,138.2150,0.072351
way/241862147,nyc_urban,1,2,2,1.000000,True,20.0000,233.4500,0.085671
way/241862149,nyc_urban,1,3,3,1.000000,True,30.0000,563.8500,0.053206
way/241862150,nyc_urban,1,1,1,1.000000,True,10.0000,160.8250,0.062179
way/241862153,nyc_urban,1,3,3,1.000000,True,30.0000,1196.1600,0.025080
way/241862156,nyc_urban,1,1,1,1.000000,True,10.0000,167.7200,0.059623
way/241862157,nyc_urban,1,3,3,1.000000,True,30.0000,1368.7800,0.021917
way/241862160,nyc_urban,1,2,2,1.000000,True,20.0000,1588.0900,0.012594
way/241862162,nyc_urban,1,2,2,1.000000,True,20.0000,272.0200,0.073524
way/241862164,nyc_urban,1,3,3,1.000000,True,30.0000,1138.7250,0.026345
way/241862166,nyc_urban,1,1,1,1.000000,True,10.0000,167.8950,0.059561
way/241862167,nyc_urban,1,2,2,1.000000,True,20.0000,234.7100,0.085212
way/241862168,nyc_urban,1,4,4,1.000000,True,40.0000,1477.1400,0.027079
way/241862170,nyc_urban,1,2,2,1.000000,True,20.0000,513.3100,0.038963
way/241862171,nyc_urban,1,1,1,1.000000,True,10.0000,80.3600,0.124440
way/241862172,nyc_urban,1,1,1,1.000000,True,10.0000,162.8900,0.061391
way/241862173,nyc_urban,1,5,5,1.000000,True,50.0000,5291.8250,0.009449
way/241862174,nyc_urban,1,3,3,1.000000,True,30.0000,838.5300,0.035777
way/241862175,nyc_urban,1,2,2,1.000000,True,20.0000,955.6400,0.020928
way/241862176,nyc_urban,1,3,3,1.000000,True,30.0000,550.6200,0.054484
way/241862178,nyc_urban,1,3,3,1.000000,True,30.0000,1326.3600,0.022618
way/241862179,nyc_urban,1,4,4,1.000000,True,40.0000,3222.1000,0.012414
way/241862180,nyc_urban,1,4,4,1.000000,True,40.0000,1583.6800,0.025258
way/241862181,nyc_urban,1,2,2,1.000000,True,20.0000,495.2500,0.040384
way/241862182,nyc_urban,1,3,3,1.000000,True,30.0000,852.0750,0.035208
way/241862183,nyc_urban,1,3,3,1.000000,True,30.0000,1137.4650,0.026374
way/241862184,nyc_urban,1,2,2,1.000000,True,20.0000,464.3800,0.043068
way/241862185,nyc_urban,1,3,3,1.000000,True,30.0000,602.5950,0.049785
way/241862186,nyc_urban,1,1,1,1.000000,True,10.0000,157.3600,0.063549
way/241862187,nyc_urban,1,1,1,1.000000,True,10.0000,135.6950,0.073695
way/241862188,nyc_urban,1,3,3,1.000000,True,30.0000,783.8250,0.038274
way/241862189,nyc_urban,1,3,3,1.000000,True,30.0000,559.6500,0.053605
way/241862190,nyc_urban,1,2,2,1.000000,True,20.0000,767.2700,0.026066
way/241862191,nyc_urban,1,3,3,1.000000,True,30.0000,542.0100,0.055350
way/241862192,nyc_urban,1,3,3,1.000000,True,30.0000,973.4550,0.030818
way/241862193,nyc_urban,1,3,3,1.000000,True,30.0000,894.1800,0.033550
way/241862194,nyc_urban,1,3,3,1.000000,True,30.0000,726.7050,0.041282
way/241862195,nyc_urban,1,4,4,1.000000,True,40.0000,2831.7800,0.014125
way/241862196,nyc_urban,1,2,2,1.000000,True,20.0000,408.1700,0.048999
way/241862197,nyc_urban,1,3,3,1.000000,True,30.0000,571.8300,0.052463
way/241862198,nyc_urban,1,1,1,1.000000,True,10.0000,165.9350,0.060265
way/241862199,nyc_urban,1,3,3,1.000000,True,30.0000,721.9800,0.041552
way/241862200,nyc_urban,1,3,3,1.000000,True,30.0000,933.9750,0.032121
way/241862201,nyc_urban,1,1,1,1.000000,True,10.0000,137.8300,0.072553
way/241862202,nyc_urban,1,2,2,1.000000,True,20.0000,839.0200,0.023837
way/241862203,nyc_urban,1,3,3,1.000000,True,30.0000,2196.3900,0.013659
way/241862204,nyc_urban,1,3,3,1.000000,True,30.0000,1557.8850,0.019257
way/241862205,nyc_urban,1,2,2,1.000000,True,20.0000,223.5800,0.089453
way/241862206,nyc_urban,1,3,3,1.000000,True,30.0000,746.2350,0.040202
way/241862207,nyc_urban,1,1,1,1.000000,True,10.0000,147.1750,0.067946
way/241862208,nyc_urban,1,1,1,1.000000,True,10.0000,99.3650,0.100639
way/241862209,nyc_urban,1,3,3,1.000000,True,30.0000,1051.2600,0.028537
way/241862210,nyc_urban,1,3,3,1.000000,True,30.0000,923.7900,0.032475
way/241862212,nyc_urban,1,2,2,1.000000,True,20.0000,169.4700,0.118015
way/241862214,nyc_urban,1,3,3,1.000000,True,30.0000,904.2600,0.033176
way/241862216,nyc_urban,1,2,2,1.000000,True,20.0000,479.2900,0.041728
way/241862217,nyc_urban,1,4,4,1.000000,True,40.0000,778.2600,0.051397
way/241862219,nyc_urban,1,3,3,1.000000,True,30.0000,559.5450,0.053615
way/241862221,nyc_urban,1,3,3,1.000000,True,30.0000,1128.6450,0.026581
way/241862223,nyc_urban,1,3,3,1.000000,True,30.0000,1466.6400,0.020455
way/241862225,nyc_urban,1,2,2,1.000000,True,20.0000,207.2700,0.096492
way/241862227,nyc_urban,1,3,3,1.000000,True,30.0000,998.6550,0.030040
way/241862229,nyc_urban,1,3,3,1.000000,True,30.0000,702.2400,0.042720
way/241862231,nyc_urban,1,2,2,1.000000,True,20.0000,827.5400,0.024168
way/241862234,nyc_urban,1,3,3,1.000000,True,30.0000,856.2750,0.035035
way/241862236,nyc_urban,1,4,4,1.000000,True,40.0000,3091.3400,0.012939
way/241862238,nyc_urban,1,3,3,1.000000,True,30.0000,1293.1800,0.023199
way/241862240,nyc_urban,1,3,3,1.000000,True,30.0000,862.3650,0.034788
way/241862242,nyc_urban,1,3,3,1.000000,True,30.0000,550.0950,0.054536
way/241862244,nyc_urban,1,3,3,1.000000,True,30.0000,785.2950,0.038202
way/241862246,nyc_urban,1,1,1,1.000000,True,10.0000,101.4300,0.098590
