=== COUNT VERIFICATION ===
corpus,extension,n_source,n_dest,count_match,n_missing_in_dest,n_extra_in_dest
open48_refleet,.err,8160,8160,True,0,0
open48_refleet,.eio,0,0,True,0,0
open48_refleet,.end,8160,8160,True,0,0
open48_refleet,.gpkg,24,24,True,0,0
open48_refleet,.csv,14,14,True,0,0
open48_refleet,.geojson,12,12,True,0,0
open48_refleet,.parquet,36,36,True,0,0
open48_refleet,.json,24,24,True,0,0
open48_refleet,.idf,16332,16332,True,0,0
open48_refleet3,.err,5215,5215,True,0,0
open48_refleet3,.eio,5215,5215,True,0,0
open48_refleet3,.end,5215,5215,True,0,0
open48_refleet3,.gpkg,17,17,True,0,0
open48_refleet3,.csv,9,9,True,0,0
open48_refleet3,.geojson,5,5,True,0,0
open48_refleet3,.parquet,30,30,True,0,0
open48_refleet3,.json,10,10,True,0,0
open48_refleet3,.idf,14213,14213,True,0,0
open48_refleet3_t02a3,.err,0,0,True,0,0
open48_refleet3_t02a3,.eio,0,0,True,0,0
open48_refleet3_t02a3,.end,0,0,True,0,0
open48_refleet3_t02a3,.gpkg,1,1,True,0,0
open48_refleet3_t02a3,.csv,0,0,True,0,0
open48_refleet3_t02a3,.geojson,0,0,True,0,0
open48_refleet3_t02a3,.parquet,2,2,True,0,0
open48_refleet3_t02a3,.json,0,0,True,0,0
open48_refleet3_t02a3,.idf,1589,1589,True,0,0
open48_refleet3_t02a4,.err,1589,1589,True,0,0
open48_refleet3_t02a4,.eio,1589,1589,True,0,0
open48_refleet3_t02a4,.end,1589,1589,True,0,0
open48_refleet3_t02a4,.gpkg,2,2,True,0,0
open48_refleet3_t02a4,.csv,1,1,True,0,0
open48_refleet3_t02a4,.geojson,1,1,True,0,0
open48_refleet3_t02a4,.parquet,3,3,True,0,0
open48_refleet3_t02a4,.json,2,2,True,0,0
open48_refleet3_t02a4,.idf,3178,3178,True,0,0
open48_refleet4,.err,8160,8160,True,0,0
open48_refleet4,.eio,8160,8160,True,0,0
open48_refleet4,.end,8160,8160,True,0,0
open48_refleet4,.gpkg,24,24,True,0,0
open48_refleet4,.csv,15,15,True,0,0
open48_refleet4,.geojson,12,12,True,0,0
open48_refleet4,.parquet,36,36,True,0,0
open48_refleet4,.json,24,24,True,0,0
open48_refleet4,.idf,16336,16336,True,0,0
open48_repeat,.err,738,738,True,0,0
open48_repeat,.eio,0,0,True,0,0
open48_repeat,.end,738,738,True,0,0
open48_repeat,.gpkg,2,2,True,0,0
open48_repeat,.csv,1,1,True,0,0
open48_repeat,.geojson,1,1,True,0,0
open48_repeat,.parquet,3,3,True,0,0
open48_repeat,.json,2,2,True,0,0
open48_repeat,.idf,1479,1479,True,0,0

=== HASH VERIFICATION (200 random + all .gpkg/.parquet) ===
corpus,extension,relpath,src_sha256,dst_sha256,status
open48_refleet,.idf,la_urban\step3\idfs\way_495912547.idf,137a01c653cce8259bdf57c0c8a375404e4a621c68324674287be0e3faae0ebd,137a01c653cce8259bdf57c0c8a375404e4a621c68324674287be0e3faae0ebd,OK
open48_refleet,.idf,nyc_centre\fleet_staging\idfs\way_260085159.idf,5ababbcfba8463028d92580343be60c178fd23387f1d9ec64fbdda191ed455b3,5ababbcfba8463028d92580343be60c178fd23387f1d9ec64fbdda191ed455b3,OK
open48_refleet,.idf,nyc_centre\fleet_staging\idfs\way_265301962.idf,f04768bf0eb613fd26ba2fe4a26abd0732770a485b3c58ca3263bac861973884,f04768bf0eb613fd26ba2fe4a26abd0732770a485b3c58ca3263bac861973884,OK
open48_refleet,.idf,nyc_centre\fleet_staging\idfs\way_265301988.idf,0925da8bc2a59161e961b236de2d8627cff46df5f4760656e8d30868429e561b,0925da8bc2a59161e961b236de2d8627cff46df5f4760656e8d30868429e561b,OK
open48_refleet,.idf,nyc_centre\step3\idfs\way_265301962.idf,f04768bf0eb613fd26ba2fe4a26abd0732770a485b3c58ca3263bac861973884,f04768bf0eb613fd26ba2fe4a26abd0732770a485b3c58ca3263bac861973884,OK
open48_refleet,.idf,nyc_centre\step3\idfs\way_266149308.idf,430cddfb315a37ee16cffa85f422d41627fd5eb027da06852bc325a7b1c6b990,430cddfb315a37ee16cffa85f422d41627fd5eb027da06852bc325a7b1c6b990,OK
open48_refleet,.idf,nyc_rural\step3\idfs\way_772627043.idf,dd14c61c036d1fcd3a45363b1dc725d1089dd19a6b06e2c3091b408ef3a7e5f0,dd14c61c036d1fcd3a45363b1dc725d1089dd19a6b06e2c3091b408ef3a7e5f0,OK
open48_refleet,.idf,nyc_suburban\fleet_staging\idfs\way_939489958.idf,22af12a897c37e29dd0f85584af02c18146c65dee8201a3fb5a0e1893f2e13fe,22af12a897c37e29dd0f85584af02c18146c65dee8201a3fb5a0e1893f2e13fe,OK
open48_refleet,.idf,nyc_suburban\step3\idfs\way_1014146316.idf,de445e1084718d0989175e6bcf5718c09feae503e08a1faad28c9104c488d3f9,de445e1084718d0989175e6bcf5718c09feae503e08a1faad28c9104c488d3f9,OK
open48_refleet,.idf,nyc_suburban\step3\idfs\way_610017118.idf,0a46a292c93c4eddfa2cc1721a829e2e795875fca1af81fb44c480cf9dfafc33,0a46a292c93c4eddfa2cc1721a829e2e795875fca1af81fb44c480cf9dfafc33,OK
open48_refleet,.idf,nyc_urban\step3\idfs\way_281345426.idf,aa0c9321ac49d580f5f9c101501452dbfcefd8e20fa80b49451c93f193b1cd2e,aa0c9321ac49d580f5f9c101501452dbfcefd8e20fa80b49451c93f193b1cd2e,OK
open48_refleet,.parquet,austin_centre\02a_climate_epw.parquet,26f02eb83d6c718ba8beacdbd7bda581ec803e397a3776c4f7c1b3a28f9d43d1,26f02eb83d6c718ba8beacdbd7bda581ec803e397a3776c4f7c1b3a28f9d43d1,OK
open48_refleet,.parquet,austin_centre\04_simulation_manifest.parquet,ca44c8f3b5d8c516cb996c8a9d0eaad09a41801e6dd87f63a045503f9cf1b093,ca44c8f3b5d8c516cb996c8a9d0eaad09a41801e6dd87f63a045503f9cf1b093,OK
open48_refleet,.parquet,austin_centre\step3\03_idf_manifest.parquet,8c32002232d15621b20f7919a82a4e6bdc0562ca2385f8d1bd3186d56d7f4fb3,8c32002232d15621b20f7919a82a4e6bdc0562ca2385f8d1bd3186d56d7f4fb3,OK
open48_refleet,.parquet,austin_rural\02a_climate_epw.parquet,e57d856c60f4d64db35a5104bf3ad5c84dfbf71f0190c619a96a67a205c2e303,e57d856c60f4d64db35a5104bf3ad5c84dfbf71f0190c619a96a67a205c2e303,OK
open48_refleet,.parquet,austin_rural\04_simulation_manifest.parquet,6828bfe2f92eaa1872aff74479fccac5e3ffffa879dd3e3570da7dcb829c1ebe,6828bfe2f92eaa1872aff74479fccac5e3ffffa879dd3e3570da7dcb829c1ebe,OK
open48_refleet,.parquet,austin_rural\step3\03_idf_manifest.parquet,83029af0f05df74983c78cc0755b5deb9f807ddecb63ae48bfe06d47b991cbd2,83029af0f05df74983c78cc0755b5deb9f807ddecb63ae48bfe06d47b991cbd2,OK
open48_refleet,.parquet,austin_suburban\02a_climate_epw.parquet,4992bc2d97b2c9b3bf05d912f00af1ef676d85e67d5ff67ca5959f2ec2032d91,4992bc2d97b2c9b3bf05d912f00af1ef676d85e67d5ff67ca5959f2ec2032d91,OK
open48_refleet,.parquet,austin_suburban\04_simulation_manifest.parquet,34ead46705f2aa16be602a65d70e5b571c49740ee038648e5a4f1bd49368dcc9,34ead46705f2aa16be602a65d70e5b571c49740ee038648e5a4f1bd49368dcc9,OK
open48_refleet,.parquet,austin_suburban\step3\03_idf_manifest.parquet,9ce41259dae2b22ac03b4de64e1e4c84f26154206f90474dc30e21ae94794059,9ce41259dae2b22ac03b4de64e1e4c84f26154206f90474dc30e21ae94794059,OK
open48_refleet,.parquet,austin_urban\02a_climate_epw.parquet,0417609d3df7ab1640ff30d9412a18dc8766e1e496df5cb16b3537c7a328ac7a,0417609d3df7ab1640ff30d9412a18dc8766e1e496df5cb16b3537c7a328ac7a,OK
open48_refleet,.parquet,austin_urban\04_simulation_manifest.parquet,29aa145ed62763184ea0af5c163d58f3b3d991fc03c03b16af6d65930d99e5e5,29aa145ed62763184ea0af5c163d58f3b3d991fc03c03b16af6d65930d99e5e5,OK
open48_refleet,.parquet,austin_urban\step3\03_idf_manifest.parquet,4c23b72e8091b70c5585be14999bb94df9675ec0c49d9725a3daa44af67c935b,4c23b72e8091b70c5585be14999bb94df9675ec0c49d9725a3daa44af67c935b,OK
open48_refleet,.parquet,la_centre\02a_climate_epw.parquet,b1b8e8fd858714699463e5b6145e5b89a82a80ccbfc149a83669df5c0b32c391,b1b8e8fd858714699463e5b6145e5b89a82a80ccbfc149a83669df5c0b32c391,OK
open48_refleet,.parquet,la_centre\04_simulation_manifest.parquet,abff68f6e1ed5caef6c1fc2c79220a0e681e00abb63df517c77acc1b27544f39,abff68f6e1ed5caef6c1fc2c79220a0e681e00abb63df517c77acc1b27544f39,OK
open48_refleet,.parquet,la_centre\step3\03_idf_manifest.parquet,adc78b48c4753d7fd6355c6f67a1fbeca53572788e76d2761c542e0ce34ebc9b,adc78b48c4753d7fd6355c6f67a1fbeca53572788e76d2761c542e0ce34ebc9b,OK
open48_refleet,.parquet,la_rural\02a_climate_epw.parquet,89820be22ab07acba1f9b21e986be3d6ef32cc782f1006aac12b75c29ba42211,89820be22ab07acba1f9b21e986be3d6ef32cc782f1006aac12b75c29ba42211,OK
open48_refleet,.parquet,la_rural\04_simulation_manifest.parquet,7b7d4514c26ac0133340cea170bc742543c8147d9ee2819ad070514bfb3d0ae4,7b7d4514c26ac0133340cea170bc742543c8147d9ee2819ad070514bfb3d0ae4,OK
open48_refleet,.parquet,la_rural\step3\03_idf_manifest.parquet,621690c36ed551f7ae4b2fba075d953bf9f515deda9ff3a029b190609e826dbd,621690c36ed551f7ae4b2fba075d953bf9f515deda9ff3a029b190609e826dbd,OK
open48_refleet,.parquet,la_suburban\02a_climate_epw.parquet,32ba9f2c5e302e6f3d2ec6036a39d9aa2366a6042da0c2c60b5c995df371b3d0,32ba9f2c5e302e6f3d2ec6036a39d9aa2366a6042da0c2c60b5c995df371b3d0,OK
open48_refleet,.parquet,la_suburban\04_simulation_manifest.parquet,715bb250d9bb920e492d42e202b2df8cedf29e337fe62bf9e30215531603d414,715bb250d9bb920e492d42e202b2df8cedf29e337fe62bf9e30215531603d414,OK
open48_refleet,.parquet,la_suburban\step3\03_idf_manifest.parquet,0c22b6b1b9cb65274daf41d9cc1e39e31548661d800adafd52a8087f690af5ec,0c22b6b1b9cb65274daf41d9cc1e39e31548661d800adafd52a8087f690af5ec,OK
open48_refleet,.parquet,la_urban\02a_climate_epw.parquet,c147762a373bcd0864c2e92b11230d3d657baac146983117a1f20e5d4127302c,c147762a373bcd0864c2e92b11230d3d657baac146983117a1f20e5d4127302c,OK
open48_refleet,.parquet,la_urban\04_simulation_manifest.parquet,5ffb729deb22e70c69f4076541c8be6206ceb687d9add164fc3c45bf4c160020,5ffb729deb22e70c69f4076541c8be6206ceb687d9add164fc3c45bf4c160020,OK
open48_refleet,.parquet,la_urban\step3\03_idf_manifest.parquet,2fdedd681de2dc6c8a8053de1fa496a16ad4f690eb9e5c2e5cad4ab97081aa97,2fdedd681de2dc6c8a8053de1fa496a16ad4f690eb9e5c2e5cad4ab97081aa97,OK
open48_refleet,.parquet,nyc_centre\02a_climate_epw.parquet,4c9849178c52fcb0d1a3734780e4f05df5d2a979349200245f853a96f452fa8e,4c9849178c52fcb0d1a3734780e4f05df5d2a979349200245f853a96f452fa8e,OK
open48_refleet,.parquet,nyc_centre\04_simulation_manifest.parquet,b15791d1d32a6514d237bd14cd61d7277923a1935856d3eaa668070e15fcc583,b15791d1d32a6514d237bd14cd61d7277923a1935856d3eaa668070e15fcc583,OK
open48_refleet,.parquet,nyc_centre\step3\03_idf_manifest.parquet,cb54e391ed4943713f3802ff6871e7d6e5975ff255e0517244e4d2892cca4bd6,cb54e391ed4943713f3802ff6871e7d6e5975ff255e0517244e4d2892cca4bd6,OK
open48_refleet,.parquet,nyc_rural\02a_climate_epw.parquet,be838775e27e9ddfac904f5f7f71f28b11af9691e4d039d6c134f4063d70a0e6,be838775e27e9ddfac904f5f7f71f28b11af9691e4d039d6c134f4063d70a0e6,OK
open48_refleet,.parquet,nyc_rural\04_simulation_manifest.parquet,d06f37b9d97445d15d641a816a5d293b45fe7bea4293e2f60f3baa19283beee6,d06f37b9d97445d15d641a816a5d293b45fe7bea4293e2f60f3baa19283beee6,OK
open48_refleet,.parquet,nyc_rural\step3\03_idf_manifest.parquet,e4cc22e1e10e2dc5902ae02860f5cad0a61c6b61245e8601ba2755a2bb0094b6,e4cc22e1e10e2dc5902ae02860f5cad0a61c6b61245e8601ba2755a2bb0094b6,OK
open48_refleet,.parquet,nyc_suburban\02a_climate_epw.parquet,202f3b9192854f8810de611d5c9c91579dd9e04768da3cd8dd7d0dc00d52d14d,202f3b9192854f8810de611d5c9c91579dd9e04768da3cd8dd7d0dc00d52d14d,OK
open48_refleet,.parquet,nyc_suburban\04_simulation_manifest.parquet,d877c67cd325ff8c63b7cea9ccff218601d7aa010c549cfdb732514873fa9dd1,d877c67cd325ff8c63b7cea9ccff218601d7aa010c549cfdb732514873fa9dd1,OK
open48_refleet,.parquet,nyc_suburban\step3\03_idf_manifest.parquet,7bf7f03eadcf6bafabd81795175ae4dbc14f4f620c9c1554f04a1e248472f57c,7bf7f03eadcf6bafabd81795175ae4dbc14f4f620c9c1554f04a1e248472f57c,OK
open48_refleet,.parquet,nyc_urban\02a_climate_epw.parquet,341d706db80c0efa69659abe82c6eb5f0b325d5a83fe710f870fb04a8fbba3c1,341d706db80c0efa69659abe82c6eb5f0b325d5a83fe710f870fb04a8fbba3c1,OK
open48_refleet,.parquet,nyc_urban\04_simulation_manifest.parquet,15f085e21e2cd404f1461f53a0349e313216712fe0c3783d14232245b48a5981,15f085e21e2cd404f1461f53a0349e313216712fe0c3783d14232245b48a5981,OK
open48_refleet,.parquet,nyc_urban\step3\03_idf_manifest.parquet,1d3861339d27720a7cd0b5d8079717f17268a0d6134bf981a3dabc5b0d8b8064,1d3861339d27720a7cd0b5d8079717f17268a0d6134bf981a3dabc5b0d8b8064,OK
open48_refleet3,.eio,austin_centre\sim_out\way_1213502014\eplusout.eio,34c761b24d665d265f55ce3b8013717ce9065641e7cd34727bdd4bbf864afd39,34c761b24d665d265f55ce3b8013717ce9065641e7cd34727bdd4bbf864afd39,OK
open48_refleet3,.eio,austin_centre\sim_out\way_379166283\eplusout.eio,865b0567f4ed765f5448b51b47b1eda156a6b9460ea2cf4913505a874b815499,865b0567f4ed765f5448b51b47b1eda156a6b9460ea2cf4913505a874b815499,OK
open48_refleet3,.eio,austin_rural\sim_out\way_1005416632\eplusout.eio,ac5c2a88c835cffbb3a1a2f271e35224182d274c495eb40a8b5584a47fce2d7c,ac5c2a88c835cffbb3a1a2f271e35224182d274c495eb40a8b5584a47fce2d7c,OK
open48_refleet3,.eio,austin_rural\sim_out\way_1165379864\eplusout.eio,eec807c7d0a1a81b8d2a9da60b7ffcbec70e637e58275f5f42141487d435ef15,eec807c7d0a1a81b8d2a9da60b7ffcbec70e637e58275f5f42141487d435ef15,OK
open48_refleet3,.eio,la_centre\sim_out\way_1415178948\eplusout.eio,fadbeb949dd03a85f134bc286c032d723aa2e89526bb21f5821d24144f5c337b,fadbeb949dd03a85f134bc286c032d723aa2e89526bb21f5821d24144f5c337b,OK
open48_refleet3,.eio,la_suburban\sim_out\way_442624984\eplusout.eio,c742516fb347654948907d0444a090aad6e3e4cada971257d89f5fb561eb7414,c742516fb347654948907d0444a090aad6e3e4cada971257d89f5fb561eb7414,OK
open48_refleet3,.eio,la_suburban\sim_out\way_442633427\eplusout.eio,dab4f6cf993fdd24650854cade1f0c2fa3e945af862119365f8a1926420111bb,dab4f6cf993fdd24650854cade1f0c2fa3e945af862119365f8a1926420111bb,OK
open48_refleet3,.eio,nyc_rural\sim_out\way_772626977\eplusout.eio,7efae114158ad7bc7952467348de9e32ac3bc0094242d9565364770902b046c1,7efae114158ad7bc7952467348de9e32ac3bc0094242d9565364770902b046c1,OK
open48_refleet3,.eio,nyc_urban\sim_out\way_241862173\eplusout.eio,cd02c2f0c30248a3942ca412b848b6338a6bbdb5df7a1735c75fb35af282b05d,cd02c2f0c30248a3942ca412b848b6338a6bbdb5df7a1735c75fb35af282b05d,OK
open48_refleet3,.eio,nyc_urban\sim_out\way_281345432\eplusout.eio,10a55a211c43042da45a9927a17154e743b587d825b1cb684947dfc9c4545da9,10a55a211c43042da45a9927a17154e743b587d825b1cb684947dfc9c4545da9,OK
open48_refleet3,.end,austin_rural\sim_out\way_134588720\eplusout.end,6f993cc6ddbad068af78d7fe837234ad932b38e46862cd38f72ca0c55a40dc11,6f993cc6ddbad068af78d7fe837234ad932b38e46862cd38f72ca0c55a40dc11,OK
open48_refleet3,.end,austin_suburban\sim_out\way_382991817\eplusout.end,85cd5fae6de1d005aa676288fec8c8fe3ca55b6cef57a3e5523d1dc58c146106,85cd5fae6de1d005aa676288fec8c8fe3ca55b6cef57a3e5523d1dc58c146106,OK
open48_refleet3,.end,la_rural\sim_out\way_472961003\eplusout.end,c8e125e8cb7267cc6addfa32f6b81fe03b1a4fb22a01959340b9a3e7991fa56d,c8e125e8cb7267cc6addfa32f6b81fe03b1a4fb22a01959340b9a3e7991fa56d,OK
open48_refleet3,.err,austin_rural\sim_out\way_1450169427\eplusout.err,4d3c5d89db91b86b2a495ece55dcd2fd1f924ed45ef225b91e616fe764924827,4d3c5d89db91b86b2a495ece55dcd2fd1f924ed45ef225b91e616fe764924827,OK
open48_refleet3,.err,austin_rural\sim_out\way_762126686\eplusout.err,0e6ed05de96a03d4da21fa03cbbeda64a82923e0974f76d3679d8ddc30face5e,0e6ed05de96a03d4da21fa03cbbeda64a82923e0974f76d3679d8ddc30face5e,OK
open48_refleet3,.err,austin_urban\sim_out\way_382005656\eplusout.err,aefd9400d98d37fe2a4cd99e1a1c92b208ad65d70018a3dc2da2edbc833ef32e,aefd9400d98d37fe2a4cd99e1a1c92b208ad65d70018a3dc2da2edbc833ef32e,OK
open48_refleet3,.err,la_suburban\sim_out\way_442624806\eplusout.err,16d2b6d1834449ce13c94b778ccd0f44fb226b867c68dd5a993736b6f33da615,16d2b6d1834449ce13c94b778ccd0f44fb226b867c68dd5a993736b6f33da615,OK
open48_refleet3,.err,la_suburban\sim_out\way_442633049\eplusout.err,193faf877a2bd2e05fa93a549f0d6bfdd4289201ec91a3266259acd0fd282317,193faf877a2bd2e05fa93a549f0d6bfdd4289201ec91a3266259acd0fd282317,OK
open48_refleet3,.err,nyc_urban\sim_out\way_280621392\eplusout.err,95ac349b7217ee96d9141897dfa5481b26674972e8d1a351c9651e7b853dd2c4,95ac349b7217ee96d9141897dfa5481b26674972e8d1a351c9651e7b853dd2c4,OK
open48_refleet3,.err,nyc_urban\sim_out\way_281344658\eplusout.err,e22c1304eb5844a4c71b4ccb09a4e797b4939bf64b3eb90d6ef90647e287fe3e,e22c1304eb5844a4c71b4ccb09a4e797b4939bf64b3eb90d6ef90647e287fe3e,OK
open48_refleet3,.gpkg,austin_centre\01_buildings.gpkg,39b85e84e32bc16ace0806b6e1a3017ec788832180d96984eec8d0281166bea7,39b85e84e32bc16ace0806b6e1a3017ec788832180d96984eec8d0281166bea7,OK
open48_refleet3,.gpkg,austin_rural\01_buildings.gpkg,2055c0fa8e28225e292cdf7f92d72ba339076b1315f885aa17730f4ea0435e29,2055c0fa8e28225e292cdf7f92d72ba339076b1315f885aa17730f4ea0435e29,OK
open48_refleet3,.gpkg,austin_rural\results\05_results.gpkg,ef638d8cf9c54c45206987411074be0da20ae583795354f1e58c1b6bfcd030b6,ef638d8cf9c54c45206987411074be0da20ae583795354f1e58c1b6bfcd030b6,OK
open48_refleet3,.gpkg,austin_suburban\01_buildings.gpkg,4db17d795502c928421d8bbe18cf4a76fe9885fad5c35421766aa5d4ba2d1732,4db17d795502c928421d8bbe18cf4a76fe9885fad5c35421766aa5d4ba2d1732,OK
open48_refleet3,.gpkg,austin_urban\01_buildings.gpkg,ce9668bb506dd91c204ac92ccff9a7bf059acbf557c0ba325da2e63f1adf26bd,ce9668bb506dd91c204ac92ccff9a7bf059acbf557c0ba325da2e63f1adf26bd,OK
open48_refleet3,.gpkg,austin_urban\results\05_results.gpkg,cb40f7a040f206e3847ffd268d1543fd85931f38e4cfc6a78b8b06e9bdc33112,cb40f7a040f206e3847ffd268d1543fd85931f38e4cfc6a78b8b06e9bdc33112,OK
open48_refleet3,.gpkg,la_centre\01_buildings.gpkg,02e2402d392bda5070474d90e6c133c4b2a75c1462f56dc511fd6fd05f5948e5,02e2402d392bda5070474d90e6c133c4b2a75c1462f56dc511fd6fd05f5948e5,OK
open48_refleet3,.gpkg,la_rural\01_buildings.gpkg,1d8b8dca42d00f921af7643f6cd2ed07616dfd5a28185f3e6ff1ad67ffdb0cfa,1d8b8dca42d00f921af7643f6cd2ed07616dfd5a28185f3e6ff1ad67ffdb0cfa,OK
open48_refleet3,.gpkg,la_rural\results\05_results.gpkg,0a43294798ff3d4c040614487f53c766d7573ec127f1c8c8f4248314e5e38503,0a43294798ff3d4c040614487f53c766d7573ec127f1c8c8f4248314e5e38503,OK
open48_refleet3,.gpkg,la_suburban\01_buildings.gpkg,d4f374674ba314b35b49bc0dca52b526b39d3f93c9955479c57eecef888d1d60,d4f374674ba314b35b49bc0dca52b526b39d3f93c9955479c57eecef888d1d60,OK
open48_refleet3,.gpkg,la_suburban\results\05_results.gpkg,af5ca59f40743ce754496c9a4a6516a4136089054c7ec15f2431f75bff30a0bd,af5ca59f40743ce754496c9a4a6516a4136089054c7ec15f2431f75bff30a0bd,OK
open48_refleet3,.gpkg,la_urban\01_buildings.gpkg,885693a2f17f661e865e0822c24d0d1da186df3e944ae7f5104d1f2005c80ccd,885693a2f17f661e865e0822c24d0d1da186df3e944ae7f5104d1f2005c80ccd,OK
open48_refleet3,.gpkg,nyc_centre\01_buildings.gpkg,209281d90be483469b24b0193412ffaa8345d9194361de438b305c9cffcfbf43,209281d90be483469b24b0193412ffaa8345d9194361de438b305c9cffcfbf43,OK
open48_refleet3,.gpkg,nyc_rural\01_buildings.gpkg,35027f2a3b4b3fe0ba3e0f3d3a0082c3153d342c762a03b8f232d79203faf462,35027f2a3b4b3fe0ba3e0f3d3a0082c3153d342c762a03b8f232d79203faf462,OK
open48_refleet3,.gpkg,nyc_rural\results\05_results.gpkg,5c3fe4ad3adf0c33ccefb3cf8ae141f6cca85cd4e148aae846e314b75617caa4,5c3fe4ad3adf0c33ccefb3cf8ae141f6cca85cd4e148aae846e314b75617caa4,OK
open48_refleet3,.gpkg,nyc_suburban\01_buildings.gpkg,39d3d375fdaa9afd43cd8bd0e11d193752b09ccd13ea180dca79500906f4679d,39d3d375fdaa9afd43cd8bd0e11d193752b09ccd13ea180dca79500906f4679d,OK
open48_refleet3,.gpkg,nyc_urban\01_buildings.gpkg,1000b56dc5e6cd78ab0e15bb2021b50a6bd241ebfc204c3a503051c7bd7bfcf9,1000b56dc5e6cd78ab0e15bb2021b50a6bd241ebfc204c3a503051c7bd7bfcf9,OK
open48_refleet3,.idf,austin_centre\step3\idfs\way_328644620.idf,bba3ddeb0decaabdafea6ca23fe4ea5300423a86b8391a647ba591b57b86fe29,bba3ddeb0decaabdafea6ca23fe4ea5300423a86b8391a647ba591b57b86fe29,OK
open48_refleet3,.idf,austin_rural\fleet_staging\idfs\way_762123138.idf,c3f6b6d59d143204f2f40bc027c658e4123e68a9552a9bc23fe8fd1750445b21,c3f6b6d59d143204f2f40bc027c658e4123e68a9552a9bc23fe8fd1750445b21,OK
open48_refleet3,.idf,austin_suburban\fleet_staging\idfs\way_382991453.idf,7ed4c4588860aa82c1df9bf8759a4f63c2d8089deda2f5ee8d71c993e1e1deb0,7ed4c4588860aa82c1df9bf8759a4f63c2d8089deda2f5ee8d71c993e1e1deb0,OK
open48_refleet3,.idf,austin_suburban\step3\idfs\way_914870660.idf,04adb89453f58438b50e84e130bd1972c60fc2738d87595bfbb62973c43a7f7a,04adb89453f58438b50e84e130bd1972c60fc2738d87595bfbb62973c43a7f7a,OK
open48_refleet3,.idf,austin_urban\fleet_staging\idfs\way_381803065.idf,c20a2936beefc85df38e2f06f698fbcf6690169f8afa573d2ec03ed2004baca5,c20a2936beefc85df38e2f06f698fbcf6690169f8afa573d2ec03ed2004baca5,OK
open48_refleet3,.idf,austin_urban\fleet_staging\idfs\way_382005641.idf,e852dfcb1d5698fbb945687e7eab9d979b2cb4fd525038e567a6ed15254abbdb,e852dfcb1d5698fbb945687e7eab9d979b2cb4fd525038e567a6ed15254abbdb,OK
open48_refleet3,.idf,austin_urban\fleet_staging\idfs\way_382005659.idf,4d91a449a74f883b01bc6e50e6b0fc003e77644d2679372bf011df3a1022d90e,4d91a449a74f883b01bc6e50e6b0fc003e77644d2679372bf011df3a1022d90e,OK
open48_refleet3,.idf,la_suburban\fleet_staging\idfs\way_442622421.idf,cd47502b86fccaffe626836fc129b4188ba935f1bdd6ab761536fd3e9c6f2391,cd47502b86fccaffe626836fc129b4188ba935f1bdd6ab761536fd3e9c6f2391,OK
open48_refleet3,.idf,la_suburban\fleet_staging\idfs\way_442622437.idf,419ff730328f48cb8443ca521eff36012bf7e658c97ed9be6567cf88581affdc,419ff730328f48cb8443ca521eff36012bf7e658c97ed9be6567cf88581affdc,OK
open48_refleet3,.idf,la_suburban\fleet_staging\idfs\way_442624560.idf,a208b0f8e272d0b505c0288943fe97cfe07fb4e654a352efa5c11140519d715c,a208b0f8e272d0b505c0288943fe97cfe07fb4e654a352efa5c11140519d715c,OK
open48_refleet3,.idf,la_suburban\fleet_staging\idfs\way_442634364.idf,ca371a243df3d2b213ce0800e7ded7ce5bae7527d6073894f0928d83fff7bfec,ca371a243df3d2b213ce0800e7ded7ce5bae7527d6073894f0928d83fff7bfec,OK
open48_refleet3,.idf,la_suburban\fleet_staging\idfs\way_442634374.idf,5792040b0771e041565cb93234514b84da7dab978aa3d96f3401e31da8217c4b,5792040b0771e041565cb93234514b84da7dab978aa3d96f3401e31da8217c4b,OK
open48_refleet3,.idf,la_suburban\fleet_staging\idfs\way_442634678.idf,ee8d754457a8cd2130e8d01005ccb8af83e0107b97a609a9b8610376706dd951,ee8d754457a8cd2130e8d01005ccb8af83e0107b97a609a9b8610376706dd951,OK
open48_refleet3,.idf,la_suburban\step3\idfs\way_442622094.idf,a9924ad9796f3f06179277506461b82d6add3d21686d0286d1e6cd3c14b24d90,a9924ad9796f3f06179277506461b82d6add3d21686d0286d1e6cd3c14b24d90,OK
open48_refleet3,.idf,la_suburban\step3\idfs\way_442624587.idf,1f88c58c432909d4c1b15380409f2fdf054a1b61f89abefd8578843120b6b01b,1f88c58c432909d4c1b15380409f2fdf054a1b61f89abefd8578843120b6b01b,OK
open48_refleet3,.idf,la_suburban\step3\idfs\way_442624622.idf,cb65db8bfd1f450ae24aba007b7e28e17c2e59298daf5ce33e9f149b35236ac2,cb65db8bfd1f450ae24aba007b7e28e17c2e59298daf5ce33e9f149b35236ac2,OK
open48_refleet3,.idf,la_urban\step3\idfs\way_401907379.idf,e5fc2b7f7877f725cf754761f592cffd6d13b5e8ec11b82dba27d3f6c5478b66,e5fc2b7f7877f725cf754761f592cffd6d13b5e8ec11b82dba27d3f6c5478b66,OK
open48_refleet3,.idf,la_urban\step3\idfs\way_401907387.idf,d0077eb2787b1307cd6c3d227446a5d787e217a7e67110957fbc403391c95519,d0077eb2787b1307cd6c3d227446a5d787e217a7e67110957fbc403391c95519,OK
