cell,city,mode,platform,build_date,osm_id,archetype_id,floor_area_m2,status,has_fatal,zoning_strategy,num_zones,phaseE_total_eui,heating_eui,cooling_eui,lighting_eui,equipment_eui,fans_eui,pumps_eui,dhw_eui,cooking_eui,refrig_eui,total_eui
la_urban,LA,building,Windows-local,2026-06-30,way/244066774,MediumOffice,2425.6547418069877,success,False,single_zone,1,134.02003143766694,8.117026747058228,19.597101890172333,26.465101594510067,44.06327775108332,8.593055623134294,0.0,4.339047282348206,0.0,0.0,111.17461088830645
la_urban,LA,building,Windows-local,2026-06-30,way/376146181,SmallOffice,954.1732923404875,success,False,single_zone,1,83.83250807998317,5.250993816380037,17.785372694300094,26.46509984506671,27.764777268034308,8.883325651818213,0.0,1.9429924506007992,0.0,0.0,88.09256172620015
la_urban,LA,building,Windows-local,2026-06-30,way/376149028,LargeOffice,35136.853309960774,success,False,single_zone,1,148.10734194167748,2.5181083199825527,11.801957292699468,26.465098561794733,44.06327270171935,7.592187343331094,0.0,2.3161636907350567,0.0,0.0,94.75678791026225
la_urban,LA,building,Windows-local,2026-06-30,way/376149029,QuickServiceRestaurant,825.2828484607394,success,False,single_zone,1,1325.745926230333,5.4626764332021445,65.27398703927562,93.53587934248344,562.9448747590856,40.90172494353104,0.0,80.17798025408774,708.3397423546872,190.5500407445837,1747.1869058709365
la_urban,LA,building,Windows-local,2026-06-30,way/376149058,SuperMarket,13360.050782576653,success,False,single_zone,1,311.3521309447566,2.8596717435324033,28.843936444283585,40.77944008016011,113.05854538821634,7.961920866757112,0.0,2.677504347933343,63.08251351103459,103.18632358274627,362.44985596466375
la_urban,LA,building,Windows-local,2026-06-30,way/379694092,SmallOffice,220.868514073017,success,False,single_zone,1,87.63359804658583,7.786013876575106,17.090746397580396,26.465100598398685,27.764778058362097,9.73223347765054,0.0,4.334758438804384,0.0,0.0,93.17363084737121
la_urban,LA,building,Windows-local,2026-06-30,way/388772955,LargeOffice,14815.35881280404,success,False,single_zone,1,126.26391209499266,2.1936652732531687,11.977694732417701,26.46509931438243,44.06327395473555,7.745766164661928,0.0,2.4343534295836076,0.0,0.0,94.87985286903438
la_urban,LA,building,Windows-local,2026-06-30,way/388772956,LargeOffice,59824.07088140038,success,False,single_zone,1,131.59525715284798,2.7082788000089444,10.61802693859066,26.465101246473907,44.06327717162381,7.2700510370382085,0.0,2.2793563987868675,0.0,0.0,93.40409159252239
la_urban,LA,building,Windows-local,2026-06-30,way/401903955,LargeOffice,55068.472264578726,success,False,single_zone,1,142.3334147419414,1.967954677389108,11.319897779044153,26.492047114518925,44.1081409052489,7.392880822332519,0.0,2.287023511564464,0.0,0.0,93.56794481009806
la_urban,LA,building,Windows-local,2026-06-30,way/401903957,LargeOffice,15323.25374294363,success,False,single_zone,1,129.993668293795,2.3706374798180585,11.757748955783525,26.465100440928726,44.063275830407534,8.002808287419555,0.0,2.423908215321243,0.0,0.0,95.08347920967863
la_urban,LA,building,Windows-local,2026-06-30,way/401904727,RetailStandalone,18351.748981752095,success,False,single_zone,1,145.86957971947487,3.068364003064878,20.62257988240317,58.28211490256221,48.974686239477265,8.927642131002802,0.0,2.6700314243838346,0.0,0.0,142.54541858289417
la_urban,LA,building,Windows-local,2026-06-30,way/401904729,MediumOffice,6959.245016741895,success,False,single_zone,1,143.5412056175341,4.635475588477588,17.901929379763065,27.028484841936784,45.00128709232929,7.294464869658396,0.0,3.550521869414328,0.0,0.0,105.41216364157947
la_urban,LA,building,Windows-local,2026-06-30,way/401904731,MediumOffice,2004.3481777135044,success,False,single_zone,1,148.58661608971582,11.545123051612034,21.761384566567486,26.465100491820376,44.06327591512036,10.21493318247066,0.0,4.608413385773576,0.0,0.0,118.6582305933645
la_urban,LA,building,Windows-local,2026-06-30,way/401904732,LargeOffice,11742.514239650574,success,False,single_zone,1,132.09178642080516,3.2235028687400455,12.502968398499481,26.46510192547487,44.063278302165706,8.06296975210776,0.0,2.504088782108836,0.0,0.0,96.8219100290967
la_urban,LA,building,Windows-local,2026-06-30,way/401904735,MidriseApartment,5551.362295469598,success,False,single_zone,1,89.6852180739437,0.01981311696812613,6.086522784435262,3.9654913251481783,43.39802747696587,7.868640594736481,0.0,31.350530427606007,0.0,0.0,92.68902572585992
la_urban,LA,building,Windows-local,2026-06-30,way/401906095,OpenUBEMUnknown,626.6864976694133,success,False,single_zone,1,548.3725212799994,0.0340591445737378,77.40136132684073,38.804476897110156,342.12834006757447,35.5481444418409,0.0,7.617961917891574,0.0,0.0,501.5343437958316
la_urban,LA,building,Windows-local,2026-06-30,way/401907375,MediumOffice,2918.301304634466,success,False,single_zone,1,168.61516260286373,7.355379593417147,18.64692869863068,26.46509945312943,44.06327418577424,8.861715984056154,0.0,4.107996535036306,0.0,0.0,109.50039445004394
la_urban,LA,building,Windows-local,2026-06-30,way/401907376,RetailStandalone,2872.390067980149,success,False,single_zone,1,173.26512658039653,5.339973424158439,22.511565800297813,58.2821183565397,48.97468914191314,11.186316601501517,0.0,2.8531767308290696,0.0,0.0,149.14784005523967
la_urban,LA,building,Windows-local,2026-06-30,way/401907377,RetailStandalone,2668.009025326182,success,False,single_zone,1,153.0435841070541,6.496242319662504,24.245651060382333,58.28212697814119,48.974696386675994,12.05965691712117,0.0,2.8638265635387015,0.0,0.0,152.92220022552186
la_urban,LA,building,Windows-local,2026-06-30,way/401907378,RetailStandalone,2555.254819569629,success,False,single_zone,1,170.51975962230543,5.7159134856837035,22.915270556658882,58.28212181947152,48.974692051850994,10.822855796656725,0.0,2.882534671327161,0.0,0.0,149.59338838164896
la_urban,LA,building,Windows-local,2026-06-30,way/401907379,SmallOffice,594.509810084349,success,False,single_zone,1,90.41190459326832,7.316856756308787,20.41273963236127,26.465100598403875,27.764778058345865,10.858675789931155,0.0,2.3798120836516943,0.0,0.0,95.19796291900265
la_urban,LA,building,Windows-local,2026-06-30,way/401907380,MediumOffice,1057.827280729014,success,False,single_zone,1,150.47434573381764,13.144825223327192,23.304613732601585,26.465101106772828,44.06327693904967,10.622849831838897,0.0,6.024537681111427,0.0,0.0,123.62520451470161
la_urban,LA,building,Windows-local,2026-06-30,way/401907381,RetailStandalone,5666.6621220595625,success,False,single_zone,1,176.73722951449503,5.479523540278881,22.41077290191941,53.648552689456714,45.08108601686416,11.068979439840186,0.0,2.5399752714798476,0.0,0.0,140.22888985983917
la_urban,LA,building,Windows-local,2026-06-30,way/401907382,MediumOffice,3100.394510848923,success,False,single_zone,1,139.20133599697508,8.473665321203722,17.393946025116037,26.46510062639376,44.06327613920345,7.858883764427005,0.0,4.042243396308262,0.0,0.0,108.29711527265225
la_urban,LA,building,Windows-local,2026-06-30,way/401907383,LargeOffice,4958.056121183916,success,False,single_zone,1,191.6544565795323,6.922702088806037,12.482797137147887,24.974827810527945,41.58203476645955,7.645136432823469,0.0,2.7315998197037272,0.0,0.0,96.33909805546861
la_urban,LA,building,Windows-local,2026-06-30,way/401907384,MidriseApartment,3617.638176720867,success,False,single_zone,1,94.13626012828396,0.8470394792702505,6.524893517233154,3.96549104985683,43.39802446424,7.7647217605565135,0.0,31.410279899782484,0.0,0.0,93.91045017093924
la_urban,LA,building,Windows-local,2026-06-30,way/401907387,MediumOffice,3021.9241987404826,success,False,single_zone,1,142.52483648375943,11.073628891249715,21.850058489690333,26.465101247264887,44.06327717296626,10.36344392758229,0.0,4.068985759714591,0.0,0.0,117.88449548846808
la_urban,LA,building,Windows-local,2026-06-30,way/401907388,RetailStandalone,957.1306416995176,success,False,single_zone,1,161.04733828535655,9.134760326763548,26.897101890302604,58.282117674443064,48.97468856871541,15.32350445360027,0.0,3.3564148141494643,0.0,0.0,161.96858772797438
la_urban,LA,building,Windows-local,2026-06-30,way/401907389,MediumOffice,1984.423508836911,success,False,single_zone,1,128.61805059106814,9.7523986579081,20.912742687729207,26.465100147852485,44.06327534247894,10.037639985568635,0.0,4.618721905203294,0.0,0.0,115.84987872674068
la_urban,LA,building,Windows-local,2026-06-30,way/401910456,MidriseApartment,4264.731997564132,success,False,single_zone,1,93.40537861364953,0.48111052005321786,6.068896184647314,3.965491257669604,43.39802673852318,6.687018007695804,0.0,31.62933830532644,0.0,0.0,92.22988101391556
la_urban,LA,building,Windows-local,2026-06-30,way/401910457,MidriseApartment,1372.353338169301,success,False,single_zone,1,96.29109708492476,3.560126413747585,6.157679823747787,3.9654907692351964,43.398021393136744,5.996473757185104,0.0,31.81214056297176,0.0,0.0,94.88993272002418
la_urban,LA,building,Windows-local,2026-06-30,way/401910458,MidriseApartment,1560.140446850266,success,False,single_zone,1,98.61385802668542,4.408211284572829,6.802653579980044,3.9654911551279697,43.3980256163204,7.550998913230634,0.0,31.60536035878823,0.0,0.0,97.7307409080201
la_urban,LA,building,Windows-local,2026-06-30,way/401910460,LargeOffice,9327.352184975873,success,False,single_zone,1,139.1257383025571,5.32923018404811,13.505315633656126,26.465099772505194,44.06327471755199,8.809781246744757,0.0,2.560851498724198,0.0,0.0,100.73355305323037
la_urban,LA,building,Windows-local,2026-06-30,way/401910461,MidriseApartment,4317.546787316608,success,False,single_zone,1,93.46255843738692,0.2678013804487633,6.662499692846341,3.9654912473115047,43.398026625157804,7.787997417254461,0.0,31.476902594981627,0.0,0.0,93.5587189580005
la_urban,LA,building,Windows-local,2026-06-30,way/401910463,MediumOffice,782.716502569026,success,False,single_zone,1,163.26836279870915,14.875937650044028,21.20657771027881,26.465101770007657,44.063278043285884,10.795682618557173,0.0,7.028875951551984,0.0,0.0,124.43545374372553
la_urban,LA,building,Windows-local,2026-06-30,way/401910464,RetailStandalone,598.9747494645819,success,False,single_zone,1,155.92382552093625,10.781546529533646,26.531423694796743,58.28211924656065,48.9746898898151,14.906162432556167,0.0,3.749138494291904,0.0,0.0,163.22508028755422
