osm_id,vintage_prior,archetype_prior,levels,height_m,year_built,provenance_levels,provenance_height_m,provenance_year_built,in_prior,vintage_current,archetype_current,in_current,vintage_agree,archetype_agree,data_poor
way/265424373,DOERefPre1980,LargeOffice,,46.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424380,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265424381,90.1-2007,MediumOffice,,,2008.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,90.1-2007,MediumOffice,both,True,True,True
way/265424383,DOERef1980to2004,LargeOffice,,37.0,1989.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,MediumOffice,both,True,False,True
way/265424392,DOERefPre1980,TallBuilding,,103.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265424396,DOERefPre1980,TallBuilding,20.0,80.0,1917.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,TallBuilding,both,True,True,False
way/265424408,DOERefPre1980,MediumOffice,,,1953.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/265424410,DOERefPre1980,TallBuilding,,89.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265424412,DOERefPre1980,MediumOffice,,56.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265424415,DOERefPre1980,LargeOffice,,44.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265424423,DOERef1980to2004,LargeOffice,,41.0,2003.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,MediumOffice,both,True,False,True
way/265424428,DOERefPre1980,LargeOffice,,68.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265424430,DOERefPre1980,LargeOffice,,68.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265424435,DOERefPre1980,TallBuilding,,78.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265424438,DOERefPre1980,MediumOffice,,,1929.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265424440,DOERefPre1980,LargeOffice,,43.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424444,DOERefPre1980,LargeOffice,,47.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424453,DOERefPre1980,LargeOffice,,46.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424462,DOERefPre1980,LargeOffice,,46.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265424467,DOERefPre1980,Courthouse,,31.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,Courthouse,both,True,True,True
way/265427625,DOERefPre1980,LargeOffice,,27.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265427666,DOERefPre1980,MediumOffice,,,1954.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/265875541,DOERefPre1980,TallBuilding,,76.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265875558,DOERefPre1980,MediumOffice,,25.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265875565,DOERefPre1980,MediumOffice,,21.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875568,DOERefPre1980,SmallOffice,,10.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/265875576,DOERefPre1980,MediumOffice,,18.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875579,DOERefPre1980,MediumOffice,,19.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875581,DOERefPre1980,LargeOffice,,40.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/265875590,DOERefPre1980,MediumOffice,,19.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875593,DOERefPre1980,MediumOffice,,20.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875600,DOERefPre1980,MediumOffice,,22.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875605,DOERefPre1980,MediumOffice,,18.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875616,DOERefPre1980,MediumOffice,,18.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875622,DOERefPre1980,LargeOffice,,63.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265875628,DOERefPre1980,MediumOffice,4.0,15.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875636,DOERefPre1980,MediumOffice,1.0,4.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875639,DOERefPre1980,MediumOffice,,56.7,1912.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265875648,90.1-2019,SuperTallBuilding,67.0,397.0,2020.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2019,SuperTallBuilding,both,True,True,False
way/265875649,DOERefPre1980,SuperTallBuilding,43.0,155.2,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SuperTallBuilding,both,True,True,True
way/265875652,DOERefPre1980,TallBuilding,,102.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265875655,DOERefPre1980,SuperTallBuilding,,156.1,1964.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,SuperTallBuilding,both,True,True,True
way/265875658,DOERefPre1980,LargeOffice,,64.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265875661,DOERefPre1980,MediumOffice,,18.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/265875663,DOERefPre1980,MediumOffice,,,1953.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/265875670,DOERefPre1980,TallBuilding,,78.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/265875679,DOERefPre1980,LargeOffice,,50.0,1930.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/265875682,DOERefPre1980,MediumOffice,,,1949.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/265932612,DOERef1980to2004,MediumOffice,,,1984.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,False,True
way/265932613,DOERefPre1980,RetailStandalone,,9.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,RetailStandalone,both,True,True,True
way/265947358,DOERefPre1980,OpenUBEMUnknown,,45.8,1913.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266010263,DOERefPre1980,MediumOffice,8.0,29.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010265,DOERefPre1980,MediumOffice,4.0,16.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010267,DOERefPre1980,MediumOffice,,22.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010271,DOERefPre1980,MediumOffice,8.0,30.8,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010273,DOERefPre1980,MediumOffice,,29.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266010278,DOERefPre1980,MediumOffice,5.0,19.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010285,DOERefPre1980,TallBuilding,,80.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERef1980to2004,TallBuilding,both,False,True,True
way/266010295,DOERefPre1980,LargeOffice,,57.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266010300,DOERefPre1980,MediumOffice,6.0,23.6,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010313,DOERefPre1980,MediumOffice,,26.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010324,DOERefPre1980,MediumOffice,,23.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010333,DOERefPre1980,MediumOffice,,,1959.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266010335,DOERefPre1980,LargeOffice,,18.0,1926.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266010341,DOERefPre1980,LargeOffice,,53.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266010344,DOERefPre1980,MediumOffice,,,1927.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010352,DOERefPre1980,LargeOffice,,55.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266010353,DOERefPre1980,TallBuilding,,75.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266010354,DOERefPre1980,MediumOffice,,24.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266010376,DOERefPre1980,MediumOffice,4.0,36.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266010396,DOERefPre1980,MediumOffice,,,1953.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010410,DOERefPre1980,LargeOffice,,32.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266010414,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010420,DOERefPre1980,MediumOffice,,,1929.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010429,DOERefPre1980,MediumOffice,,,1963.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010432,DOERefPre1980,LargeOffice,,64.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266010434,DOERefPre1980,LargeOffice,,30.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266010436,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010439,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266010444,DOERefPre1980,LargeOffice,10.0,49.2,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266010446,DOERefPre1980,MediumOffice,,,1917.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266025012,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266033991,DOERefPre1980,OpenUBEMUnknown,,27.8,1918.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266033999,DOERefPre1980,LargeOffice,,28.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266034001,DOERefPre1980,MediumOffice,,22.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266034003,DOERefPre1980,LargeOffice,,59.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeOffice,both,False,True,True
way/266034043,DOERefPre1980,MediumOffice,,13.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266034044,DOERefPre1980,MediumOffice,,16.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266034045,90.1-2013,MediumOffice,,,2010.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,90.1-2013,LargeOffice,both,True,False,True
way/266034046,DOERefPre1980,LargeOffice,,18.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266034047,DOERefPre1980,OpenUBEMUnknown,,21.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266034048,DOERefPre1980,MediumOffice,,24.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266034049,DOERefPre1980,LargeOffice,,56.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266034050,DOERef1980to2004,LargeOffice,,23.6,1998.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,MediumOffice,both,True,False,True
way/266034053,DOERefPre1980,MediumOffice,,17.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266034054,DOERefPre1980,TallBuilding,,82.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266034056,DOERef1980to2004,MediumOffice,,,2002.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeHotel,both,True,False,True
way/266034058,DOERefPre1980,MediumOffice,,9.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266034059,DOERefPre1980,MediumOffice,,23.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266034060,DOERefPre1980,LargeOffice,,64.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2007,LargeOffice,both,False,True,True
way/266034071,DOERefPre1980,LargeOffice,,35.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2007,LargeOffice,both,False,True,True
way/266034074,DOERefPre1980,LargeOffice,,54.4,1918.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266034077,DOERefPre1980,LargeOffice,,23.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266034080,DOERef1980to2004,SuperTallBuilding,,169.0,2001.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERef1980to2004,SuperTallBuilding,both,True,True,True
way/266143298,DOERefPre1980,LargeOffice,,35.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143299,DOERefPre1980,LargeOffice,,24.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143301,DOERefPre1980,MediumOffice,,19.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266143302,DOERefPre1980,LargeOffice,,57.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143303,DOERefPre1980,LargeOffice,,69.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266143304,DOERefPre1980,LargeOffice,,32.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143305,DOERefPre1980,MediumOffice,,22.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266143306,DOERefPre1980,LargeOffice,,54.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143307,DOERefPre1980,SmallOffice,,12.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266143308,DOERefPre1980,MediumOffice,,,1914.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266143309,90.1-2013,TallBuilding,30.0,90.0,2015.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,90.1-2013,TallBuilding,both,True,True,False
way/266143310,DOERefPre1980,LargeOffice,,48.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143311,DOERefPre1980,LargeOffice,,50.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266143312,DOERefPre1980,MediumOffice,,12.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266143313,DOERefPre1980,LargeOffice,,56.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266143314,DOERefPre1980,LargeOffice,,55.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266143315,DOERefPre1980,LargeOffice,,64.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266143321,DOERefPre1980,MediumOffice,,21.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266143323,DOERefPre1980,MediumOffice,,11.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266143324,DOERefPre1980,MediumOffice,,27.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266143337,DOERefPre1980,OpenUBEMUnknown,,22.9,1921.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266143341,90.1-2013,MediumOffice,,,2011.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,90.1-2013,LargeOffice,both,True,False,True
way/266143344,DOERefPre1980,LargeOffice,,38.2,1903.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266143345,DOERefPre1980,TallBuilding,,90.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266143346,DOERefPre1980,MediumOffice,,11.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266143348,DOERefPre1980,TallBuilding,,107.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266143351,DOERefPre1980,MediumOffice,,9.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266143354,DOERefPre1980,TallBuilding,,94.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266143355,DOERefPre1980,TallBuilding,,77.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266143358,DOERef1980to2004,LargeOffice,,,2000.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,True,True
way/266143359,DOERefPre1980,LargeOffice,,53.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266143361,DOERef1980to2004,MediumOffice,,,2002.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,False,True
way/266149298,DOERefPre1980,OpenUBEMUnknown,,20.7,1927.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149299,DOERefPre1980,OpenUBEMUnknown,,21.0,1913.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149300,DOERefPre1980,OpenUBEMUnknown,,20.9,1917.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149302,DOERefPre1980,OpenUBEMUnknown,,20.3,1918.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149304,DOERefPre1980,OpenUBEMUnknown,,19.7,1912.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149305,DOERefPre1980,MediumOffice,,18.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266149306,DOERefPre1980,MediumOffice,,13.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266149307,DOERefPre1980,MediumOffice,,14.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266149308,DOERefPre1980,MediumOffice,,39.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266149309,DOERefPre1980,Courthouse,,26.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,Courthouse,both,True,True,True
way/266149315,DOERefPre1980,LargeOffice,,22.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266149316,DOERefPre1980,SmallOffice,,13.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266149319,DOERefPre1980,MediumOffice,5.0,18.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266149320,DOERefPre1980,MediumOffice,,17.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266149322,DOERefPre1980,SmallOffice,4.0,13.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266149323,DOERefPre1980,SmallOffice,4.0,13.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266149324,DOERefPre1980,QuickServiceRestaurant,4.0,13.2,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,QuickServiceRestaurant,both,True,True,True
way/266149325,DOERefPre1980,OpenUBEMUnknown,,20.9,1927.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149327,DOERefPre1980,OpenUBEMUnknown,,26.2,1910.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149328,DOERefPre1980,OpenUBEMUnknown,,22.6,1927.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149329,DOERefPre1980,OpenUBEMUnknown,,19.9,1923.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149330,DOERefPre1980,OpenUBEMUnknown,,22.3,1925.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149332,DOERefPre1980,FullServiceRestaurant,,41.1,1927.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,FullServiceRestaurant,both,True,True,True
way/266149334,DOERefPre1980,OpenUBEMUnknown,,21.9,1913.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149336,DOERefPre1980,OpenUBEMUnknown,,24.7,1927.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149338,DOERefPre1980,TallBuilding,,81.0,1913.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,TallBuilding,both,True,True,True
