cell,mode,stem,n_zones,area_plain_m2,area_multiplier_aware_m2,max_zone_multiplier,max_zone_list_multiplier,n_zones_excluded_not_in_total_area,parse_status
la_centre,layout_assign,way_427942820,6,658.97,658.97,1,1,1,ok
la_centre,layout_assign,way_427942821,6,561.9200000000001,561.9200000000001,1,1,1,ok
la_centre,layout_assign,way_427942822,3,195.84,195.84,1,1,1,ok
la_centre,layout_assign,way_427942823,5,961.3900000000001,1922.7800000000002,2,1,0,ok
la_centre,layout_assign,way_427942824,6,545.94,545.94,1,1,1,ok
la_centre,layout_assign,way_427942825,5,698.83,2795.32,4,1,0,ok
la_centre,layout_assign,way_427942826,5,671.23,1342.46,2,1,0,ok
la_centre,layout_assign,way_427942827,5,441.29999999999995,441.29999999999995,1,1,0,ok
la_centre,layout_assign,way_427942828,6,447.03999999999996,447.03999999999996,1,1,1,ok
la_centre,layout_assign,way_427942830,5,496.40999999999997,496.40999999999997,1,1,0,ok
la_centre,layout_assign,way_427942833,27,9555.509999999997,31851.699999999993,1,8,0,ok
la_centre,layout_assign,way_427942886,67,4633.240000000002,4633.240000000002,1,1,0,ok
la_centre,layout_assign,way_427942890,23,6811.639999999999,22137.83,10,1,3,ok
la_centre,layout_assign,way_427942899,18,1637.850000000001,7097.349999999998,11,1,3,ok
la_centre,layout_assign,way_427942921,23,1279.3700000000008,4157.930000000002,10,1,3,ok
la_centre,layout_assign,way_427942923,1,933.2,933.2,1,1,0,ok
la_centre,layout_assign,way_427942925,3,56.589999999999996,56.589999999999996,1,1,1,ok
la_centre,layout_assign,way_427942926,18,3102.9600000000005,7240.24,5,1,3,ok
la_centre,layout_assign,way_427942934,18,3385.9199999999987,7900.48,5,1,3,ok
la_centre,layout_assign,way_427942940,23,4096.640000000002,13314.079999999996,10,1,3,ok
la_centre,layout_assign,way_427942948,5,614.48,614.48,1,1,0,ok
la_centre,layout_assign,way_427942954,9,39440.79,39440.79,1,1,0,ok
la_centre,layout_assign,way_427942955,6,238.43,238.43,1,1,1,ok
la_centre,layout_assign,way_427942962,5,555.51,1111.02,2,1,0,ok
la_centre,layout_assign,way_427942965,18,2421.2100000000005,8070.700000000001,8,1,3,ok
la_centre,layout_assign,way_427942972,23,1762.1500000000003,5727.01,10,1,3,ok
la_centre,layout_assign,way_428015095,27,2608.3199999999997,8694.399999999998,1,8,0,ok
la_centre,layout_assign,way_428015097,1,8860.3,8860.3,1,1,0,ok
la_centre,layout_assign,way_428015098,22,1054.5899999999997,2050.33,76,1,0,ok
la_centre,layout_assign,way_428015099,27,14184.719999999992,37825.92,3,2,0,ok
la_centre,layout_assign,way_428015101,27,4499.759999999999,14999.2,1,8,0,ok
la_centre,layout_assign,way_428015102,6,281.53,281.53,1,1,1,ok
la_centre,layout_assign,way_428015103,23,1742.21,5662.160000000001,10,1,3,ok
la_centre,layout_assign,way_428015106,6,247.22000000000003,247.22000000000003,1,1,1,ok
la_centre,layout_assign,way_428015108,18,1891.7699999999995,3783.540000000001,4,1,3,ok
la_centre,layout_assign,way_428015113,23,6893.77,22404.729999999996,10,1,3,ok
la_centre,layout_assign,way_428015119,27,3372.360000000001,11241.200000000003,1,8,0,ok
la_centre,layout_assign,way_428015121,23,3202.9199999999983,10409.489999999998,10,1,3,ok
la_centre,layout_assign,way_428015124,23,2839.439999999999,9228.179999999997,10,1,3,ok
la_centre,layout_assign,way_428015126,6,546.9599999999999,546.9599999999999,1,1,1,ok
la_centre,layout_assign,way_428015129,6,761.9099999999999,761.9099999999999,1,1,1,ok
la_centre,layout_assign,way_428015132,5,1772.53,5317.590000000001,3,1,0,ok
la_centre,layout_assign,way_428015142,5,380.45,1141.35,3,1,0,ok
la_centre,layout_assign,way_428015149,6,56.72,56.72,1,1,1,ok
la_centre,layout_assign,way_428015153,23,2126.290000000001,6910.420000000002,10,1,3,ok
la_centre,layout_assign,way_428015158,5,357.57,1072.7099999999998,3,1,0,ok
la_centre,layout_assign,way_428015162,5,1179.78,2359.56,2,1,0,ok
la_centre,layout_assign,way_428015169,5,551.38,1102.76,2,1,0,ok
la_centre,layout_assign,way_428015178,3,1177.81,7066.86,6,1,0,ok
la_centre,layout_assign,way_428015183,5,1680.26,5040.78,3,1,0,ok
la_centre,layout_assign,way_428015185,6,521.4,521.4,1,1,1,ok
la_centre,layout_assign,way_428015187,27,4399.620000000002,8799.239999999998,2,2,0,ok
la_centre,layout_assign,way_428015190,27,2273.4599999999996,7578.2000000000035,1,8,0,ok
la_centre,layout_assign,way_428331962,23,2196.269999999999,7137.9,10,1,3,ok
la_centre,layout_assign,way_428331963,23,6475.649999999999,21045.840000000004,10,1,3,ok
la_centre,layout_assign,way_429324543,18,1491.6599999999994,3977.7600000000007,6,1,3,ok
la_centre,layout_assign,way_429324547,18,2665.8,3554.4000000000005,2,1,3,ok
la_centre,layout_assign,way_429324663,3,308.37,308.37,1,1,0,ok
la_centre,layout_assign,way_495107667,23,789.9200000000003,2567.24,10,1,3,ok
la_centre,layout_assign,way_495107670,18,5043.75,5043.75,1,1,3,ok
la_centre,layout_assign,way_495110352,27,4749.120000000001,15830.400000000003,1,8,0,ok
la_centre,layout_assign,way_495110353,23,3914.3199999999983,12721.539999999995,10,1,3,ok
la_centre,layout_assign,way_495110356,27,2994.3300000000013,9981.099999999997,1,8,0,ok
la_centre,layout_assign,way_495110357,27,6180.990000000003,20603.300000000003,1,8,0,ok
la_centre,layout_assign,way_695509051,27,9472.920000000002,25261.120000000003,3,2,0,ok
la_centre,layout_assign,way_780084203,6,46.75,46.75,1,1,1,ok
la_centre,layout_assign,way_780084204,6,35.519999999999996,35.519999999999996,1,1,1,ok
la_centre,layout_assign,way_894010731,23,1652.5100000000002,5370.679999999999,10,1,3,ok
la_centre,layout_assign,way_900894807,23,3446.580000000001,11201.340000000002,10,1,3,ok
la_centre,layout_assign,way_904226185,5,1932.1699999999998,11593.02,6,1,0,ok
la_centre,layout_assign,way_904226186,5,1691.91,5075.73,3,1,0,ok
la_centre,layout_assign,way_904305569,23,1445.2900000000002,4697.17,10,1,3,ok
la_centre,layout_assign,way_905248731,18,2021.7900000000006,2021.7900000000006,1,1,3,ok
la_centre,layout_assign,way_905248734,6,305.92999999999995,305.92999999999995,1,1,1,ok
la_centre,layout_assign,way_905248735,6,345.94,345.94,1,1,1,ok
la_centre,layout_assign,way_905248736,6,140.98,140.98,1,1,1,ok
la_centre,layout_assign,way_905248740,6,140.66,140.66,1,1,1,ok
la_centre,layout_assign,way_905248741,6,166.77,166.77,1,1,1,ok
la_centre,layout_assign,way_905248742,6,142.01999999999998,142.01999999999998,1,1,1,ok
la_centre,layout_assign,way_905534492,5,626.74,1253.48,2,1,0,ok
la_centre,layout_assign,way_906254725,1,240.61,240.61,1,1,0,ok
la_centre,layout_assign,way_912211057,1,950.71,950.71,1,1,0,ok
la_centre,layout_assign,way_959003471,6,91.77,91.77,1,1,1,ok
la_centre,layout_assign,way_959003472,1,264.33,264.33,1,1,0,ok
la_centre,layout_assign,way_959003473,6,60.160000000000004,60.160000000000004,1,1,1,ok
la_centre,layout_assign,way_959003484,1,286.84,286.84,1,1,0,ok
la_centre,layout_assign,way_959006685,6,77.17999999999999,77.17999999999999,1,1,1,ok
la_rural,auto,way_222366800,1,149.94,149.94,1,1,0,ok
la_rural,auto,way_472960895,2,206.88,206.88,1,1,0,ok
la_rural,auto,way_472960930,1,30.46,30.46,1,1,0,ok
la_rural,auto,way_472960931,2,60.02,60.02,1,1,0,ok
la_rural,auto,way_472960932,2,68.44,68.44,1,1,0,ok
la_rural,auto,way_472960933,2,946.5,946.5,1,1,0,ok
la_rural,auto,way_472960934,2,174.46,174.46,1,1,0,ok
la_rural,auto,way_472960935,2,1711.0,1711.0,1,1,0,ok
la_rural,auto,way_472960936,15,4367.91,4367.91,1,1,0,ok
la_rural,auto,way_472960937,10,2702.66,2702.66,1,1,0,ok
la_rural,auto,way_472960938,10,2800.88,2800.88,1,1,0,ok
la_rural,auto,way_472960939,10,6158.360000000001,6158.360000000001,1,1,0,ok
la_rural,auto,way_472960940,10,2811.8399999999997,2811.8399999999997,1,1,0,ok
la_rural,auto,way_472960941,10,2594.58,2594.58,1,1,0,ok
la_rural,auto,way_472960942,10,4799.780000000001,4799.780000000001,1,1,0,ok
la_rural,auto,way_472960943,10,2995.7999999999997,2995.7999999999997,1,1,0,ok
la_rural,auto,way_472960944,10,2471.3400000000006,2471.3400000000006,1,1,0,ok
la_rural,auto,way_472960965,2,947.18,947.18,1,1,0,ok
la_rural,auto,way_472960967,2,442.48,442.48,1,1,0,ok
la_rural,auto,way_472960970,1,29.4,29.4,1,1,0,ok
la_rural,auto,way_472960971,2,453.88,453.88,1,1,0,ok
la_rural,auto,way_472960972,57,10081.230000000001,10081.230000000001,1,1,0,ok
la_rural,auto,way_472960974,1,31.52,31.52,1,1,0,ok
la_rural,auto,way_472960975,1,131.03,131.03,1,1,0,ok
la_rural,auto,way_472960977,1,62.03,62.03,1,1,0,ok
la_rural,auto,way_472960978,2,76.28,76.28,1,1,0,ok
la_rural,auto,way_472960980,2,849.64,849.64,1,1,0,ok
la_rural,auto,way_472960999,2,104.58,104.58,1,1,0,ok
la_rural,auto,way_472961000,2,182.78,182.78,1,1,0,ok
la_rural,auto,way_472961001,2,182.12,182.12,1,1,0,ok
la_rural,auto,way_472961002,1,272.92,272.92,1,1,0,ok
la_rural,auto,way_472961003,1,53.69,53.69,1,1,0,ok
la_rural,auto,way_472961004,14,1053.34,1053.34,1,1,0,ok
la_rural,auto,way_472961005,1,67.0,67.0,1,1,0,ok
la_rural,auto,way_472961006,1,28.31,28.31,1,1,0,ok
la_rural,auto,way_472961007,3,2812.5,2812.5,1,1,0,ok
la_rural,auto,way_472961009,1,30.5,30.5,1,1,0,ok
la_rural,auto,way_472961011,4,194.96,194.96,1,1,0,ok
la_rural,auto,way_472961013,2,74.08,74.08,1,1,0,ok
la_rural,auto,way_472961015,1,93.18,93.18,1,1,0,ok
la_rural,auto,way_472961017,2,703.16,703.16,1,1,0,ok
la_rural,auto,way_472961018,2,76.72,76.72,1,1,0,ok
la_rural,auto,way_472961019,1,28.92,28.92,1,1,0,ok
la_rural,auto,way_472961020,1,28.88,28.88,1,1,0,ok
la_rural,auto,way_472961022,2,151.0,151.0,1,1,0,ok
la_rural,auto,way_472961024,4,3611.32,3611.32,1,1,0,ok
la_rural,auto,way_472961025,2,130.12,130.12,1,1,0,ok
la_rural,auto,way_472961026,20,3607.52,3607.52,1,1,0,ok
la_rural,auto,way_472961028,1,75.28,75.28,1,1,0,ok
la_rural,auto,way_472961029,1,64.7,64.7,1,1,0,ok
la_rural,auto,way_472961031,1,104.84,104.84,1,1,0,ok
la_rural,auto,way_472961034,27,4193.82,4193.82,1,1,0,ok
la_rural,auto,way_472961040,2,391.3,391.3,1,1,0,ok
la_rural,auto,way_472961041,1,110.83,110.83,1,1,0,ok
la_rural,auto,way_472961043,18,1680.82,1680.82,1,1,0,ok
la_rural,auto,way_472961045,2,393.74,393.74,1,1,0,ok
la_rural,auto,way_472961047,18,1686.5699999999997,1686.5699999999997,1,1,0,ok
la_rural,auto,way_472961048,20,3606.56,3606.56,1,1,0,ok
la_rural,auto,way_472961050,2,393.24,393.24,1,1,0,ok
la_rural,auto,way_472961052,2,553.4,553.4,1,1,0,ok
la_rural,auto,way_472961054,1,105.18,105.18,1,1,0,ok
la_rural,auto,way_472961072,2,393.52,393.52,1,1,0,ok
la_rural,auto,way_472961073,2,203.0,203.0,1,1,0,ok
la_rural,auto,way_472961074,1,103.47,103.47,1,1,0,ok
la_rural,auto,way_472961075,1,103.91,103.91,1,1,0,ok
la_rural,auto,way_472961076,2,208.64,208.64,1,1,0,ok
la_rural,auto,way_472961077,1,101.59,101.59,1,1,0,ok
la_rural,auto,way_472961078,1,103.35,103.35,1,1,0,ok
la_rural,auto,way_472961079,1,103.61,103.61,1,1,0,ok
la_rural,auto,way_472961080,1,102.35,102.35,1,1,0,ok
la_rural,auto,way_472961081,1,66.29,66.29,1,1,0,ok
la_rural,auto,way_472961082,1,102.83,102.83,1,1,0,ok
la_rural,auto,way_472961083,1,65.21,65.21,1,1,0,ok
la_rural,auto,way_472961084,1,76.44,76.44,1,1,0,ok
la_rural,auto,way_472961085,1,100.78,100.78,1,1,0,ok
la_rural,auto,way_472961086,1,99.65,99.65,1,1,0,ok
la_rural,auto,way_472961087,1,75.9,75.9,1,1,0,ok
la_rural,auto,way_472961088,27,4667.19,4667.19,1,1,0,ok
la_rural,auto,way_472961089,18,1225.9,1225.9,1,1,0,ok
la_rural,auto,way_472961090,18,1216.18,1216.18,1,1,0,ok
la_rural,auto,way_472961091,27,4063.6799999999994,4063.6799999999994,1,1,0,ok
la_rural,auto,way_472961092,18,1391.8600000000001,1391.8600000000001,1,1,0,ok
la_rural,auto,way_472961093,18,1484.0800000000002,1484.0800000000002,1,1,0,ok
la_rural,auto,way_472961094,2,556.3,556.3,1,1,0,ok
la_rural,auto,way_472961095,1,74.27,74.27,1,1,0,ok
la_rural,auto,way_472961096,2,276.76,276.76,1,1,0,ok
la_rural,auto,way_472961097,2,213.42,213.42,1,1,0,ok
la_rural,auto,way_472961098,2,266.32,266.32,1,1,0,ok
la_rural,auto,way_472961099,2,360.64,360.64,1,1,0,ok
la_rural,auto,way_472961100,3,3537.51,3537.51,1,1,0,ok
la_rural,auto,way_472961115,5,1148.55,1148.55,1,1,0,ok
la_rural,auto,way_472961117,1,47.55,47.55,1,1,0,ok
la_rural,auto,way_472961120,22,1414.56,1414.56,1,1,0,ok
la_rural,auto,way_472961122,3,2757.9900000000002,2757.9900000000002,1,1,0,ok
la_rural,auto,way_472961125,2,925.04,925.04,1,1,0,ok
la_rural,auto,way_472961128,2,245.02,245.02,1,1,0,ok
la_rural,auto,way_472961131,2,582.38,582.38,1,1,0,ok
la_rural,auto,way_472961133,2,1193.88,1193.88,1,1,0,ok
la_rural,auto,way_472961135,2,155.3,155.3,1,1,0,ok
la_rural,auto,way_472961137,2,443.9,443.9,1,1,0,ok
la_rural,auto,way_472961140,10,2161.88,2161.88,1,1,0,ok
la_rural,auto,way_472961148,10,2166.3,2166.3,1,1,0,ok
la_rural,auto,way_472961150,2,279.16,279.16,1,1,0,ok
la_rural,auto,way_472961152,1,74.02,74.02,1,1,0,ok
la_rural,auto,way_472961155,1,74.32,74.32,1,1,0,ok
la_rural,auto,way_472961157,1,64.76,64.76,1,1,0,ok
la_rural,auto,way_472961159,1,73.8,73.8,1,1,0,ok
la_rural,auto,way_472961162,2,254.62,254.62,1,1,0,ok
la_rural,auto,way_472961164,27,3604.71,3604.71,1,1,0,ok
la_rural,auto,way_472961166,2,738.24,738.24,1,1,0,ok
la_rural,auto,way_472961169,2,272.96,272.96,1,1,0,ok
la_rural,auto,way_472961171,39,67330.38,67330.38,1,1,0,ok
la_rural,auto,way_472961191,2,433.9,433.9,1,1,0,ok
la_rural,auto,way_472961193,2,126.88,126.88,1,1,0,ok
la_rural,auto,way_472961200,2,182.16,182.16,1,1,0,ok
la_rural,auto,way_472961202,1,34.3,34.3,1,1,0,ok
la_rural,auto,way_472961204,1,54.14,54.14,1,1,0,ok
la_rural,auto,way_472961207,2,179.96,179.96,1,1,0,ok
la_rural,auto,way_472961208,2,114.52,114.52,1,1,0,ok
la_rural,auto,way_472961212,1,149.14,149.14,1,1,0,ok
la_rural,auto,way_472961216,2,922.38,922.38,1,1,0,ok
la_rural,auto,way_472961221,1,45.59,45.59,1,1,0,ok
la_rural,auto,way_472961226,2,328.24,328.24,1,1,0,ok
la_rural,auto,way_472961229,1,54.44,54.44,1,1,0,ok
la_rural,auto,way_472961234,1,54.89,54.89,1,1,0,ok
la_rural,auto,way_472961236,1,45.22,45.22,1,1,0,ok
la_rural,auto,way_472961237,1,128.53,128.53,1,1,0,ok
la_rural,auto,way_472961240,1,93.18,93.18,1,1,0,ok
la_rural,auto,way_472961241,2,453.96,453.96,1,1,0,ok
la_rural,auto,way_472961243,1,175.13,175.13,1,1,0,ok
la_rural,auto,way_472961246,1,47.34,47.34,1,1,0,ok
la_rural,auto,way_472961248,2,590.26,590.26,1,1,0,ok
la_rural,auto,way_472961250,2,385.02,385.02,1,1,0,ok
la_rural,auto,way_472961253,1,69.37,69.37,1,1,0,ok
la_rural,auto,way_472961276,2,421.62,421.62,1,1,0,ok
la_rural,auto,way_472961278,2,97.0,97.0,1,1,0,ok
la_rural,auto,way_472961282,2,302.72,302.72,1,1,0,ok
la_rural,auto,way_472961286,2,180.54,180.54,1,1,0,ok
la_rural,auto,way_472961287,1,52.89,52.89,1,1,0,ok
la_rural,auto,way_472961288,1,146.18,146.18,1,1,0,ok
la_rural,auto,way_472961289,1,54.61,54.61,1,1,0,ok
la_rural,auto,way_472961290,1,158.66,158.66,1,1,0,ok
la_rural,auto,way_472961291,2,209.52,209.52,1,1,0,ok
la_rural,auto,way_472961292,1,54.89,54.89,1,1,0,ok
la_rural,auto,way_472961293,1,54.25,54.25,1,1,0,ok
la_rural,auto,way_472961294,1,55.57,55.57,1,1,0,ok
la_rural,auto,way_472961295,1,53.42,53.42,1,1,0,ok
la_rural,auto,way_472961296,2,178.54,178.54,1,1,0,ok
la_rural,auto,way_472961297,2,188.46,188.46,1,1,0,ok
la_rural,building,way_222366800,1,149.94,149.94,1,1,0,ok
la_rural,building,way_472960895,1,103.44,103.44,1,1,0,ok
la_rural,building,way_472960930,1,30.46,30.46,1,1,0,ok
la_rural,building,way_472960931,1,30.01,30.01,1,1,0,ok
la_rural,building,way_472960932,1,34.22,34.22,1,1,0,ok
la_rural,building,way_472960933,1,473.25,473.25,1,1,0,ok
la_rural,building,way_472960934,1,87.23,87.23,1,1,0,ok
la_rural,building,way_472960935,1,855.5,855.5,1,1,0,ok
la_rural,building,way_472960936,1,1455.97,1455.97,1,1,0,ok
la_rural,building,way_472960937,1,1351.32,1351.32,1,1,0,ok
la_rural,building,way_472960938,1,1400.44,1400.44,1,1,0,ok
la_rural,building,way_472960939,1,3079.18,3079.18,1,1,0,ok
la_rural,building,way_472960940,1,1405.93,1405.93,1,1,0,ok
la_rural,building,way_472960941,1,1297.29,1297.29,1,1,0,ok
la_rural,building,way_472960942,1,2399.89,2399.89,1,1,0,ok
la_rural,building,way_472960943,1,1497.91,1497.91,1,1,0,ok
la_rural,building,way_472960944,1,1235.67,1235.67,1,1,0,ok
la_rural,building,way_472960965,1,473.59,473.59,1,1,0,ok
la_rural,building,way_472960967,1,221.24,221.24,1,1,0,ok
la_rural,building,way_472960970,1,29.4,29.4,1,1,0,ok
la_rural,building,way_472960971,1,226.94,226.94,1,1,0,ok
la_rural,building,way_472960972,1,3417.58,3417.58,1,1,0,ok
la_rural,building,way_472960974,1,31.52,31.52,1,1,0,ok
la_rural,building,way_472960975,1,131.03,131.03,1,1,0,ok
la_rural,building,way_472960977,1,62.03,62.03,1,1,0,ok
la_rural,building,way_472960978,1,38.14,38.14,1,1,0,ok
la_rural,building,way_472960980,1,424.82,424.82,1,1,0,ok
la_rural,building,way_472960999,1,52.29,52.29,1,1,0,ok
la_rural,building,way_472961000,1,91.39,91.39,1,1,0,ok
la_rural,building,way_472961001,1,91.06,91.06,1,1,0,ok
la_rural,building,way_472961002,1,272.92,272.92,1,1,0,ok
la_rural,building,way_472961003,1,53.69,53.69,1,1,0,ok
la_rural,building,way_472961004,1,530.79,530.79,1,1,0,ok
la_rural,building,way_472961005,1,67.0,67.0,1,1,0,ok
la_rural,building,way_472961006,1,28.31,28.31,1,1,0,ok
la_rural,building,way_472961007,1,937.5,937.5,1,1,0,ok
la_rural,building,way_472961009,1,30.5,30.5,1,1,0,ok
la_rural,building,way_472961011,1,48.74,48.74,1,1,0,ok
la_rural,building,way_472961013,1,37.04,37.04,1,1,0,ok
la_rural,building,way_472961015,1,93.18,93.18,1,1,0,ok
la_rural,building,way_472961017,1,351.58,351.58,1,1,0,ok
la_rural,building,way_472961018,1,38.36,38.36,1,1,0,ok
la_rural,building,way_472961019,1,28.92,28.92,1,1,0,ok
la_rural,building,way_472961020,1,28.88,28.88,1,1,0,ok
la_rural,building,way_472961022,1,75.5,75.5,1,1,0,ok
la_rural,building,way_472961024,1,902.83,902.83,1,1,0,ok
la_rural,building,way_472961025,1,65.06,65.06,1,1,0,ok
la_rural,building,way_472961026,1,901.88,901.88,1,1,0,ok
la_rural,building,way_472961028,1,75.28,75.28,1,1,0,ok
la_rural,building,way_472961029,1,64.7,64.7,1,1,0,ok
la_rural,building,way_472961031,1,104.84,104.84,1,1,0,ok
la_rural,building,way_472961034,1,1398.5,1398.5,1,1,0,ok
la_rural,building,way_472961040,1,195.65,195.65,1,1,0,ok
la_rural,building,way_472961041,1,110.83,110.83,1,1,0,ok
la_rural,building,way_472961043,1,753.73,753.73,1,1,0,ok
la_rural,building,way_472961045,1,196.87,196.87,1,1,0,ok
la_rural,building,way_472961047,1,758.34,758.34,1,1,0,ok
la_rural,building,way_472961048,1,901.62,901.62,1,1,0,ok
la_rural,building,way_472961050,1,196.62,196.62,1,1,0,ok
la_rural,building,way_472961052,1,276.7,276.7,1,1,0,ok
la_rural,building,way_472961054,1,105.18,105.18,1,1,0,ok
la_rural,building,way_472961072,1,196.76,196.76,1,1,0,ok
la_rural,building,way_472961073,1,101.5,101.5,1,1,0,ok
la_rural,building,way_472961074,1,103.47,103.47,1,1,0,ok
la_rural,building,way_472961075,1,103.91,103.91,1,1,0,ok
la_rural,building,way_472961076,1,104.32,104.32,1,1,0,ok
la_rural,building,way_472961077,1,101.59,101.59,1,1,0,ok
la_rural,building,way_472961078,1,103.35,103.35,1,1,0,ok
la_rural,building,way_472961079,1,103.61,103.61,1,1,0,ok
la_rural,building,way_472961080,1,102.35,102.35,1,1,0,ok
la_rural,building,way_472961081,1,66.29,66.29,1,1,0,ok
la_rural,building,way_472961082,1,102.83,102.83,1,1,0,ok
la_rural,building,way_472961083,1,65.21,65.21,1,1,0,ok
la_rural,building,way_472961084,1,76.44,76.44,1,1,0,ok
la_rural,building,way_472961085,1,100.78,100.78,1,1,0,ok
la_rural,building,way_472961086,1,99.65,99.65,1,1,0,ok
la_rural,building,way_472961087,1,75.9,75.9,1,1,0,ok
la_rural,building,way_472961088,1,1555.88,1555.88,1,1,0,ok
la_rural,building,way_472961089,1,613.26,613.26,1,1,0,ok
la_rural,building,way_472961090,1,609.28,609.28,1,1,0,ok
la_rural,building,way_472961091,1,1355.23,1355.23,1,1,0,ok
la_rural,building,way_472961092,1,612.41,612.41,1,1,0,ok
la_rural,building,way_472961093,1,744.83,744.83,1,1,0,ok
la_rural,building,way_472961094,1,278.15,278.15,1,1,0,ok
la_rural,building,way_472961095,1,74.27,74.27,1,1,0,ok
la_rural,building,way_472961096,1,138.38,138.38,1,1,0,ok
la_rural,building,way_472961097,1,106.71,106.71,1,1,0,ok
la_rural,building,way_472961098,1,133.16,133.16,1,1,0,ok
la_rural,building,way_472961099,1,180.32,180.32,1,1,0,ok
la_rural,building,way_472961100,1,1179.17,1179.17,1,1,0,ok
la_rural,building,way_472961115,1,229.71,229.71,1,1,0,ok
la_rural,building,way_472961117,1,47.55,47.55,1,1,0,ok
la_rural,building,way_472961120,1,747.39,747.39,1,1,0,ok
la_rural,building,way_472961122,1,919.33,919.33,1,1,0,ok
la_rural,building,way_472961125,1,462.52,462.52,1,1,0,ok
la_rural,building,way_472961128,1,122.51,122.51,1,1,0,ok
la_rural,building,way_472961131,1,291.19,291.19,1,1,0,ok
la_rural,building,way_472961133,1,596.94,596.94,1,1,0,ok
la_rural,building,way_472961135,1,77.65,77.65,1,1,0,ok
la_rural,building,way_472961137,1,221.95,221.95,1,1,0,ok
la_rural,building,way_472961140,1,1080.95,1080.95,1,1,0,ok
la_rural,building,way_472961148,1,1083.14,1083.14,1,1,0,ok
la_rural,building,way_472961150,1,139.58,139.58,1,1,0,ok
la_rural,building,way_472961152,1,74.02,74.02,1,1,0,ok
la_rural,building,way_472961155,1,74.32,74.32,1,1,0,ok
la_rural,building,way_472961157,1,64.76,64.76,1,1,0,ok
la_rural,building,way_472961159,1,73.8,73.8,1,1,0,ok
la_rural,building,way_472961162,1,127.31,127.31,1,1,0,ok
la_rural,building,way_472961164,1,1219.68,1219.68,1,1,0,ok
la_rural,building,way_472961166,1,369.12,369.12,1,1,0,ok
la_rural,building,way_472961169,1,136.48,136.48,1,1,0,ok
la_rural,building,way_472961171,1,22443.66,22443.66,1,1,0,ok
la_rural,building,way_472961191,1,216.95,216.95,1,1,0,ok
la_rural,building,way_472961193,1,63.44,63.44,1,1,0,ok
la_rural,building,way_472961200,1,91.08,91.08,1,1,0,ok
la_rural,building,way_472961202,1,34.3,34.3,1,1,0,ok
la_rural,building,way_472961204,1,54.14,54.14,1,1,0,ok
la_rural,building,way_472961207,1,89.98,89.98,1,1,0,ok
la_rural,building,way_472961208,1,57.26,57.26,1,1,0,ok
la_rural,building,way_472961212,1,149.14,149.14,1,1,0,ok
la_rural,building,way_472961216,1,461.19,461.19,1,1,0,ok
la_rural,building,way_472961221,1,45.59,45.59,1,1,0,ok
la_rural,building,way_472961226,1,164.12,164.12,1,1,0,ok
la_rural,building,way_472961229,1,54.44,54.44,1,1,0,ok
la_rural,building,way_472961234,1,54.89,54.89,1,1,0,ok
la_rural,building,way_472961236,1,45.22,45.22,1,1,0,ok
la_rural,building,way_472961237,1,128.53,128.53,1,1,0,ok
la_rural,building,way_472961240,1,93.18,93.18,1,1,0,ok
la_rural,building,way_472961241,1,226.98,226.98,1,1,0,ok
la_rural,building,way_472961243,1,175.13,175.13,1,1,0,ok
la_rural,building,way_472961246,1,47.34,47.34,1,1,0,ok
la_rural,building,way_472961248,1,295.13,295.13,1,1,0,ok
la_rural,building,way_472961250,1,192.51,192.51,1,1,0,ok
la_rural,building,way_472961253,1,69.37,69.37,1,1,0,ok
la_rural,building,way_472961276,1,210.81,210.81,1,1,0,ok
la_rural,building,way_472961278,1,48.5,48.5,1,1,0,ok
la_rural,building,way_472961282,1,151.36,151.36,1,1,0,ok
la_rural,building,way_472961286,1,90.27,90.27,1,1,0,ok
la_rural,building,way_472961287,1,52.89,52.89,1,1,0,ok
la_rural,building,way_472961288,1,146.18,146.18,1,1,0,ok
la_rural,building,way_472961289,1,54.61,54.61,1,1,0,ok
la_rural,building,way_472961290,1,158.66,158.66,1,1,0,ok
la_rural,building,way_472961291,1,104.76,104.76,1,1,0,ok
la_rural,building,way_472961292,1,54.89,54.89,1,1,0,ok
la_rural,building,way_472961293,1,54.25,54.25,1,1,0,ok
la_rural,building,way_472961294,1,55.57,55.57,1,1,0,ok
la_rural,building,way_472961295,1,53.42,53.42,1,1,0,ok
la_rural,building,way_472961296,1,89.27,89.27,1,1,0,ok
la_rural,building,way_472961297,1,94.23,94.23,1,1,0,ok
la_rural,fast_zone,way_222366800,1,149.94,149.94,1,1,0,ok
la_rural,fast_zone,way_472960895,2,206.88,206.88,1,1,0,ok
la_rural,fast_zone,way_472960930,1,30.46,30.46,1,1,0,ok
la_rural,fast_zone,way_472960931,2,60.02,60.02,1,1,0,ok
la_rural,fast_zone,way_472960932,2,68.44,68.44,1,1,0,ok
la_rural,fast_zone,way_472960933,2,946.5,946.5,1,1,0,ok
la_rural,fast_zone,way_472960934,2,174.46,174.46,1,1,0,ok
la_rural,fast_zone,way_472960935,2,1711.0,1711.0,1,1,0,ok
la_rural,fast_zone,way_472960936,15,4367.910000000001,4367.910000000001,1,1,0,ok
la_rural,fast_zone,way_472960937,10,2702.66,2702.66,1,1,0,ok
la_rural,fast_zone,way_472960938,10,2800.88,2800.88,1,1,0,ok
la_rural,fast_zone,way_472960939,10,6158.36,6158.36,1,1,0,ok
la_rural,fast_zone,way_472960940,10,2811.84,2811.84,1,1,0,ok
