osm_id,year_built,data_quality_flag,run2_archetype,head_vintage,head_vintage_tier,e02_vintage,e02_archetype,cell
way/1108093314,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093315,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093316,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093317,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093318,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093319,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093320,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093321,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093322,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093323,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093324,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093325,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093326,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093327,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093328,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093329,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093330,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093331,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093332,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093333,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093334,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093335,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093336,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1108093337,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653505,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653506,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653507,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653508,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653509,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653510,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653511,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653512,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653513,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653514,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653515,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653516,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653601,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653602,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653608,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653609,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653610,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653611,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110653728,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/1110654035,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_suburban
way/270445753,,"no_floors,no_height,no_year",SuperMarket,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SuperMarket,nyc_rural
way/270445754,,"no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/270445755,,"no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/270445756,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/270445757,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/270445758,,"generic_tag,no_floors,no_height,no_year",FullServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,FullServiceRestaurant,nyc_rural
way/270445759,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/271121943,,"generic_tag,no_floors,no_height,no_year",QuickServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,QuickServiceRestaurant,nyc_rural
way/304840787,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304840794,,"generic_tag,no_floors,no_height,no_year",Courthouse,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,Courthouse,nyc_rural
way/304842005,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304843764,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304844050,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304844085,,"generic_tag,no_floors,no_height,no_year",FullServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,FullServiceRestaurant,nyc_rural
way/304844576,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304845359,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304846569,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304846880,,"generic_tag,no_floors,no_height,no_year",FullServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,FullServiceRestaurant,nyc_rural
way/304846947,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304847115,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304847237,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/304847430,,"no_floors,no_height,no_year",Courthouse,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,Courthouse,nyc_rural
way/334332012,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332014,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332016,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332018,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332019,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332021,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332023,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332024,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332025,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332026,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332027,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/334332029,,"no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/334332606,,"no_floors,no_height,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_rural
way/384757942,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/385036709,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626975,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626976,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626977,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626978,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626979,,"generic_tag,no_floors,no_height,no_year",QuickServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,QuickServiceRestaurant,nyc_rural
way/772626980,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626981,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626982,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626983,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626984,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/772626985,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/772626986,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626987,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626988,,"no_floors,no_height,no_year",Courthouse,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,Courthouse,nyc_rural
way/772626989,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626990,,"generic_tag,no_floors,no_height,no_year",QuickServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,QuickServiceRestaurant,nyc_rural
way/772626992,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626993,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626994,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626995,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626996,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626997,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772626999,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627000,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627001,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627004,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627005,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627006,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627007,,"no_floors,no_height,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_rural
way/772627008,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627009,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627010,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627011,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627012,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627013,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627014,,"generic_tag,no_floors,no_height,no_year",FullServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,FullServiceRestaurant,nyc_rural
way/772627015,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627016,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627017,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627018,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627019,,"no_floors,no_height,no_year",RetailStandalone,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,RetailStandalone,nyc_rural
way/772627020,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627021,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627022,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627023,,"generic_tag,no_floors,no_height,no_year",FullServiceRestaurant,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,FullServiceRestaurant,nyc_rural
way/772627024,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627025,,"no_floors,no_height,no_year",MidriseApartment,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MidriseApartment,nyc_rural
way/772627026,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627027,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627028,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627029,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627030,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627031,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627032,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627033,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627034,,"generic_tag,no_floors,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627035,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627036,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627037,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627038,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627039,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627040,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627041,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627042,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627043,2011.0,"generic_tag,no_floors,no_height",SmallOffice,90.1-2013,OBSERVED_YEAR,90.1-2013,SmallOffice,nyc_rural
way/772627044,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627046,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627047,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627048,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627049,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627050,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627051,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627052,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627053,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627054,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627056,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627057,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627058,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627059,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627060,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627061,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627062,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
way/772627063,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,90.1-2013,GROUPMODE_MED,90.1-2013,SmallOffice,nyc_rural
