osm_id,year_built,data_quality_flag,run2_archetype,head_vintage,head_vintage_tier,e02_vintage,e02_archetype,cell
way/241836733,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836734,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836735,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836736,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836738,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836739,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836740,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836742,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836745,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836748,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836750,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836751,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836752,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836755,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836756,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836759,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836763,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836767,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836768,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836769,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836770,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836773,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836774,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836776,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836778,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836779,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836780,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836782,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836783,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836788,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836795,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836798,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836803,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836808,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836813,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836817,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836818,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836822,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836826,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836830,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836831,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836833,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836834,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836835,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836836,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836837,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836838,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836839,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836842,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836843,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836844,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836845,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836846,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836847,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836849,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836850,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836853,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836854,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836856,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836858,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836861,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836862,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836863,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836866,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836869,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836870,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836871,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836872,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836873,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836874,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836875,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836876,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836877,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836878,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836880,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836881,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836882,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836884,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836885,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836886,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836887,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836888,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836889,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241836890,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836892,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836893,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836895,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836897,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836899,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836901,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836902,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836903,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836905,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836907,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836908,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836910,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836911,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836912,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836913,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836914,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836915,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241836917,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854605,,"generic_tag,no_floors,no_year",Courthouse,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,Courthouse,nyc_urban
way/241854606,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854614,,"generic_tag,no_floors,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854616,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854619,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854621,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854627,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854635,,"no_floors,no_height,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854645,,"generic_tag,no_floors,no_year",MediumOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MediumOffice,nyc_urban
way/241854650,,"generic_tag,no_floors,no_function,no_height,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854652,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854654,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854656,,"generic_tag,no_floors,no_function,no_year",MediumOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MediumOffice,nyc_urban
way/241854658,,"generic_tag,no_floors,no_year",MediumOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MediumOffice,nyc_urban
way/241854660,,"generic_tag,no_floors,no_function,no_year",MediumOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,MediumOffice,nyc_urban
way/241854666,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854668,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854670,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854671,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854673,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854676,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854677,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854678,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854679,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854681,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854682,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854684,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854686,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854687,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854688,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854689,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854690,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854691,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854692,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854694,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854695,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854696,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854697,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854700,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854703,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854704,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854705,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
way/241854706,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854707,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854708,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854709,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854710,,"generic_tag,no_floors,no_function,no_year",SmallOffice,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,SmallOffice,nyc_urban
way/241854711,,"no_floors,no_year",OpenUBEMUnknown,DOERefPre1980,VINTAGE_NAN_PERMISSIVE_DEFAULT,DOERefPre1980,OpenUBEMUnknown,nyc_urban
