surface_class,tilt_reported,surface_name,zone_name,storey_token,cell,stem,mode,run_label,has_fatal,population,_run_summary,_n_upside_down,_n_zones_total,_n_zones_upside_down,_fatal_zone,_fatal_zone_upside_down,_n_top_floor_zones,_n_top_floor_zones_upside_down
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM4,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM4,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM4,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM4,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM5,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM5,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM5,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM5,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM6,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM6,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM6,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM6,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM7,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM7,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM7,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM7,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM8,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM8,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM8,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM8,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
,,,,,la_rural,way_472961091,auto,target,True,failing_mode,True,48.0,27.0,24.0,WAY/472961091_F2_CORE,False,9.0,8.0
,,,,,la_rural,way_472961091,building,target,False,succeeding_mode,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472961091,fast_zone,target,True,failing_mode,True,0.0,27.0,0.0,WAY/472961091_F2_PERIM6,False,9.0,0.0
,,,,,la_rural,way_472961091,floor,target,True,failing_mode,True,0.0,3.0,0.0,WAY/472961091_F2_WHOLE,False,1.0,0.0
,,,,,la_rural,way_472961091,layout_assign,target,False,succeeding_mode,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM1,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM1,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM2,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM2,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM3,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM3,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM4,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM4,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM5,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM5,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM6,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM6,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM7,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM7,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM8,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM8,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_9 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM9,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_9 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM9,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_10 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM10,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_10 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM10,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_11 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM11,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_11 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM11,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_12 STOREY 0 FLOOR 0001,WAY/472961171_F0_PERIM12,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_12 STOREY 2 ROOF 0001,WAY/472961171_F2_PERIM12,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM1,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM1,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM1,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM1,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM2,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM2,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM2,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM2,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM3,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM3,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM3,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM3,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM4,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM4,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM4,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM4,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM5,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM5,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM5,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM5,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM6,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM6,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM6,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM6,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM7,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM7,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM7,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM7,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM8,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM8,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM8,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM8,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_9 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM9,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_9 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM9,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_9 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM9,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_9 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM9,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_10 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM10,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_10 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM10,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_10 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM10,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_10 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM10,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_11 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM11,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_11 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM11,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_11 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM11,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_11 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM11,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_12 STOREY 0 CEILING 0001_1,WAY/472961171_F0_PERIM12,F0,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_12 STOREY 1 FLOOR 0001_1,WAY/472961171_F1_PERIM12,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_12 STOREY 1 CEILING 0001_1,WAY/472961171_F1_PERIM12,F1,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_12 STOREY 2 FLOOR 0001_1,WAY/472961171_F2_PERIM12,F2,la_rural,way_472961171,auto,target,True,failing_mode,,,,,,,,
,,,,,la_rural,way_472961171,auto,target,True,failing_mode,True,72.0,39.0,36.0,WAY/472961171_F2_CORE,False,13.0,12.0
,,,,,la_rural,way_472961171,building,target,False,succeeding_mode,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472961171,fast_zone,target,True,failing_mode,True,0.0,39.0,0.0,WAY/472961171_F2_CORE,False,13.0,0.0
,,,,,la_rural,way_472961171,floor,target,True,failing_mode,True,0.0,3.0,0.0,WAY/472961171_F2_WHOLE,False,1.0,0.0
,,,,,la_rural,way_472961171,layout_assign,target,False,succeeding_mode,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/402215469_WHOLE STOREY 0 FLOOR 0001,WAY/402215469_F0_WHOLE,F0,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/402215469_WHOLE STOREY 5 ROOF 0001,WAY/402215469_F5_WHOLE,F5,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/402215469_WHOLE STOREY 0 CEILING 0001_1,WAY/402215469_F0_WHOLE,F0,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK WAY/402215469_WHOLE STOREY 1 FLOOR 0001_1,WAY/402215469_F1_WHOLE,F1,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/402215469_WHOLE STOREY 1 CEILING 0001_1,WAY/402215469_F1_WHOLE,F1,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK WAY/402215469_WHOLE STOREY 2 FLOOR 0001_1,WAY/402215469_F2_WHOLE,F2,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/402215469_WHOLE STOREY 2 CEILING 0001_1,WAY/402215469_F2_WHOLE,F2,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK WAY/402215469_WHOLE STOREY 3 FLOOR 0001_1,WAY/402215469_F3_WHOLE,F3,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/402215469_WHOLE STOREY 3 CEILING 0001_1,WAY/402215469_F3_WHOLE,F3,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK WAY/402215469_WHOLE STOREY 4 FLOOR 0001_1,WAY/402215469_F4_WHOLE,F4,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/402215469_WHOLE STOREY 4 CEILING 0001_1,WAY/402215469_F4_WHOLE,F4,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK WAY/402215469_WHOLE STOREY 5 FLOOR 0001_1,WAY/402215469_F5_WHOLE,F5,la_urban,way_402215469,auto,target,True,failing_mode,,,,,,,,
,,,,,la_urban,way_402215469,auto,target,True,failing_mode,True,12.0,6.0,6.0,WAY/402215469_F3_WHOLE,True,1.0,1.0
,,,,,la_urban,way_402215469,building,target,False,succeeding_mode,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_urban,way_402215469,fast_zone,target,False,failing_mode,True,0.0,6.0,0.0,,,1.0,0.0
,,,,,la_urban,way_402215469,floor,target,False,failing_mode,True,0.0,6.0,0.0,,,1.0,0.0
,,,,,la_urban,way_402215469,layout_assign,target,False,succeeding_mode,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/222366800_WHOLE STOREY 0 FLOOR 0001,WAY/222366800_F0_WHOLE,F0,la_rural,way_222366800,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/222366800_WHOLE STOREY 0 ROOF 0001,WAY/222366800_F0_WHOLE,F0,la_rural,way_222366800,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_222366800,auto,background,False,background,True,2.0,1.0,1.0,,,1.0,1.0
,,,,,la_rural,way_222366800,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_222366800,fast_zone,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_222366800,floor,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_222366800,layout_assign,background,False,background,True,0.0,6.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960895_WHOLE STOREY 0 FLOOR 0001,WAY/472960895_F0_WHOLE,F0,la_rural,way_472960895,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960895_WHOLE STOREY 1 ROOF 0001,WAY/472960895_F1_WHOLE,F1,la_rural,way_472960895,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960895_WHOLE STOREY 0 CEILING 0001_1,WAY/472960895_F0_WHOLE,F0,la_rural,way_472960895,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK WAY/472960895_WHOLE STOREY 1 FLOOR 0001_1,WAY/472960895_F1_WHOLE,F1,la_rural,way_472960895,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960895,auto,background,False,background,True,4.0,2.0,2.0,,,1.0,1.0
,,,,,la_rural,way_472960895,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960895,fast_zone,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960895,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960895,layout_assign,background,False,background,True,0.0,27.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960930_WHOLE STOREY 0 FLOOR 0001,WAY/472960930_F0_WHOLE,F0,la_rural,way_472960930,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960930_WHOLE STOREY 0 ROOF 0001,WAY/472960930_F0_WHOLE,F0,la_rural,way_472960930,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960930,auto,background,False,background,True,2.0,1.0,1.0,,,1.0,1.0
,,,,,la_rural,way_472960930,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960930,fast_zone,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960930,floor,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960930,layout_assign,background,False,background,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960931_WHOLE STOREY 0 FLOOR 0001,WAY/472960931_F0_WHOLE,F0,la_rural,way_472960931,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960931_WHOLE STOREY 1 ROOF 0001,WAY/472960931_F1_WHOLE,F1,la_rural,way_472960931,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960931_WHOLE STOREY 0 CEILING 0001_1,WAY/472960931_F0_WHOLE,F0,la_rural,way_472960931,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK WAY/472960931_WHOLE STOREY 1 FLOOR 0001_1,WAY/472960931_F1_WHOLE,F1,la_rural,way_472960931,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960931,auto,background,False,background,True,4.0,2.0,2.0,,,1.0,1.0
,,,,,la_rural,way_472960931,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960931,fast_zone,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960931,floor,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960931,layout_assign,background,False,background,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK WAY/472960932_WHOLE STOREY 0 FLOOR 0001,WAY/472960932_F0_WHOLE,F0,la_rural,way_472960932,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960932_WHOLE STOREY 1 ROOF 0001,WAY/472960932_F1_WHOLE,F1,la_rural,way_472960932,auto,background,False,background,,,,,,,,
Roof-Ceiling,180.0,BLOCK WAY/472960932_WHOLE STOREY 0 CEILING 0001_1,WAY/472960932_F0_WHOLE,F0,la_rural,way_472960932,auto,background,False,background,,,,,,,,
Floor,0.0,BLOCK WAY/472960932_WHOLE STOREY 1 FLOOR 0001_1,WAY/472960932_F1_WHOLE,F1,la_rural,way_472960932,auto,background,False,background,,,,,,,,
,,,,,la_rural,way_472960932,auto,background,False,background,True,4.0,2.0,2.0,,,1.0,1.0
,,,,,la_rural,way_472960932,building,background,False,background,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960932,fast_zone,background,False,background,True,0.0,2.0,0.0,,,1.0,0.0
