cell,osm_id,archetype_id,num_floors,n_proto,old_status,old_multiplier,new_status,new_multiplier,changed
nyc_urban,way/241862730,SmallOffice,2,2,identity,,identity,,False
nyc_urban,way/241862731,SmallOffice,2,2,identity,,identity,,False
nyc_urban,way/241862733,SmallOffice,4,2,fallback_not_expressible,,fallback_not_expressible,,False
nyc_urban,way/241862736,SmallOffice,3,2,fallback_not_expressible,,fallback_not_expressible,,False
nyc_urban,way/241862737,SmallOffice,4,2,fallback_not_expressible,,fallback_not_expressible,,False
nyc_urban,way/241862738,SmallOffice,2,2,identity,,identity,,False
nyc_urban,way/241862739,SmallOffice,3,2,fallback_not_expressible,,fallback_not_expressible,,False
nyc_urban,way/241862741,SmallOffice,3,2,fallback_not_expressible,,fallback_not_expressible,,False
nyc_urban,way/241862744,SmallOffice,3,2,fallback_not_expressible,,fallback_not_expressible,,False
nyc_urban,way/241862750,SmallOffice,2,2,identity,,identity,,False
nyc_urban,way/241862754,SmallOffice,2,2,identity,,identity,,False
