osm_id,cell,area_m2,levels,levels_source,archetype_off,archetype_on,no_floor_count_at_all,in_open35_11
way/265301883,nyc_centre,202.33857883985132,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301885,nyc_centre,214.26892282164007,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301886,nyc_centre,422.8634120308959,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301888,nyc_centre,423.90648782759826,17,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301894,nyc_centre,204.01134263483894,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301901,nyc_centre,437.8112694263714,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301903,nyc_centre,292.15574799874037,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301908,nyc_centre,207.17070892253545,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301909,nyc_centre,261.14188735267993,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301912,nyc_centre,435.29704709201013,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301915,nyc_centre,202.85434217266385,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301916,nyc_centre,213.8145254892716,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301919,nyc_centre,474.41266941398067,19,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301922,nyc_centre,398.4361410477479,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/265301924,nyc_centre,194.53298337178742,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301926,nyc_centre,201.94636945759598,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301941,nyc_centre,221.57608967108425,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301944,nyc_centre,466.16169015219856,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301954,nyc_centre,141.42893351982121,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301955,nyc_centre,345.26029028719427,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/265301956,nyc_centre,189.45338081187157,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301960,nyc_centre,412.98014561470256,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301962,nyc_centre,235.8879845554624,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301964,nyc_centre,582.0178997916425,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301969,nyc_centre,193.3460410325788,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301972,nyc_centre,477.32059798100903,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301973,nyc_centre,352.1851429115108,17,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301975,nyc_centre,435.5073996593693,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301976,nyc_centre,145.32973783126596,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301979,nyc_centre,175.7341603554932,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301980,nyc_centre,110.97267859581582,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301981,nyc_centre,444.09064924120116,12,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265301982,nyc_centre,187.98753545333796,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301986,nyc_centre,322.49155391221984,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301987,nyc_centre,341.88680604562956,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301991,nyc_centre,169.0430933719101,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301993,nyc_centre,197.2028889472743,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265302002,nyc_centre,102.66786991090876,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265302008,nyc_centre,423.4381430498842,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302011,nyc_centre,163.9669522225661,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302016,nyc_centre,151.80401291801502,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302028,nyc_centre,450.21272086241197,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302034,nyc_centre,111.77596596104948,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265302040,nyc_centre,375.9755896381781,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302044,nyc_centre,192.23634408851487,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265302050,nyc_centre,224.7880143352234,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302082,nyc_centre,128.17244029228598,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302086,nyc_centre,337.19005996459816,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265302087,nyc_centre,544.5766751447231,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302089,nyc_centre,380.3029569763005,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302098,nyc_centre,367.54069531760126,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302101,nyc_centre,398.33792626508864,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302103,nyc_centre,329.10803581878565,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302107,nyc_centre,278.09400450186024,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302110,nyc_centre,282.40316962727445,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265302111,nyc_centre,351.2268805849254,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302116,nyc_centre,326.8395084186734,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302122,nyc_centre,283.5834244388668,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265302142,nyc_centre,540.8582400031114,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302149,nyc_centre,365.78092532666267,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302157,nyc_centre,492.6206774283665,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265302161,nyc_centre,375.20031771469485,9,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265302170,nyc_centre,246.0052726514364,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265320175,nyc_centre,557.9518984146638,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265320179,nyc_centre,709.9757909568266,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265320244,nyc_centre,750.2319919355264,11,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424277,nyc_centre,496.67513989732544,15,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265424278,nyc_centre,450.54010074212016,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424281,nyc_centre,220.50912228986445,11,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265424282,nyc_centre,378.79723221680285,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424285,nyc_centre,404.51881984669626,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424286,nyc_centre,158.92522915601185,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265424288,nyc_centre,196.1444804175494,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/265424289,nyc_centre,179.96497196221674,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/265424290,nyc_centre,232.57842891028898,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265424293,nyc_centre,468.143582785027,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424315,nyc_centre,148.6376459520235,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265424318,nyc_centre,158.3589684841595,7,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/265424322,nyc_centre,180.02876630453602,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265424325,nyc_centre,246.6147886947266,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265424328,nyc_centre,220.15073350549613,8,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265424333,nyc_centre,399.6743977514458,12,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265424350,nyc_centre,188.30475163937518,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265424359,nyc_centre,450.36537958043334,19,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424373,nyc_centre,585.0578856784718,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424383,nyc_centre,844.7570625561784,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424412,nyc_centre,150.24713629338902,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424423,nyc_centre,764.9303278055945,11,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424440,nyc_centre,576.7066253227122,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424444,nyc_centre,704.6417229148997,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424453,nyc_centre,507.96804854361756,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265424462,nyc_centre,694.074680712615,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265427625,nyc_centre,602.4580956752692,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265875558,nyc_centre,430.2943615403179,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265875565,nyc_centre,205.5420101292268,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265875576,nyc_centre,289.5575896108389,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265875579,nyc_centre,194.6575835192324,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265875581,nyc_centre,560.3622830443348,11,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265875590,nyc_centre,138.9286516057805,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265875593,nyc_centre,227.43325719379408,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265875600,nyc_centre,158.78684138258106,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265875605,nyc_centre,156.03564838698313,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265875616,nyc_centre,101.59834691333836,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265875628,nyc_centre,168.20556955762402,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265875639,nyc_centre,243.29631653642662,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265875661,nyc_centre,311.3807906891463,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266010263,nyc_centre,190.6074171837435,8,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266010265,nyc_centre,402.6699202267523,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266010267,nyc_centre,173.49810163287907,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266010271,nyc_centre,220.35622624024296,8,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266010273,nyc_centre,409.0668265276545,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266010278,nyc_centre,208.8515761220345,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266010295,nyc_centre,523.8745794656645,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266010300,nyc_centre,214.95955239649717,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266010313,nyc_centre,222.45782944580537,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266010324,nyc_centre,273.3612622622175,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266010352,nyc_centre,425.5119467456889,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266010354,nyc_centre,349.59831159470974,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266010376,nyc_centre,248.1142338826425,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266010410,nyc_centre,462.019888529321,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266033999,nyc_centre,940.2712012754012,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266034001,nyc_centre,214.88400550374053,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266034044,nyc_centre,166.52305045795845,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266034048,nyc_centre,232.64276873206344,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266034049,nyc_centre,374.00030130180016,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266034050,nyc_centre,1332.7527646171898,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266034053,nyc_centre,202.7063687166719,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266034059,nyc_centre,561.2994367657199,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266034074,nyc_centre,536.4660454561363,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266034077,nyc_centre,876.2767815562671,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143298,nyc_centre,706.3753413906084,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143299,nyc_centre,1224.0667694348072,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143301,nyc_centre,208.16136751833415,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266143302,nyc_centre,261.5194270430154,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143304,nyc_centre,456.6719607016763,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143305,nyc_centre,232.2146448816056,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266143306,nyc_centre,445.7295500118493,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143310,nyc_centre,582.3004694190779,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143314,nyc_centre,376.96137925262195,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143321,nyc_centre,461.37321033521,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266143324,nyc_centre,557.1337941847642,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266149305,nyc_centre,190.11802319503622,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266149307,nyc_centre,127.17625343122302,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266149308,nyc_centre,316.3924576933542,11,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266149319,nyc_centre,273.28883355959175,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266149320,nyc_centre,424.5758955510186,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266149322,nyc_centre,122.43672812741639,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266149323,nyc_centre,115.47235965237672,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266149341,nyc_centre,997.9033978103363,6,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266149358,nyc_centre,467.0835659465382,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266149362,nyc_centre,409.3229350201244,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170535,nyc_centre,180.69015093776298,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170545,nyc_centre,413.51713156170723,13,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170546,nyc_centre,434.5922825012342,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/266170552,nyc_centre,362.13239544064385,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170553,nyc_centre,303.7647798561082,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170555,nyc_centre,199.52183947166537,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170556,nyc_centre,140.22178651653388,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170559,nyc_centre,413.23837200735204,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170569,nyc_centre,272.20584708795644,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170572,nyc_centre,289.994618885854,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170573,nyc_centre,146.42280535838285,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170575,nyc_centre,112.86771271183034,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170578,nyc_centre,128.7801722813429,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170579,nyc_centre,274.805932552304,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170580,nyc_centre,114.90727661521385,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170582,nyc_centre,112.25797154230195,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170583,nyc_centre,577.977580476111,12,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170585,nyc_centre,118.98254225729853,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170596,nyc_centre,404.90449371157865,12,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170597,nyc_centre,235.0045290123143,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/266170600,nyc_centre,242.26603626682538,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170601,nyc_centre,582.9404249256891,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170603,nyc_centre,450.5440400287839,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170605,nyc_centre,419.45024960073977,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170608,nyc_centre,197.74084872615032,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170609,nyc_centre,190.01459400419574,11,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170610,nyc_centre,272.2085013438257,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170613,nyc_centre,323.61440124960683,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170624,nyc_centre,299.5736531207672,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170627,nyc_centre,366.82596815897955,8,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170628,nyc_centre,236.10572425708824,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170631,nyc_centre,80.79630248679122,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170634,nyc_centre,930.4121310693073,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170635,nyc_centre,183.56977132066953,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170638,nyc_centre,197.5125710896935,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170639,nyc_centre,529.8826654147929,17,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170640,nyc_centre,275.40256619099836,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170642,nyc_centre,182.19605286953606,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170644,nyc_centre,295.73025530602393,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170646,nyc_centre,153.39804974587776,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170651,nyc_centre,163.89661661032483,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170652,nyc_centre,173.7835964932015,7,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170653,nyc_centre,168.7149300968416,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/266170654,nyc_centre,183.97589210978427,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170655,nyc_centre,169.47415466416754,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170658,nyc_centre,388.3664864056462,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170660,nyc_centre,161.77607291179203,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170662,nyc_centre,335.0253495699421,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170663,nyc_centre,221.5257326683403,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170664,nyc_centre,374.23991326429433,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170665,nyc_centre,207.11366609493135,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170666,nyc_centre,707.8576626600811,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170667,nyc_centre,478.5191759973808,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170670,nyc_centre,220.8282239180599,7,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170672,nyc_centre,606.8759225195429,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170673,nyc_centre,292.57516514311953,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170674,nyc_centre,183.14077218878322,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170675,nyc_centre,1160.1772936671673,7,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170676,nyc_centre,471.20095206430295,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170677,nyc_centre,158.6065878582942,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170678,nyc_centre,232.1691516899199,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170679,nyc_centre,447.4039305849734,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170680,nyc_centre,170.1945191239613,7,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170681,nyc_centre,201.47262425242076,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170682,nyc_centre,180.16131821994782,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170684,nyc_centre,168.95429968873356,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170685,nyc_centre,210.36276431466885,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170686,nyc_centre,198.89640680796975,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170687,nyc_centre,191.48369952034363,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170688,nyc_centre,154.09465203658442,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170690,nyc_centre,499.73712711499655,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170697,nyc_centre,203.35070438291172,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170699,nyc_centre,822.9734041295272,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170700,nyc_centre,492.4914665820161,9,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170701,nyc_centre,210.0234812173533,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170702,nyc_centre,470.54073074058664,6,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170703,nyc_centre,370.5055090014097,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170704,nyc_centre,100.83387204705446,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170705,nyc_centre,241.91066783241865,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170712,nyc_centre,200.7659279721834,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170715,nyc_centre,359.80997094374277,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170718,nyc_centre,169.36482990593245,6,OSM_OBSERVED,SmallOffice,LargeOffice,False,False
way/266170719,nyc_centre,353.55318399415967,11,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170723,nyc_centre,499.9629548183187,18,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/266170724,nyc_centre,411.2562677704217,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170726,nyc_centre,187.58923326631736,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170728,nyc_centre,312.9417385505713,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170729,nyc_centre,346.4172893853662,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170730,nyc_centre,188.40154433085647,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170736,nyc_centre,387.98734787095833,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170743,nyc_centre,150.56342923783714,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/266170744,nyc_centre,123.6036339980735,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170747,nyc_centre,120.98088613514854,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/266170761,nyc_centre,759.7220136854168,11,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170782,nyc_centre,1030.9464798485956,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170787,nyc_centre,305.6690308758529,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170788,nyc_centre,592.8828109287432,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170802,nyc_centre,272.1676035644004,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/266170818,nyc_centre,693.6434291891746,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170832,nyc_centre,557.3887647666998,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/266170840,nyc_centre,433.61651676711364,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
