osm_id,cell,area_m2,levels,levels_source,archetype_off,archetype_on,no_floor_count_at_all,in_open35_11
way/328622269,austin_centre,289.6977356632981,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328622270,austin_centre,121.08895041581867,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328622271,austin_centre,156.26884264814097,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328631274,austin_centre,295.96197393857693,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328631287,austin_centre,358.10078486726434,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328631290,austin_centre,352.08554270279194,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328631294,austin_centre,116.19815834545523,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328634439,austin_centre,177.40101207119756,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328634445,austin_centre,316.2248033335307,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328634447,austin_centre,366.8127625208064,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328634464,austin_centre,247.73642724302096,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/328644618,austin_centre,407.41994008166546,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/379165897,austin_centre,250.9863262618589,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379165912,austin_centre,131.81718342612734,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379165919,austin_centre,683.0366309155831,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/379165923,austin_centre,442.87025668343074,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379165969,austin_centre,336.408127459064,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379165974,austin_centre,218.13559717908745,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379165985,austin_centre,185.0394577961532,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379166118,austin_centre,226.10361248722793,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379166134,austin_centre,283.6542998599789,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379166187,austin_centre,36.21060873935758,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/379166198,austin_centre,24.280900884279006,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379166225,austin_centre,32.19473765775941,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/379166276,austin_centre,32.85101936759898,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/379166282,austin_centre,31.741682057961505,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/516286387,austin_centre,191.10177894536326,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/584933755,austin_centre,117.20755038303682,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/849984849,austin_centre,46.369828048461656,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1020979629,austin_centre,275.5702402153945,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1021167045,austin_centre,324.17502938433415,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1029943785,austin_centre,453.7144853871724,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1034702476,austin_centre,130.47844700196336,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1134169120,austin_centre,218.71527120452367,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1134169122,austin_centre,299.5966931506929,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1213502014,austin_centre,284.94551133604284,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1213502015,austin_centre,350.710874023664,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1213502016,austin_centre,249.03310423216527,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1213502017,austin_centre,270.2382548552223,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1239928163,austin_centre,219.60822566337745,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1311610010,austin_centre,344.0460077260523,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1311610011,austin_centre,343.9677964342475,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1311610012,austin_centre,339.9801049323695,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1444415151,austin_centre,257.72452826097987,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1507538789,austin_centre,318.5299214426081,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742459,austin_urban,310.9459681528946,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742460,austin_urban,319.7009113774411,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742466,austin_urban,285.60059678828316,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742467,austin_urban,169.14296816210106,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742468,austin_urban,304.68172078293026,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742472,austin_urban,263.59532856385704,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742474,austin_urban,292.07017241034873,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/199742475,austin_urban,241.82204655641993,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/243238257,austin_urban,206.43202501256977,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/379436164,austin_urban,374.74712219998713,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381803480,austin_urban,33.39326011337326,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381805835,austin_urban,165.1963611517752,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381805841,austin_urban,70.53427717161019,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381810585,austin_urban,21.338427167831,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381810603,austin_urban,36.149052038788774,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381810616,austin_urban,53.98640718083592,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381810668,austin_urban,23.426809857322937,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381810670,austin_urban,25.713385899226193,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824725,austin_urban,36.35585499942491,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824729,austin_urban,45.19670203540125,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824731,austin_urban,21.017581615223957,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824741,austin_urban,46.43716806034692,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824750,austin_urban,51.22383009226333,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824764,austin_urban,26.437843411667913,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824782,austin_urban,22.185631062752712,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/381824866,austin_urban,56.52105195341221,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/382005578,austin_urban,289.67293666255904,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/382006080,austin_urban,34.5161295772273,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/382006288,austin_urban,31.244632438716106,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/219011063,la_centre,274.1858590873246,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/262726265,la_centre,102.30424534301558,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/427817501,la_centre,1153.0391720548212,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/427817502,la_centre,543.6574069382395,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/427817543,la_centre,1316.0890963665324,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/427817671,la_centre,1050.4866128927563,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/427817698,la_centre,221.39778546472056,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/427817708,la_centre,344.3507233100654,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/427942899,la_centre,545.9458983257891,13,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/427942926,la_centre,1034.3170648909916,7,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/427942934,la_centre,1128.6370610317315,7,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/427942965,la_centre,807.0674823195784,10,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/428015126,la_centre,577.3639849227559,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/428015149,la_centre,59.86127017206235,16,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/429324543,la_centre,497.2076729090307,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/780084203,la_centre,49.34365591451519,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/780084204,la_centre,37.48999140215855,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/905248734,la_centre,322.94343080114623,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/905248735,la_centre,365.16248702687466,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/905248736,la_centre,148.8184498900543,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/905248740,la_centre,148.479374172596,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/905248741,la_centre,176.04091155658486,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/905248742,la_centre,149.91394814867851,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/959003471,la_centre,96.88941517916581,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/959003473,la_centre,63.51142658069038,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/959006685,la_centre,81.48803270857864,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/1307600733,la_centre,76.22193857026926,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/472961115,la_rural,229.9843491220476,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/379694092,la_urban,220.868514073017,11,GROUPMEDIAN_LEVELS_MED,MediumOffice,LargeOffice,True,False
way/401907383,la_urban,668.4001878297698,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/401910460,la_urban,847.941081263681,10,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/401910884,la_urban,449.8157168566992,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/402259213,la_urban,341.9243493600146,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/428643315,la_urban,675.6108907422988,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/162977896,nyc_centre,342.10591445814265,8,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265281597,nyc_centre,595.8510690081946,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265296083,nyc_centre,189.43633094522374,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265296085,nyc_centre,160.46358870108142,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265296090,nyc_centre,171.53462221981925,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265296095,nyc_centre,173.75316999803323,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265296099,nyc_centre,410.7153445423826,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265296102,nyc_centre,377.7086971271551,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265296110,nyc_centre,331.5699873593176,15,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265296283,nyc_centre,170.87222382044206,10,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265296284,nyc_centre,763.1479259977866,11,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301698,nyc_centre,456.7170719765249,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301706,nyc_centre,136.0328113247734,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301708,nyc_centre,131.455522117176,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301710,nyc_centre,137.20831138742943,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301712,nyc_centre,165.66803036592967,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301714,nyc_centre,165.38407340000964,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301715,nyc_centre,105.68122069226192,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301717,nyc_centre,219.40032428796545,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301719,nyc_centre,117.46122735146727,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301724,nyc_centre,265.3428821574932,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301726,nyc_centre,312.0675300103653,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301728,nyc_centre,209.0081532819616,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301729,nyc_centre,209.7844420925736,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301733,nyc_centre,399.50156066614664,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301736,nyc_centre,211.80210756599894,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/265301746,nyc_centre,358.4098368229738,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301758,nyc_centre,173.83876873146508,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301761,nyc_centre,196.29500334830797,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301763,nyc_centre,145.12872026381564,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301766,nyc_centre,244.13709237948962,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301767,nyc_centre,565.2498625280758,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301775,nyc_centre,260.48687250370267,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301777,nyc_centre,188.45280534270975,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301778,nyc_centre,112.33364985457831,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301782,nyc_centre,225.6589340264453,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301784,nyc_centre,256.41272575493707,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301786,nyc_centre,206.95707084476342,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301790,nyc_centre,405.7805296949869,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301792,nyc_centre,357.9394437574811,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301794,nyc_centre,238.974417807577,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301795,nyc_centre,474.6744890897361,19,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301801,nyc_centre,334.1933475747802,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301805,nyc_centre,386.3940268972881,16,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/265301808,nyc_centre,461.3401712144142,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301813,nyc_centre,185.89394932100558,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301816,nyc_centre,524.5506573973958,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301817,nyc_centre,185.74133121822874,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301824,nyc_centre,187.29902996428663,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301825,nyc_centre,336.1435993985781,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301826,nyc_centre,173.4435853174841,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301827,nyc_centre,209.2634188601704,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301828,nyc_centre,405.09160614550535,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301829,nyc_centre,206.34043561377604,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301835,nyc_centre,527.4007698359746,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301837,nyc_centre,210.35854043923456,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301841,nyc_centre,284.63588197373485,14,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301842,nyc_centre,350.0758374500115,18,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301843,nyc_centre,195.7695441823597,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301844,nyc_centre,160.45816422119793,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301845,nyc_centre,197.29695175790386,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301848,nyc_centre,205.99281909915692,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301853,nyc_centre,296.73094997892673,12,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301861,nyc_centre,211.36348881535864,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/265301862,nyc_centre,194.0019321044737,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301870,nyc_centre,405.7711580982048,13,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301871,nyc_centre,209.94730537892104,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301873,nyc_centre,267.765850892699,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/265301876,nyc_centre,543.3868010594306,16,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/265301882,nyc_centre,188.11330493016692,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
