mode,osm_id,archetype_id,floor_area_m2,status,has_fatal,zoning_strategy,num_zones,resolution_mode,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_eui_kwh_m2,total_eui_kwh_m2
fast_zone,way/472960936,MediumOffice,4367.916319519761,success,False,perimeter_core,15,fast_zone,16.608313714060753,22.520770812610444,26.465099718848506,44.063274628193035,46.81543300281671,0.0,3.7746487678868053,160.24754064441623
fast_zone,way/472960937,MediumOffice,2702.646676062805,success,False,perimeter_core,10,fast_zone,18.76647330272284,23.302109440996922,26.465101457597715,44.06327752313711,49.14054544979413,0.0,4.215620343215894,165.9531275174646
fast_zone,way/472960938,MediumOffice,2800.8749115707997,success,False,perimeter_core,10,fast_zone,18.43775402404097,23.082070476508893,26.465098918094395,44.06327329497122,48.47604861429463,0.0,4.175367760617091,164.6996130885272
fast_zone,way/472960940,MediumOffice,2811.8654598536828,success,False,perimeter_core,10,fast_zone,18.277904565568058,23.038234881872487,26.465100493468828,44.0632759179032,48.337766750732285,0.0,4.170804734443977,164.35308734398885
fast_zone,way/472960941,MediumOffice,2594.5805624542754,success,False,perimeter_core,10,fast_zone,18.807331975785832,23.331417149936595,26.465100180708113,44.063275397169804,49.033788373162864,0.0,4.262894418494486,165.96380749525767
fast_zone,way/472960939,LargeOffice,6158.351395526425,success,False,perimeter_core,10,fast_zone,11.523695789603796,21.3533543969933,26.465100456291818,44.06327585600504,38.713273841035694,8.17157028081837,2.754063304935393,153.0443339256834
fast_zone,way/472960930,Warehouse,30.45752918513231,success,False,perimeter_core,1,fast_zone,14.767350551410534,0.0,4.863585409250059,11.30040134122397,1.164837119371907,0.0,21.407127346231235,53.503301767487706
fast_zone,way/472960931,Warehouse,60.01566785955741,success,False,perimeter_core,2,fast_zone,18.573547806178983,0.0,4.863584967854609,11.300400315654294,1.4246476377199795,0.0,11.088684748051701,47.25086547545956
fast_zone,way/472960932,Warehouse,68.16688906379218,success,False,perimeter_core,2,fast_zone,16.639956045111525,0.0,4.883027200958821,11.345573787190201,1.2574085510837436,0.0,9.881353157679387,44.007318742023685
fast_zone,way/472960933,Warehouse,950.0711005348012,success,False,perimeter_core,2,fast_zone,5.157734484822185,0.0,4.845279401804917,11.257867857450437,0.26808961240994106,0.0,1.204638589177224,22.733609945664707
fast_zone,way/472960934,Warehouse,174.46363276158667,success,False,perimeter_core,2,fast_zone,9.016011384373956,0.0,4.863584760190339,11.30039983315231,0.5081901547652268,0.0,4.282810620565729,29.970996753047565
