zone_name,north_axis_deg,origin_x,origin_y,origin_z,centroid_x,centroid_y,centroid_z,zone_type,zone_multiplier,zone_list_multiplier,min_x,max_x,min_y,max_y,min_z,max_z,ceiling_height,volume,inside_convection_algo,outside_convection_algo,floor_area,ext_gross_wall_area,ext_net_wall_area,ext_window_area,n_surfaces,n_subsurfaces,n_shading_subsurfaces,part_of_total_building_area,cell,stem,mode,run_label,extent_x,extent_y,extent_z,footprint_diagonal_m,aspect_ratio,volume_over_floor_area,volume_consistency_ratio,floor_index,is_top_floor_zone,has_fatal,cause_class,severe_line_text,n_severe_total,run_severe_zone_name,run_severe_zone_name_independent_reread,is_blowup_zone
WAY/472961034_F1_PERIM1,0.0,0.0,0.0,0.0,0.1,-14.46,5.25,1,1,1,-20.76,20.93,-16.77,-11.87,3.5,7.0,3.5,593.85,TARP,DOE-2,169.67,145.94,131.36,14.58,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,41.69,4.9,3.5,41.97697106747937,8.508163265306122,3.500029468969176,1.0000084197054788,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM1,0.0,0.0,0.0,0.0,0.1,-14.46,8.75,1,1,1,-20.76,20.93,-16.77,-11.87,7.0,10.5,3.5,593.85,TARP,DOE-2,169.67,145.94,131.36,14.58,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,41.69,4.9,3.5,41.97697106747937,8.508163265306122,3.500029468969176,1.0000084197054788,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_PERIM2,0.0,0.0,0.0,0.0,19.01,-0.17,1.75,1,1,1,16.4,21.24,-16.77,16.4,0.0,3.5,3.5,457.51,TARP,DOE-2,130.72,116.1,104.51,11.6,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,4.84,33.17,3.5,33.52125445146706,6.853305785123967,3.499923500611995,0.9999781430319985,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM2,0.0,0.0,0.0,0.0,19.01,-0.17,5.25,1,1,1,16.4,21.24,-16.77,16.4,3.5,7.0,3.5,457.51,TARP,DOE-2,130.72,116.1,104.51,11.6,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,4.84,33.17,3.5,33.52125445146706,6.853305785123967,3.499923500611995,0.9999781430319985,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM2,0.0,0.0,0.0,0.0,19.01,-0.17,8.75,1,1,1,16.4,21.24,-16.77,16.4,7.0,10.5,3.5,457.51,TARP,DOE-2,130.72,116.1,104.51,11.6,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,4.84,33.17,3.5,33.52125445146706,6.853305785123967,3.499923500611995,0.9999781430319985,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_PERIM3,0.0,0.0,0.0,0.0,0.32,14.47,1.75,1,1,1,-20.56,21.24,11.87,16.78,0.0,3.5,3.5,595.44,TARP,DOE-2,170.13,146.29,131.68,14.61,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,41.8,4.910000000000002,3.5,42.08738647148335,8.513238289205699,3.499911832128373,0.9999748091795351,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM3,0.0,0.0,0.0,0.0,0.32,14.47,5.25,1,1,1,-20.56,21.24,11.87,16.78,3.5,7.0,3.5,595.44,TARP,DOE-2,170.13,146.29,131.68,14.61,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,41.8,4.910000000000002,3.5,42.08738647148335,8.513238289205699,3.499911832128373,0.9999748091795351,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM3,0.0,0.0,0.0,0.0,0.32,14.47,8.75,1,1,1,-20.56,21.24,11.87,16.78,7.0,10.5,3.5,595.44,TARP,DOE-2,170.13,146.29,131.68,14.61,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,41.8,4.910000000000002,3.5,42.08738647148335,8.513238289205699,3.499911832128373,0.9999748091795351,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_PERIM4,0.0,0.0,0.0,0.0,-18.5,8.0,1.75,1,1,1,-20.69,-16.03,0.41,16.78,0.0,3.5,3.5,215.47,TARP,DOE-2,61.56,53.14,47.83,5.31,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,4.66,16.37,3.5,17.02035546044794,3.5128755364806867,3.500162443144899,1.000046412327114,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM4,0.0,0.0,0.0,0.0,-18.5,8.0,5.25,1,1,1,-20.69,-16.03,0.41,16.78,3.5,7.0,3.5,215.47,TARP,DOE-2,61.56,53.14,47.83,5.31,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,4.66,16.37,3.5,17.02035546044794,3.5128755364806867,3.500162443144899,1.000046412327114,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM4,0.0,0.0,0.0,0.0,-18.5,8.0,8.75,1,1,1,-20.69,-16.03,0.41,16.78,7.0,10.5,3.5,215.47,TARP,DOE-2,61.56,53.14,47.83,5.31,6,1,0,Yes,la_rural,way_472961034,fast_zone,target,4.66,16.37,3.5,17.02035546044794,3.5128755364806867,3.500162443144899,1.000046412327114,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_PERIM5,0.0,0.0,0.0,0.0,-19.56,1.12,1.75,1,1,1,-22.96,-16.13,0.41,1.63,0.0,3.5,3.5,4.5,TARP,DOE-2,1.29,7.95,7.15,0.79,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.830000000000002,1.22,3.5,6.938104928581004,5.598360655737706,3.488372093023256,0.9966777408637874,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM5,0.0,0.0,0.0,0.0,-19.56,1.12,5.25,1,1,1,-22.96,-16.13,0.41,1.63,3.5,7.0,3.5,4.5,TARP,DOE-2,1.29,7.95,7.15,0.79,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.830000000000002,1.22,3.5,6.938104928581004,5.598360655737706,3.488372093023256,0.9966777408637874,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM5,0.0,0.0,0.0,0.0,-19.56,1.12,8.75,1,1,1,-22.96,-16.13,0.41,1.63,7.0,10.5,3.5,4.5,TARP,DOE-2,1.29,7.95,7.15,0.79,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.830000000000002,1.22,3.5,6.938104928581004,5.598360655737706,3.488372093023256,0.9966777408637874,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,True
WAY/472961034_F0_PERIM6,0.0,0.0,0.0,0.0,-20.57,-0.72,1.75,1,1,1,-23.02,-16.13,-4.11,1.63,0.0,3.5,3.5,68.64,TARP,DOE-2,19.61,20.07,18.06,2.0,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.890000000000001,5.74,3.5,8.967703161902717,1.2003484320557491,3.500254971953085,1.0000728491294528,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM6,0.0,0.0,0.0,0.0,-20.57,-0.72,5.25,1,1,1,-23.02,-16.13,-4.11,1.63,3.5,7.0,3.5,68.64,TARP,DOE-2,19.61,20.07,18.06,2.0,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.890000000000001,5.74,3.5,8.967703161902717,1.2003484320557491,3.500254971953085,1.0000728491294528,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM6,0.0,0.0,0.0,0.0,-20.57,-0.72,8.75,1,1,1,-23.02,-16.13,-4.11,1.63,7.0,10.5,3.5,68.64,TARP,DOE-2,19.61,20.07,18.06,2.0,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.890000000000001,5.74,3.5,8.967703161902717,1.2003484320557491,3.500254971953085,1.0000728491294528,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_PERIM7,0.0,0.0,0.0,0.0,-19.52,-2.23,1.75,1,1,1,-23.02,-16.13,-4.12,0.41,0.0,3.5,3.5,18.89,TARP,DOE-2,5.4,8.27,7.44,0.83,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.890000000000001,4.53,3.5,8.245786802967926,1.520971302428256,3.498148148148148,0.9994708994708994,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM7,0.0,0.0,0.0,0.0,-19.52,-2.23,5.25,1,1,1,-23.02,-16.13,-4.12,0.41,3.5,7.0,3.5,18.89,TARP,DOE-2,5.4,8.27,7.44,0.83,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.890000000000001,4.53,3.5,8.245786802967926,1.520971302428256,3.498148148148148,0.9994708994708994,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM7,0.0,0.0,0.0,0.0,-19.52,-2.23,8.75,1,1,1,-23.02,-16.13,-4.12,0.41,7.0,10.5,3.5,18.89,TARP,DOE-2,5.4,8.27,7.44,0.83,5,1,0,Yes,la_rural,way_472961034,fast_zone,target,6.890000000000001,4.53,3.5,8.245786802967926,1.520971302428256,3.498148148148148,0.9994708994708994,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_PERIM8,0.0,0.0,0.0,0.0,-18.42,-8.01,1.75,1,1,1,-20.76,-16.13,-16.4,0.41,0.0,3.5,3.5,195.18,TARP,DOE-2,55.77,85.97,77.38,8.59,6,2,0,Yes,la_rural,way_472961034,fast_zone,target,4.630000000000003,16.81,3.5,17.435968570744787,3.630669546436283,3.4997310381925764,0.9999231537693075,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_PERIM8,0.0,0.0,0.0,0.0,-18.42,-8.01,5.25,1,1,1,-20.76,-16.13,-16.4,0.41,3.5,7.0,3.5,195.18,TARP,DOE-2,55.77,85.97,77.38,8.59,6,2,0,Yes,la_rural,way_472961034,fast_zone,target,4.630000000000003,16.81,3.5,17.435968570744787,3.630669546436283,3.4997310381925764,0.9999231537693075,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_PERIM8,0.0,0.0,0.0,0.0,-18.42,-8.01,8.75,1,1,1,-20.76,-16.13,-16.4,0.41,7.0,10.5,3.5,195.18,TARP,DOE-2,55.77,85.97,77.38,8.59,6,2,0,Yes,la_rural,way_472961034,fast_zone,target,4.630000000000003,16.81,3.5,17.435968570744787,3.630669546436283,3.4997310381925764,0.9999231537693075,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_CORE,0.0,0.0,0.0,0.0,-4.13,0.11,1.75,1,1,1,-16.15,16.63,-12.16,12.17,0.0,3.5,3.5,2743.27,TARP,DOE-2,783.79,43.32,38.99,4.33,8,2,0,Yes,la_rural,way_472961034,fast_zone,target,32.78,24.33,3.5,40.82250972196589,1.3473078503904645,3.5000063792597507,1.000001822645643,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F1_CORE,0.0,0.0,0.0,0.0,-4.13,0.11,5.25,1,1,1,-16.15,16.63,-12.16,12.17,3.5,7.0,3.5,2743.27,TARP,DOE-2,783.79,43.32,38.99,4.33,8,2,0,Yes,la_rural,way_472961034,fast_zone,target,32.78,24.33,3.5,40.82250972196589,1.3473078503904645,3.5000063792597507,1.000001822645643,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F2_CORE,0.0,0.0,0.0,0.0,-4.13,0.11,8.75,1,1,1,-16.15,16.63,-12.16,12.17,7.0,10.5,3.5,2743.27,TARP,DOE-2,783.79,43.32,38.99,4.33,8,2,0,Yes,la_rural,way_472961034,fast_zone,target,32.78,24.33,3.5,40.82250972196589,1.3473078503904645,3.5000063792597507,1.000001822645643,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-254.86] for zone=""WAY/472961034_F2_PERIM5"", for surface=""BLOCK PERIMETER_ZONE_5 STOREY 2 WALL 0003_1""",6,WAY/472961034_F2_PERIM5,WAY/472961034_F2_PERIM5,False
WAY/472961034_F0_WHOLE,0.0,0.0,0.0,0.0,-9.15,-0.53,1.75,1,1,1,-23.02,21.24,-16.77,16.78,0.0,3.5,3.5,4894.75,TARP,DOE-2,1398.5,540.73,486.71,54.02,10,8,0,Yes,la_rural,way_472961034,floor,target,44.26,33.55,3.5,55.5387261287113,1.3192250372578243,3.5,1.0,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-260.55] for zone=""WAY/472961034_F2_WHOLE"", for surface=""BLOCK WAY/472961034_WHOLE STOREY 2 ROOF 0001""",5,WAY/472961034_F2_WHOLE,WAY/472961034_F2_WHOLE,False
WAY/472961034_F1_WHOLE,0.0,0.0,0.0,0.0,-9.15,-0.53,5.25,1,1,1,-23.02,21.24,-16.77,16.78,3.5,7.0,3.5,4894.75,TARP,DOE-2,1398.5,540.73,486.71,54.02,10,8,0,Yes,la_rural,way_472961034,floor,target,44.26,33.55,3.5,55.5387261287113,1.3192250372578243,3.5,1.0,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-260.55] for zone=""WAY/472961034_F2_WHOLE"", for surface=""BLOCK WAY/472961034_WHOLE STOREY 2 ROOF 0001""",5,WAY/472961034_F2_WHOLE,WAY/472961034_F2_WHOLE,False
WAY/472961034_F2_WHOLE,0.0,0.0,0.0,0.0,-9.15,-0.53,8.75,1,1,1,-23.02,21.24,-16.77,16.78,7.0,10.5,3.5,4894.75,TARP,DOE-2,1398.5,540.73,486.71,54.02,10,8,0,Yes,la_rural,way_472961034,floor,target,44.26,33.55,3.5,55.5387261287113,1.3192250372578243,3.5,1.0,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-260.55] for zone=""WAY/472961034_F2_WHOLE"", for surface=""BLOCK WAY/472961034_WHOLE STOREY 2 ROOF 0001""",5,WAY/472961034_F2_WHOLE,WAY/472961034_F2_WHOLE,True
ZONE1 OFFICE,0.0,-12.61,-27.73,0.0,-25.21,5.46,2.13,1,3,1,-27.73,-22.69,-1.68,12.61,0.0,4.27,4.27,307.41,TARP,TARP,72.04,82.48,70.59,9.74,6,6,0,Yes,la_rural,way_472961034,layout_assign,target,5.039999999999999,14.29,4.27,15.152745625793365,2.8353174603174605,4.267212659633537,0.9993472270804538,,False,False,NO_FATAL_IN_FILE,,0,,,False
ZONE2 FINE STORAGE,0.0,-12.61,-27.73,0.0,-19.66,-0.0709,4.46,1,3,1,-27.73,-10.93,-12.61,12.61,0.0,8.53,7.81,4876.38,TARP,TARP,423.79,419.57,401.03,6.33,11,20,0,Yes,la_rural,way_472961034,layout_assign,target,16.8,25.22,8.53,30.30327375053725,1.501190476190476,11.50659524764624,1.4733156527075852,,False,False,NO_FATAL_IN_FILE,,0,,,False
ZONE3 BULK STORAGE,0.0,-12.61,-27.73,0.0,8.4,-4.59e-06,4.27,1,3,1,-10.93,27.73,-12.61,12.61,0.0,8.53,8.53,6750.98,TARP,TARP,974.71,875.0,811.43,14.47,6,52,0,Yes,la_rural,way_472961034,layout_assign,target,38.66,25.22,8.53,46.158899466950025,1.5329103885804916,6.926142134583619,0.8119744589195333,,False,False,NO_FATAL_IN_FILE,,0,,,False
WAY/472961088_F0_PERIM1,0.0,0.0,0.0,0.0,0.0559,-16.25,1.75,1,1,1,-20.95,21.03,-18.52,-13.68,0.0,3.5,3.5,10.0,TARP,DOE-2,170.96,261.87,235.71,26.16,6,2,0,Yes,la_rural,way_472961088,auto,target,41.980000000000004,4.84,3.5,42.25808798324884,8.673553719008266,0.0584932147870847,0.0167123470820242,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F1_PERIM1,0.0,0.0,0.0,0.0,0.0559,-16.25,5.25,1,1,1,-20.95,21.03,-18.52,-13.68,3.5,7.0,3.5,10.0,TARP,DOE-2,170.96,261.87,235.71,26.16,6,2,0,Yes,la_rural,way_472961088,auto,target,41.980000000000004,4.84,3.5,42.25808798324884,8.673553719008266,0.0584932147870847,0.0167123470820242,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F2_PERIM1,0.0,0.0,0.0,0.0,0.0559,-16.25,8.75,1,1,1,-20.95,21.03,-18.52,-13.68,7.0,10.5,3.5,10.0,TARP,DOE-2,170.96,261.87,235.71,26.16,6,2,0,Yes,la_rural,way_472961088,auto,target,41.980000000000004,4.84,3.5,42.25808798324884,8.673553719008266,0.0584932147870847,0.0167123470820242,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F0_PERIM2,0.0,0.0,0.0,0.0,-18.8,-10.3,1.75,1,1,1,-20.95,-16.27,-18.22,-3.77,0.0,3.5,3.5,10.0,TARP,DOE-2,54.17,82.98,74.69,8.29,6,2,0,Yes,la_rural,way_472961088,auto,target,4.68,14.45,3.5,15.188972973838618,3.0876068376068377,0.1846040243677312,0.05274400696220892,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F1_PERIM2,0.0,0.0,0.0,0.0,-18.8,-10.3,5.25,1,1,1,-20.95,-16.27,-18.22,-3.77,3.5,7.0,3.5,10.0,TARP,DOE-2,54.17,82.98,74.69,8.29,6,2,0,Yes,la_rural,way_472961088,auto,target,4.68,14.45,3.5,15.188972973838618,3.0876068376068377,0.1846040243677312,0.05274400696220892,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F2_PERIM2,0.0,0.0,0.0,0.0,-18.8,-10.3,8.75,1,1,1,-20.95,-16.27,-18.22,-3.77,7.0,10.5,3.5,10.0,TARP,DOE-2,54.17,82.98,74.69,8.29,6,2,0,Yes,la_rural,way_472961088,auto,target,4.68,14.45,3.5,15.188972973838618,3.0876068376068377,0.1846040243677312,0.05274400696220892,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F0_PERIM3,0.0,0.0,0.0,0.0,-19.76,-4.15,1.75,1,1,1,-23.24,-16.27,-4.42,-3.77,0.0,3.5,3.5,10.0,TARP,DOE-2,0.82,8.36,7.53,0.84,5,1,0,Yes,la_rural,way_472961088,auto,target,6.969999999999999,0.6499999999999999,3.5,7.000242852930175,10.723076923076922,12.195121951219512,3.4843205574912894,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F1_PERIM3,0.0,0.0,0.0,0.0,-19.76,-4.15,5.25,1,1,1,-23.24,-16.27,-4.42,-3.77,3.5,7.0,3.5,10.0,TARP,DOE-2,0.82,8.36,7.53,0.84,5,1,0,Yes,la_rural,way_472961088,auto,target,6.969999999999999,0.6499999999999999,3.5,7.000242852930175,10.723076923076922,12.195121951219512,3.4843205574912894,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
WAY/472961088_F2_PERIM3,0.0,0.0,0.0,0.0,-19.76,-4.15,8.75,1,1,1,-23.24,-16.27,-4.42,-3.77,7.0,10.5,3.5,10.0,TARP,DOE-2,0.82,8.36,7.53,0.84,5,1,0,Yes,la_rural,way_472961088,auto,target,6.969999999999999,0.6499999999999999,3.5,7.000242852930175,10.723076923076922,12.195121951219512,3.4843205574912894,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-250.61] for zone=""WAY/472961088_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",5,WAY/472961088_F2_CORE,WAY/472961088_F2_CORE,False
