cell,osm_id,neither,midhigh_at_one_storey,archetype_id,levels,in_levels,in_height_m,footprint_area_m2,simulation_status,total_eui_kwh_m2,heating_eui_kwh_m2,cooling_eui_kwh_m2
nyc_centre,way/265296083,False,False,SmallOffice,5.0,,16.2,189.44393865337972,success,116.65901487870576,41.69868173537488,8.228192966880005
nyc_centre,way/265296085,False,False,SmallOffice,5.0,,16.4,160.46357942269964,success,121.52322876299726,44.61484181220785,8.922673538878628
nyc_centre,way/265296086,False,False,SmallOffice,2.0,,6.9,147.34064803780194,success,126.69496878390584,48.600180600109525,8.500896256271623
nyc_centre,way/265296088,False,False,LargeOffice,15.0,,50.8,985.277306164856,success,204.7136504270564,60.26386860503219,19.119039864893384
nyc_centre,way/265296090,False,False,MediumOffice,15.0,,49.7,171.5346331206011,success,197.336848076676,71.0846288368949,12.190425771727234
nyc_centre,way/265296092,False,False,LargeOffice,16.0,,55.8,1150.9127174644505,success,207.71653859395465,55.58721052752245,20.234063161363007
nyc_centre,way/265296095,False,False,SmallOffice,5.0,,15.3,173.75316086110763,success,122.49583138980051,47.24385014105921,8.653860810718509
nyc_centre,way/265296097,False,False,MediumOffice,5.0,,14.6,1615.19894066075,success,178.7721927793762,49.81819607045072,12.617628875396903
nyc_centre,way/265296099,False,False,SmallOffice,5.0,,17.4,410.7153454169245,success,108.31967934092076,35.53227547132539,8.365750597932657
nyc_centre,way/265296100,False,False,SmallOffice,3.0,,7.6,195.77825447192637,success,121.4045298830655,46.43085391569701,8.238703253585326
nyc_centre,way/265296101,False,False,LargeOffice,19.0,,66.1,853.3570489269734,success,209.5374956282901,64.02176490601332,19.66021942586293
nyc_centre,way/265296102,False,False,MediumOffice,17.0,,57.7,377.7087647630589,success,156.53147415835502,34.75574176224396,11.676475699772269
nyc_centre,way/265296110,False,False,MediumOffice,16.0,,55.7,331.5047886089,success,163.81121817797683,39.68279426154553,11.901574759941631
nyc_centre,way/265296256,False,False,TallBuilding,35.0,,119.9,1399.1358502873284,success,179.96318415528742,12.263009812325851,16.114541528907854
nyc_centre,way/265296257,False,False,TallBuilding,23.0,,77.7,3162.2683268950336,success,177.627446914395,9.595890368116796,16.124480933265936
nyc_centre,way/265296283,False,False,SmallOffice,11.0,,38.1,170.82444807531272,success,124.42740937160984,46.95566494118223,9.65458827988107
nyc_centre,way/265296284,False,False,MediumOffice,12.0,,40.8,757.8862025886057,success,190.52264440813843,63.84680597354714,12.545739348755747
nyc_centre,way/265296287,True,False,MediumOffice,1.0,,,1256.7263609323743,success,126.0718450436073,32.88701869623711,8.36625674325193
nyc_centre,way/265301696,False,False,LargeOffice,9.0,,30.6,1555.4613514912028,success,140.4699492144706,12.643677686738858,14.843580950595394
nyc_centre,way/265301698,False,False,MediumOffice,15.0,,49.6,456.7814048252949,success,147.4332983530171,28.8934718903234,11.244251985909594
nyc_centre,way/265301700,False,False,LargeOffice,15.0,,51.8,1120.221171280427,success,199.95471652726985,55.55076993123112,19.41291151860998
nyc_centre,way/265301703,False,False,SmallOffice,4.0,,12.5,148.59872762409725,success,126.23967767621856,47.67726624871327,9.763889399613763
nyc_centre,way/265301704,False,False,SmallOffice,3.0,,9.4,149.04986001895776,success,125.30610715292484,48.60792532531601,8.810580631058269
nyc_centre,way/265301705,False,False,MidriseApartment,5.0,,16.0,1219.1058570997425,success,102.50181450463782,5.601259304069898,6.539305898843348
nyc_centre,way/265301706,False,False,SmallOffice,4.0,4.0,15.7,136.02305640297803,success,121.97382603799078,46.03812752382669,8.604737004932279
nyc_centre,way/265301708,False,False,SmallOffice,4.0,4.0,15.4,131.45552203667398,success,122.809084985141,47.13983626155966,8.374015179029664
nyc_centre,way/265301710,False,False,SmallOffice,4.0,4.0,14.8,137.20831109709667,success,121.15375795148596,45.85521114741322,8.301283953078192
nyc_centre,way/265301712,False,False,SmallOffice,5.0,5.0,20.4,165.6680370656304,success,123.88882723128724,48.2556670298401,8.602613618040735
nyc_centre,way/265301713,False,False,SmallOffice,3.0,3.0,10.1,105.05597922634864,success,133.45134101929972,53.74491394269548,10.041706003135308
nyc_centre,way/265301714,False,False,SmallOffice,5.0,5.0,20.5,165.3840740367406,success,123.99468394321508,48.35554533718823,8.60123710550473
nyc_centre,way/265301715,False,False,SmallOffice,4.0,4.0,14.2,105.68122069226192,success,134.57887650467336,50.242712926301024,11.953391049239752
nyc_centre,way/265301717,False,False,SmallOffice,5.0,5.0,20.3,219.56786002917025,success,115.87971622784072,41.81345413843441,8.304836603536007
nyc_centre,way/265301719,False,False,SmallOffice,5.0,5.0,18.8,117.46122525176747,success,128.43568597519638,51.52256476686183,8.845375646086934
nyc_centre,way/265301720,False,False,HighriseApartment,25.0,,85.0,369.1717280758109,success,110.35868194072476,7.856657484284202,12.243941980224006
nyc_centre,way/265301723,False,False,LargeOffice,18.0,,62.0,685.6922168709186,success,220.0024130838702,70.74272131565154,20.425150961442096
nyc_centre,way/265301724,False,False,SmallOffice,7.0,,22.7,265.7299436694609,success,104.02495570658664,31.907851034853007,8.41142640734365
nyc_centre,way/265301726,False,False,MediumOffice,13.0,,43.7,311.9641118634546,success,163.36821780422383,38.64844887225137,11.989267838588392
nyc_centre,way/265301728,False,False,SmallOffice,7.0,,23.4,209.00819856426403,success,113.3445925336176,38.76909822232791,8.80228753581665
nyc_centre,way/265301729,False,False,SmallOffice,6.0,,19.4,209.67644841499185,success,118.52182163213146,43.598772158987295,8.53333261495647
nyc_centre,way/265301730,False,False,TallBuilding,24.0,,81.0,396.66930388498537,success,206.12843824623224,31.391747729554417,16.386842671602093
nyc_centre,way/265301731,False,False,TallBuilding,26.0,,88.7,415.7184147477632,success,206.45827061528485,33.82840829751154,16.036558551155426
nyc_centre,way/265301733,False,False,MediumOffice,14.0,,46.8,399.50152710953387,success,155.57601420895418,32.824483345032114,11.81493873882256
nyc_centre,way/265301736,False,False,SmallOffice,4.0,4.0,15.4,211.75568389744197,success,115.16352258839848,41.11396469136104,8.352743824470885
nyc_centre,way/265301746,False,False,SmallOffice,7.0,,23.3,358.4232115833198,success,97.75308697514212,25.47967097165369,8.400468111979272
nyc_centre,way/265301753,False,False,Courthouse,8.0,,25.4,656.9496020243065,success,234.68434708135248,118.2038027494994,21.569153772829026
nyc_centre,way/265301758,False,False,SmallOffice,5.0,,16.6,173.83872406230108,success,130.1285053747262,53.40345813317054,8.852160396551719
nyc_centre,way/265301761,False,False,SmallOffice,8.0,,27.0,196.2949864231512,success,116.02172663843884,41.79243993202599,8.758838765645818
nyc_centre,way/265301763,False,False,SmallOffice,5.0,,17.5,145.16051771694526,success,132.2037739884657,55.3343334962715,8.926183915875463
nyc_centre,way/265301766,False,False,SmallOffice,6.0,,18.4,244.1341710076617,success,113.97384704030706,40.40018939360615,8.215663727674919
nyc_centre,way/265301767,False,False,MediumOffice,17.0,,59.4,565.2734708019411,success,201.68603720162596,72.03094217457229,13.24699092249221
nyc_centre,way/265301769,False,False,LargeOffice,15.0,,52.0,785.8930798263412,success,150.88129299431972,19.2188073435716,16.247373952920416
nyc_centre,way/265301770,False,False,TallBuilding,21.0,,73.1,523.5130218432087,success,195.4608684279753,23.0030968726134,15.947572995816175
nyc_centre,way/265301775,False,False,SmallOffice,5.0,,17.1,260.58098098590534,success,112.31181520769678,35.69640635560261,9.496796763170416
nyc_centre,way/265301777,False,False,SmallOffice,5.0,,17.3,188.4528059291714,success,119.81245905880004,43.37133845091831,9.560725806650472
nyc_centre,way/265301778,False,False,SmallOffice,6.0,,18.5,112.33364995820143,success,126.2939083912301,50.36376327486173,8.603744402680917
nyc_centre,way/265301780,False,False,TallBuilding,24.0,,84.0,486.0572988983889,success,197.09122976973512,24.35900366405561,16.003650519661228
nyc_centre,way/265301782,False,False,SmallOffice,5.0,,17.3,225.6701688600368,success,112.7071559513046,39.3945920708682,8.060399831238463
nyc_centre,way/265301784,False,False,SmallOffice,7.0,,23.3,256.3486739111339,success,112.48158257415255,38.70108029300407,8.090371592623438
nyc_centre,way/265301786,False,False,SmallOffice,6.0,,17.7,206.92441255934483,success,115.21442695267496,38.76739034274681,9.261727707766015
nyc_centre,way/265301788,False,False,SmallOffice,4.0,,13.5,220.2434733680668,success,114.21197336136684,40.57812623584066,8.078621843791105
nyc_centre,way/265301790,False,False,MediumOffice,7.0,,22.9,405.7804824808832,success,158.09012831408344,37.567849538907744,11.040582853792456
nyc_centre,way/265301792,False,False,SmallOffice,7.0,,23.0,357.908893033088,success,107.435709666315,33.99579162101344,8.639441830027186
nyc_centre,way/265301794,False,False,SmallOffice,8.0,,27.5,238.92737456908588,success,113.59867472382008,39.93573183363626,8.245240564872667
nyc_centre,way/265301795,False,False,MediumOffice,20.0,,68.5,474.6744922361264,success,144.48442296965442,26.33566046547429,11.231783964035229
nyc_centre,way/265301797,False,False,SmallOffice,4.0,,12.1,167.65399275679073,success,124.84810676636688,49.04969462534475,8.548069517087225
nyc_centre,way/265301799,False,False,SmallOffice,4.0,,13.1,140.44868026812958,success,129.11503095120958,52.57755824031948,8.599187177018647
nyc_centre,way/265301801,False,False,MediumOffice,15.0,,49.5,334.1941537475445,success,160.5592955975402,37.92217338854634,11.581740323326075
nyc_centre,way/265301805,False,False,MediumOffice,16.0,16.0,61.4,386.3940606879942,success,152.89205588454757,31.96101635201037,11.533943925753702
nyc_centre,way/265301808,False,False,MediumOffice,14.0,,48.5,461.3401925026024,success,152.34051949544303,31.31278342848048,11.610494886662988
nyc_centre,way/265301810,False,False,TallBuilding,21.0,,70.1,525.7243162532839,success,195.8256843405515,22.714970298960196,16.018214739742817
nyc_centre,way/265301813,False,False,SmallOffice,6.0,,17.9,185.89393875116008,success,119.4667472303852,44.87529596543705,8.395813666874279
nyc_centre,way/265301816,False,False,MediumOffice,10.0,,34.5,524.5512145473881,success,205.56316854552787,76.65333996440454,12.677042043740808
nyc_centre,way/265301817,False,False,SmallOffice,6.0,,18.3,185.74131939744652,success,123.97640810886968,48.2765870011668,8.675674948933736
nyc_centre,way/265301821,False,False,SmallOffice,2.0,,3.8,68.93866400222353,success,185.57264863578217,96.59753416925868,10.64196040915338
nyc_centre,way/265301824,False,False,SmallOffice,5.0,,17.0,187.29901409965967,success,123.29151492944462,47.76465175528596,8.603115339658348
nyc_centre,way/265301825,False,False,MediumOffice,14.0,,46.3,336.14363039471004,success,157.45348282055318,36.30966615525523,11.292961984547622
nyc_centre,way/265301826,False,False,SmallOffice,5.0,,17.4,173.4319857245705,success,126.5057630953782,49.66862392956183,8.864718721427744
nyc_centre,way/265301827,False,False,SmallOffice,5.0,,17.3,209.263419241274,success,112.87550665410954,39.34847519155274,8.305698585201057
nyc_centre,way/265301828,False,False,MediumOffice,13.0,,45.5,405.0482391744007,success,150.63800449737843,31.00346043349082,11.098869852047716
nyc_centre,way/265301829,False,False,SmallOffice,5.0,,15.4,206.3404204437221,success,115.01632667428952,40.746765573024014,8.346984435909402
nyc_centre,way/265301833,False,False,LargeOffice,13.0,,44.9,866.2150565990469,success,226.64541286565063,72.59494542939086,21.53288354585395
nyc_centre,way/265301835,False,False,MediumOffice,14.0,,45.8,527.4006509029448,success,207.828080432644,75.35275918499387,13.64127208750683
nyc_centre,way/265301837,False,False,SmallOffice,6.0,,19.4,210.40381817098168,success,114.15315390116872,40.24886595292168,8.37149331363491
nyc_centre,way/265301838,False,False,SmallOffice,4.0,,10.8,405.0284272690287,success,96.01234764639128,24.907224586850013,7.750039682679867
nyc_centre,way/265301841,False,False,MediumOffice,15.0,,51.9,286.5576453153046,success,166.22919709648636,45.61448945240215,11.285729267602663
nyc_centre,way/265301842,False,False,MediumOffice,19.0,,66.4,350.1145380042349,success,157.5193913122249,35.568851863446305,11.64674820883836
nyc_centre,way/265301843,False,False,SmallOffice,7.0,,23.1,195.7407794663725,success,117.2521668619052,42.188784807609935,8.823268670958642
nyc_centre,way/265301844,False,False,SmallOffice,6.0,,20.3,160.38946889246475,success,127.28438207379976,51.3271536973829,9.044295006955496
nyc_centre,way/265301845,False,False,SmallOffice,6.0,,18.8,197.26499001883712,success,121.2122336098683,46.04425746200993,8.54292615011474
nyc_centre,way/265301848,False,False,SmallOffice,5.0,,16.9,205.9928190991569,success,118.24357817579804,41.796870715029726,8.95326932506455
nyc_centre,way/265301849,False,False,TallBuilding,23.0,,77.3,462.3542920057524,success,201.10786780197336,27.02495283116665,16.30739937079734
nyc_centre,way/265301853,False,False,MediumOffice,13.0,,44.1,296.73096051818874,success,161.83304530937932,40.48934968216366,11.253875484918398
nyc_centre,way/265301854,False,False,LargeHotel,16.0,16.0,,160.22972070967865,success,458.7170677913607,76.63119381053122,75.4174808338809
nyc_centre,way/265301856,True,True,LargeHotel,1.0,,,253.00662791072625,success,343.9247300023386,29.71720879904676,28.36792607734913
nyc_centre,way/265301857,False,False,TallBuilding,22.0,,76.0,830.106407377786,success,192.90622208197857,20.390616791954912,16.559408986113542
nyc_centre,way/265301859,False,False,SmallOffice,3.0,,8.9,202.5082564877929,success,116.00656348851186,41.72448268328566,8.261483478024537
nyc_centre,way/265301861,False,False,SmallOffice,7.0,,23.6,211.3306380462826,success,113.99011030642724,40.371650142693184,8.269260732169077
nyc_centre,way/265301862,False,False,SmallOffice,5.0,,16.9,194.00195028983424,success,120.84453471994232,44.92783323188017,8.877966995426698
nyc_centre,way/265301868,False,False,SmallOffice,4.0,,10.8,448.68807797749633,success,93.71109251666152,22.858463287312777,7.848770243226672
nyc_centre,way/265301870,False,False,MediumOffice,14.0,,47.1,405.7712071954675,success,153.1520792748367,30.88698391801767,11.724984074693188
nyc_centre,way/265301871,False,False,SmallOffice,5.0,,16.7,209.94722645944893,success,116.45044942678192,42.39827588983111,8.618806374880396
nyc_centre,way/265301873,False,False,SmallOffice,5.0,,16.6,267.7832968523388,success,109.56088847301385,37.01734422022806,8.273026940708377
nyc_centre,way/265301876,False,False,MediumOffice,17.0,,58.0,543.3867272015577,success,205.7009345859378,75.00118143686296,13.35495258000443
nyc_centre,way/265301877,False,False,LargeHotel,19.0,19.0,,254.49930002618487,success,426.1320101877376,61.58125766328296,65.50951518301234
nyc_centre,way/265301882,False,False,SmallOffice,5.0,,17.2,188.04910151967044,success,122.7837789022572,44.44630480069495,9.895759636728148
nyc_centre,way/265301883,False,False,SmallOffice,5.0,,17.1,202.3385808977932,success,115.65098772458336,39.212954261243965,9.214610797046204
nyc_centre,way/265301885,False,False,SmallOffice,5.0,,16.9,214.2651087299045,success,116.5814871674806,41.39352124603702,8.520733133982528
nyc_centre,way/265301886,False,False,MediumOffice,15.0,,50.5,422.8634186971283,success,150.53230428770428,29.37415424190695,11.573560337707049
nyc_centre,way/265301888,False,False,MediumOffice,17.0,,59.5,423.9064853422632,success,159.13204648579338,37.69271087016977,11.547774138264131
nyc_centre,way/265301889,False,False,LargeHotel,19.0,19.0,66.9,286.61203696805256,success,437.49207480389606,69.94703774305997,67.425695510859
nyc_centre,way/265301894,False,False,SmallOffice,5.0,,14.6,203.9126577212784,success,115.27381903936868,40.99402170664281,8.460326568645966
nyc_centre,way/265301901,False,False,MediumOffice,13.0,,45.5,437.8113292297587,success,148.28474340624382,28.99311105224453,10.987056937459718
nyc_centre,way/265301903,False,False,SmallOffice,6.0,,18.5,292.1557305853625,success,101.67700687873317,30.11976590408912,8.160530943003486
nyc_centre,way/265301908,False,False,SmallOffice,6.0,,17.6,207.2382639883789,success,116.9651787777495,42.80514227983471,8.612469044515336
nyc_centre,way/265301909,False,False,SmallOffice,7.0,,23.7,260.7223237429819,success,109.1111723190881,36.272080515894686,8.190521616868955
nyc_centre,way/265301912,False,False,MediumOffice,14.0,,46.2,434.78177189467226,success,147.84583620430843,29.55062647465633,10.99444183242748
nyc_centre,way/265301915,False,False,SmallOffice,6.0,,18.5,202.8543663728436,success,118.99928199440016,43.72595947990501,8.447786981582391
nyc_centre,way/265301916,False,False,SmallOffice,5.0,,17.2,213.966480981323,success,115.309849744612,41.12111978585601,8.544389357319426
nyc_centre,way/265301919,False,False,MediumOffice,20.0,,69.8,474.4126085000381,success,145.95886393495243,26.81701647144948,11.35363523087401
nyc_centre,way/265301922,True,False,SmallOffice,1.0,,,398.7128987125495,success,98.41308160378972,28.73240417108878,6.447525068436811
nyc_centre,way/265301924,False,False,SmallOffice,7.0,,22.5,194.555906725785,success,120.65131372593582,45.64751578604174,8.586044240489674
nyc_centre,way/265301926,False,False,SmallOffice,5.0,,17.0,201.94635518626757,success,117.18970219995995,42.58143785751363,8.465104077389247
nyc_centre,way/265301927,True,True,LargeOffice,1.0,,,2260.568270083608,success,116.80029927640918,23.54419510604604,6.58108655060291
nyc_centre,way/265301931,False,False,SmallOffice,4.0,,13.9,163.23453917361087,success,126.29061341909804,50.19656462637942,8.573436160708807
nyc_centre,way/265301941,False,False,SmallOffice,5.0,5.0,17.5,221.9816190817621,success,119.29275188318344,43.65892235110631,8.63174365542151
nyc_centre,way/265301944,False,False,MediumOffice,11.0,,37.3,466.1691727541704,success,152.29163608983066,29.620250736354997,11.746624852351328
nyc_centre,way/265301952,False,False,SmallOffice,4.0,,13.4,151.7084902404061,success,126.99201197520026,51.147877890520405,8.753435947839707
nyc_centre,way/265301954,False,False,SmallOffice,5.0,,16.1,140.36191231133668,success,136.07968190817544,57.54417869158053,9.413850766664789
nyc_centre,way/265301955,True,False,SmallOffice,1.0,,,345.26036604743626,success,102.20648882978138,31.907998247847228,6.518652932589598
nyc_centre,way/265301956,False,False,SmallOffice,5.0,,15.6,189.3400918720236,success,121.77145372899857,46.71774068707344,8.49942902303139
nyc_centre,way/265301958,False,False,SmallOffice,1.0,1.0,5.7,185.82592740964336,success,123.6095717632566,48.11340573272935,7.376859875503179
nyc_centre,way/265301959,False,False,LargeOffice,14.0,,46.9,851.7415937120754,success,213.17634269577655,64.93814686324943,20.022022343926697
nyc_centre,way/265301960,False,False,MediumOffice,19.0,,66.2,412.9686389040506,success,150.47570325575276,31.00011138217892,11.189649407435912
nyc_centre,way/265301962,False,False,SmallOffice,5.0,5.0,17.7,235.88677682287977,success,115.44557177634738,41.68767963496041,8.304461292014055
nyc_centre,way/265301964,False,False,MediumOffice,14.0,,46.3,582.0518171021387,success,199.8785516005094,70.6470525441748,13.1237033069787
nyc_centre,way/265301968,False,False,LargeOffice,18.0,,60.9,849.8333790213486,success,209.25304874645784,64.38539984147782,19.29775485393255
nyc_centre,way/265301969,False,False,SmallOffice,6.0,,18.1,193.36526189724856,success,121.4553163387933,46.78581358003535,8.471272335886974
nyc_centre,way/265301972,False,False,MediumOffice,13.0,,45.1,477.3205952823016,success,146.78418233902417,26.65788496109056,11.27578762234235
nyc_centre,way/265301973,False,False,MediumOffice,18.0,,62.2,352.254228873201,success,161.1178954750428,38.62390373922678,11.625263983311475
nyc_centre,way/265301975,False,False,MediumOffice,14.0,,47.7,435.29372872472936,success,147.5961628789073,29.18648427832069,10.832472021430403
nyc_centre,way/265301976,False,False,SmallOffice,5.0,,17.0,145.3297706537843,success,129.21830908861756,52.91640236692894,9.04618377594675
nyc_centre,way/265301979,False,False,SmallOffice,6.0,,18.8,175.77147444160423,success,127.60253619499676,51.70799568038768,8.874739261198618
nyc_centre,way/265301980,False,False,SmallOffice,5.0,,14.7,110.95901862877288,success,131.76087342758902,53.40855702248653,9.567601640670697
nyc_centre,way/265301981,False,False,MediumOffice,12.0,12.0,49.6,444.109399073747,success,149.16488701563023,29.01172937131865,11.074474435618006
nyc_centre,way/265301982,False,False,SmallOffice,5.0,,17.0,189.0369267461288,success,120.6625677018068,45.21925331636582,8.850151988181727
nyc_centre,way/265301984,False,False,SmallOffice,3.0,,7.7,152.48796883014532,success,129.34575925837478,52.68405846675538,8.668530200332613
nyc_centre,way/265301986,False,False,SmallOffice,6.0,,18.0,322.49155404409214,success,98.6922952870433,27.71928410388684,7.996098498494603
nyc_centre,way/265301987,False,False,MediumOffice,17.0,,56.5,341.88682799550224,success,152.38892322637278,33.693119231646456,10.985191300202594
nyc_centre,way/265301988,False,False,SmallOffice,3.0,,10.2,224.14645266511667,success,114.55443841105756,39.27153396561239,8.201748347743719
nyc_centre,way/265301991,False,False,SmallOffice,5.0,,16.4,169.0430689758834,success,124.52020680295684,48.3328710730072,8.543226932305519
nyc_centre,way/265301993,False,False,SmallOffice,5.0,,16.6,197.24771865956384,success,121.035351382394,44.450778711475294,9.149155648424246
nyc_centre,way/265301995,False,False,SuperTallBuilding,42.0,42.0,124.0,429.738573947137,success,182.65527891606928,17.361006928684155,16.16684809993171
nyc_centre,way/265301998,False,False,TallBuilding,31.0,31.0,87.3,499.0706147037902,success,194.56551672317423,23.693255829946903,15.878923061414705
nyc_centre,way/265302002,False,False,SmallOffice,6.0,,18.3,102.6263572494817,success,131.3288540291351,51.51231824223472,10.07202179932954
nyc_centre,way/265302004,False,False,LargeOffice,19.0,,65.4,593.2727053206693,success,225.64146065224816,75.75590942324321,20.45326522393259
nyc_centre,way/265302008,False,False,MediumOffice,13.0,,45.5,423.3329687056128,success,152.5743776543522,29.889471367915863,11.805615516594852
nyc_centre,way/265302011,False,False,SmallOffice,5.0,5.0,18.1,164.03897788599278,success,122.41458479606796,47.16034469080448,8.65624414970121
nyc_centre,way/265302016,False,False,SmallOffice,5.0,5.0,18.4,151.82720118448387,success,125.51256211540742,49.67850694805277,8.94897877722447
nyc_centre,way/265302023,False,False,LargeOffice,20.0,,68.0,900.0809738106849,success,151.91716754785782,20.297368862473164,16.691837246811836
nyc_centre,way/265302028,False,False,MediumOffice,19.0,,66.2,450.1782692970932,success,145.8753608204,28.31720914237034,10.961857343060805
nyc_centre,way/265302031,False,False,SmallOffice,4.0,,12.7,212.35429843497548,success,113.65997401966268,40.08819394965326,8.1585660508057
nyc_centre,way/265302034,False,False,SmallOffice,6.0,,19.0,111.77699574808469,success,135.2395580988727,55.766878800298805,9.711518893695937
