cell,osm_id,neither,midhigh_at_one_storey,archetype_id,levels,in_levels,in_height_m,footprint_area_m2,simulation_status,total_eui_kwh_m2,heating_eui_kwh_m2,cooling_eui_kwh_m2
nyc_centre,way/42496314,False,False,SuperTallBuilding,51.0,51.0,,5958.9613496970205,success,149.17759578560143,4.537504711266026,15.73521717222238
nyc_centre,way/42496352,True,True,LargeOffice,1.0,,,2814.5294135285308,success,115.48659612954413,23.554170462822665,6.28090422317208
nyc_centre,way/42500728,True,True,LargeOffice,1.0,,,1633.0022917991948,success,121.83772957600095,28.76541507404866,6.397709995067729
nyc_centre,way/86121620,True,True,LargeOffice,1.0,,,4626.279203848195,success,107.99100511409738,16.2846112840751,6.338374575701763
nyc_centre,way/86121621,False,False,SuperTallBuilding,105.0,,366.0,8006.855999201618,success,126.17316476430152,3.24598437087283,15.817293294500343
nyc_centre,way/86216914,False,False,SuperTallBuilding,40.0,40.0,192.0,2765.5355231290946,success,166.68309014652243,6.513049544755692,15.680600260519109
nyc_centre,way/91200880,True,True,LargeOffice,1.0,,,1301.287936545484,success,128.35377328826007,30.287945715632983,8.065939438523385
nyc_centre,way/91200920,True,True,LargeOffice,1.0,,,1324.0168280864827,success,128.2192561913776,32.086202790287025,7.778892646214969
nyc_centre,way/109284804,True,True,LargeOffice,1.0,,,2452.727707087475,success,114.057875058778,21.151780038702015,6.739107257727315
nyc_centre,way/109284807,False,False,TallBuilding,39.0,39.0,,5104.004675028921,success,165.90519696990953,4.695864551904848,15.931846641601004
nyc_centre,way/109285745,False,False,SuperTallBuilding,47.0,47.0,209.6,1958.9730993551789,success,167.92028595150396,7.31205959471063,15.81181834513973
nyc_centre,way/114071252,False,False,TallBuilding,28.0,,96.0,1950.9725182856669,success,176.55124297440526,9.132689541407654,15.917382299072436
nyc_centre,way/137716320,True,True,LargeOffice,1.0,,,3568.6186281167643,success,111.00730234784304,19.38957833200072,6.306191340558728
nyc_centre,way/138022483,False,False,LargeOffice,5.0,,15.0,4161.113471294008,success,129.43606588030934,7.857234060454554,13.55706629043286
nyc_centre,way/143858914,True,True,LargeOffice,1.0,,,2209.586682869855,success,123.68587902716487,30.047191454311665,6.720717523266928
nyc_centre,way/148457887,False,False,TallBuilding,36.0,36.0,42.0,3890.6070569991616,success,169.81273038941737,5.110813124957188,15.671513166830335
nyc_centre,way/157835453,True,True,LargeOffice,1.0,,,5180.719472059762,success,111.1382097957904,18.81227798983032,6.771869122957873
nyc_centre,way/159837290,False,False,TallBuilding,39.0,39.0,,3251.809300508245,success,170.74810050904225,5.881045278376215,15.666952578915138
nyc_centre,way/160915057,True,False,MediumOffice,1.0,,,1564.2483268399508,success,125.59932082967462,29.817720297876825,10.297670441142982
nyc_centre,way/161173093,False,False,MediumOffice,6.0,,20.0,962.1754806472808,success,190.258564351396,56.8428280967115,13.714070701853151
nyc_centre,way/161849936,False,False,SuperTallBuilding,55.0,,192.2,3378.725953284576,success,167.3861416425009,7.635606753690602,15.88217053801642
nyc_centre,way/162004802,True,True,LargeOffice,1.0,,,1931.331905766602,success,120.29477502234788,25.02338262028685,7.365282058909162
nyc_centre,way/162695595,False,False,TallBuilding,28.0,,98.0,1404.9243342701443,success,183.1814863305387,14.147924098348348,16.18447710890935
nyc_centre,way/162977896,False,False,MediumOffice,8.0,8.0,45.0,339.78479653511533,success,167.36569960029104,38.24561341128205,12.950066634080926
nyc_centre,way/163465869,False,False,SuperTallBuilding,45.0,45.0,,5766.3624377083925,success,156.64558279018115,5.707332498284486,15.972586366352402
nyc_centre,way/163474780,True,True,LargeOffice,1.0,,,6439.776154267815,success,107.3232882182994,15.641659421320258,6.636312327672171
nyc_centre,way/163629929,False,False,LargeOffice,8.0,,25.0,2359.8557388492627,success,187.03244225616035,43.47669259692859,19.30350337857361
nyc_centre,way/163631696,True,True,LargeOffice,1.0,,,2312.141083926303,success,116.77009037819543,23.29468901663648,6.634382743685395
nyc_centre,way/165439147,False,False,TallBuilding,32.0,32.0,131.0,988.04506923543,success,184.40547146203932,16.015220842230132,16.033044889013876
nyc_centre,way/165439153,False,False,MidriseApartment,8.0,,25.0,673.026033892871,success,104.04313357297292,7.759542765224362,6.365665966027368
nyc_centre,way/218327129,False,False,LargeOffice,12.0,,40.0,1644.1469518801496,success,195.6879935006847,51.10967138254063,19.60634312581027
nyc_centre,way/218333949,False,False,SuperTallBuilding,40.0,,140.0,2351.104166545407,success,164.11249546581675,3.860644736466543,15.69092776604646
nyc_centre,way/258619240,False,False,SmallOffice,1.0,1.0,5.0,223.80675652163688,success,112.97159840401667,32.55219146193855,11.01716330336304
nyc_centre,way/258646143,False,False,Courthouse,2.0,,4.0,132.33644461217688,success,247.28755120528905,101.5925286091964,26.57106797100633
nyc_centre,way/258646144,False,False,SmallOffice,1.0,1.0,5.5,42.08170935629485,success,194.0612823273281,78.82905065670288,19.092044757164025
nyc_centre,way/260085134,True,True,LargeOffice,1.0,,,3058.359259735589,success,112.20453578102769,19.998233245003863,6.306629657851283
nyc_centre,way/260085136,True,True,LargeOffice,1.0,,,1477.0982133589537,success,123.06033358176236,29.81314966448277,6.369750540362113
nyc_centre,way/260085159,True,True,LargeOffice,1.0,,,1186.258501121039,success,118.98172551530295,24.014042429599552,6.977602595482606
nyc_centre,way/260180778,True,True,LargeHotel,1.0,,,836.4150894197633,success,311.97536384910666,8.013704305204605,27.43079050094363
nyc_centre,way/265276997,False,False,SmallOffice,4.0,,12.0,104.40467256288284,success,135.47570853855274,54.19985362471731,10.968618003357316
nyc_centre,way/265277022,False,False,SmallOffice,4.0,,12.1,108.9345651754574,success,135.06448063741342,50.10300632539285,12.433370461388469
nyc_centre,way/265281597,False,False,MediumOffice,14.0,,45.6,582.3806679092589,success,257.523980508978,120.03249843013934,14.350026546821468
nyc_centre,way/265281598,False,False,TallBuilding,29.0,,100.9,3431.559198260058,success,174.1445721943005,7.693358205783311,15.882524042009814
