cell,osm_id,raw_building_tag,raw_function_tag,persisted_levels,persisted_height_m,archetype_id,simulation_status
austin_rural,way/1215099173,yes,toilets,1.0,3.5,SmallOffice,success
austin_rural,way/1215099260,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215372275,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215372276,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215372277,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1215375437,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215375438,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215375439,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215375440,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215375441,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215375442,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215375443,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1313606713,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/1313606714,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/1450168120,yes,place_of_worship,1.0,3.5,SmallOffice,success
austin_rural,way/1450168670,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/1450169422,house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169423,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169424,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169425,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169426,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169427,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169428,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169429,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169430,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450169431,semidetached_house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1450171437,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1450171439,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1450171440,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1450171441,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1450171442,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1450171645,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1450171647,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414316,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414317,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414318,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414319,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414320,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414321,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414322,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414323,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414324,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414325,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414326,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414327,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414328,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414329,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414330,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414331,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414332,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414333,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414334,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414335,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414336,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414337,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414338,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414339,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414345,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414346,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414347,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414349,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414350,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414351,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414352,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414353,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414354,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414355,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414356,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414357,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414358,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414359,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414360,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414361,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414362,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414363,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414364,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414365,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414366,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414367,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414368,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414369,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414370,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414371,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414372,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414373,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414374,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414375,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414376,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414377,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414378,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414379,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414380,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414381,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1480414382,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1495070684,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1509648448,house,,1.0,3.5,MidriseApartment,success
austin_rural,relation/19829553,yes,social_facility,1.0,3.5,MediumOffice,success
austin_suburban,way/192352435,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/206374244,office,,1.0,3.5,SmallOffice,success
austin_suburban,way/206374820,office,,1.0,3.5,SmallOffice,success
austin_suburban,way/206374822,yes,community_centre,1.0,3.5,MediumOffice,success
austin_suburban,way/206376319,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/206376503,church,place_of_worship,1.0,3.5,Courthouse,success
austin_suburban,way/221890776,yes,fire_station,1.0,3.5,Courthouse,success
austin_suburban,way/221903110,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_suburban,way/240180464,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/240181910,house,,1.0,3.5,MidriseApartment,success
austin_suburban,way/333639431,commercial,,1.0,3.5,SmallOffice,success
austin_suburban,way/333644291,commercial,,1.0,3.5,SmallOffice,success
austin_suburban,way/333644301,commercial,company,1.0,3.5,SmallOffice,success
austin_suburban,way/333644308,commercial,,1.0,3.5,SmallOffice,success
austin_suburban,way/333644309,commercial,,1.0,3.5,SmallOffice,success
austin_suburban,way/349660444,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/349660463,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/349660464,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/349660465,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991201,yes,parking,1.0,3.5,MediumOffice,success
austin_suburban,way/382991504,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991520,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991532,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991535,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991565,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991571,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991584,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991588,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991591,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991598,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991603,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991604,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991609,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991612,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991637,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991640,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991641,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991642,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991649,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991657,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991670,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991673,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991684,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991688,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991689,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991719,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991743,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991773,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991786,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991803,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991808,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991813,yes,library,1.0,3.5,Courthouse,success
austin_suburban,way/382991814,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991815,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991832,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991834,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382991845,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382992872,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382992891,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382992898,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382993056,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382993699,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382993826,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382993837,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382993915,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/382993968,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/914870660,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_suburban,way/947445585,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/1063559913,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/1063559915,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/1186113685,yes,,1.0,3.5,SmallOffice,success
austin_suburban,way/1341643129,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_suburban,way/1341643132,no,theatre,1.0,3.5,OpenUBEMUnknown,success
austin_suburban,way/1351038756,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/187382924,hospital,,1.0,3.5,Hospital,success
austin_urban,way/199742457,retail,,1.0,3.5,RetailStandalone,success
austin_urban,way/199742459,yes,car_repair,1.0,3.5,SmallOffice,success
austin_urban,way/199742460,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/199742464,retail,,1.0,3.5,RetailStandalone,success
austin_urban,way/199742466,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/199742467,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/199742468,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/199742470,yes,,1.0,3.5,MediumOffice,success
austin_urban,way/199742471,yes,,1.0,3.5,MediumOffice,success
austin_urban,way/199742472,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/199742474,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/199742475,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/243238233,yes,,1.0,3.5,LargeOffice,success
austin_urban,way/243238257,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/303100348,retail,supermarket,1.0,3.5,SuperMarket,success
austin_urban,way/312329732,commercial,,1.0,3.5,LargeOffice,success
austin_urban,way/379436164,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381803480,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381805835,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381805841,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381810585,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381810603,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381810616,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381810668,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381810670,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824725,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824729,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824731,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824741,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824750,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824764,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824782,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/381824866,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/382006080,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/382006288,yes,,1.0,3.5,SmallOffice,success
austin_urban,way/567895775,parking,parking,1.0,3.5,OpenUBEMUnknown,success
austin_urban,way/871658604,parking,parking,1.0,3.5,OpenUBEMUnknown,success
austin_urban,way/871658605,parking,parking,1.0,3.5,OpenUBEMUnknown,success
austin_urban,way/978402223,yes,,1.0,3.5,MediumOffice,success
austin_urban,way/1206018498,yes,,1.0,3.5,LargeOffice,success
austin_urban,way/1273903515,yes,,1.0,3.5,MediumOffice,success
austin_urban,way/1273903542,yes,,1.0,3.5,MediumOffice,success
la_centre,way/219011063,yes,,1.0,3.5,SmallOffice,success
la_centre,way/262726265,yes,toilets,1.0,3.5,SmallOffice,success
la_centre,way/264685255,roof,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/425993596,bridge,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/428015097,government,,1.0,3.5,Courthouse,success
la_centre,way/780084203,yes,,1.0,3.5,SmallOffice,success
la_centre,way/780084204,yes,,1.0,3.5,SmallOffice,success
la_centre,way/900894807,yes,,1.0,3.5,LargeOffice,success
la_centre,way/905248731,yes,,1.0,3.5,MediumOffice,success
la_centre,way/905248734,yes,,1.0,3.5,SmallOffice,success
la_centre,way/905248735,yes,,1.0,3.5,SmallOffice,success
la_centre,way/905248736,yes,,1.0,3.5,SmallOffice,success
la_centre,way/905248740,yes,,1.0,3.5,SmallOffice,success
la_centre,way/905248741,yes,,1.0,3.5,SmallOffice,success
la_centre,way/905248742,yes,,1.0,3.5,SmallOffice,success
la_centre,way/906254725,roof,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/912211057,roof,shelter,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/959003471,yes,toilets,1.0,3.5,SmallOffice,success
la_centre,way/959003472,roof,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/959003473,yes,,1.0,3.5,SmallOffice,success
la_centre,way/959003484,roof,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/959006685,yes,,1.0,3.5,SmallOffice,success
la_centre,way/1012945102,yes,community_centre,1.0,3.5,LargeOffice,success
la_centre,way/1106947212,yes,,1.0,3.5,LargeOffice,success
la_centre,way/1106947213,yes,,1.0,3.5,LargeOffice,success
la_centre,way/1182634544,yes,,1.0,3.5,MediumOffice,success
la_centre,way/1182638453,transportation,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/1253398512,roof,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/1307600733,yes,,1.0,3.5,SmallOffice,success
la_centre,way/1307600742,roof,,1.0,3.5,OpenUBEMUnknown,success
la_centre,way/1415178948,roof,,1.0,3.5,OpenUBEMUnknown,success
la_suburban,way/285843826,yes,library,1.0,3.5,Courthouse,success
la_suburban,way/285843827,yes,social_centre,1.0,3.5,SmallOffice,success
la_suburban,way/285843828,civic,,1.0,3.5,Courthouse,success
la_suburban,way/443470324,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/443480718,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/443480725,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/449558400,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/449558402,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/449558403,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/449558404,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/449560234,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/449560240,yes,,1.0,3.5,SmallOffice,success
la_suburban,way/1016738377,retail,convenience,1.0,3.5,RetailStandalone,success
la_suburban,way/1016738378,roof,fuel,1.0,3.5,OpenUBEMUnknown,success
la_suburban,way/1119752143,yes,,1.0,3.5,SmallOffice,success
la_urban,way/379694092,commercial,,1.0,3.5,MediumOffice,success
la_urban,way/402036175,commercial,,1.0,3.5,LargeOffice,success
la_urban,way/402036181,yes,parking,1.0,3.5,LargeOffice,success
la_urban,way/402036182,commercial,,1.0,3.5,LargeOffice,success
la_urban,way/402234762,residential,,1.0,3.5,MidriseApartment,success
la_urban,way/402247688,yes,,1.0,3.5,SmallOffice,success
la_urban,way/402250517,yes,,1.0,3.5,SmallOffice,success
la_urban,way/402254086,yes,,1.0,3.5,SmallOffice,success
la_urban,way/402259792,yes,,1.0,3.5,SmallOffice,success
la_urban,way/402279955,yes,,1.0,3.5,SmallOffice,success
la_urban,way/402279965,yes,,1.0,3.5,SmallOffice,success
la_urban,way/402307205,school,,1.0,3.5,SecondarySchool,success
la_urban,way/402307206,school,,1.0,3.5,SecondarySchool,success
la_urban,way/402312391,yes,,1.0,3.5,SmallOffice,success
la_urban,way/427278427,yes,,1.0,3.5,LargeOffice,success
la_urban,way/495912543,roof,,1.0,3.5,OpenUBEMUnknown,success
la_urban,way/913603652,apartments,,1.0,3.5,MidriseApartment,success
la_urban,way/1176846930,yes,,1.0,3.5,MediumOffice,success
la_urban,way/1253804860,yes,,1.0,3.5,SmallOffice,success
la_urban,way/1253804863,yes,,1.0,3.5,MediumOffice,success
la_urban,way/1253804865,yes,,1.0,3.5,MediumOffice,success
la_urban,way/1253804866,yes,,1.0,3.5,SmallOffice,success
la_urban,way/1253804867,yes,,1.0,3.5,SmallOffice,success
la_urban,way/1253806981,yes,,1.0,3.5,MediumOffice,success
la_urban,way/1253806982,yes,,1.0,3.5,MediumOffice,success
la_urban,way/1253806983,yes,,1.0,3.5,SmallOffice,success
la_urban,way/1253806986,yes,,1.0,3.5,MediumOffice,success
la_urban,way/1416444072,apartments,,1.0,3.5,MidriseApartment,success
la_urban,relation/6412968,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/42496352,office,,1.0,3.5,LargeOffice,success
nyc_centre,way/42500728,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/86121620,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/91200880,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/91200920,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/109284804,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/137716320,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/143858914,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/157835453,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/160915057,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/162004802,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/163474780,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/163631696,office,,1.0,3.5,LargeOffice,success
nyc_centre,way/260085134,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/260085136,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/260085159,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/260180778,hotel,,1.0,3.5,LargeOffice,success
nyc_centre,way/265296287,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265301856,hotel,,1.0,3.5,MediumOffice,success
nyc_centre,way/265301922,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/265301927,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/265301955,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/265302062,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265302075,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/265302076,library,library,1.0,3.5,Courthouse,success
nyc_centre,way/265302090,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265302106,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265302121,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/265302152,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265302165,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265302172,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/265424331,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265424368,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/265424370,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265424380,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265424381,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265424408,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/265424438,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265427666,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/265875663,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/265875682,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/265932612,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010333,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266010344,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010396,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010414,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010420,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010429,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010436,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010439,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266010446,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266025012,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266034045,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266034056,hotel,,1.0,3.5,LargeOffice,success
nyc_centre,way/266143308,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266143341,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266143358,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266143361,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266149351,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266149365,yes,social_facility,1.0,3.5,MediumOffice,success
nyc_centre,way/266149373,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170546,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/266170562,office,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170597,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/266170615,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170653,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/266170683,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170696,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170711,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170734,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170756,hotel,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170763,hotel,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170766,office,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170769,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170781,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170792,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170794,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170809,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
nyc_centre,way/266170819,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170820,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170824,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170825,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170836,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170837,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170841,yes,,1.0,3.5,LargeOffice,success
nyc_centre,way/266170844,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/266170853,commercial,,1.0,3.5,LargeOffice,success
nyc_centre,way/282065776,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/283346493,hotel,,1.0,3.5,LargeOffice,success
nyc_centre,way/288448678,hotel,,1.0,3.5,LargeOffice,success
nyc_centre,way/293183674,hotel,,1.0,3.5,MediumOffice,success
nyc_centre,way/372083672,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/473560487,roof,,1.0,3.5,OpenUBEMUnknown,success
nyc_centre,way/635639732,yes,,1.0,3.5,MediumOffice,success
nyc_centre,way/702073637,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/702073638,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/702073639,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/702073640,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/702073641,toilets,,1.0,3.5,OpenUBEMUnknown,success
nyc_centre,way/702073799,service,,1.0,3.5,OpenUBEMUnknown,success
nyc_centre,way/812938420,train_station,,1.0,3.5,OpenUBEMUnknown,success
nyc_centre,way/819626511,yes,,1.0,3.5,SmallOffice,success
nyc_centre,way/1117680745,roof,,1.0,3.5,OpenUBEMUnknown,success
nyc_centre,way/1317983503,yes,,1.0,3.5,MediumOffice,success
nyc_centre,relation/1860567,office,,1.0,3.5,LargeOffice,success
nyc_centre,relation/11171765,train_station,,1.0,3.5,OpenUBEMUnknown,success
nyc_centre,relation/11171793,train_station,,1.0,3.5,OpenUBEMUnknown,success
nyc_rural,way/270445753,commercial,supermarket,1.0,3.5,SuperMarket,success
nyc_rural,way/270445754,commercial,,1.0,3.5,SmallOffice,success
nyc_rural,way/270445755,commercial,,1.0,3.5,SmallOffice,success
nyc_rural,way/270445756,yes,laundry,1.0,3.5,SmallOffice,success
nyc_rural,way/270445757,yes,butcher,1.0,3.5,SmallOffice,success
nyc_rural,way/270445758,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
nyc_rural,way/270445759,yes,,1.0,3.5,SmallOffice,success
