cell,column,bucket,n_compared,n_match,n_differ,note
austin_urban,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,geometry,REPRODUCES,425,,,geometry column; not value-diffed
austin_suburban,osm_id,REPRODUCES,437,437,0,
austin_suburban,footprint_area_m2,STAGE-3-OR-LATER,437,3,434,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 434/437 spurious differences -- not a Stage-2 defect
austin_suburban,levels,STAGE-3-OR-LATER,437,46,391,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 391/437 spurious differences -- not a Stage-2 defect
austin_suburban,height_m,STAGE-3-OR-LATER,437,9,428,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 428/437 spurious differences -- not a Stage-2 defect
austin_suburban,archetype_id,REPRODUCES,437,437,0,
austin_suburban,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,data_quality_flag,DIFFERS,437,429,8,
austin_suburban,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_suburban,geometry,REPRODUCES,437,,,geometry column; not value-diffed
