cell,column,osm_id,stage2_value,committed_value
la_urban,data_quality_flag,way/376149058,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/388772955,,narrow_perimeter_fallback
la_urban,data_quality_flag,way/388772956,,narrow_perimeter_fallback
la_urban,data_quality_flag,way/401903957,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/401904727,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/401904731,"no_floors,no_year|HOTDECK_NEIGHBOR_MED","no_floors,no_year|HOTDECK_NEIGHBOR_MED|narrow_perimeter_fallback"
la_urban,data_quality_flag,way/401904732,,narrow_perimeter_fallback
la_urban,data_quality_flag,way/401907377,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/401907382,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/401907387,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/401910460,no_floors,no_floors|narrow_perimeter_fallback
la_urban,data_quality_flag,way/401911280,"generic_tag,no_floors,no_function","generic_tag,no_floors,no_function|narrow_perimeter_fallback"
la_urban,data_quality_flag,way/402036179,no_floors,no_floors|narrow_perimeter_fallback
