cell,stem,osm_id,archetype_id,status,n_volstub,has_volstub,n_converge,has_converge,n_severe,has_severe,n_fatal,has_fatal
nyc_centre,way_265296088,way/265296088,LargeOffice,success,60,True,0,False,0,False,0,False
nyc_centre,way_265296090,way/265296090,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265296092,way/265296092,LargeOffice,success,48,True,0,False,1,True,0,False
nyc_centre,way_265296095,way/265296095,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265296097,way/265296097,MediumOffice,success,20,True,0,False,0,False,0,False
nyc_centre,way_265296099,way/265296099,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265296100,way/265296100,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265296101,way/265296101,LargeOffice,success,76,True,0,False,0,False,0,False
nyc_centre,way_265296102,way/265296102,MediumOffice,success,17,True,0,False,0,False,0,False
nyc_centre,way_265296110,way/265296110,MediumOffice,success,16,True,0,False,0,False,0,False
nyc_centre,way_265296256,way/265296256,TallBuilding,success,35,True,0,False,0,False,0,False
nyc_centre,way_265296257,way/265296257,TallBuilding,success,23,True,0,False,0,False,0,False
nyc_centre,way_265296283,way/265296283,SmallOffice,success,11,True,0,False,0,False,0,False
nyc_centre,way_265296284,way/265296284,MediumOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265296287,way/265296287,MediumOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265301696,way/265301696,LargeOffice,success,9,True,0,False,0,False,0,False
nyc_centre,way_265301698,way/265301698,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265301700,way/265301700,LargeOffice,success,60,True,0,False,0,False,0,False
nyc_centre,way_265301703,way/265301703,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301704,way/265301704,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265301705,way/265301705,MidriseApartment,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301706,way/265301706,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301708,way/265301708,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301710,way/265301710,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301712,way/265301712,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301713,way/265301713,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265301714,way/265301714,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301715,way/265301715,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301717,way/265301717,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301719,way/265301719,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301720,way/265301720,HighriseApartment,success,25,True,0,False,0,False,0,False
nyc_centre,way_265301723,way/265301723,LargeOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265301724,way/265301724,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301726,way/265301726,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265301728,way/265301728,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301729,way/265301729,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301730,way/265301730,TallBuilding,success,24,True,0,False,0,False,0,False
nyc_centre,way_265301731,way/265301731,TallBuilding,success,26,True,0,False,0,False,0,False
nyc_centre,way_265301733,way/265301733,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265301736,way/265301736,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301746,way/265301746,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301753,way/265301753,Courthouse,success,32,True,0,False,0,False,0,False
nyc_centre,way_265301758,way/265301758,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301761,way/265301761,SmallOffice,success,8,True,0,False,0,False,0,False
nyc_centre,way_265301763,way/265301763,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301766,way/265301766,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301767,way/265301767,MediumOffice,success,68,True,0,False,0,False,0,False
nyc_centre,way_265301769,way/265301769,LargeOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265301770,way/265301770,TallBuilding,success,21,True,0,False,0,False,0,False
nyc_centre,way_265301775,way/265301775,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301777,way/265301777,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301778,way/265301778,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301780,way/265301780,TallBuilding,success,24,True,0,False,0,False,0,False
nyc_centre,way_265301782,way/265301782,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301784,way/265301784,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301786,way/265301786,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301788,way/265301788,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301790,way/265301790,MediumOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301792,way/265301792,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301794,way/265301794,SmallOffice,success,8,True,0,False,0,False,0,False
nyc_centre,way_265301795,way/265301795,MediumOffice,success,20,True,0,False,0,False,0,False
nyc_centre,way_265301797,way/265301797,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301799,way/265301799,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301801,way/265301801,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265301805,way/265301805,MediumOffice,success,16,True,0,False,0,False,0,False
nyc_centre,way_265301808,way/265301808,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265301810,way/265301810,TallBuilding,success,21,True,0,False,0,False,0,False
nyc_centre,way_265301813,way/265301813,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301816,way/265301816,MediumOffice,success,40,True,0,False,0,False,0,False
nyc_centre,way_265301817,way/265301817,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301821,way/265301821,SmallOffice,success,2,True,0,False,0,False,0,False
nyc_centre,way_265301824,way/265301824,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301825,way/265301825,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265301826,way/265301826,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301827,way/265301827,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301828,way/265301828,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265301829,way/265301829,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301833,way/265301833,LargeOffice,success,78,True,0,False,0,False,0,False
nyc_centre,way_265301835,way/265301835,MediumOffice,success,56,True,0,False,0,False,0,False
nyc_centre,way_265301837,way/265301837,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301838,way/265301838,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301841,way/265301841,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265301842,way/265301842,MediumOffice,success,19,True,0,False,0,False,0,False
nyc_centre,way_265301843,way/265301843,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301844,way/265301844,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301845,way/265301845,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301848,way/265301848,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301849,way/265301849,TallBuilding,success,23,True,0,False,0,False,0,False
nyc_centre,way_265301853,way/265301853,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265301854,way/265301854,LargeHotel,success,16,True,0,False,0,False,0,False
nyc_centre,way_265301856,way/265301856,LargeHotel,success,19,True,0,False,0,False,0,False
nyc_centre,way_265301857,way/265301857,TallBuilding,success,22,True,0,False,0,False,0,False
nyc_centre,way_265301859,way/265301859,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265301861,way/265301861,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301862,way/265301862,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301868,way/265301868,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301870,way/265301870,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265301871,way/265301871,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301873,way/265301873,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301876,way/265301876,MediumOffice,success,68,True,0,False,0,False,0,False
nyc_centre,way_265301877,way/265301877,LargeHotel,success,19,True,0,False,0,False,0,False
nyc_centre,way_265301882,way/265301882,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301883,way/265301883,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301885,way/265301885,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301886,way/265301886,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265301888,way/265301888,MediumOffice,success,17,True,0,False,0,False,0,False
nyc_centre,way_265301889,way/265301889,LargeHotel,success,19,True,0,False,0,False,0,False
nyc_centre,way_265301894,way/265301894,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301901,way/265301901,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265301903,way/265301903,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301908,way/265301908,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301909,way/265301909,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301912,way/265301912,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265301915,way/265301915,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301916,way/265301916,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301919,way/265301919,MediumOffice,success,20,True,0,False,0,False,0,False
nyc_centre,way_265301922,way/265301922,SmallOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265301924,way/265301924,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265301926,way/265301926,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301927,way/265301927,LargeOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265301931,way/265301931,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301941,way/265301941,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301944,way/265301944,MediumOffice,success,11,True,0,False,0,False,0,False
nyc_centre,way_265301952,way/265301952,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265301954,way/265301954,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301955,way/265301955,SmallOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265301956,way/265301956,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301958,way/265301958,SmallOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265301959,way/265301959,LargeOffice,success,112,True,0,False,0,False,0,False
nyc_centre,way_265301960,way/265301960,MediumOffice,success,19,True,0,False,0,False,0,False
nyc_centre,way_265301962,way/265301962,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301964,way/265301964,MediumOffice,success,56,True,0,False,0,False,0,False
nyc_centre,way_265301968,way/265301968,LargeOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265301969,way/265301969,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301972,way/265301972,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265301973,way/265301973,MediumOffice,success,18,True,0,False,0,False,0,False
nyc_centre,way_265301975,way/265301975,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265301976,way/265301976,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301979,way/265301979,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301980,way/265301980,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301981,way/265301981,MediumOffice,success,12,True,0,False,0,False,0,False
nyc_centre,way_265301982,way/265301982,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301984,way/265301984,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265301986,way/265301986,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265301987,way/265301987,MediumOffice,success,17,True,0,False,0,False,0,False
nyc_centre,way_265301988,way/265301988,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265301991,way/265301991,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301993,way/265301993,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265301995,way/265301995,SuperTallBuilding,success,42,True,0,False,0,False,0,False
nyc_centre,way_265301998,way/265301998,TallBuilding,success,31,True,0,False,0,False,0,False
nyc_centre,way_265302002,way/265302002,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265302004,way/265302004,LargeOffice,success,76,True,0,False,0,False,0,False
nyc_centre,way_265302008,way/265302008,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265302011,way/265302011,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265302016,way/265302016,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265302023,way/265302023,LargeOffice,success,20,True,0,False,0,False,0,False
nyc_centre,way_265302028,way/265302028,MediumOffice,success,19,True,0,False,0,False,0,False
nyc_centre,way_265302031,way/265302031,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265302034,way/265302034,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265302037,way/265302037,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265302040,way/265302040,MediumOffice,success,11,True,0,False,0,False,0,False
nyc_centre,way_265302042,way/265302042,LargeOffice,success,84,True,0,False,0,False,0,False
nyc_centre,way_265302043,way/265302043,TallBuilding,success,26,True,0,False,0,False,0,False
nyc_centre,way_265302044,way/265302044,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265302045,way/265302045,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265302047,way/265302047,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265302048,way/265302048,RetailStandalone,success,2,True,0,False,0,False,0,False
nyc_centre,way_265302050,way/265302050,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265302051,way/265302051,RetailStandalone,success,18,True,0,False,0,False,0,False
nyc_centre,way_265302059,way/265302059,TallBuilding,success,38,True,0,False,0,False,0,False
nyc_centre,way_265302062,way/265302062,MediumOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302063,way/265302063,LargeOffice,success,16,True,0,False,0,False,0,False
nyc_centre,way_265302064,way/265302064,LargeOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265302066,way/265302066,TallBuilding,success,24,True,0,False,0,False,0,False
nyc_centre,way_265302068,way/265302068,LargeOffice,success,108,True,0,False,0,False,0,False
nyc_centre,way_265302069,way/265302069,LargeOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265302070,way/265302070,LargeOffice,success,16,True,0,False,0,False,0,False
nyc_centre,way_265302071,way/265302071,LargeOffice,success,162,True,0,False,0,False,0,False
nyc_centre,way_265302072,way/265302072,LargeOffice,success,60,True,0,False,0,False,0,False
nyc_centre,way_265302075,way/265302075,LargeOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302076,way/265302076,Courthouse,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302078,way/265302078,LargeOffice,success,56,True,0,False,0,False,0,False
nyc_centre,way_265302079,way/265302079,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265302080,way/265302080,SuperTallBuilding,success,45,True,0,False,0,False,0,False
nyc_centre,way_265302081,way/265302081,SmallOffice,success,3,True,0,False,0,False,0,False
nyc_centre,way_265302082,way/265302082,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265302083,way/265302083,LargeOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265302086,way/265302086,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265302087,way/265302087,MediumOffice,success,60,True,0,False,0,False,0,False
nyc_centre,way_265302089,way/265302089,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265302090,way/265302090,MediumOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302091,way/265302091,LargeOffice,success,76,True,0,False,0,False,0,False
nyc_centre,way_265302092,way/265302092,LargeOffice,success,48,True,0,False,0,False,0,False
nyc_centre,way_265302094,way/265302094,MediumOffice,success,16,True,0,False,0,False,0,False
nyc_centre,way_265302095,way/265302095,TallBuilding,success,23,True,0,False,0,False,0,False
nyc_centre,way_265302097,way/265302097,TallBuilding,success,36,True,0,False,0,False,0,False
nyc_centre,way_265302098,way/265302098,MediumOffice,success,8,True,0,False,0,False,0,False
nyc_centre,way_265302100,way/265302100,LargeOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265302101,way/265302101,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265302103,way/265302103,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265302106,way/265302106,MediumOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302107,way/265302107,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265302108,way/265302108,TallBuilding,success,26,True,0,False,0,False,0,False
nyc_centre,way_265302110,way/265302110,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265302111,way/265302111,SmallOffice,success,5,True,0,False,0,False,0,False
nyc_centre,way_265302112,way/265302112,TallBuilding,success,25,True,0,False,0,False,0,False
nyc_centre,way_265302115,way/265302115,TallBuilding,success,27,True,0,False,0,False,0,False
nyc_centre,way_265302116,way/265302116,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265302117,way/265302117,TallBuilding,success,22,True,0,False,0,False,0,False
nyc_centre,way_265302118,way/265302118,TallBuilding,success,26,True,0,False,0,False,0,False
nyc_centre,way_265302121,way/265302121,LargeOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302122,way/265302122,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265302123,way/265302123,LargeOffice,success,102,True,0,False,0,False,0,False
nyc_centre,way_265302124,way/265302124,TallBuilding,success,27,True,0,False,0,False,0,False
nyc_centre,way_265302125,way/265302125,LargeOffice,success,96,True,0,False,0,False,0,False
nyc_centre,way_265302141,way/265302141,TallBuilding,success,21,True,0,False,0,False,0,False
nyc_centre,way_265302142,way/265302142,MediumOffice,success,64,True,0,False,0,False,0,False
nyc_centre,way_265302143,way/265302143,LargeOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265302147,way/265302147,LargeOffice,success,48,True,0,False,0,False,0,False
nyc_centre,way_265302149,way/265302149,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265302151,way/265302151,TallBuilding,success,24,True,0,False,0,False,0,False
nyc_centre,way_265302152,way/265302152,MediumOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302154,way/265302154,LargeOffice,success,72,True,0,False,0,False,0,False
nyc_centre,way_265302156,way/265302156,TallBuilding,success,26,True,0,False,0,False,0,False
nyc_centre,way_265302157,way/265302157,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265302158,way/265302158,TallBuilding,success,22,True,0,False,0,False,0,False
nyc_centre,way_265302159,way/265302159,TallBuilding,success,32,True,0,False,0,False,0,False
nyc_centre,way_265302160,way/265302160,TallBuilding,success,22,True,0,False,0,False,0,False
nyc_centre,way_265302161,way/265302161,MediumOffice,success,9,True,0,False,0,False,0,False
nyc_centre,way_265302163,way/265302163,LargeOffice,success,76,True,0,False,0,False,0,False
nyc_centre,way_265302164,way/265302164,TallBuilding,success,21,True,0,False,0,False,0,False
nyc_centre,way_265302165,way/265302165,MediumOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302168,way/265302168,LargeHotel,success,16,True,0,False,0,False,0,False
nyc_centre,way_265302169,way/265302169,TallBuilding,success,24,True,0,False,0,False,0,False
nyc_centre,way_265302170,way/265302170,MediumOffice,success,13,True,0,False,0,False,0,False
nyc_centre,way_265302172,way/265302172,LargeOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265302177,way/265302177,MidriseApartment,success,4,True,0,False,0,False,0,False
nyc_centre,way_265320169,way/265320169,OpenUBEMUnknown,success,5,True,0,False,0,False,0,False
nyc_centre,way_265320175,way/265320175,MediumOffice,success,78,True,0,False,0,False,0,False
nyc_centre,way_265320176,way/265320176,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265320177,way/265320177,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265320178,way/265320178,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265320179,way/265320179,MediumOffice,success,52,True,0,False,0,False,0,False
nyc_centre,way_265320181,way/265320181,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265320244,way/265320244,MediumOffice,success,96,True,0,False,0,False,0,False
nyc_centre,way_265320250,way/265320250,MediumOffice,success,20,True,0,False,0,False,0,False
nyc_centre,way_265320251,way/265320251,SmallOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265320254,way/265320254,MediumOffice,success,24,True,0,False,0,False,0,False
nyc_centre,way_265320258,way/265320258,SmallOffice,success,1,True,0,False,0,False,0,False
nyc_centre,way_265424275,way/265424275,TallBuilding,success,30,True,0,False,0,False,0,False
nyc_centre,way_265424277,way/265424277,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265424278,way/265424278,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265424281,way/265424281,MediumOffice,success,11,True,0,False,0,False,0,False
nyc_centre,way_265424282,way/265424282,MediumOffice,success,15,True,0,False,0,False,0,False
nyc_centre,way_265424283,way/265424283,SmallOffice,success,4,True,0,False,0,False,0,False
nyc_centre,way_265424285,way/265424285,MediumOffice,success,14,True,0,False,0,False,0,False
nyc_centre,way_265424286,way/265424286,SmallOffice,success,7,True,0,False,0,False,0,False
nyc_centre,way_265424287,way/265424287,TallBuilding,success,24,True,0,False,0,False,0,False
nyc_centre,way_265424288,way/265424288,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265424289,way/265424289,SmallOffice,success,6,True,0,False,0,False,0,False
nyc_centre,way_265424290,way/265424290,SmallOffice,success,5,True,0,False,0,False,0,False
