cell,osm_id,archetype_id,use_class,recovered_levels,recovered_lev_src,genuine_disagreement
nyc_suburban,way/845748900,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748901,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748902,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748903,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748904,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748905,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748906,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748909,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748910,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748913,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748915,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748916,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748917,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748919,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748920,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748921,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748922,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748923,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748925,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748927,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748928,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748930,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748931,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748933,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748934,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748936,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748937,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748938,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748942,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748943,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748945,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748946,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748947,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748948,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748949,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748950,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748952,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748954,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748955,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748958,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748960,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748961,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748967,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748969,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748971,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748973,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748974,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748976,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748977,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748979,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748980,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748982,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748984,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748985,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748987,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748988,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748989,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748990,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748991,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748992,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748993,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748995,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748997,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845748998,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749000,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749004,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749007,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749008,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749010,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749011,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749012,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749013,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749014,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749015,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749016,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749017,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749018,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749020,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749021,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749024,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749026,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749027,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749028,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749029,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749031,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749032,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749033,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749034,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749035,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749036,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749038,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749039,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749041,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749043,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749045,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749047,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749048,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749049,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749050,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749051,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749053,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749055,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749056,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749057,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749058,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749059,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749062,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749063,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749066,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749067,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749068,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749070,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749071,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/845749074,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846211616,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411807,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411808,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411809,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411810,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411811,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411812,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411813,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411814,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411817,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411818,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411820,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411824,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411837,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411840,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411841,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411883,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411884,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411885,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411886,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411887,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411888,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411889,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411890,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411891,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411892,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411894,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411895,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411896,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411897,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411899,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411900,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411901,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411902,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411903,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411905,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411906,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411908,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411909,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411911,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846411912,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412071,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412073,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412075,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412076,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412077,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412078,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412079,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412080,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412082,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412083,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412084,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412088,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412090,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412091,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412092,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412094,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412095,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412096,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412097,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412099,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412100,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412101,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412104,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412105,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412107,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412108,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412110,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412111,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412112,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412113,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412114,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412115,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412116,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412117,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412118,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412119,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412120,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412122,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/846412123,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489796,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489798,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489799,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489801,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489802,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489804,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489810,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489816,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489817,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489945,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489952,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489953,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489956,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489957,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489959,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489960,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489962,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489963,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489968,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939489969,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535926,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535953,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535955,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535956,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535957,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535963,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535966,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535967,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535969,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535971,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939535972,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536008,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536010,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536011,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536013,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536014,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536015,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536018,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536020,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536021,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536022,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536023,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/939536025,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146117,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146118,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146119,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146120,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146121,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146123,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146126,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146128,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146129,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146131,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146133,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146135,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146136,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146137,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146139,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146141,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146142,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146143,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146144,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146145,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146146,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146147,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146148,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146151,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146152,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146154,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146155,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146157,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146159,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146160,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146161,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146162,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146163,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146164,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146165,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146166,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146169,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146170,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146171,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146172,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146173,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146175,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146176,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146177,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146178,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146181,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146182,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146184,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146186,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146188,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146189,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146191,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146192,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146194,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146197,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146198,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146200,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146202,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146203,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146204,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146205,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146206,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146207,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146208,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
nyc_suburban,way/1014146210,MidriseApartment,residential,1,LEVELS_DEFAULT_LOW,False
