cell,osm_id,archetype_id,footprint_area_m2,recorded_floor_area_m2,recorded_total_eui_kwh_m2,recorded_dhw_eui_kwh_m2,recorded_simulation_status,generation_status,zoning_strategy,num_zones,status,elapsed_s,dh_total_gj,dh_total_kwh,dh_a_reconciles,dh_b_available,dh_water_systems_gj,dh_other_rows_sum_gj,c2b_pass,parsed_parse_status,parsed_error_summary,parsed_data_quality_flag,parsed_floor_area_m2,parsed_floor_area_provenance,parsed_heating_eui_kwh_m2,parsed_cooling_eui_kwh_m2,parsed_lighting_eui_kwh_m2,parsed_equipment_eui_kwh_m2,parsed_fans_eui_kwh_m2,parsed_pumps_eui_kwh_m2,parsed_dhw_gas_eui_kwh_m2,parsed_dhw_elec_eui_kwh_m2,parsed_dhw_eui_kwh_m2,parsed_cooking_eui_kwh_m2,parsed_refrigeration_eui_kwh_m2,parsed_elevators_eui_kwh_m2,parsed_total_eui_kwh_m2,parsed_iod,c1_diff_kwh_m2,c1_pass
nyc_rural,way/772627012,SmallOffice,72.17361928708472,72.17,157.39320516613793,11.04948625223786,success,success,single_zone,1,ok,5.0,0.39,108.33333333333333,True,False,0.39,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",72.17,eio_simulated,56.668785075220306,16.52767547798056,26.46642780910793,27.76617044719485,18.91466010439644,0.0,0.0,11.049486252237866,11.049486252237866,0.0,0.0,0.0,157.39320516613796,0.056289945559050064,2.842170943040401e-14,True
nyc_suburban,way/910976580,SmallOffice,140.2994833948472,140.3,141.9031867459069,6.414698651784997,success,success,single_zone,1,ok,4.8,0.74,205.55555555555554,True,False,0.74,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",140.3,eio_simulated,54.406370481612335,11.983960233780097,26.465003150022678,27.764675824373967,14.868478404332855,0.0,0.0,6.4146986517850015,6.4146986517850015,0.0,0.0,0.0,141.90318674590694,0.01620404950655723,2.842170943040401e-14,True
la_rural,way/472961297,SmallOffice,94.23349591153799,188.46,119.98858904698648,4.864764259593228,success,success,one_zone_per_floor,2,ok,9.8,0.85,236.1111111111111,True,False,0.85,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",188.46,eio_simulated,20.47128900564917,25.673844128442568,26.466082739848954,27.76580843189267,14.7468004815599,0.0,0.0,4.864764259593265,4.864764259593265,0.0,0.0,0.0,119.98858904698653,5.120146485383533e-05,5.684341886080802e-14,True
austin_urban,way/381805696,SmallOffice,128.30346881111413,256.98,115.3891710699019,3.7165806816997775,success,success,one_zone_per_floor,2,ok,12.7,1.05,291.6666666666667,True,False,1.05,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",256.98,eio_simulated,13.953658049274512,30.86896167527892,26.46509973766619,27.764777155350433,12.620093770632051,0.0,0.0,3.716580681699774,3.716580681699774,0.0,0.0,0.0,115.38917106990188,0.0,-2.842170943040401e-14,True
austin_centre,way/1134169120,SmallOffice,218.71527120452367,218.8,94.68381149785635,4.17734879885617,success,success,single_zone,1,ok,6.8,0.9,250.0,True,False,0.9,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",218.8,eio_simulated,10.13959566409247,19.06963927090419,26.46487966991884,27.7645462802725,7.0678018138121566,0.0,0.0,4.1773487988561575,4.1773487988561575,0.0,0.0,0.0,94.68381149785631,0.0,-4.263256414560601e-14,True
austin_rural,way/1215375437,SmallOffice,254.13775450463257,254.14,105.24384096654686,3.815793209170806,success,success,single_zone,1,ok,6.8,1.08,300.0,True,False,1.08,0.0,True,success,,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",254.14,eio_simulated,14.837237958173548,22.35848240638779,26.464866761692704,27.7645327381349,10.002927892987078,0.0,0.0,3.8157932091708093,3.8157932091708093,0.0,0.0,0.0,105.24384096654683,0.0,-2.842170943040401e-14,True
austin_suburban,way/382991635,SmallOffice,87.06980841223935,174.14,120.55256999957018,4.978201633821221,success,success,one_zone_per_floor,2,ok,8.0,0.73,202.77777777777777,True,False,0.73,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",174.14,eio_simulated,18.261783210455295,30.617868937274167,26.46504195588912,27.76471653596188,12.464957726168494,0.0,0.0,4.978201633821247,4.978201633821247,0.0,0.0,0.0,120.5525699995702,0.0,1.4210854715202004e-14,True
nyc_centre,way/265301729,SmallOffice,209.7844420925736,1258.0800000000002,118.51981409529031,1.9384152306588325,success,success,one_zone_per_floor,6,ok,53.1,6.33,1758.3333333333333,True,False,6.33,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",1258.0800000000002,eio_simulated,43.59803367775123,8.533188076344368,26.46465257456757,27.764308032471302,10.221216503497013,0.0,0.0,1.9384152306588265,1.9384152306588265,0.0,0.0,0.0,118.51981409529033,0.0,1.4210854715202004e-14,True
nyc_rural,way/772627038,SmallOffice,104.06959067384744,104.07,142.6862306214293,8.110408170925584,success,success,single_zone,1,ok,5.2,0.56,155.55555555555557,True,False,0.56,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",104.07,eio_simulated,48.245979778816306,14.553606564729117,26.464996506367665,27.76466885445501,17.546570746135618,0.0,0.0,8.110408170925501,8.110408170925501,0.0,0.0,0.0,142.68623062142922,0.04618809105210012,-8.526512829121202e-14,True
austin_urban,way/381824823,SmallOffice,56.87643256762251,113.62,131.29399147900773,6.97621843495839,success,success,one_zone_per_floor,2,ok,11.5,0.47,130.55555555555554,True,False,0.47,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",113.62,eio_simulated,18.931246586015245,35.95197682315293,26.463776138368093,27.76338855527263,15.207384941240454,0.0,0.0,6.976218434958399,6.976218434958399,0.0,0.0,0.0,131.29399147900776,0.0,2.842170943040401e-14,True
nyc_centre,way/266143307,SmallOffice,158.32530776383493,632.56,127.88605813620424,2.481527143317335,success,success,one_zone_per_floor,4,ok,19.5,3.19,886.1111111111111,True,False,3.19,0.0,True,success,,"generic_tag,no_floors,no_year|GROUPMODE_MED",632.56,eio_simulated,47.7921311325006,10.499126611969167,26.465550408399753,27.765249958121316,12.8824728818961,0.0,0.0,2.481527143317332,2.481527143317332,0.0,0.0,0.0,127.88605813620428,0.0016529912565469013,4.263256414560601e-14,True
nyc_suburban,way/815835958,SmallOffice,102.15614979469008,102.16,154.03787835668743,8.271952237720289,success,success,single_zone,1,ok,6.3,0.54,150.0,True,False,0.54,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",102.16,eio_simulated,62.12071667378033,12.905832197322878,26.464103181888138,27.76373165960793,16.511542406367823,0.0,0.0,8.271952237720328,8.271952237720328,0.0,0.0,0.0,154.03787835668743,0.020577092542376274,0.0,True
la_rural,way/472961162,SmallOffice,127.30904038136919,254.62,120.09106369160044,3.924204948039363,success,success,one_zone_per_floor,2,ok,13.5,1.14,316.66666666666663,True,False,1.14,0.0,True,success,,"generic_tag,no_floors,no_function",254.62,eio_simulated,21.874343477604,25.741400356875147,26.464901286552166,27.764568958479387,14.321644664050392,0.0,0.0,3.924204948039361,3.924204948039361,0.0,0.0,0.0,120.09106369160045,0.0,1.4210854715202004e-14,True
austin_rural,way/1215372276,SmallOffice,602.3862863169194,602.38,90.5338512266016,2.285604301851064,success,success,single_zone,1,ok,4.7,2.55,708.3333333333333,True,False,2.55,0.0,True,success,,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",602.38,eio_simulated,9.498555963396454,17.75362543138097,26.465012147462105,27.76468526366963,6.766368118841378,0.0,0.0,2.2856043018510444,2.2856043018510444,0.0,0.0,0.0,90.53385122660157,0.0,-2.842170943040401e-14,True
austin_suburban,way/382992898,SmallOffice,35.10751213338678,35.11,159.5504299034231,20.14052084949099,success,success,single_zone,1,ok,4.4,0.15,41.666666666666664,True,False,0.15,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",35.11,eio_simulated,27.296458639382966,40.60375358355648,26.463225302467375,27.762810668312664,17.283660860212663,0.0,0.0,20.140520849491164,20.140520849491164,0.0,0.0,0.0,159.55042990342332,0.0,2.2737367544323206e-13,True
la_rural,way/472961159,SmallOffice,73.7972691030924,73.8,145.18953540288885,10.537408784435009,success,success,single_zone,1,ok,7.0,0.33,91.66666666666667,True,False,0.33,0.0,True,success,,"generic_tag,no_floors,no_function",73.8,eio_simulated,31.388805794378857,31.476803138928688,26.464121283205102,27.763750649864406,17.55864575207675,0.0,0.0,10.537408784435048,10.537408784435048,0.0,0.0,0.0,145.18953540288885,2.5052369516505342e-05,0.0,True
austin_urban,way/381824582,SmallOffice,93.23618400874479,187.18,118.40503025966947,4.676431231814925,success,success,one_zone_per_floor,2,ok,8.5,0.76,211.11111111111111,True,False,0.76,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",187.18,eio_simulated,14.887672666747601,31.586290995640255,26.466013568187705,27.765735863272905,13.022885934006084,0.0,0.0,4.6764312318149335,4.6764312318149335,0.0,0.0,0.0,118.40503025966949,0.0,1.4210854715202004e-14,True
la_urban,way/428556910,SmallOffice,637.9801788793335,2551.92,80.69989758041972,1.4916800778555153,success,success,perimeter_core,4,ok,21.7,11.34,3150.0,True,False,11.34,0.0,True,success,,"no_floors,no_year|HOTDECK_NEIGHBOR_MED|narrow_perimeter_fallback",2551.92,eio_simulated,3.0523222669151266,14.36402864878498,26.465110601238038,27.76478855242259,7.561967433203443,0.0,0.0,1.4916800778555066,1.4916800778555066,0.0,0.0,0.0,80.69989758041969,0.0,-2.842170943040401e-14,True
nyc_urban,way/241862807,SmallOffice,42.16115797057336,84.34,172.82527382919355,9.56787082694606,success,success,one_zone_per_floor,2,ok,27.9,0.42,116.66666666666666,True,False,0.42,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",84.34,eio_simulated,72.83506668158829,16.121746189659248,26.463580211049543,27.76318300613841,20.073826913811942,0.0,0.0,9.567870826946073,9.567870826946073,0.0,0.0,0.0,172.8252738291935,0.006559927045428738,-5.684341886080802e-14,True
la_urban,way/376146181,SmallOffice,477.1528094603593,954.18,83.83191875729744,1.9419582338345205,success,success,one_zone_per_floor,2,ok,8.9,4.24,1177.7777777777778,True,False,4.24,0.0,True,success,,no_floors,954.18,eio_simulated,4.395748170729315,15.241450776583873,26.464914554673218,27.764582878186022,8.023264143290493,0.0,0.0,1.941958233834495,1.941958233834495,0.0,0.0,0.0,83.83191875729742,5.141612325164393e-05,-2.842170943040401e-14,True
nyc_centre,way/265301922,SmallOffice,398.4361410477479,398.71,98.41379708931724,3.116855772547037,success,success,single_zone,1,ok,8.3,2.0,555.5555555555555,True,False,2.0,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",398.71,eio_simulated,28.732613062214032,6.447571943413176,26.46528929974107,27.76497602664954,5.886490984752387,0.0,0.0,3.1168557725470225,3.1168557725470225,0.0,0.0,0.0,98.41379708931723,0.0,-1.4210854715202004e-14,True
austin_centre,way/328622269,SmallOffice,289.6977356632981,289.77,94.76442222808646,3.432702006421921,success,success,single_zone,1,ok,15.6,1.19,330.55555555555554,True,False,1.19,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",289.77,eio_simulated,11.671778539970475,18.24926164811746,26.465353056469766,27.765042914414256,7.180284062692594,0.0,0.0,3.432702006421898,3.432702006421898,0.0,0.0,0.0,94.76442222808645,0.0,-1.4210854715202004e-14,True
nyc_suburban,way/610130136,SmallOffice,157.88417107777445,157.88,137.8686183520002,5.861222094257691,success,success,single_zone,1,ok,6.3,0.83,230.55555555555554,True,False,0.83,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",157.88,eio_simulated,51.85421535518455,11.705494016028279,26.46579978761272,27.765511584124763,14.216375514792192,0.0,0.0,5.861222094257722,5.861222094257722,0.0,0.0,0.0,137.86861835200025,0.014538124912946048,5.684341886080802e-14,True
nyc_rural,way/772627089,SmallOffice,357.77180665039043,357.77,121.58178494716024,3.41046746762304,success,success,single_zone,1,ok,7.8,1.92,533.3333333333333,True,False,1.92,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",357.77,eio_simulated,37.75294784358238,13.025004189178055,26.465234240640342,27.764918263645548,13.163212942490897,0.0,0.0,3.410467467623059,3.410467467623059,0.0,0.0,0.0,121.5817849471603,0.02692606037781861,5.684341886080802e-14,True
austin_centre,way/328605855,SmallOffice,154.19357325706963,154.35,110.78676747609528,5.4510869939720745,success,success,single_zone,1,ok,5.3,0.63,175.0,True,False,0.63,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",154.35,eio_simulated,15.194587831318206,25.151635683751483,26.465526257434398,27.76522462112361,10.758706088495535,0.0,0.0,5.451086993972061,5.451086993972061,0.0,0.0,0.0,110.78676747609528,0.0,0.0,True
austin_rural,way/1004593673,SmallOffice,1674.3371243895597,1674.34,81.87781694590052,1.5710184627349968,success,success,single_zone,1,ok,6.2,7.1,1972.2222222222222,True,False,7.1,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",1674.34,eio_simulated,6.5090913394424215,14.561480171012787,26.46505514567261,27.764730373483854,5.006441453553835,0.0,0.0,1.5710184627349988,1.5710184627349988,0.0,0.0,0.0,81.8778169459005,0.0,-1.4210854715202004e-14,True
nyc_centre,way/265424328,SmallOffice,220.15073350549613,1981.89,114.92757128529124,1.737307134631011,success,success,one_zone_per_floor,9,ok,54.7,9.97,2769.4444444444443,True,False,9.97,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",1981.89,eio_simulated,40.75394429135484,8.612220822860715,26.46545384731548,27.76514865500841,9.593496534120806,0.0,0.0,1.7373071346310218,1.7373071346310218,0.0,0.0,0.0,114.92757128529126,0.0,2.842170943040401e-14,True
nyc_urban,way/281345348,SmallOffice,432.1272775693345,2592.72,98.04286122938557,1.6543639648144757,success,success,one_zone_per_floor,6,ok,26.0,13.05,3625.0,True,False,13.05,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",2592.72,eio_simulated,22.39358156279938,10.091951231392711,26.464847404550834,27.764512430381085,9.673604635447065,0.0,0.0,1.6543639648144597,1.6543639648144597,0.0,0.0,0.0,98.04286122938554,0.00043509749412969155,-2.842170943040401e-14,True
nyc_rural,way/772627008,SmallOffice,59.47589367761937,59.48,165.0822068963719,13.095460549275945,success,success,single_zone,1,ok,4.3,0.32,88.88888888888889,True,False,0.32,0.0,True,success,,"generic_tag,no_floors,no_height,no_year|GROUPMODE_MED",59.48,eio_simulated,60.83231851872605,17.482946397463753,26.463273526528905,27.762861260614788,19.445346643762445,0.0,0.0,13.095460549275936,13.095460549275936,0.0,0.0,0.0,165.08220689637187,0.0649619412909732,-2.842170943040401e-14,True
la_rural,way/472961081,SmallOffice,66.29023240308553,66.29,147.13449919533477,11.591174004609046,success,success,single_zone,1,ok,7.8,0.3,83.33333333333333,True,False,0.3,0.0,True,success,,"generic_tag,no_floors,no_function",66.29,eio_simulated,32.14976508267365,31.554652878428293,26.465193381188318,27.764875397622312,17.608838450813103,0.0,0.0,11.591174004608943,11.591174004608943,0.0,0.0,0.0,147.13449919533463,9.603191784271907e-05,-1.4210854715202004e-13,True
la_urban,way/495912544,SmallOffice,414.12623413148157,828.24,75.68687331240594,2.044122492587241,success,success,one_zone_per_floor,2,ok,8.0,3.68,1022.2222222222223,True,False,3.68,0.0,True,success,,"generic_tag,no_function,no_height,no_year|HOTDECK_NEIGHBOR_HIGH",828.24,eio_simulated,3.7791855589826873,9.96607106535377,26.46487946236846,27.76454606252951,5.668068670584253,0.0,0.0,2.044122492587256,2.044122492587256,0.0,0.0,0.0,75.68687331240594,0.0,0.0,True
nyc_suburban,way/815835974,SmallOffice,167.1127943836354,167.11,138.40519901447692,5.62042614057614,success,success,single_zone,1,ok,5.5,0.88,244.44444444444443,True,False,0.88,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",167.11,eio_simulated,52.23555210578526,11.897190042093662,26.46554314309524,27.765242336024173,14.421245246902386,0.0,0.0,5.620426140576161,5.620426140576161,0.0,0.0,0.0,138.4051990144769,0.017678923431499526,-2.842170943040401e-14,True
austin_urban,way/381824870,SmallOffice,115.54196688358816,346.62,113.01271847452163,3.0455842096488634,success,success,one_zone_per_floor,3,ok,14.1,1.42,394.4444444444444,True,False,1.42,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",346.62,eio_simulated,13.574582321090231,29.965783116559603,26.465551305909678,27.765250899707155,12.19596662160612,0.0,0.0,3.045584209648867,3.045584209648867,0.0,0.0,0.0,113.01271847452165,0.0,1.4210854715202004e-14,True
austin_rural,way/1005410338,SmallOffice,612.3218122903096,612.32,92.65736065980524,2.2677026348718163,success,success,single_zone,1,ok,9.4,2.6,722.2222222222223,True,False,2.6,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",612.32,eio_simulated,9.923364657040718,18.715980235682146,26.46517892745238,27.76486023407631,7.520273970681852,0.0,0.0,2.2677026348718217,2.2677026348718217,0.0,0.0,0.0,92.65736065980524,0.0,0.0,True
austin_suburban,way/382991743,SmallOffice,66.42226177893619,64.04,141.10101809093794,11.633367457240553,success,success,single_zone,1,ok,9.1,0.28,77.77777777777779,True,False,0.28,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",64.04,eio_simulated,23.487639122423538,36.33382539290425,26.46493206295638,27.76460124628533,15.416652809127884,0.0,0.0,11.633367457240585,11.633367457240585,0.0,0.0,0.0,141.10101809093797,0.0,2.842170943040401e-14,True
austin_centre,way/328607272,SmallOffice,86.56707075463089,86.57,138.19650093862705,8.842314045964907,success,success,single_zone,1,ok,11.0,0.35,97.22222222222221,True,False,0.35,0.0,True,success,,"generic_tag,no_function,no_height,no_year|GROUPMODE_MED",86.57,eio_simulated,19.939311956870302,38.53965011965265,26.46420510604271,27.763838589166713,16.647181120929744,0.0,0.0,8.842314045964864,8.842314045964864,0.0,0.0,0.0,138.19650093862697,0.0,-8.526512829121202e-14,True
la_rural,way/472961286,SmallOffice,90.26918494507753,180.54,123.61392648632194,5.026504584806604,success,success,one_zone_per_floor,2,ok,9.6,0.81,225.0,True,False,0.81,0.0,True,success,,"generic_tag,no_floors,no_year|GROUPMODE_MED",180.54,eio_simulated,22.971948778569857,26.767365775879036,26.464861659869083,27.764527385765277,14.618718301432096,0.0,0.0,5.02650458480663,5.02650458480663,0.0,0.0,0.0,123.61392648632199,0.0,4.263256414560601e-14,True
la_urban,way/428617052,SmallOffice,709.4275926938114,2128.56,93.97175019550872,1.5444563183691815,success,success,perimeter_core,15,ok,61.1,9.45,2624.9999999999995,True,False,9.45,0.0,True,success,,no_floors,2128.56,eio_simulated,8.250896518028256,18.511957221403676,26.465517075580106,27.76521498835666,11.433708073770866,0.0,0.0,1.5444563183691677,1.5444563183691677,0.0,0.0,0.0,93.97175019550873,0.008729160895722936,1.4210854715202004e-14,True
la_urban,way/1253804860,SmallOffice,579.3974966963011,579.4,77.08450323752442,2.413780286268557,success,success,single_zone,1,ok,8.8,2.57,713.8888888888888,True,False,2.57,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",579.4,eio_simulated,4.4779559710447,10.121417869559668,26.464986255658854,27.764658100343038,5.841704754649574,0.0,0.0,2.4137802862685582,2.4137802862685582,0.0,0.0,0.0,77.08450323752439,0.0,-2.842170943040401e-14,True
nyc_rural,way/772627016,SmallOffice,65.52190863959393,65.52,167.41789203012024,12.03330789491866,success,success,single_zone,1,ok,8.3,0.35,97.22222222222221,True,False,0.35,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",65.52,eio_simulated,62.30799818521748,16.972655201910126,26.46587154374279,27.765586864134313,21.872472340196925,0.0,0.0,12.033307894918593,12.033307894918593,0.0,0.0,0.0,167.41789203012024,0.06692742367230416,0.0,True
nyc_centre,way/266170753,SmallOffice,190.48706137754434,761.84,132.12796276084862,2.296204643311167,success,success,one_zone_per_floor,4,ok,52.7,3.83,1063.888888888889,True,False,3.83,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",761.84,eio_simulated,55.12755388303552,8.711845732374313,26.465267811697924,27.76495348334779,11.762137207081919,0.0,0.0,2.296204643311161,2.296204643311161,0.0,0.0,0.0,132.12796276084862,0.0,0.0,True
nyc_suburban,way/1110653505,SmallOffice,94.8372319303527,94.84,160.1164481869163,8.797750262707714,success,success,single_zone,1,ok,7.3,0.5,138.88888888888889,True,False,0.5,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",94.84,eio_simulated,67.13162653237691,12.378558387805377,26.464328168605824,27.763967695222437,17.580217140197988,0.0,0.0,8.797750262707698,8.797750262707698,0.0,0.0,0.0,160.11644818691624,0.023855541447893328,-5.684341886080802e-14,True
austin_centre,way/1444415151,SmallOffice,257.72452826097987,257.72,96.14041506061416,3.72321727054592,success,success,single_zone,1,ok,13.7,1.06,294.44444444444446,True,False,1.06,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",257.72,eio_simulated,10.256149406414984,20.001467417974432,26.465565602599778,27.76526589849493,7.9287494645841665,0.0,0.0,3.7232172705459323,3.7232172705459323,0.0,0.0,0.0,96.14041506061423,0.0,7.105427357601002e-14,True
austin_rural,way/1005410335,SmallOffice,714.4077825079943,714.41,94.28724246734386,2.110953218896669,success,success,single_zone,1,ok,15.1,3.03,841.6666666666666,True,False,3.03,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",714.41,eio_simulated,10.255522827689104,19.423912627533902,26.46501845208485,27.764691877906767,8.267143463232548,0.0,0.0,2.11095321889667,2.11095321889667,0.0,0.0,0.0,94.28724246734383,0.0,-2.842170943040401e-14,True
austin_urban,way/381824824,SmallOffice,27.945609971431857,56.02,156.21742839051296,12.964986206359487,success,success,one_zone_per_floor,2,ok,21.3,0.23,63.88888888888889,True,False,0.23,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",56.02,eio_simulated,26.078825707274063,43.89714559552104,26.464683198044636,27.76434015983998,19.047447523473707,0.0,0.0,12.964986206359443,12.964986206359443,0.0,0.0,0.0,156.21742839051288,0.0,-8.526512829121202e-14,True
austin_urban,way/381810546,SmallOffice,675.1282002576087,2019.18,93.62494946422626,1.4632849041411624,success,success,perimeter_core,3,ok,40.1,8.3,2305.5555555555557,True,False,8.3,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT|narrow_perimeter_fallback",2019.1799999999998,eio_simulated,6.725241173941481,22.85656877060133,26.464909823236646,27.76457791439282,8.350366877912835,0.0,0.0,1.463284904141165,1.463284904141165,0.0,0.0,0.0,93.62494946422628,0.0,1.4210854715202004e-14,True
nyc_urban,way/241862498,SmallOffice,86.95625891982738,260.88,136.9941951077069,4.031705009559969,success,success,one_zone_per_floor,3,ok,47.6,1.31,363.8888888888889,True,False,1.31,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",260.88,eio_simulated,53.09907065163894,12.171053970624344,26.463962107154856,27.763583656820458,13.464819711908316,0.0,0.0,4.031705009560016,4.031705009560016,0.0,0.0,0.0,136.99419510770693,0.0012276698557219458,2.842170943040401e-14,True
austin_suburban,way/382991475,SmallOffice,584.5175641620605,2338.08,98.49043474795371,1.4377408407409942,success,success,perimeter_core,4,ok,60.0,9.77,2713.8888888888887,True,False,9.77,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED|narrow_perimeter_fallback",2338.08,eio_simulated,10.444843897652284,23.411410509349324,26.464988624007624,27.764660584999298,8.96679029120418,0.0,0.0,1.4377408407409955,1.4377408407409955,0.0,0.0,0.0,98.4904347479537,0.0,-1.4210854715202004e-14,True
nyc_centre,way/265296095,SmallOffice,173.75316999803323,868.75,122.49805983474606,2.183402016236197,success,success,one_zone_per_floor,5,ok,56.2,4.37,1213.888888888889,True,False,4.37,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",868.75,eio_simulated,47.24470960148215,8.654018241809547,26.465582051254103,27.765283154927985,10.185064769036083,0.0,0.0,2.183402016236199,2.183402016236199,0.0,0.0,0.0,122.49805983474607,0.0,1.4210854715202004e-14,True
nyc_centre,way/266170557,SmallOffice,127.3374600778242,509.36,130.502220592051,2.7432847908547493,success,success,one_zone_per_floor,4,ok,44.6,2.56,711.1111111111111,True,False,2.56,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|GROUPMODE_MED",509.36,eio_simulated,49.98928753633648,10.194589568852239,26.46457953085505,27.764231401647283,13.34624776350524,0.0,0.0,2.7432847908547595,2.7432847908547595,0.0,0.0,0.0,130.50222059205106,0.001218552462835003,5.684341886080802e-14,True
nyc_urban,way/241854695,SmallOffice,78.39068752490269,235.17,142.81456705841134,4.321364119069478,success,success,one_zone_per_floor,3,ok,40.3,1.18,327.77777777777777,True,False,1.18,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",235.17000000000002,eio_simulated,56.86664962332836,12.433709093953569,26.46533270232332,27.765021560693857,14.96248995904278,0.0,0.0,4.32136411906946,4.32136411906946,0.0,0.0,0.0,142.81456705841134,0.0034289965897292434,0.0,True
nyc_rural,way/772627033,SmallOffice,92.92423735809135,92.92,156.5535699167355,8.921987327122368,success,success,single_zone,1,ok,13.8,0.5,138.88888888888889,True,False,0.5,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",92.92,eio_simulated,57.70637288481383,16.785130442852882,26.466307465685393,27.76604419381428,18.90772760244678,0.0,0.0,8.9219873271223,8.9219873271223,0.0,0.0,0.0,156.55356991673548,0.06265851537302672,-2.842170943040401e-14,True
nyc_suburban,way/1108093320,SmallOffice,165.08919338426256,165.09,138.04950952213605,5.670195170752161,success,success,single_zone,1,ok,12.2,0.87,241.66666666666666,True,False,0.87,0.0,True,success,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",165.09,eio_simulated,53.05681116223448,11.18435849069588,26.464971292163185,27.764642402003453,13.90853100428691,0.0,0.0,5.6701951707521765,5.6701951707521765,0.0,0.0,0.0,138.0495095221361,0.012060129240422346,5.684341886080802e-14,True
nyc_urban,way/241862703,SmallOffice,143.33730856501577,716.75,131.9208664850628,2.351922048687966,success,success,one_zone_per_floor,5,ok,73.9,3.61,1002.7777777777777,True,False,3.61,0.0,True,success,,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",716.75,eio_simulated,48.76505308413275,11.836150844151534,26.464193494903633,27.763826407814978,14.739720605371932,0.0,0.0,2.351922048687953,2.351922048687953,0.0,0.0,0.0,131.9208664850628,0.006063778365958607,0.0,True
