osm_id,neither,height_only,cell,persisted_levels
way/265296099,False,False,nyc_centre,5.0
way/265296100,False,False,nyc_centre,3.0
way/265296101,False,False,nyc_centre,19.0
way/265296102,False,False,nyc_centre,17.0
way/265296110,False,False,nyc_centre,16.0
way/265296256,False,False,nyc_centre,35.0
way/265296257,False,False,nyc_centre,23.0
way/265296283,False,False,nyc_centre,11.0
way/265296284,False,False,nyc_centre,12.0
way/265296287,True,False,nyc_centre,1.0
way/265301696,False,False,nyc_centre,9.0
way/265301698,False,False,nyc_centre,15.0
way/265301700,False,False,nyc_centre,15.0
way/265301703,False,False,nyc_centre,4.0
way/265301704,False,False,nyc_centre,3.0
way/265301705,False,False,nyc_centre,5.0
way/265301706,False,False,nyc_centre,4.0
way/265301708,False,False,nyc_centre,4.0
way/265301710,False,False,nyc_centre,4.0
way/265301712,False,False,nyc_centre,5.0
way/265301713,False,False,nyc_centre,3.0
way/265301714,False,False,nyc_centre,5.0
way/265301715,False,False,nyc_centre,4.0
way/265301717,False,False,nyc_centre,5.0
way/265301719,False,False,nyc_centre,5.0
way/265301720,False,False,nyc_centre,25.0
way/265301723,False,False,nyc_centre,18.0
way/265301724,False,False,nyc_centre,7.0
way/265301726,False,False,nyc_centre,13.0
way/265301728,False,False,nyc_centre,7.0
way/265301729,False,False,nyc_centre,6.0
way/265301730,False,False,nyc_centre,24.0
way/265301731,False,False,nyc_centre,26.0
way/265301733,False,False,nyc_centre,14.0
way/265301736,False,False,nyc_centre,4.0
way/265301746,False,False,nyc_centre,7.0
way/265301753,False,False,nyc_centre,8.0
way/265301758,False,False,nyc_centre,5.0
way/265301761,False,False,nyc_centre,8.0
way/265301763,False,False,nyc_centre,5.0
way/265301766,False,False,nyc_centre,6.0
way/265301767,False,False,nyc_centre,17.0
way/265301769,False,False,nyc_centre,15.0
way/265301770,False,False,nyc_centre,21.0
way/265301775,False,False,nyc_centre,5.0
way/265301777,False,False,nyc_centre,5.0
way/265301778,False,False,nyc_centre,6.0
way/265301780,False,False,nyc_centre,24.0
way/265301782,False,False,nyc_centre,5.0
way/265301784,False,False,nyc_centre,7.0
way/265301786,False,False,nyc_centre,6.0
way/265301788,False,False,nyc_centre,4.0
way/265301790,False,False,nyc_centre,7.0
way/265301792,False,False,nyc_centre,7.0
way/265301794,False,False,nyc_centre,8.0
way/265301795,False,False,nyc_centre,20.0
way/265301797,False,False,nyc_centre,4.0
way/265301799,False,False,nyc_centre,4.0
way/265301801,False,False,nyc_centre,15.0
way/265301805,False,False,nyc_centre,16.0
way/265301808,False,False,nyc_centre,14.0
way/265301810,False,False,nyc_centre,21.0
way/265301813,False,False,nyc_centre,6.0
way/265301816,False,False,nyc_centre,10.0
way/265301817,False,False,nyc_centre,6.0
way/265301821,False,False,nyc_centre,2.0
way/265301824,False,False,nyc_centre,5.0
way/265301825,False,False,nyc_centre,14.0
way/265301826,False,False,nyc_centre,5.0
way/265301827,False,False,nyc_centre,5.0
way/265301828,False,False,nyc_centre,13.0
way/265301829,False,False,nyc_centre,5.0
way/265301833,False,False,nyc_centre,13.0
way/265301835,False,False,nyc_centre,14.0
way/265301837,False,False,nyc_centre,6.0
way/265301838,False,False,nyc_centre,4.0
way/265301841,False,False,nyc_centre,15.0
way/265301842,False,False,nyc_centre,19.0
way/265301843,False,False,nyc_centre,7.0
way/265301844,False,False,nyc_centre,6.0
way/265301845,False,False,nyc_centre,6.0
way/265301848,False,False,nyc_centre,5.0
way/265301849,False,False,nyc_centre,23.0
way/265301853,False,False,nyc_centre,13.0
way/265301854,False,True,nyc_centre,16.0
way/265301856,True,False,nyc_centre,1.0
way/265301857,False,False,nyc_centre,22.0
way/265301859,False,False,nyc_centre,3.0
way/265301861,False,False,nyc_centre,7.0
way/265301862,False,False,nyc_centre,5.0
way/265301868,False,False,nyc_centre,4.0
way/265301870,False,False,nyc_centre,14.0
way/265301871,False,False,nyc_centre,5.0
way/265301873,False,False,nyc_centre,5.0
way/265301876,False,False,nyc_centre,17.0
way/265301877,False,True,nyc_centre,19.0
way/265301882,False,False,nyc_centre,5.0
way/265301883,False,False,nyc_centre,5.0
way/265301885,False,False,nyc_centre,5.0
way/265301886,False,False,nyc_centre,15.0
way/265301888,False,False,nyc_centre,17.0
way/265301889,False,False,nyc_centre,19.0
way/265301894,False,False,nyc_centre,5.0
way/265301901,False,False,nyc_centre,13.0
way/265301903,False,False,nyc_centre,6.0
way/265301908,False,False,nyc_centre,6.0
way/265301909,False,False,nyc_centre,7.0
way/265301912,False,False,nyc_centre,14.0
way/265301915,False,False,nyc_centre,6.0
way/265301916,False,False,nyc_centre,5.0
way/265301919,False,False,nyc_centre,20.0
way/265301922,True,False,nyc_centre,1.0
way/265301924,False,False,nyc_centre,7.0
way/265301926,False,False,nyc_centre,5.0
way/265301927,True,False,nyc_centre,1.0
way/265301931,False,False,nyc_centre,4.0
way/265301941,False,False,nyc_centre,5.0
way/265301944,False,False,nyc_centre,11.0
way/265301952,False,False,nyc_centre,4.0
way/265301954,False,False,nyc_centre,5.0
way/265301955,True,False,nyc_centre,1.0
way/265301956,False,False,nyc_centre,5.0
way/265301958,False,False,nyc_centre,1.0
way/265301959,False,False,nyc_centre,14.0
way/265301960,False,False,nyc_centre,19.0
way/265301962,False,False,nyc_centre,5.0
way/265301964,False,False,nyc_centre,14.0
way/265301968,False,False,nyc_centre,18.0
way/265301969,False,False,nyc_centre,6.0
way/265301972,False,False,nyc_centre,13.0
way/265301973,False,False,nyc_centre,18.0
way/265301975,False,False,nyc_centre,14.0
way/265301976,False,False,nyc_centre,5.0
way/265301979,False,False,nyc_centre,6.0
way/265301980,False,False,nyc_centre,5.0
way/265301981,False,False,nyc_centre,12.0
way/265301982,False,False,nyc_centre,5.0
way/265301984,False,False,nyc_centre,3.0
way/265301986,False,False,nyc_centre,6.0
way/265301987,False,False,nyc_centre,17.0
way/265301988,False,False,nyc_centre,3.0
way/265301991,False,False,nyc_centre,5.0
way/265301993,False,False,nyc_centre,5.0
way/265301995,False,False,nyc_centre,42.0
way/265301998,False,False,nyc_centre,31.0
way/265302002,False,False,nyc_centre,6.0
way/265302004,False,False,nyc_centre,19.0
way/265302008,False,False,nyc_centre,13.0
way/265302011,False,False,nyc_centre,5.0
way/265302016,False,False,nyc_centre,5.0
way/265302023,False,False,nyc_centre,20.0
way/265302028,False,False,nyc_centre,19.0
way/265302031,False,False,nyc_centre,4.0
way/265302034,False,False,nyc_centre,6.0
way/265302037,False,False,nyc_centre,3.0
way/265302040,False,False,nyc_centre,11.0
way/265302042,False,False,nyc_centre,14.0
way/265302043,False,False,nyc_centre,26.0
way/265302044,False,False,nyc_centre,4.0
way/265302045,False,False,nyc_centre,3.0
way/265302047,False,False,nyc_centre,3.0
way/265302048,False,False,nyc_centre,2.0
way/265302050,False,False,nyc_centre,5.0
way/265302051,False,False,nyc_centre,3.0
way/265302059,False,False,nyc_centre,38.0
way/265302062,True,False,nyc_centre,1.0
way/265302063,False,False,nyc_centre,16.0
way/265302064,False,False,nyc_centre,15.0
way/265302066,False,False,nyc_centre,24.0
way/265302068,False,False,nyc_centre,12.0
way/265302069,False,False,nyc_centre,15.0
way/265302070,False,False,nyc_centre,16.0
way/265302071,False,False,nyc_centre,18.0
way/265302072,False,False,nyc_centre,12.0
way/265302075,True,False,nyc_centre,1.0
way/265302076,True,False,nyc_centre,1.0
way/265302078,False,False,nyc_centre,14.0
way/265302079,False,False,nyc_centre,4.0
way/265302080,False,False,nyc_centre,45.0
way/265302081,False,False,nyc_centre,3.0
way/265302082,False,False,nyc_centre,4.0
way/265302083,False,False,nyc_centre,18.0
way/265302086,False,False,nyc_centre,7.0
way/265302087,False,False,nyc_centre,15.0
way/265302089,False,False,nyc_centre,14.0
way/265302090,True,False,nyc_centre,1.0
way/265302091,False,False,nyc_centre,19.0
way/265302092,False,False,nyc_centre,12.0
way/265302094,False,False,nyc_centre,4.0
way/265302095,False,False,nyc_centre,23.0
way/265302097,False,False,nyc_centre,36.0
way/265302098,False,False,nyc_centre,8.0
way/265302100,False,False,nyc_centre,18.0
way/265302101,False,False,nyc_centre,15.0
way/265302103,False,False,nyc_centre,13.0
way/265302106,True,False,nyc_centre,1.0
way/265302107,False,False,nyc_centre,4.0
way/265302108,False,False,nyc_centre,26.0
way/265302110,False,False,nyc_centre,7.0
way/265302111,False,False,nyc_centre,5.0
way/265302112,False,False,nyc_centre,25.0
way/265302115,False,False,nyc_centre,27.0
way/265302116,False,False,nyc_centre,14.0
way/265302117,False,False,nyc_centre,22.0
way/265302118,False,False,nyc_centre,26.0
way/265302121,True,False,nyc_centre,1.0
way/265302122,False,False,nyc_centre,4.0
way/265302123,False,False,nyc_centre,17.0
way/265302124,False,False,nyc_centre,27.0
way/265302125,False,False,nyc_centre,16.0
way/265302141,False,False,nyc_centre,21.0
way/265302142,False,False,nyc_centre,16.0
way/265302143,False,False,nyc_centre,18.0
way/265302147,False,False,nyc_centre,12.0
way/265302149,False,False,nyc_centre,15.0
way/265302151,False,False,nyc_centre,24.0
way/265302152,True,False,nyc_centre,1.0
way/265302154,False,False,nyc_centre,12.0
way/265302156,False,False,nyc_centre,26.0
way/265302157,False,False,nyc_centre,14.0
way/265302158,False,False,nyc_centre,22.0
way/265302159,False,False,nyc_centre,32.0
way/265302160,False,False,nyc_centre,22.0
way/265302161,False,False,nyc_centre,9.0
way/265302163,False,False,nyc_centre,19.0
way/265302164,False,False,nyc_centre,21.0
way/265302165,True,False,nyc_centre,1.0
way/265302168,False,False,nyc_centre,16.0
way/265302169,False,False,nyc_centre,24.0
way/265302170,False,False,nyc_centre,13.0
way/265302172,True,False,nyc_centre,1.0
way/265302177,False,False,nyc_centre,4.0
way/265320169,False,False,nyc_centre,5.0
way/265320175,False,False,nyc_centre,13.0
way/265320176,False,False,nyc_centre,4.0
way/265320177,False,False,nyc_centre,4.0
way/265320178,False,False,nyc_centre,4.0
way/265320179,False,False,nyc_centre,13.0
way/265320181,False,False,nyc_centre,4.0
way/265320244,False,False,nyc_centre,12.0
way/265320250,False,False,nyc_centre,5.0
way/265320251,False,False,nyc_centre,1.0
way/265320254,False,False,nyc_centre,4.0
way/265320258,False,False,nyc_centre,1.0
way/265424275,False,False,nyc_centre,30.0
way/265424277,False,False,nyc_centre,15.0
way/265424278,False,False,nyc_centre,14.0
way/265424281,False,False,nyc_centre,11.0
way/265424282,False,False,nyc_centre,15.0
way/265424283,False,False,nyc_centre,4.0
way/265424285,False,False,nyc_centre,14.0
way/265424286,False,False,nyc_centre,7.0
way/265424287,False,False,nyc_centre,24.0
way/265424288,False,False,nyc_centre,6.0
way/265424289,False,False,nyc_centre,6.0
way/265424290,False,False,nyc_centre,5.0
way/265424292,False,False,nyc_centre,23.0
way/265424293,False,False,nyc_centre,7.0
way/265424315,False,False,nyc_centre,6.0
way/265424318,False,False,nyc_centre,7.0
way/265424322,False,False,nyc_centre,7.0
way/265424325,False,False,nyc_centre,7.0
way/265424328,False,False,nyc_centre,9.0
way/265424331,True,False,nyc_centre,1.0
way/265424333,False,False,nyc_centre,12.0
way/265424344,False,False,nyc_centre,4.0
way/265424350,False,False,nyc_centre,8.0
way/265424359,False,False,nyc_centre,20.0
way/265424368,True,False,nyc_centre,1.0
way/265424370,True,False,nyc_centre,1.0
way/265424373,False,False,nyc_centre,14.0
way/265424380,True,False,nyc_centre,1.0
way/265424381,True,False,nyc_centre,1.0
way/265424383,False,False,nyc_centre,11.0
way/265424392,False,False,nyc_centre,30.0
way/265424396,False,False,nyc_centre,20.0
way/265424408,True,False,nyc_centre,1.0
way/265424410,False,False,nyc_centre,26.0
way/265424412,False,False,nyc_centre,17.0
way/265424415,False,False,nyc_centre,13.0
way/265424423,False,False,nyc_centre,12.0
way/265424428,False,False,nyc_centre,20.0
way/265424430,False,False,nyc_centre,20.0
way/265424435,False,False,nyc_centre,23.0
way/265424438,True,False,nyc_centre,1.0
way/265424440,False,False,nyc_centre,13.0
way/265424444,False,False,nyc_centre,14.0
way/265424453,False,False,nyc_centre,14.0
way/265424462,False,False,nyc_centre,14.0
way/265424467,False,False,nyc_centre,9.0
way/265427625,False,False,nyc_centre,8.0
way/265427666,True,False,nyc_centre,1.0
way/265875541,False,False,nyc_centre,22.0
way/265875558,False,False,nyc_centre,8.0
way/265875565,False,False,nyc_centre,7.0
way/265875568,False,False,nyc_centre,3.0
way/265875576,False,False,nyc_centre,6.0
way/265875579,False,False,nyc_centre,6.0
way/265875581,False,False,nyc_centre,12.0
way/265875590,False,False,nyc_centre,6.0
way/265875593,False,False,nyc_centre,6.0
way/265875600,False,False,nyc_centre,7.0
way/265875605,False,False,nyc_centre,6.0
way/265875616,False,False,nyc_centre,6.0
way/265875622,False,False,nyc_centre,19.0
way/265875628,False,False,nyc_centre,4.0
way/265875636,False,False,nyc_centre,1.0
way/265875639,False,False,nyc_centre,17.0
way/265875648,False,False,nyc_centre,67.0
way/265875649,False,False,nyc_centre,43.0
way/265875652,False,False,nyc_centre,30.0
way/265875655,False,False,nyc_centre,45.0
way/265875658,False,False,nyc_centre,19.0
way/265875661,False,False,nyc_centre,6.0
way/265875663,True,False,nyc_centre,1.0
way/265875670,False,False,nyc_centre,23.0
way/265875679,False,False,nyc_centre,15.0
way/265875682,True,False,nyc_centre,1.0
way/265932612,True,False,nyc_centre,1.0
way/265932613,False,False,nyc_centre,3.0
way/265947358,False,False,nyc_centre,14.0
way/266010263,False,False,nyc_centre,8.0
way/266010265,False,False,nyc_centre,4.0
way/266010267,False,False,nyc_centre,7.0
way/266010271,False,False,nyc_centre,8.0
way/266010273,False,False,nyc_centre,9.0
way/266010278,False,False,nyc_centre,5.0
way/266010285,False,False,nyc_centre,23.0
way/266010295,False,False,nyc_centre,17.0
way/266010300,False,False,nyc_centre,6.0
way/266010313,False,False,nyc_centre,8.0
way/266010324,False,False,nyc_centre,7.0
way/266010333,True,False,nyc_centre,1.0
way/266010335,False,False,nyc_centre,6.0
way/266010341,False,False,nyc_centre,16.0
way/266010344,True,False,nyc_centre,1.0
way/266010352,False,False,nyc_centre,16.0
way/266010353,False,False,nyc_centre,22.0
way/266010354,False,False,nyc_centre,8.0
way/266010376,False,False,nyc_centre,4.0
way/266010396,True,False,nyc_centre,1.0
way/266010410,False,False,nyc_centre,10.0
way/266010414,True,False,nyc_centre,1.0
way/266010420,True,False,nyc_centre,1.0
way/266010429,True,False,nyc_centre,1.0
way/266010432,False,False,nyc_centre,19.0
way/266010434,False,False,nyc_centre,9.0
way/266010436,True,False,nyc_centre,1.0
way/266010439,True,False,nyc_centre,1.0
way/266010444,False,False,nyc_centre,10.0
way/266010446,True,False,nyc_centre,1.0
way/266025012,True,False,nyc_centre,1.0
way/266033991,False,False,nyc_centre,8.0
way/266033999,False,False,nyc_centre,9.0
way/266034001,False,False,nyc_centre,7.0
way/266034003,False,False,nyc_centre,17.0
way/266034043,False,False,nyc_centre,4.0
way/266034044,False,False,nyc_centre,5.0
way/266034045,True,False,nyc_centre,1.0
way/266034046,False,False,nyc_centre,6.0
way/266034047,False,False,nyc_centre,7.0
way/266034048,False,False,nyc_centre,8.0
way/266034049,False,False,nyc_centre,17.0
way/266034050,False,False,nyc_centre,7.0
way/266034053,False,False,nyc_centre,6.0
way/266034054,False,False,nyc_centre,24.0
way/266034056,True,False,nyc_centre,1.0
way/266034058,False,False,nyc_centre,3.0
way/266034059,False,False,nyc_centre,7.0
way/266034060,False,False,nyc_centre,19.0
way/266034071,False,False,nyc_centre,10.0
way/266034074,False,False,nyc_centre,16.0
way/266034077,False,False,nyc_centre,7.0
way/266034080,False,False,nyc_centre,49.0
way/266143298,False,False,nyc_centre,10.0
way/266143299,False,False,nyc_centre,7.0
way/266143301,False,False,nyc_centre,6.0
way/266143302,False,False,nyc_centre,17.0
way/266143303,False,False,nyc_centre,20.0
way/266143304,False,False,nyc_centre,10.0
way/266143305,False,False,nyc_centre,7.0
way/266143306,False,False,nyc_centre,16.0
way/266143307,False,False,nyc_centre,4.0
way/266143308,True,False,nyc_centre,1.0
way/266143309,False,False,nyc_centre,30.0
way/266143310,False,False,nyc_centre,14.0
way/266143311,False,False,nyc_centre,15.0
way/266143312,False,False,nyc_centre,4.0
way/266143313,False,False,nyc_centre,17.0
way/266143314,False,False,nyc_centre,16.0
way/266143315,False,False,nyc_centre,19.0
way/266143321,False,False,nyc_centre,7.0
way/266143323,False,False,nyc_centre,4.0
way/266143324,False,False,nyc_centre,8.0
way/266143337,False,False,nyc_centre,7.0
way/266143341,True,False,nyc_centre,1.0
way/266143344,False,False,nyc_centre,11.0
way/266143345,False,False,nyc_centre,26.0
way/266143346,False,False,nyc_centre,4.0
way/266143348,False,False,nyc_centre,31.0
way/266143351,False,False,nyc_centre,3.0
way/266143354,False,False,nyc_centre,27.0
way/266143355,False,False,nyc_centre,23.0
way/266143358,True,False,nyc_centre,1.0
way/266143359,False,False,nyc_centre,16.0
way/266143361,True,False,nyc_centre,1.0
way/266149298,False,False,nyc_centre,6.0
way/266149299,False,False,nyc_centre,6.0
way/266149300,False,False,nyc_centre,6.0
way/266149302,False,False,nyc_centre,6.0
way/266149304,False,False,nyc_centre,6.0
way/266149305,False,False,nyc_centre,6.0
way/266149306,False,False,nyc_centre,4.0
way/266149307,False,False,nyc_centre,5.0
way/266149308,False,False,nyc_centre,12.0
way/266149309,False,False,nyc_centre,8.0
way/266149315,False,False,nyc_centre,7.0
way/266149316,False,False,nyc_centre,4.0
way/266149319,False,False,nyc_centre,5.0
way/266149320,False,False,nyc_centre,6.0
way/266149322,False,False,nyc_centre,4.0
way/266149323,False,False,nyc_centre,4.0
way/266149324,False,False,nyc_centre,4.0
way/266149325,False,False,nyc_centre,6.0
way/266149327,False,False,nyc_centre,8.0
way/266149328,False,False,nyc_centre,7.0
way/266149329,False,False,nyc_centre,6.0
way/266149330,False,False,nyc_centre,7.0
way/266149332,False,False,nyc_centre,12.0
way/266149334,False,False,nyc_centre,7.0
way/266149336,False,False,nyc_centre,8.0
way/266149338,False,False,nyc_centre,24.0
way/266149341,False,False,nyc_centre,6.0
way/266149345,False,False,nyc_centre,6.0
way/266149351,True,False,nyc_centre,1.0
way/266149358,False,False,nyc_centre,19.0
way/266149362,False,False,nyc_centre,6.0
way/266149365,True,False,nyc_centre,1.0
way/266149367,False,False,nyc_centre,16.0
way/266149370,False,False,nyc_centre,46.0
way/266149373,True,False,nyc_centre,1.0
way/266170533,False,False,nyc_centre,12.0
way/266170534,False,True,nyc_centre,50.0
way/266170535,False,False,nyc_centre,6.0
way/266170536,False,False,nyc_centre,7.0
way/266170537,False,False,nyc_centre,10.0
way/266170538,False,False,nyc_centre,9.0
way/266170539,False,False,nyc_centre,10.0
way/266170540,False,False,nyc_centre,3.0
way/266170541,False,False,nyc_centre,6.0
way/266170542,False,False,nyc_centre,4.0
way/266170543,False,False,nyc_centre,19.0
way/266170544,False,False,nyc_centre,15.0
way/266170545,False,False,nyc_centre,13.0
way/266170546,True,False,nyc_centre,1.0
way/266170548,False,False,nyc_centre,6.0
way/266170552,False,False,nyc_centre,15.0
way/266170553,False,False,nyc_centre,6.0
way/266170554,False,False,nyc_centre,16.0
way/266170555,False,False,nyc_centre,5.0
way/266170556,False,False,nyc_centre,5.0
way/266170557,False,False,nyc_centre,4.0
way/266170559,False,False,nyc_centre,13.0
way/266170561,False,False,nyc_centre,16.0
way/266170562,True,False,nyc_centre,1.0
way/266170563,False,False,nyc_centre,2.0
way/266170569,False,False,nyc_centre,8.0
way/266170570,False,False,nyc_centre,11.0
way/266170571,False,False,nyc_centre,21.0
way/266170572,False,False,nyc_centre,10.0
way/266170573,False,False,nyc_centre,5.0
way/266170575,False,False,nyc_centre,5.0
way/266170578,False,False,nyc_centre,5.0
way/266170579,False,False,nyc_centre,11.0
way/266170580,False,False,nyc_centre,5.0
way/266170582,False,False,nyc_centre,5.0
way/266170583,False,False,nyc_centre,12.0
way/266170585,False,False,nyc_centre,5.0
way/266170587,False,False,nyc_centre,4.0
way/266170593,False,False,nyc_centre,4.0
way/266170595,False,False,nyc_centre,14.0
way/266170596,False,False,nyc_centre,12.0
way/266170597,True,False,nyc_centre,1.0
way/266170599,False,False,nyc_centre,4.0
way/266170600,False,False,nyc_centre,7.0
way/266170601,False,False,nyc_centre,14.0
way/266170603,False,False,nyc_centre,16.0
way/266170605,False,False,nyc_centre,5.0
way/266170608,False,False,nyc_centre,7.0
way/266170609,False,False,nyc_centre,12.0
way/266170610,False,False,nyc_centre,5.0
way/266170613,False,False,nyc_centre,14.0
way/266170615,True,False,nyc_centre,1.0
way/266170624,False,False,nyc_centre,5.0
way/266170627,False,False,nyc_centre,8.0
way/266170628,False,False,nyc_centre,5.0
way/266170631,False,False,nyc_centre,4.0
way/266170632,False,False,nyc_centre,16.0
way/266170633,False,False,nyc_centre,19.0
way/266170634,False,False,nyc_centre,9.0
way/266170635,False,False,nyc_centre,5.0
way/266170638,False,False,nyc_centre,4.0
way/266170639,False,False,nyc_centre,18.0
way/266170640,False,False,nyc_centre,7.0
way/266170642,False,False,nyc_centre,5.0
way/266170643,False,False,nyc_centre,3.0
way/266170644,False,False,nyc_centre,8.0
way/266170645,False,False,nyc_centre,9.0
way/266170646,False,False,nyc_centre,5.0
way/266170647,False,False,nyc_centre,15.0
way/266170648,False,False,nyc_centre,3.0
way/266170651,False,False,nyc_centre,5.0
way/266170652,False,False,nyc_centre,7.0
way/266170653,True,False,nyc_centre,1.0
way/266170654,False,False,nyc_centre,6.0
way/266170655,False,False,nyc_centre,6.0
way/266170658,False,False,nyc_centre,17.0
way/266170660,False,False,nyc_centre,5.0
way/266170661,False,False,nyc_centre,4.0
way/266170662,False,False,nyc_centre,11.0
way/266170663,False,False,nyc_centre,5.0
way/266170664,False,False,nyc_centre,5.0
way/266170665,False,False,nyc_centre,4.0
way/266170666,False,False,nyc_centre,9.0
way/266170667,False,False,nyc_centre,15.0
way/266170668,False,False,nyc_centre,17.0
way/266170669,False,False,nyc_centre,7.0
way/266170670,False,False,nyc_centre,7.0
way/266170671,False,False,nyc_centre,22.0
way/266170672,False,False,nyc_centre,7.0
way/266170673,False,False,nyc_centre,11.0
way/266170674,False,False,nyc_centre,5.0
way/266170675,False,False,nyc_centre,7.0
way/266170676,False,False,nyc_centre,14.0
way/266170677,False,False,nyc_centre,5.0
way/266170678,False,False,nyc_centre,5.0
way/266170679,False,False,nyc_centre,16.0
way/266170680,False,False,nyc_centre,7.0
way/266170681,False,False,nyc_centre,6.0
way/266170682,False,False,nyc_centre,5.0
way/266170683,True,False,nyc_centre,1.0
way/266170684,False,False,nyc_centre,5.0
way/266170685,False,False,nyc_centre,6.0
way/266170686,False,False,nyc_centre,5.0
way/266170687,False,False,nyc_centre,8.0
way/266170688,False,False,nyc_centre,5.0
way/266170689,False,False,nyc_centre,16.0
way/266170690,False,False,nyc_centre,14.0
way/266170696,True,False,nyc_centre,1.0
way/266170697,False,False,nyc_centre,7.0
way/266170699,False,False,nyc_centre,11.0
way/266170700,False,False,nyc_centre,9.0
way/266170701,False,False,nyc_centre,6.0
way/266170702,False,False,nyc_centre,6.0
way/266170703,False,False,nyc_centre,19.0
way/266170704,False,False,nyc_centre,5.0
way/266170705,False,False,nyc_centre,5.0
way/266170711,True,False,nyc_centre,1.0
way/266170712,False,False,nyc_centre,5.0
way/266170715,False,False,nyc_centre,5.0
way/266170718,False,False,nyc_centre,6.0
way/266170719,False,False,nyc_centre,11.0
way/266170721,False,False,nyc_centre,14.0
way/266170723,False,False,nyc_centre,18.0
way/266170724,False,False,nyc_centre,15.0
way/266170725,False,False,nyc_centre,3.0
way/266170726,False,False,nyc_centre,5.0
way/266170727,False,False,nyc_centre,8.0
way/266170728,False,False,nyc_centre,7.0
way/266170729,False,False,nyc_centre,14.0
way/266170730,False,False,nyc_centre,5.0
way/266170731,False,False,nyc_centre,18.0
way/266170732,False,False,nyc_centre,3.0
way/266170734,True,False,nyc_centre,1.0
way/266170736,False,False,nyc_centre,19.0
way/266170743,False,False,nyc_centre,5.0
way/266170744,False,False,nyc_centre,4.0
way/266170745,False,False,nyc_centre,4.0
way/266170746,False,False,nyc_centre,1.0
way/266170747,False,False,nyc_centre,4.0
way/266170751,False,False,nyc_centre,7.0
way/266170752,False,False,nyc_centre,12.0
way/266170753,False,False,nyc_centre,4.0
way/266170755,False,False,nyc_centre,9.0
way/266170756,True,False,nyc_centre,1.0
way/266170757,False,False,nyc_centre,11.0
way/266170758,False,False,nyc_centre,9.0
way/266170759,False,False,nyc_centre,5.0
way/266170760,False,False,nyc_centre,5.0
way/266170761,False,False,nyc_centre,12.0
way/266170762,False,False,nyc_centre,26.0
way/266170763,True,False,nyc_centre,1.0
way/266170764,False,False,nyc_centre,7.0
way/266170765,False,False,nyc_centre,19.0
way/266170766,True,False,nyc_centre,1.0
way/266170767,False,False,nyc_centre,27.0
way/266170768,False,False,nyc_centre,16.0
way/266170769,True,False,nyc_centre,1.0
way/266170770,False,False,nyc_centre,19.0
way/266170771,False,False,nyc_centre,20.0
way/266170772,False,False,nyc_centre,5.0
way/266170777,False,False,nyc_centre,12.0
way/266170781,True,False,nyc_centre,1.0
way/266170782,False,False,nyc_centre,10.0
way/266170783,False,False,nyc_centre,23.0
way/266170785,False,False,nyc_centre,19.0
way/266170787,False,False,nyc_centre,14.0
way/266170788,False,False,nyc_centre,15.0
way/266170789,False,False,nyc_centre,11.0
way/266170792,True,False,nyc_centre,1.0
way/266170794,True,False,nyc_centre,1.0
way/266170795,False,False,nyc_centre,39.0
way/266170797,False,True,nyc_centre,1.0
