cell,city,osm_id,archetype_id,simulation_status,levels,height_m,num_floors,n_proto,status_shipped,status_proposed_zonegroup
nyc_suburban,NYC,way/610017142,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017143,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017144,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017145,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017146,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017147,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017148,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017149,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017150,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017151,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017152,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017153,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017154,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017155,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017156,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017157,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017158,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017159,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017160,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610017161,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130112,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130113,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130114,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130115,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130116,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130117,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130118,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130119,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130120,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130121,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130122,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130125,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130126,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130127,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130128,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130130,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130131,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130132,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130133,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130134,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130135,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130136,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130137,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130138,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130139,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130140,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130141,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130142,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130143,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130144,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_suburban,NYC,way/610130145,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/610130146,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/813293017,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813293018,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297299,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297300,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297301,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297302,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297303,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297306,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297307,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297308,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297310,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297311,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297312,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297313,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297314,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813297727,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304046,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304049,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304050,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304052,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304053,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304054,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304056,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304057,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304059,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304060,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304061,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813304062,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470152,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470153,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470154,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470158,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470159,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470161,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470162,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470164,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470165,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470167,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470168,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470169,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470170,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470171,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470172,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470173,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470174,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470176,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470177,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470178,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470179,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470180,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470182,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470184,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470186,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470187,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470192,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470193,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470195,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470196,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470197,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470200,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470202,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470204,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470205,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470206,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470209,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470210,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470211,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470212,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470214,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470216,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470217,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470218,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470219,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470220,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470221,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470222,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470223,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470225,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470227,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470230,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470231,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470232,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470233,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470236,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470237,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470240,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470241,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470242,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470243,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470245,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470247,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470249,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470250,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470253,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470255,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470256,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470257,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470259,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813470260,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473569,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473570,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473572,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473574,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473575,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473576,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473577,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473579,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473580,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473581,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473583,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473584,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473585,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473586,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473587,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473588,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473589,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473591,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473592,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473594,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473596,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473597,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473598,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473601,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473603,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473604,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473605,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473606,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473607,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473611,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473613,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473614,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473615,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473616,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473618,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473620,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473621,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473622,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473623,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473626,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473627,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473628,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473630,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473631,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473633,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473634,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473636,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473637,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473638,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473640,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473641,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473642,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473643,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473645,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473646,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473649,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473650,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473652,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473654,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473655,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/813473656,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/815830298,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815830299,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815830301,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815830302,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834476,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834477,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834479,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834480,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834481,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834482,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834484,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834485,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/815834487,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/815834490,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834491,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834492,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834493,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834494,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834495,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/815834496,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815834663,MidriseApartment,success,1.0,3.5,1,3,fallback_shorter,fallback_shorter
nyc_suburban,NYC,way/815835192,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835198,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835207,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835209,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835215,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835217,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835223,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835238,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835380,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835392,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835393,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835398,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835401,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835420,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835732,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835733,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835734,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835735,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835736,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835737,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835738,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835739,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835740,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835741,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835742,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835743,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835744,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835745,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835746,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_suburban,NYC,way/815835748,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
