case_id,archetype_id,n_real,n_proto,n_storeys_represented,footprint_area_m2,expected_status,expected_multiplier,data_quality_flag,build_status,run_status,n_warnings,n_severe,severe_lines_verbatim,n_severe_lines_captured,nominal_floor_area_m2,eio_true_floor_area_m2,heating_eui_nominal,cooling_eui_nominal,lighting_eui_nominal,equipment_eui_nominal,fans_eui_nominal,pumps_eui_nominal,dhw_eui_nominal,cooking_eui_nominal,refrig_eui_nominal,total_eui_nominal,heating_eui_eio,cooling_eui_eio,lighting_eui_eio,equipment_eui_eio,fans_eui_eio,pumps_eui_eio,dhw_eui_eio,cooking_eui_eio,refrig_eui_eio,total_eui_eio
A_equal_identity_highrise,HighriseApartment,3,3,10,500.0,identity,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,64775527,0,,0,1500.0,5000.300000000003,126.30033207988322,20.566229366370024,13.844665583951452,125.17099467685283,28.289965143035307,7.995860695669732,155.67495566652505,0.0,0.0,477.8430032122876,37.887826354383684,6.169498639992605,4.153150486156264,37.54904546032821,8.486480354089341,2.3986142918434075,46.69968471887436,0.0,0.0,143.34430030566787
B_taller_known_medoffice,MediumOffice,6,3,3,1000.0,applied,4.0,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,7966797,0,,0,6000.0,9000.0,16.71575776361585,13.205224846897938,9.284626920128945,68.71378788765782,7.038217234216708,0.016342601532735188,11.175248578034152,0.0,0.0,126.14920583208414,11.143838509077234,8.803483231265291,6.1897512800859635,45.80919192510521,4.692144822811139,0.010895067688490126,7.450165718689434,0.0,0.0,84.09947055472276
C_shorter_midrise,MidriseApartment,2,3,4,250.0,fallback_shorter,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT|storey_match_fallback_shorter",success,success,41,0,,0,500.0,999.8799999999997,105.58049201429579,12.86564573757818,10.145431272757499,74.82154509680142,17.942604156257453,0.0,78.62219988876133,0.0,0.0,299.9779181664517,52.796581596939546,6.433594900177114,5.073324435310988,37.41526237988631,8.972378763580359,0.0,39.31581784252178,0.0,0.0,150.0069599184161
D_HIGHMULT_highrise20,HighriseApartment,20,3,10,350.0,fallback_not_expressible,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT|storey_match_fallback_not_expressible",success,success,62156231,0,,0,7000.0,3499.5999999999985,24.39429614205058,3.0203736465373012,2.0766998375919474,18.775649201533316,4.63618866516963,1.3334327717430183,23.351031855389426,0.0,0.0,77.58767212001521,48.79416876053096,6.041437743102389,4.153874403687175,37.555590470549,9.273437151728034,2.6671703629560897,46.70740169954453,0.0,0.0,155.19308059209817
D_control_S1_highrise3,HighriseApartment,3,3,10,350.0,identity,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,62156231,0,,0,1050.0,3499.5999999999985,162.62864094700387,20.135824310248676,13.844665583946316,125.17099467688878,30.907924434464203,8.889551811620121,155.6735457025962,0.0,0.0,517.2511474667681,48.79416876053096,6.041437743102389,4.153874403687175,37.555590470549,9.273437151728034,2.6671703629560897,46.70740169954453,0.0,0.0,155.19308059209817
E_single_storey_retail,RetailStandalone,3,1,1,800.0,applied,3.0,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",success,success,2691776,0,,0,2400.0,2399.97,66.08286363596021,13.577358673884191,21.30892728657565,70.58247296585539,31.416851204067132,0.0,11.7091479900238,0.0,0.0,214.67762175636636,66.08368968208123,13.577528392989105,21.309193651496294,70.58335525779611,31.417243919616133,0.0,11.709294356203253,0.0,0.0,214.68030526018214
F_excluded_fallback_smalloffice,SmallOffice,4,2,2,300.0,fallback_not_expressible,,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT|storey_match_fallback_not_expressible",success,success,170652,5,"** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""CORE_ZN"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_1"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_2"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_3"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_4"" did not converge after 25 warmup days.",5,1200.0,600.01,5.384226652059272,1.2087656462574154,2.4289746062065545,6.215853951071719,2.2719280947100695,3.0297776923087045e-11,3.2296188617601382,0.0,0.0,20.73936781209547,10.768273832887997,2.4174910009981474,4.857868247942309,12.431500710464931,4.54378045974581,6.059454393710848e-11,6.459130071352421,0.0,0.0,41.47804432345222
