osm_id,cell,use_class,archetype_id,archetype_source,levels_source,old_num_floors,new_num_floors_scope_a,new_num_floors_scope_b,changed_scope_a,changed_scope_b
way/37417988,austin_centre,commercial,LargeOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,11,11,11,False,False
way/37417989,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/37546502,austin_centre,commercial,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,33,33,33,False,False
way/42806788,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,4,1,True,False
way/42806812,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,6,6,6,False,False
way/52143469,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/55932516,austin_centre,residential,HighriseApartment,RULE_RESIDENTIAL_TIER,OSM_OBSERVED,45,45,45,False,False
way/55932517,austin_centre,commercial,FullServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/55932518,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/55932520,austin_centre,commercial,LargeOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,6,6,6,False,False
way/55932522,austin_centre,commercial,SmallOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,1,1,1,False,False
way/55932526,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,7,7,7,False,False
way/55932527,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/55932528,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/55932530,austin_centre,commercial,LargeOffice,RULE_USE_CLASS_SIZE,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/55932532,austin_centre,commercial,LargeOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,6,6,6,False,False
way/55932533,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/55932534,austin_centre,unknown,SuperTallBuilding,RULE_HIGHRISE,OSM_OBSERVED,58,58,58,False,False
way/99256718,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,8,8,8,False,False
way/99256722,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99256729,austin_centre,unknown,OpenUBEMUnknown,FALLBACK_UNKNOWN,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99256740,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,OSM_OBSERVED,3,3,3,False,False
way/99256744,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,3,3,3,False,False
way/99256745,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,3,3,3,False,False
way/99259744,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99259755,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,HEURISTIC_HEIGHT,2,2,2,False,False
way/99259757,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99259768,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99725026,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,7,7,7,False,False
way/99725028,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99725029,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99725033,austin_centre,unknown,OpenUBEMUnknown,FALLBACK_UNKNOWN,OSM_OBSERVED,7,7,7,False,False
way/99725034,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/99725035,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,5,5,5,False,False
way/99725036,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99868603,austin_centre,commercial,RetailStandalone,RULE_FUNCTION_TAG,OSM_OBSERVED,4,4,4,False,False
way/99868604,austin_centre,commercial,RetailStandalone,RULE_FUNCTION_TAG,OSM_OBSERVED,1,1,1,False,False
way/99868608,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99868609,austin_centre,commercial,SmallOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,3,3,3,False,False
way/99868613,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99868622,austin_centre,commercial,SmallOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,3,3,3,False,False
way/99868625,austin_centre,commercial,MediumOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,2,2,2,False,False
way/99868637,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99868645,austin_centre,commercial,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,23,23,23,False,False
way/99868651,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/99868670,austin_centre,commercial,LargeOffice,RULE_USE_CLASS_SIZE,OSM_OBSERVED,13,13,13,False,False
way/112834453,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,3,3,3,False,False
way/112834456,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/112834472,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,5,5,5,False,False
way/112834493,austin_centre,unknown,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,20,20,20,False,False
way/112834500,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,3,3,3,False,False
way/112834509,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/112836380,austin_centre,commercial,RetailStandalone,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/112836382,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,4,1,True,False
way/112836384,austin_centre,commercial,RetailStandalone,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/112836385,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/112836386,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/134807224,austin_centre,unknown,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,21,21,21,False,False
way/134807225,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,10,10,10,False,False
way/134807226,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,9,9,9,False,False
way/134807227,austin_centre,residential,HighriseApartment,"RULE_RESIDENTIAL_TIER,GROUPMEDIAN_LEVELS_MED",GROUPMEDIAN_LEVELS_MED,1,45,45,True,True
way/134807228,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/134807229,austin_centre,commercial,FullServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/134807252,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,10,10,10,False,False
way/134807256,austin_centre,unknown,OpenUBEMUnknown,FALLBACK_UNKNOWN,OSM_OBSERVED,8,8,8,False,False
way/134807260,austin_centre,unknown,OpenUBEMUnknown,FALLBACK_UNKNOWN,OSM_OBSERVED,8,8,8,False,False
way/134807269,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,9,9,9,False,False
way/135049613,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049616,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049618,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049619,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049620,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049621,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049622,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/135049626,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/183289651,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,15,15,15,False,False
way/183289652,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,7,7,7,False,False
way/204413180,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,4,4,4,False,False
way/204413181,austin_centre,residential,HighriseApartment,RULE_RESIDENTIAL_TIER,OSM_OBSERVED,56,56,56,False,False
way/206163832,austin_centre,commercial,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,32,32,32,False,False
way/206163833,austin_centre,institutional,Courthouse,RULE_USE_CLASS,GROUPMEDIAN_LEVELS_MED,1,4,1,True,False
way/206165495,austin_centre,commercial,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,22,22,22,False,False
way/224057337,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231123149,austin_centre,commercial,LargeHotel,"RULE_LODGING_TIER,GROUPMEDIAN_LEVELS_MED",GROUPMEDIAN_LEVELS_MED,1,5,5,True,True
way/231123152,austin_centre,commercial,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,29,29,29,False,False
way/231123153,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231123155,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231123157,austin_centre,commercial,RetailStandalone,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231123159,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231123161,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231125471,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/231125474,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,12,12,12,False,False
way/231125475,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,4,1,True,False
way/231125476,austin_centre,institutional,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,4,4,4,False,False
way/313180848,austin_centre,mixed,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,8,8,8,False,False
way/313180849,austin_centre,mixed,Courthouse,RULE_FUNCTION_TAG,OSM_OBSERVED,13,13,13,False,False
way/313917989,austin_centre,unknown,LargeOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,4,4,4,False,False
way/328520419,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520420,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520421,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520422,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520424,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520425,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520426,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520427,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328520428,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526438,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328526439,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526440,austin_centre,commercial,TallBuilding,RULE_HIGHRISE,OSM_OBSERVED,31,31,31,False,False
way/328526441,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526442,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526443,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526444,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526445,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526446,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526447,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526448,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526449,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526450,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526451,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526452,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526453,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328526454,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,5,5,5,False,False
way/328526455,austin_centre,commercial,MediumOffice,RULE_USE_CLASS_SIZE,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529688,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529689,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529690,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529693,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529696,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529698,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529699,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529700,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529701,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529702,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529704,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529706,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529708,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529709,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529710,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328529714,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535175,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/328535176,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535177,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535178,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535179,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535180,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535181,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535182,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328535183,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328605829,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328605831,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328605839,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328605855,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328605869,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607254,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/328607257,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/328607258,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607260,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/328607262,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/328607264,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328607265,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607266,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328607268,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607272,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,1,1,1,False,False
way/328607273,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,OSM_OBSERVED,2,2,2,False,False
way/328607274,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328607275,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607277,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607278,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607279,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328607282,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328607283,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328622249,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622250,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622251,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,OSM_OBSERVED,2,2,2,False,False
way/328622252,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622253,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622254,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622255,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622256,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622257,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622258,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622259,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622260,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622261,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622262,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622263,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622264,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622265,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622267,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622268,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622269,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622270,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622271,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328622272,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631273,austin_centre,commercial,RetailStandalone,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631274,austin_centre,unknown,SmallOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631275,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631276,austin_centre,commercial,FullServiceRestaurant,RULE_FUNCTION_TAG,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631277,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631279,austin_centre,residential,HighriseApartment,RULE_RESIDENTIAL_TIER,OSM_OBSERVED,47,47,47,False,False
way/328631281,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
way/328631283,austin_centre,commercial,QuickServiceRestaurant,RULE_FUNCTION_TAG,OSM_OBSERVED,1,1,1,False,False
way/328631284,austin_centre,unknown,MediumOffice,FALLBACK_SIZE_DEFAULT,GROUPMEDIAN_LEVELS_MED,1,5,1,True,False
