building_id,stem,reason
27931,366fc6fda9a1a946,HASH_CHANGED
28111,82d4d9bc6176163e,HASH_CHANGED
28308,51cb47ea67faa410,HASH_CHANGED
28621,fece15355c8f4738,HASH_CHANGED
28636,35ece342c4759693,HASH_CHANGED
28764,8cdc013c545ab598,HASH_CHANGED
28782,c47cadea0882632b,HASH_CHANGED
28843,806aa00f9bbae06c,HASH_CHANGED
28917,a1ca1eb2956d126e,HASH_CHANGED
29085,016dae597d69229c,HASH_CHANGED
29201,04e5ee49234ffe69,HASH_CHANGED
29219,13c60875a803e164,HASH_CHANGED
29411,4e94ef170223425e,HASH_CHANGED
29431,779e6d7e44ddc8e4,HASH_CHANGED
29583,f60b0656bc0c416c,HASH_CHANGED
29589,1e0122735d885640,HASH_CHANGED
29633,45413341c8fc2df4,HASH_CHANGED
29647,55bcd0e5f1995f8d,HASH_CHANGED
29694,4576e6faf380ce98,HASH_CHANGED
29765,5f832c8205c75205,HASH_CHANGED
29782,40a6f8c0c4f9d5b1,HASH_CHANGED
29816,a101378a9d41ec46,HASH_CHANGED
29891,9c1ef5ae15efe5af,HASH_CHANGED
29896,26c3d14148d8d03c,HASH_CHANGED
29968,033eeff0347fe6cf,HASH_CHANGED
30004,c7005fcec52bbc12,HASH_CHANGED
30016,9477e5e3f8aa6ec8,HASH_CHANGED
30042,93487a3be9cabf93,HASH_CHANGED
30079,73f057c3628bc370,HASH_CHANGED
30230,75e7251298f2d624,HASH_CHANGED
30272,3919ea621056d864,HASH_CHANGED
30282,f09f835c9974bee7,HASH_CHANGED
30298,90ed36beacc48734,HASH_CHANGED
30357,ad5adb53fa362543,HASH_CHANGED
30374,3e1f99c0273f9184,HASH_CHANGED
30376,504fa19567bbc2b7,HASH_CHANGED
30452,cccfd212c5759573,HASH_CHANGED
30496,05b52a0da00a6046,HASH_CHANGED
30506,fab26b8ce8bc2a5c,HASH_CHANGED
30546,8e3c28ed3d443ca5,HASH_CHANGED
30665,bac183a4f233b8c4,HASH_CHANGED
30775,369a17dbed390893,HASH_CHANGED
30817,9cee1873f9b5679a,HASH_CHANGED
30836,8d19dc01f100449c,HASH_CHANGED
30868,835e1e754d428425,HASH_CHANGED
30923,4ad4a5575a4532a5,HASH_CHANGED
30931,1299981a055daac1,HASH_CHANGED
30936,a4b6a6e952dec92b,HASH_CHANGED
30939,91636ae3e21e2e3b,HASH_CHANGED
30944,8d55c7de21f7dc17,HASH_CHANGED
30971,d8345ec5f819cb23,HASH_CHANGED
30984,ee66035353246f7c,HASH_CHANGED
31126,f128b92e59604af6,HASH_CHANGED
31136,d8865bf77a4fa1af,HASH_CHANGED
31184,83bc2f7dae3d8742,HASH_CHANGED
31195,e50e2df3c5246253,HASH_CHANGED
31240,79f785da0b1593cc,HASH_CHANGED
31254,48478573da81f263,HASH_CHANGED
31297,d7427807d8897a2e,HASH_CHANGED
31351,57f964dd22f39a17,HASH_CHANGED
31415,9183c29ea013b982,HASH_CHANGED
31431,b9f617d776677e2b,HASH_CHANGED
31435,5c64dc7d47050a46,HASH_CHANGED
31443,33feca6359a32f11,HASH_CHANGED
31445,915746cbc4b53eb4,HASH_CHANGED
31466,1f158e10d33ae49c,HASH_CHANGED
31528,143b90419b4e0911,HASH_CHANGED
31534,04c0932aaa6cb4ff,HASH_CHANGED
31538,05b28b2af55aa3f7,HASH_CHANGED
31579,d3377ab985fd9727,HASH_CHANGED
31597,caafa73f3d9151fb,HASH_CHANGED
31628,625f922f58201f61,HASH_CHANGED
31636,5e2ff94d260931bb,HASH_CHANGED
31710,aae0452ccc41ed5a,HASH_CHANGED
31715,96898ed410005ff7,HASH_CHANGED
31767,226c6aa89c4ed47a,HASH_CHANGED
31821,858364fda98b190f,HASH_CHANGED
31832,9ca43832b2f83b64,HASH_CHANGED
31854,3dc480d61f69118b,HASH_CHANGED
31888,f506be2b61634101,HASH_CHANGED
31892,6c5c4a7f558c79fb,HASH_CHANGED
31934,53200659cfd70006,HASH_CHANGED
31962,d72d7fe56a7e8ca2,HASH_CHANGED
31977,77c2655993e8fa5e,HASH_CHANGED
31996,dee7aa162cf82140,HASH_CHANGED
32015,85508df4632bb8a4,HASH_CHANGED
32017,482ce77bc3d8b240,HASH_CHANGED
32138,cc1fb947314b465a,HASH_CHANGED
32163,8ee8de43f018af5c,HASH_CHANGED
32230,a88d4870d1e04368,HASH_CHANGED
32284,7a6100d681a24a17,HASH_CHANGED
32306,8dc38a0cca9518cd,HASH_CHANGED
32334,ceedfbc20a31c038,HASH_CHANGED
32343,105523cecd2b4dc0,HASH_CHANGED
32350,635fde298a3d1cde,HASH_CHANGED
32399,638babb768502680,HASH_CHANGED
32423,47ec0c4bbeda6108,HASH_CHANGED
32453,151aeb5d3fe4f992,HASH_CHANGED
32469,444825db29fa1dc0,HASH_CHANGED
32505,025305a5cb4f82aa,HASH_CHANGED
32506,4fb0f14581cf83ee,HASH_CHANGED
32531,eb3096b76a577bc8,HASH_CHANGED
32539,612f49eba12f2b44,HASH_CHANGED
32553,92e4ea4cc890200e,HASH_CHANGED
32568,28e9bf4f2e5fa7ef,HASH_CHANGED
32584,87b0c1f3c682d2e1,HASH_CHANGED
32605,933f9a208e08b305,HASH_CHANGED
32617,18fff07a786f9c95,HASH_CHANGED
32702,52cac4cf7e9812fc,HASH_CHANGED
32758,1988e5ef4fea53e4,HASH_CHANGED
32790,e83cf6e7be845eeb,HASH_CHANGED
32840,b3f8d90890ff6314,HASH_CHANGED
32844,62f811ef22361207,HASH_CHANGED
32848,a14255855ef2c815,HASH_CHANGED
32946,a9e6dee841a50de7,HASH_CHANGED
33004,870c8e3164abf7e1,HASH_CHANGED
33141,e368d85c35a3d88b,HASH_CHANGED
33196,4992d9d4e5aeb075,HASH_CHANGED
33580,2a00d0014618a576,HASH_CHANGED
81069,b76554ccd93a49d5,HASH_CHANGED
81093,5466c3e88898cada,HASH_CHANGED
87525,b2b6c53f7d736b7c,HASH_CHANGED
87532,ff2ed0a61407c7c9,HASH_CHANGED
91523,3b137a58e6341a56,HASH_CHANGED
92787,6005e7db8bfec0ad,HASH_CHANGED
92798,5c9b4dede5318713,HASH_CHANGED
92820,e65c5a2a69af964f,HASH_CHANGED
92910,8c001eebdb942f35,HASH_CHANGED
93382,65089dc5e00db2ab,HASH_CHANGED
93385,99e6bf0d630eb49a,HASH_CHANGED
93388,1f37eb0c423082fd,HASH_CHANGED
93412,cfd7e46977343eb5,HASH_CHANGED
95376,2002848e6876b1a8,HASH_CHANGED
95957,ced9dccb08bec865,HASH_CHANGED
95976,ee28c47e7daef1c0,HASH_CHANGED
28821,7cb1cf7e317b3ac9,NET_NEW
30835,96e42d063d3e899f,NET_NEW
33610,6133ab5b426c03fc,NET_NEW
81117,7d3924c63343e20a,NET_NEW
