Time,3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Heat Load [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Cool Load [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1::Des Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:05:00,2.249102E+03,0.000000E+00,7.350926E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.925412E+01,2.533933E+01,6.739065E+01,2.459974E+03,0.000000E+00,8.040157E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.006063E+01,2.787638E+01,5.803306E+01,2.549614E+03,0.000000E+00,8.333126E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.039310E+01,3.007481E+01,3.675366E+01,4.439237E+03,0.000000E+00,1.450890E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999478E+01,4.508399E+01,2.843110E+01,4.040325E+01,4.390137E+03,0.000000E+00,1.434833E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999460E+01,4.500777E+01,2.315971E+01,6.754472E+01
00:10:00,2.241815E+03,0.000000E+00,7.327109E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.925767E+01,2.528684E+01,6.744616E+01,2.451024E+03,0.000000E+00,8.010903E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.006508E+01,2.783534E+01,5.803772E+01,2.540149E+03,0.000000E+00,8.302188E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.039713E+01,3.005600E+01,3.694810E+01,4.419219E+03,0.000000E+00,1.444347E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999477E+01,4.508396E+01,2.841066E+01,4.062103E+01,4.370044E+03,0.000000E+00,1.428266E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999459E+01,4.500513E+01,2.308594E+01,6.811025E+01
00:15:00,2.234000E+03,0.000000E+00,7.301563E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.926074E+01,2.524132E+01,6.747754E+01,2.441567E+03,0.000000E+00,7.979994E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.006925E+01,2.780064E+01,5.802432E+01,2.530182E+03,0.000000E+00,8.269610E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.040097E+01,3.002853E+01,3.716020E+01,4.398576E+03,0.000000E+00,1.437600E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999477E+01,4.508496E+01,2.837263E+01,4.087977E+01,4.349312E+03,0.000000E+00,1.421490E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999459E+01,4.500388E+01,2.302563E+01,6.860395E+01
00:20:00,2.225641E+03,0.000000E+00,7.274242E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.926332E+01,2.520177E+01,6.749054E+01,2.431584E+03,0.000000E+00,7.947365E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.007311E+01,2.777090E+01,5.799893E+01,2.519690E+03,0.000000E+00,8.235316E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.040466E+01,2.999394E+01,3.738598E+01,4.377268E+03,0.000000E+00,1.430635E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999476E+01,4.508700E+01,2.832081E+01,4.117007E+01,4.327896E+03,0.000000E+00,1.414490E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999458E+01,4.500407E+01,2.297603E+01,6.903510E+01
00:25:00,2.216749E+03,0.000000E+00,7.245179E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.926539E+01,2.516631E+01,6.749257E+01,2.421088E+03,0.000000E+00,7.913057E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999534E+01,4.007664E+01,2.774408E+01,5.796839E+01,2.508688E+03,0.000000E+00,8.199358E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999530E+01,4.040815E+01,2.995480E+01,3.761975E+01,4.355323E+03,0.000000E+00,1.423462E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999476E+01,4.508982E+01,2.826089E+01,4.147852E+01,4.305832E+03,0.000000E+00,1.407279E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999458E+01,4.500537E+01,2.293317E+01,6.942030E+01
00:30:00,2.207310E+03,0.000000E+00,7.214328E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.926705E+01,2.513340E+01,6.748924E+01,2.410059E+03,0.000000E+00,7.877009E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.007991E+01,2.771871E+01,5.793725E+01,2.497155E+03,0.000000E+00,8.161661E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.041149E+01,2.991310E+01,3.785722E+01,4.332697E+03,0.000000E+00,1.416068E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999476E+01,4.509324E+01,2.819690E+01,4.179551E+01,4.283073E+03,0.000000E+00,1.399840E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999457E+01,4.500754E+01,2.289418E+01,6.977238E+01
00:35:00,2.197333E+03,0.000000E+00,7.181721E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.926833E+01,2.510209E+01,6.748390E+01,2.398509E+03,0.000000E+00,7.839261E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.008292E+01,2.769399E+01,5.790777E+01,2.485104E+03,0.000000E+00,8.122277E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.041465E+01,2.986990E+01,3.809596E+01,4.309420E+03,0.000000E+00,1.408459E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999475E+01,4.509703E+01,2.813086E+01,4.211617E+01,4.259656E+03,0.000000E+00,1.392186E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999457E+01,4.501030E+01,2.285748E+01,7.009884E+01
00:40:00,2.186807E+03,0.000000E+00,7.147315E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.926932E+01,2.507184E+01,6.747841E+01,2.386421E+03,0.000000E+00,7.799752E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.008574E+01,2.766959E+01,5.788078E+01,2.472516E+03,0.000000E+00,8.081132E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.041770E+01,2.982588E+01,3.833432E+01,4.285449E+03,0.000000E+00,1.400625E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999475E+01,4.510112E+01,2.806352E+01,4.243848E+01,4.235533E+03,0.000000E+00,1.384302E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999457E+01,4.501353E+01,2.282230E+01,7.040380E+01
00:45:00,2.175728E+03,0.000000E+00,7.111107E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.927002E+01,2.504231E+01,6.747384E+01,2.373793E+03,0.000000E+00,7.758479E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.008835E+01,2.764538E+01,5.785652E+01,2.459387E+03,0.000000E+00,8.038223E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.042058E+01,2.978147E+01,3.857116E+01,4.260785E+03,0.000000E+00,1.392564E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999475E+01,4.510537E+01,2.799518E+01,4.276154E+01,4.210707E+03,0.000000E+00,1.376188E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999457E+01,4.501705E+01,2.278821E+01,7.068982E+01
00:50:00,2.164100E+03,0.000000E+00,7.073103E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,3.927045E+01,2.501329E+01,6.747085E+01,2.360627E+03,0.000000E+00,7.715446E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999533E+01,4.009074E+01,2.762127E+01,5.783505E+01,2.445721E+03,0.000000E+00,7.993558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999529E+01,4.042331E+01,2.973684E+01,3.880592E+01,4.235430E+03,0.000000E+00,1.384277E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999475E+01,4.510971E+01,2.792601E+01,4.308472E+01,4.185185E+03,0.000000E+00,1.367847E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999456E+01,4.502075E+01,2.275495E+01,7.095878E+01
