Time,3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F1_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F2_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Heat Load [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Cool Load [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F3_DWELLING_0::Des Heat Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Heat Load [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Cool Load [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],3E1F99C0273F9184_F0_DWELLING_1::Des Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],3E1F99C0273F9184_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
06:35:00,2.114392E+03,0.000000E+00,6.910716E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999559E+01,4.043601E+01,2.367574E+01,6.801561E+01,2.323206E+03,0.000000E+00,7.593223E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999567E+01,4.127757E+01,2.631490E+01,5.810827E+01,2.404454E+03,0.000000E+00,7.858769E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.157993E+01,2.824899E+01,4.131671E+01,4.078137E+03,0.000000E+00,1.332886E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999517E+01,4.580094E+01,2.605693E+01,4.698558E+01,3.972265E+03,0.000000E+00,1.298276E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999500E+01,4.561620E+01,2.115140E+01,7.489006E+01
06:40:00,2.118975E+03,0.000000E+00,6.925696E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999559E+01,4.047546E+01,2.367897E+01,6.797666E+01,2.327913E+03,0.000000E+00,7.608609E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.131424E+01,2.631185E+01,5.809685E+01,2.409237E+03,0.000000E+00,7.874400E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.161569E+01,2.827027E+01,4.134983E+01,4.086525E+03,0.000000E+00,1.335628E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999517E+01,4.582885E+01,2.609226E+01,4.698254E+01,3.981515E+03,0.000000E+00,1.301300E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999500E+01,4.564693E+01,2.120964E+01,7.465626E+01
06:45:00,2.124127E+03,0.000000E+00,6.942536E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999559E+01,4.051468E+01,2.368412E+01,6.792897E+01,2.333178E+03,0.000000E+00,7.625818E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.135058E+01,2.631017E+01,5.807992E+01,2.414590E+03,0.000000E+00,7.891899E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.165113E+01,2.829306E+01,4.138351E+01,4.096097E+03,0.000000E+00,1.338756E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999517E+01,4.585681E+01,2.612987E+01,4.697791E+01,3.992095E+03,0.000000E+00,1.304758E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999499E+01,4.567781E+01,2.127245E+01,7.441440E+01
06:50:00,2.129844E+03,0.000000E+00,6.961222E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999559E+01,4.055367E+01,2.369110E+01,6.787291E+01,2.338998E+03,0.000000E+00,7.644843E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.138661E+01,2.630973E+01,5.805799E+01,2.420513E+03,0.000000E+00,7.911257E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.168626E+01,2.831741E+01,4.141720E+01,4.106853E+03,0.000000E+00,1.342272E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.588480E+01,2.616986E+01,4.697097E+01,4.003994E+03,0.000000E+00,1.308647E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999499E+01,4.570883E+01,2.133930E+01,7.416599E+01
06:55:00,2.136123E+03,0.000000E+00,6.981744E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999559E+01,4.059239E+01,2.369962E+01,6.780971E+01,2.345374E+03,0.000000E+00,7.665681E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.142229E+01,2.631027E+01,5.803190E+01,2.427003E+03,0.000000E+00,7.932472E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.172107E+01,2.834320E+01,4.145081E+01,4.118796E+03,0.000000E+00,1.346176E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.591277E+01,2.621197E+01,4.696198E+01,4.017205E+03,0.000000E+00,1.312965E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999499E+01,4.573990E+01,2.140967E+01,7.391267E+01
07:00:00,2.142965E+03,0.000000E+00,7.004107E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999558E+01,4.063080E+01,2.370915E+01,6.774159E+01,2.352307E+03,0.000000E+00,7.688342E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.145762E+01,2.631133E+01,5.800330E+01,2.434065E+03,0.000000E+00,7.955551E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.175552E+01,2.837026E+01,4.148438E+01,4.131935E+03,0.000000E+00,1.350470E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.594065E+01,2.625586E+01,4.695151E+01,4.031736E+03,0.000000E+00,1.317714E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999499E+01,4.577091E+01,2.148334E+01,7.365462E+01
07:05:00,2.149199E+03,0.000000E+00,7.024480E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999558E+01,4.066885E+01,2.371953E+01,6.766916E+01,2.358637E+03,0.000000E+00,7.709030E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.149256E+01,2.631285E+01,5.797234E+01,2.440513E+03,0.000000E+00,7.976626E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.178959E+01,2.839792E+01,4.151919E+01,4.143862E+03,0.000000E+00,1.354368E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.596841E+01,2.630084E+01,4.694105E+01,4.044852E+03,0.000000E+00,1.322001E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999499E+01,4.580178E+01,2.156092E+01,7.338847E+01
07:10:00,2.154744E+03,0.000000E+00,7.042603E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999560E+01,4.070533E+01,2.373626E+01,6.758016E+01,2.364285E+03,0.000000E+00,7.727489E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999567E+01,4.152606E+01,2.632014E+01,5.792960E+01,2.446258E+03,0.000000E+00,7.995404E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,4.182224E+01,2.842237E+01,4.155683E+01,4.154292E+03,0.000000E+00,1.357777E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999518E+01,4.599399E+01,2.634184E+01,4.693618E+01,4.056241E+03,0.000000E+00,1.325723E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,4.582993E+01,2.163497E+01,7.313898E+01
07:15:00,2.159591E+03,0.000000E+00,7.058446E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999561E+01,4.073949E+01,2.376165E+01,6.747112E+01,2.369247E+03,0.000000E+00,7.743709E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999568E+01,4.155752E+01,2.633511E+01,5.787366E+01,2.451294E+03,0.000000E+00,8.011864E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999565E+01,4.185282E+01,2.844271E+01,4.159508E+01,4.163233E+03,0.000000E+00,1.360699E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.601619E+01,2.637728E+01,4.693624E+01,4.065894E+03,0.000000E+00,1.328878E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999503E+01,4.585382E+01,2.170051E+01,7.292296E+01
07:20:00,2.163756E+03,0.000000E+00,7.072059E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999562E+01,4.077130E+01,2.379488E+01,6.734679E+01,2.373531E+03,0.000000E+00,7.757712E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999570E+01,4.158691E+01,2.635647E+01,5.781003E+01,2.455630E+03,0.000000E+00,8.026036E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.188131E+01,2.846011E+01,4.162990E+01,4.170683E+03,0.000000E+00,1.363135E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999522E+01,4.603508E+01,2.640863E+01,4.693582E+01,4.073845E+03,0.000000E+00,1.331477E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999505E+01,4.587359E+01,2.175789E+01,7.273699E+01
07:25:00,2.167458E+03,0.000000E+00,7.084160E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,4.080105E+01,2.383409E+01,6.721390E+01,2.377369E+03,0.000000E+00,7.770255E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999571E+01,4.161451E+01,2.638217E+01,5.774502E+01,2.459490E+03,0.000000E+00,8.038655E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999568E+01,4.190800E+01,2.847612E+01,4.165792E+01,4.176820E+03,0.000000E+00,1.365140E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.605130E+01,2.643820E+01,4.692896E+01,4.080190E+03,0.000000E+00,1.333551E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999507E+01,4.589002E+01,2.180958E+01,7.256991E+01
07:30:00,2.170316E+03,0.000000E+00,7.093503E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,4.083005E+01,2.387775E+01,6.707738E+01,2.380361E+03,0.000000E+00,7.780036E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999571E+01,4.164155E+01,2.641067E+01,5.768267E+01,2.462483E+03,0.000000E+00,8.048437E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999568E+01,4.193406E+01,2.849190E+01,4.167705E+01,4.181285E+03,0.000000E+00,1.366600E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999524E+01,4.606600E+01,2.646758E+01,4.691209E+01,4.084509E+03,0.000000E+00,1.334963E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.590431E+01,2.185801E+01,7.241129E+01
07:35:00,2.172427E+03,0.000000E+00,7.100403E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999566E+01,4.085747E+01,2.392501E+01,6.693957E+01,2.382610E+03,0.000000E+00,7.787388E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999573E+01,4.166721E+01,2.644121E+01,5.762461E+01,2.464710E+03,0.000000E+00,8.055716E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999570E+01,4.195875E+01,2.850805E+01,4.168646E+01,4.184174E+03,0.000000E+00,1.367545E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,4.607902E+01,2.649756E+01,4.688370E+01,4.087034E+03,0.000000E+00,1.335788E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.591612E+01,2.190487E+01,7.225401E+01
07:40:00,2.173858E+03,0.000000E+00,7.105082E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999567E+01,4.088327E+01,2.397532E+01,6.680158E+01,2.384177E+03,0.000000E+00,7.792513E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,4.169143E+01,2.647327E+01,5.757164E+01,2.466229E+03,0.000000E+00,8.060685E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999571E+01,4.198201E+01,2.852458E+01,4.168664E+01,4.185513E+03,0.000000E+00,1.367983E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999527E+01,4.609062E+01,2.652828E+01,4.684404E+01,4.087816E+03,0.000000E+00,1.336044E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999512E+01,4.592612E+01,2.195063E+01,7.209635E+01
07:45:00,2.174574E+03,0.000000E+00,7.107424E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999568E+01,4.090784E+01,2.402927E+01,6.666030E+01,2.385035E+03,0.000000E+00,7.795317E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,4.171458E+01,2.650669E+01,5.752354E+01,2.467011E+03,0.000000E+00,8.063242E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999572E+01,4.200420E+01,2.854141E+01,4.167819E+01,4.185255E+03,0.000000E+00,1.367899E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999528E+01,4.610115E+01,2.655989E+01,4.679315E+01,4.086778E+03,0.000000E+00,1.335706E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999513E+01,4.593491E+01,2.199613E+01,7.193474E+01
