building_id,district,stem,reason
relation/12638102,ES-MAD-BERRUGUETE,c618dfeb21e06f07,HASH_CHANGED
relation/12702632,ES-MAD-BERRUGUETE,be68dcc0e83d5725,HASH_CHANGED
relation/12720242,ES-MAD-BERRUGUETE,0ca1486e737f8809,HASH_CHANGED
relation/12837457,ES-MAD-BERRUGUETE,c2577233c56f2d0b,HASH_CHANGED
relation/12867469,ES-MAD-BERRUGUETE,bb4d3f44d4fbe5b1,HASH_CHANGED
relation/12876436,ES-MAD-BERRUGUETE,ee59f26430f27ad4,HASH_CHANGED
relation/12877780,ES-MAD-BERRUGUETE,e21bec78b937acf5,HASH_CHANGED
relation/12891868,ES-MAD-BERRUGUETE,edea5e0e81996fc3,HASH_CHANGED
relation/12931517,ES-MAD-BERRUGUETE,0c479868a7ac0df9,HASH_CHANGED
relation/13005466,ES-MAD-BERRUGUETE,bdea183b20e2e24c,HASH_CHANGED
relation/13303818,ES-MAD-BERRUGUETE,10f7ce2d005e825f,HASH_CHANGED
relation/13306447,ES-MAD-BERRUGUETE,6bbac3cd74491459,HASH_CHANGED
relation/13307656,ES-MAD-BERRUGUETE,5a27616175fd74e9,HASH_CHANGED
relation/13430482,ES-MAD-BERRUGUETE,4524352837d47fed,HASH_CHANGED
relation/4172529,ES-MAD-BERRUGUETE,aeea716b34cd07de,HASH_CHANGED
relation/4172892,ES-MAD-BERRUGUETE,4c83d5317d600cf4,HASH_CHANGED
relation/5808694,ES-MAD-BERRUGUETE,907754899c0539ea,HASH_CHANGED
way/198082054,ES-MAD-BERRUGUETE,5fce37847390b084,HASH_CHANGED
way/224012143,ES-MAD-BERRUGUETE,5708eec5fe4779cf,HASH_CHANGED
way/277649996,ES-MAD-BERRUGUETE,121ede6ffa7f537f,HASH_CHANGED
way/286376566,ES-MAD-BERRUGUETE,b88b3c3325df733e,HASH_CHANGED
way/286376568,ES-MAD-BERRUGUETE,ead12fc5d102e619,HASH_CHANGED
way/286376569,ES-MAD-BERRUGUETE,fde1bc8c9f4c22dd,HASH_CHANGED
way/286376572,ES-MAD-BERRUGUETE,47e1dc9b67a4ca77,HASH_CHANGED
way/286376575,ES-MAD-BERRUGUETE,0947f24a6de41c4b,HASH_CHANGED
way/286417117,ES-MAD-BERRUGUETE,1e190d5ecdc121d0,HASH_CHANGED
way/286564856,ES-MAD-BERRUGUETE,5bb564b7ae2d44cd,HASH_CHANGED
way/286685213,ES-MAD-BERRUGUETE,6d5be91d4394f4d3,HASH_CHANGED
way/286685214,ES-MAD-BERRUGUETE,52dfc80150e42608,HASH_CHANGED
way/287225524,ES-MAD-BERRUGUETE,aa98ba31ed488442,HASH_CHANGED
way/287496586,ES-MAD-BERRUGUETE,76fc86c7bf31b890,HASH_CHANGED
way/287496598,ES-MAD-BERRUGUETE,f1af238efc41ce7c,HASH_CHANGED
way/287696585,ES-MAD-BERRUGUETE,58780d5ea1a24299,HASH_CHANGED
way/287696586,ES-MAD-BERRUGUETE,718d6a0d17550d59,HASH_CHANGED
way/287696589,ES-MAD-BERRUGUETE,a33ef562e4b82396,HASH_CHANGED
way/287939448,ES-MAD-BERRUGUETE,4e8dc71607ebe24b,HASH_CHANGED
way/287939449,ES-MAD-BERRUGUETE,1137693b1b0c378d,HASH_CHANGED
way/287939450,ES-MAD-BERRUGUETE,c4df907d37dbb2ea,HASH_CHANGED
way/287939454,ES-MAD-BERRUGUETE,0af4963b82f3ebe2,HASH_CHANGED
way/287943062,ES-MAD-BERRUGUETE,c0922358da475fb3,HASH_CHANGED
way/287943067,ES-MAD-BERRUGUETE,0a9deae60b60e2e5,HASH_CHANGED
way/288276175,ES-MAD-BERRUGUETE,0a449c764b4cb37d,HASH_CHANGED
way/288276177,ES-MAD-BERRUGUETE,d3ffebe93b2dffa6,HASH_CHANGED
way/288447773,ES-MAD-BERRUGUETE,c6bfd6f0f273d702,HASH_CHANGED
way/288461982,ES-MAD-BERRUGUETE,2de3873755ca53d8,HASH_CHANGED
way/288461988,ES-MAD-BERRUGUETE,9528a2441a895b83,HASH_CHANGED
way/288461994,ES-MAD-BERRUGUETE,5bffa5be556b7ca7,HASH_CHANGED
way/288600852,ES-MAD-BERRUGUETE,3230d1cc4114aa78,HASH_CHANGED
way/289362370,ES-MAD-BERRUGUETE,a0d0b23524fc6dd2,HASH_CHANGED
way/289362372,ES-MAD-BERRUGUETE,ae7bce1220e79f17,HASH_CHANGED
way/289364388,ES-MAD-BERRUGUETE,a8f41ceb1b9d99bd,HASH_CHANGED
way/289387276,ES-MAD-BERRUGUETE,0f04e3583d354ae8,HASH_CHANGED
way/289692617,ES-MAD-BERRUGUETE,18405f9444b88dab,HASH_CHANGED
way/289692619,ES-MAD-BERRUGUETE,d60147005df4e070,HASH_CHANGED
way/289692622,ES-MAD-BERRUGUETE,1defa182ae854ad4,HASH_CHANGED
way/289779214,ES-MAD-BERRUGUETE,596e99c5e1ab00fb,HASH_CHANGED
way/289779218,ES-MAD-BERRUGUETE,c32af17a3653d975,HASH_CHANGED
way/289779221,ES-MAD-BERRUGUETE,4a8b837bee997efa,HASH_CHANGED
